stdg_Cd,bjd_Nm,crush_Stone_Area,etc_Area,except_Area,low_Moist_Area,none_Area,rock_Area,salt_Area,sand_Area,slope_Area,spaicd_Area,stone_Power_Area,unripe_Area,volcano_Area
4159025325,경기도 화성시 봉담읍 와우리,0,0,58,0,0,0,0,39,52,0,0,7,0
4159025326,경기도 화성시 봉담읍 수기리,0,5,41,6,0,0,0,30,42,0,0,2,0
4159025328,경기도 화성시 봉담읍 왕림리,0,0,131,5,0,0,0,47,73,0,13,3,0
4159025329,경기도 화성시 봉담읍 세곡리,0,2,113,0,0,0,0,7,11,0,10,0,0
4691033024,전라남도 신안군 자은면 유천리,0,24,367,0,7,0,72,15,62,0,25,9,0
4691033025,전라남도 신안군 자은면 유각리,0,43,289,0,42,0,66,53,133,0,5,45,0
4691033026,전라남도 신안군 자은면 면전리,0,10,137,0,42,0,0,14,44,0,7,2,0
4691033028,전라남도 신안군 자은면 고장리,0,29,397,0,71,0,0,136,101,0,8,9,0
4691033029,전라남도 신안군 자은면 구영리,0,8,203,0,56,0,0,31,72,0,32,30,0
4691034021,전라남도 신안군 비금면 광대리,0,22,301,0,0,0,0,35,74,0,0,15,0
4691034022,전라남도 신안군 비금면 용소리,0,6,15,0,0,0,19,155,2,0,0,0,0
4691034024,전라남도 신안군 비금면 가산리,0,36,150,0,11,0,165,39,20,0,0,1,0
4691034025,전라남도 신안군 비금면 덕산리,0,39,189,0,0,0,82,67,28,0,3,3,0
4691034027,전라남도 신안군 비금면 구림리,0,43,160,0,0,0,84,105,10,0,0,0,0
4691034028,전라남도 신안군 비금면 신원리,0,15,130,0,0,0,0,78,29,0,0,2,0
2644010500,부산광역시 강서구 죽림동,0,35,8,0,68,0,2,4,4,62,0,18,0
2644010600,부산광역시 강서구 식만동,0,34,6,0,19,0,0,44,0,146,0,7,0
2644010700,부산광역시 강서구 죽동동,0,35,4,0,89,0,0,1,0,314,0,8,0
2644010800,부산광역시 강서구 봉림동,0,261,7,0,350,0,29,77,3,242,0,24,0
2644011000,부산광역시 강서구 화전동,0,110,79,0,10,0,8,42,14,90,0,2,0
4159036030,경기도 화성시 팔탄면 덕우리,0,0,152,4,9,0,0,28,42,0,0,13,0
4159035026,경기도 화성시 서신면 제부리,0,24,77,0,1,0,7,31,3,0,0,3,0
4159035027,경기도 화성시 서신면 홍법리,0,0,159,19,18,0,25,13,33,0,0,22,0
4159035029,경기도 화성시 서신면 매화리,0,22,73,15,11,0,126,9,86,0,0,26,0
4159035030,경기도 화성시 서신면 용두리,0,4,198,25,70,0,53,2,83,0,0,25,0
4159035032,경기도 화성시 서신면 백미리,0,12,183,8,38,0,26,14,70,0,0,19,0
4159036000,경기도 화성시 팔탄면,0,220,2408,240,408,0,27,706,696,0,74,312,0
4159036022,경기도 화성시 팔탄면 창곡리,0,0,187,19,0,0,0,24,56,0,7,35,0
4159036023,경기도 화성시 팔탄면 기천리,0,46,290,0,0,0,0,57,36,0,47,10,0
4159036025,경기도 화성시 팔탄면 구장리,0,8,261,20,42,0,0,115,39,0,13,5,0
4159036026,경기도 화성시 팔탄면 율암리,0,25,238,31,0,0,0,60,112,0,0,72,0
4159036028,경기도 화성시 팔탄면 덕천리,0,8,172,16,0,0,0,43,30,0,0,7,0
4615038029,전라남도 순천시 낙안면 평촌리,0,3,0,0,0,0,0,4,15,0,0,69,0
4673034024,전라남도 구례군 마산면 황전리,0,21,1456,0,0,0,0,3,69,0,35,48,0
4673034025,전라남도 구례군 마산면 갑산리,0,3,30,0,0,0,0,2,31,0,0,189,0
4673035000,전라남도 구례군 광의면,0,88,1961,0,0,0,0,324,509,0,128,353,0
4673035021,전라남도 구례군 광의면 연파리,0,9,13,0,0,0,0,44,28,0,11,11,0
4673035023,전라남도 구례군 광의면 대산리,0,14,0,0,0,0,0,55,10,0,69,19,0
4673035024,전라남도 구례군 광의면 지천리,0,15,27,0,0,0,0,88,4,0,29,135,0
4673035026,전라남도 구례군 광의면 대전리,0,3,71,0,0,0,0,52,68,0,0,9,0
4673035027,전라남도 구례군 광의면 온당리,0,7,400,0,0,0,0,36,200,0,0,17,0
4673036000,전라남도 구례군 용방면,0,69,1297,0,0,0,0,464,453,0,55,121,0
4673036022,전라남도 구례군 용방면 신지리,0,16,24,0,0,0,0,58,24,0,13,33,0
4874038027,경상남도 창녕군 영산면 신제리,0,60,169,0,67,0,0,9,132,0,0,5,0
4874038028,경상남도 창녕군 영산면 월령리,0,20,43,0,221,0,0,10,51,0,0,81,0
4874039000,경상남도 창녕군 장마면,0,159,1577,78,193,0,0,165,605,0,25,190,0
4874039021,경상남도 창녕군 장마면 강리,0,17,43,37,0,0,0,49,17,0,18,9,0
4723038023,경상북도 영천시 고경면 창상리,0,15,19,0,0,0,0,31,49,0,3,30,0
4723038024,경상북도 영천시 고경면 대의리,0,15,302,0,0,0,0,37,94,0,0,6,0
4723038026,경상북도 영천시 고경면 오류리,0,15,473,0,0,0,0,0,132,0,2,9,0
4723038027,경상북도 영천시 고경면 고도리,0,5,343,0,0,0,0,1,88,0,0,5,0
4723038029,경상북도 영천시 고경면 용전리,0,22,590,0,39,0,0,37,190,0,0,17,0
4723038031,경상북도 영천시 고경면 상리리,0,8,196,0,7,0,0,3,88,0,0,23,0
4723038032,경상북도 영천시 고경면 학리,0,3,400,0,0,0,0,0,115,0,0,8,0
4723039039,경상북도 영천시 북안면 원당리,0,2,226,0,0,0,0,0,62,0,0,3,0
4824031025,경상남도 사천시 정동면 수청리,0,12,152,0,0,0,0,36,13,0,3,8,0
4824025021,경상남도 사천시 사천읍 선인리,0,0,34,0,52,0,0,0,24,0,0,11,0
4824025022,경상남도 사천시 사천읍 정의리,0,0,11,0,13,0,0,0,20,0,0,0,0
4824025024,경상남도 사천시 사천읍 수석리,0,2,2,0,140,0,0,2,19,0,0,0,0
4824025025,경상남도 사천시 사천읍 사주리,0,9,25,0,56,0,0,15,26,0,0,0,0
4824025027,경상남도 사천시 사천읍 중선리,0,14,0,0,108,0,26,36,0,0,0,0,0
4824025028,경상남도 사천시 사천읍 구암리,0,7,441,0,18,0,0,13,186,0,0,17,0
4824025030,경상남도 사천시 사천읍 금곡리,0,5,270,0,0,0,0,0,32,0,1,7,0
4824025031,경상남도 사천시 사천읍 두량리,0,50,437,0,36,0,0,5,123,0,0,27,0
4824031022,경상남도 사천시 정동면 예수리,0,16,132,0,14,0,0,17,72,0,12,2,0
4824031023,경상남도 사천시 정동면 화암리,0,1,109,0,54,0,0,0,39,0,0,16,0
4824025000,경상남도 사천시 사천읍,0,107,1607,0,510,0,29,90,540,0,1,89,0
4723031029,경상북도 영천시 청통면 신학리,0,8,50,0,21,0,0,25,32,0,3,38,0
4723031031,경상북도 영천시 청통면 애련리,0,10,344,0,0,0,0,0,105,0,32,17,0
4723031032,경상북도 영천시 청통면 계포리,0,9,54,0,2,0,0,14,40,0,2,31,0
4723031034,경상북도 영천시 청통면 신원리,0,18,964,0,6,0,0,12,63,0,15,15,0
4723032000,경상북도 영천시 신녕면,0,205,6371,0,88,0,0,229,787,0,290,112,0
4723032021,경상북도 영천시 신녕면 치산리,0,33,1828,0,0,0,0,0,82,0,57,10,0
4723032023,경상북도 영천시 신녕면 화서리,0,6,513,0,0,0,0,1,114,0,0,11,0
4723032025,경상북도 영천시 신녕면 왕산리,0,41,805,0,0,0,0,59,40,0,30,10,0
4723037031,경상북도 영천시 임고면 우항리,0,30,61,0,6,0,0,64,35,0,14,102,0
4723036025,경상북도 영천시 자양면 용산리,0,106,943,0,0,0,0,0,22,0,11,6,0
4723036028,경상북도 영천시 자양면 성곡리,0,184,409,0,0,0,0,0,61,0,0,4,0
4825025022,경상남도 김해시 진영읍 하계리,0,3,234,0,0,0,0,0,78,0,0,7,0
4825025023,경상남도 김해시 진영읍 방동리,0,2,65,0,4,0,0,0,20,0,0,4,0
4678032000,전라남도 보성군 미력면,0,143,1774,52,120,0,0,157,715,0,0,110,0
4678032021,전라남도 보성군 미력면 도개리,0,18,151,0,51,0,0,39,43,0,0,28,0
4678032022,전라남도 보성군 미력면 미력리,0,1,428,0,0,0,0,5,85,0,0,18,0
4678032024,전라남도 보성군 미력면 용정리,0,26,216,0,29,0,0,10,122,0,0,13,0
4678032025,전라남도 보성군 미력면 덕림리,0,30,131,36,13,0,0,10,90,0,0,10,0
4678032027,전라남도 보성군 미력면 초당리,0,3,193,0,0,0,0,32,80,0,0,24,0
4678033000,전라남도 보성군 겸백면,0,222,3182,37,79,0,0,98,1046,0,0,94,0
4678033022,전라남도 보성군 겸백면 운림리,0,60,339,0,0,0,0,13,138,0,0,10,0
4678033023,전라남도 보성군 겸백면 은덕리,0,9,402,0,0,0,0,3,111,0,0,5,0
4711131000,경상북도 포항시남구 대송면,0,71,2462,32,143,0,17,54,422,0,38,26,0
4711131021,경상북도 포항시남구 대송면 공수리,0,1,29,0,31,0,0,2,14,0,0,2,0
4711131023,경상북도 포항시남구 대송면 홍계리,0,1,286,0,0,0,0,0,41,0,8,10,0
4711131024,경상북도 포항시남구 대송면 산여리,0,7,784,0,0,0,0,1,14,0,0,0,0
4711310300,경상북도 포항시북구 남빈동,0,0,3,0,0,0,3,0,0,0,0,0,0
4711310400,경상북도 포항시북구 상원동,0,0,3,0,0,0,3,0,0,0,0,0,0
4711125623,경상북도 포항시남구 오천읍 항사리,0,76,1787,0,0,0,0,3,25,0,16,6,0
4711133035,경상북도 포항시남구 장기면 대진리,0,7,100,0,0,0,8,4,27,0,0,1,0
4711133037,경상북도 포항시남구 장기면 학계리,0,4,123,0,2,0,0,22,19,0,7,2,0
4711133038,경상북도 포항시남구 장기면 학곡리,0,6,228,0,0,0,11,17,49,0,11,7,0
4711133040,경상북도 포항시남구 장기면 창지리,0,3,195,0,6,0,0,0,64,0,4,3,0
4687038022,전라남도 영광군 낙월면 하낙월리,0,0,51,0,0,0,0,0,5,0,0,0,0
4687038023,전라남도 영광군 낙월면 임병리,0,8,28,0,0,0,0,0,1,0,0,0,0
4687038025,전라남도 영광군 낙월면 월촌리,0,3,113,0,0,0,0,0,58,0,0,0,0
4687038026,전라남도 영광군 낙월면 신기리,0,5,154,0,0,0,0,0,47,0,0,0,0
4687038028,전라남도 영광군 낙월면 석만리,0,2,49,0,0,0,0,0,2,0,0,0,0
4161010200,경기도 광주시 쌍령동,0,13,238,6,0,0,0,38,38,0,0,0,0
4161010300,경기도 광주시 송정동,0,12,335,5,0,0,0,93,52,0,8,2,0
4161010400,경기도 광주시 회덕동,0,3,269,0,0,0,0,57,20,0,0,0,0
4161010600,경기도 광주시 목현동,0,1,809,0,0,0,0,26,35,0,16,0,0
4161010700,경기도 광주시 삼동,0,1,331,0,0,0,0,51,42,0,0,0,0
4161010900,경기도 광주시 직동,0,0,525,9,0,0,0,38,14,0,9,1,0
4161011000,경기도 광주시 태전동,0,16,305,10,0,0,0,121,20,0,6,9,0
4161011100,경기도 광주시 장지동,0,20,140,1,1,0,0,156,21,0,16,3,0
4161011300,경기도 광주시 목동,0,3,502,0,0,0,0,51,21,0,21,0,0
4721035030,경상북도 영주시 안정면 옹암리,0,0,116,0,17,0,0,3,64,0,0,0,0
4723012100,경상북도 영천시 녹전동,0,18,72,0,18,0,0,34,67,0,0,52,0
4723012200,경상북도 영천시 도림동,0,15,369,0,27,0,0,6,172,0,0,1,0
4721035034,경상북도 영주시 안정면 동촌리,0,7,158,50,0,0,0,16,71,0,7,5,0
4721034026,경상북도 영주시 장수면 소룡리,0,7,251,47,0,0,0,21,90,0,0,0,0
4721034027,경상북도 영주시 장수면 호문리,0,8,265,70,0,0,0,28,110,0,0,0,0
4721034028,경상북도 영주시 장수면 파지리,0,0,129,15,0,0,0,3,56,0,0,0,0
4721035021,경상북도 영주시 안정면 신전리,0,8,39,0,44,0,0,9,31,0,0,6,0
4721035023,경상북도 영주시 안정면 봉암리,0,1,188,0,0,0,0,2,78,0,0,2,0
4721035024,경상북도 영주시 안정면 용산리,0,0,389,36,0,0,0,28,160,0,0,0,0
4721035026,경상북도 영주시 안정면 묵리,0,4,227,38,0,0,0,20,54,0,0,0,0
4721035027,경상북도 영주시 안정면 내줄리,0,20,153,31,43,0,0,42,50,0,5,2,0
4678033027,전라남도 보성군 겸백면 남양리,0,21,222,0,56,0,0,12,145,0,0,19,0
4678033028,전라남도 보성군 겸백면 사곡리,0,3,270,0,8,0,0,0,71,0,0,5,0
4775025021,경상북도 청송군 청송읍 월막리,0,23,261,0,0,0,0,43,33,0,0,0,0
4113100000,경기도 성남시수정구,0,109,2741,38,9,0,0,1254,178,0,38,171,0
4113110100,경기도 성남시수정구 신흥동,0,2,121,0,0,0,0,55,0,0,0,0,0
4113110300,경기도 성남시수정구 수진동,0,3,55,0,0,0,0,67,1,0,0,0,0
4113110400,경기도 성남시수정구 단대동,0,0,42,0,0,0,0,38,0,0,0,0,0
4113110600,경기도 성남시수정구 양지동,0,0,104,0,0,0,0,9,13,0,0,0,0
4113110700,경기도 성남시수정구 복정동,0,11,166,2,9,0,0,153,19,0,6,12,0
4113110900,경기도 성남시수정구 신촌동,0,5,8,5,0,0,0,59,2,0,0,0,0
4113111000,경기도 성남시수정구 오야동,0,10,32,0,0,0,0,75,2,0,0,0,0
4711132023,경상북도 포항시남구 동해면 금광리,0,3,288,0,4,0,0,0,105,0,3,4,0
4711132025,경상북도 포항시남구 동해면 석리,0,1,172,0,0,0,0,0,42,0,0,2,0
4711132026,경상북도 포항시남구 동해면 임곡리,0,0,145,0,0,0,0,0,44,0,0,5,0
4711132028,경상북도 포항시남구 동해면 마산리,0,1,200,0,0,0,0,1,26,0,0,0,0
4711132030,경상북도 포항시남구 동해면 중흥리,0,1,374,0,0,0,0,0,22,0,8,5,0
4711132031,경상북도 포항시남구 동해면 발산리,0,8,625,0,0,0,0,4,22,0,2,9,0
4711125624,경상북도 포항시남구 오천읍 진전리,0,43,1279,0,0,0,0,0,30,0,5,4,0
4711125625,경상북도 포항시남구 오천읍 갈평리,0,27,840,0,0,0,0,10,74,0,24,8,0
4711125627,경상북도 포항시남구 오천읍 용산리,0,14,237,0,0,0,0,6,19,0,23,9,0
4711125628,경상북도 포항시남구 오천읍 광명리,0,2,216,0,0,0,0,0,86,0,16,5,0
4711125630,경상북도 포항시남구 오천읍 용덕리,0,7,5,0,0,0,0,69,5,0,0,111,0
4687037030,전라남도 영광군 법성면 용덕리,0,4,88,38,2,0,14,0,119,0,0,22,0
4687037031,전라남도 영광군 법성면 삼당리,0,14,65,19,60,0,28,41,85,0,0,3,0
4687038000,전라남도 영광군 낙월면,0,59,937,0,0,0,0,0,163,0,0,2,0
4377032029,충청북도 음성군 원남면 주봉리,0,13,285,0,0,0,0,78,110,0,0,0,0
4377032030,충청북도 음성군 원남면 문암리,0,4,295,0,0,0,0,117,158,0,0,12,0
4377032031,충청북도 음성군 원남면 조촌리,0,87,973,0,0,0,0,146,32,0,20,5,0
4377032033,충청북도 음성군 원남면 덕정리,0,0,454,0,0,0,0,95,36,0,0,8,0
4377033021,충청북도 음성군 맹동면 쌍정리,0,3,134,43,0,0,0,122,30,0,3,36,0
4377033022,충청북도 음성군 맹동면 인곡리,0,1,227,11,0,0,0,78,45,0,0,0,0
4377033024,충청북도 음성군 맹동면 봉현리,0,8,61,24,29,0,0,122,24,0,0,0,0
4377033026,충청북도 음성군 맹동면 신돈리,0,1,19,16,0,0,0,69,14,0,0,1,0
4161033023,경기도 광주시 도척면 방도리,0,0,341,8,0,0,0,114,51,0,5,34,0
4420041023,충청남도 아산시 신창면 창암리,0,3,191,0,30,0,0,61,74,0,0,13,0
4420041024,충청남도 아산시 신창면 황산리,0,0,118,0,10,0,0,27,75,0,0,22,0
4420041025,충청남도 아산시 신창면 행목리,0,4,169,0,0,0,0,53,92,0,0,6,0
4420041027,충청남도 아산시 신창면 신달리,0,22,28,0,114,0,0,33,46,0,0,7,0
4420041028,충청남도 아산시 신창면 남성리,0,3,87,0,77,0,0,12,261,0,0,32,0
4420041030,충청남도 아산시 신창면 가덕리,0,36,61,0,62,0,0,88,77,0,0,30,0
4420041031,충청남도 아산시 신창면 신곡리,0,25,40,0,23,0,0,97,62,0,0,1,0
4421000000,충청남도 서산시,0,3988,25609,1581,1660,0,9576,2567,16919,0,398,8506,0
4421010100,충청남도 서산시 읍내동,0,7,81,9,0,0,0,5,78,0,0,51,0
4421010200,충청남도 서산시 동문동,0,0,47,0,20,0,0,43,68,0,0,131,0
4131010700,경기도 구리시 토평동,0,220,51,0,0,0,0,273,0,0,0,45,0
4159025331,경기도 화성시 봉담읍 마하리,0,3,56,11,0,0,0,40,9,0,0,1,0
4691034030,전라남도 신안군 비금면 죽림리,0,43,230,0,0,0,83,153,18,0,0,2,0
2644011100,부산광역시 강서구 녹산동,0,71,293,0,4,0,6,69,36,44,0,5,0
2644011300,부산광역시 강서구 구랑동,0,8,349,28,17,0,0,17,69,4,1,1,0
2644011400,부산광역시 강서구 지사동,0,22,1083,0,0,0,0,1,72,0,28,21,0
2644011600,부산광역시 강서구 범방동,0,46,140,10,81,0,0,6,11,132,0,7,0
2644011700,부산광역시 강서구 신호동,0,366,0,0,0,0,0,42,0,0,0,0,0
4159036029,경기도 화성시 팔탄면 지월리,0,6,107,7,6,0,0,51,26,0,4,0,0
4159035025,경기도 화성시 서신면 송교리,0,26,75,9,19,0,109,26,45,0,0,21,0
4159034024,경기도 화성시 송산면 용포리,0,24,26,0,80,0,45,50,58,0,0,3,0
4159034025,경기도 화성시 송산면 고정리,0,148,42,0,88,0,146,29,158,0,0,60,0
