stdg_Cd,bjd_Nm,alfisols_Area,andisols_Area,entisols_Area,etc_Area,histosols_Area,inceptisols_Area,mollisols_Area,ultisols_Area
3171025621,울산광역시 울주군 온양읍 발리,11,0,4,8,0,491,0,169
3171025623,울산광역시 울주군 온양읍 망양리,44,0,22,18,0,350,0,21
3171025624,울산광역시 울주군 온양읍 남창리,5,0,16,16,0,92,0,0
4711131026,경상북도 포항시남구 대송면 송동리,53,0,0,8,0,53,0,115
4711131027,경상북도 포항시남구 대송면 제내리,36,0,20,19,0,21,0,0
4711131028,경상북도 포항시남구 대송면 옥명리,6,0,0,0,0,56,0,181
4711132000,경상북도 포항시남구 동해면,350,0,210,34,0,3561,0,229
4711132022,경상북도 포항시남구 동해면 약전리,17,0,13,0,0,85,0,0
4377033029,충청북도 음성군 맹동면 통동리,0,0,544,44,0,161,0,0
4377034000,충청북도 음성군 대소면,282,0,11,92,0,3355,0,74
4377033027,충청북도 음성군 맹동면 본성리,1,0,0,1,0,114,0,0
4161033000,경기도 광주시 도척면,219,0,411,99,0,4483,0,5
4161033022,경기도 광주시 도척면 유정리,51,0,70,17,0,367,0,0
4159025332,경기도 화성시 봉담읍 유리,9,0,0,27,0,143,0,0
4159025300,경기도 화성시 봉담읍,98,0,63,124,0,3822,0,175
4159025322,경기도 화성시 봉담읍 내리,11,0,16,3,0,516,0,0
4159025323,경기도 화성시 봉담읍 수영리,18,0,1,2,0,208,0,74
4159025325,경기도 화성시 봉담읍 와우리,0,0,0,0,0,150,0,6
4159025326,경기도 화성시 봉담읍 수기리,2,0,0,5,0,119,0,0
4159025328,경기도 화성시 봉담읍 왕림리,22,0,0,0,0,250,0,0
4159025329,경기도 화성시 봉담읍 세곡리,1,0,2,2,0,136,0,0
4691033024,전라남도 신안군 자은면 유천리,80,0,120,24,0,354,0,2
4691033025,전라남도 신안군 자은면 유각리,153,0,81,43,0,368,0,30
4691033026,전라남도 신안군 자은면 면전리,79,0,33,10,0,129,0,6
4691033028,전라남도 신안군 자은면 고장리,180,0,239,29,0,301,0,2
4691033029,전라남도 신안군 자은면 구영리,143,0,119,8,0,162,0,0
4691034021,전라남도 신안군 비금면 광대리,76,0,145,22,0,204,0,0
4691034022,전라남도 신안군 비금면 용소리,54,0,17,6,0,120,0,0
4691034024,전라남도 신안군 비금면 가산리,21,0,80,36,0,272,0,14
4691034025,전라남도 신안군 비금면 덕산리,27,0,109,39,0,221,0,17
4691034027,전라남도 신안군 비금면 구림리,10,0,110,43,0,221,0,19
4691034028,전라남도 신안군 비금면 신원리,13,0,97,15,0,122,0,8
2644010500,부산광역시 강서구 죽림동,51,0,0,35,0,104,0,10
2644010600,부산광역시 강서구 식만동,19,0,42,34,0,160,0,0
2644010700,부산광역시 강서구 죽동동,9,0,1,35,0,404,0,2
2644010800,부산광역시 강서구 봉림동,199,0,0,261,0,526,0,6
2644011000,부산광역시 강서구 화전동,12,0,27,110,0,154,15,38
4159036030,경기도 화성시 팔탄면 덕우리,3,0,0,0,0,237,0,8
4159035026,경기도 화성시 서신면 제부리,3,0,31,24,0,88,0,0
4159035027,경기도 화성시 서신면 홍법리,12,0,1,0,0,270,0,4
4159035029,경기도 화성시 서신면 매화리,30,0,2,22,0,286,0,26
4159035030,경기도 화성시 서신면 용두리,36,0,0,4,0,420,0,0
4159035032,경기도 화성시 서신면 백미리,25,0,4,12,0,328,0,0
4159036000,경기도 화성시 팔탄면,305,0,40,220,0,4376,0,149
4159036022,경기도 화성시 팔탄면 창곡리,15,0,7,0,0,307,0,0
4159036023,경기도 화성시 팔탄면 기천리,7,0,3,46,0,429,0,0
4159036025,경기도 화성시 팔탄면 구장리,3,0,16,8,0,475,0,0
4159036026,경기도 화성시 팔탄면 율암리,18,0,0,25,0,455,0,42
4159036028,경기도 화성시 팔탄면 덕천리,4,0,0,8,0,261,0,1
4615038029,전라남도 순천시 낙안면 평촌리,39,0,0,3,0,40,0,8
4673034024,전라남도 구례군 마산면 황전리,62,0,68,21,0,1446,0,36
4673034025,전라남도 구례군 마산면 갑산리,186,0,0,3,0,66,0,0
4673035000,전라남도 구례군 광의면,488,0,187,88,0,2385,0,217
4673035021,전라남도 구례군 광의면 연파리,26,0,16,9,0,54,0,12
4673035023,전라남도 구례군 광의면 대산리,19,0,17,14,0,117,0,0
4673035024,전라남도 구례군 광의면 지천리,113,0,34,15,0,136,0,0
4673035026,전라남도 구례군 광의면 대전리,23,0,5,3,0,120,0,53
4673035027,전라남도 구례군 광의면 온당리,114,0,28,7,0,470,0,42
4673036000,전라남도 구례군 용방면,275,0,192,69,0,1905,0,19
4673036022,전라남도 구례군 용방면 신지리,37,0,31,16,0,84,0,0
4874038027,경상남도 창녕군 영산면 신제리,1,0,0,60,0,381,0,0
4874038028,경상남도 창녕군 영산면 월령리,0,0,0,20,0,405,0,0
4874039000,경상남도 창녕군 장마면,25,0,18,159,0,2791,0,0
4874039021,경상남도 창녕군 장마면 강리,0,0,18,17,0,156,0,0
4723038023,경상북도 영천시 고경면 창상리,70,0,43,15,0,19,0,0
4723038024,경상북도 영천시 고경면 대의리,14,0,39,15,0,386,0,0
4723038026,경상북도 영천시 고경면 오류리,2,0,0,15,0,614,0,0
4723038027,경상북도 영천시 고경면 고도리,4,0,1,5,0,431,0,0
4723038029,경상북도 영천시 고경면 용전리,42,0,34,22,0,798,0,0
4723038031,경상북도 영천시 고경면 상리리,29,0,3,8,0,285,0,0
4723038032,경상북도 영천시 고경면 학리,7,0,0,3,0,516,0,0
4723039039,경상북도 영천시 북안면 원당리,4,0,0,2,0,286,0,0
4824031025,경상남도 사천시 정동면 수청리,0,0,0,12,0,212,0,0
4824025021,경상남도 사천시 사천읍 선인리,44,0,0,0,0,77,0,0
4824025022,경상남도 사천시 사천읍 정의리,0,0,0,0,0,44,0,0
4824025024,경상남도 사천시 사천읍 수석리,0,0,0,2,0,164,0,0
4824025025,경상남도 사천시 사천읍 사주리,0,0,5,9,0,117,0,0
4824025027,경상남도 사천시 사천읍 중선리,0,0,28,14,0,142,0,0
4824025028,경상남도 사천시 사천읍 구암리,0,0,0,7,0,675,0,0
4824025030,경상남도 사천시 사천읍 금곡리,8,0,0,5,0,302,0,0
4824025031,경상남도 사천시 사천읍 두량리,15,0,0,50,0,592,0,21
4824031022,경상남도 사천시 정동면 예수리,1,0,6,16,0,242,0,0
4824031023,경상남도 사천시 정동면 화암리,35,0,0,1,0,183,0,0
4824025000,경상남도 사천시 사천읍,86,0,38,107,0,2722,0,21
4723031029,경상북도 영천시 청통면 신학리,37,0,5,8,0,127,0,0
4723031031,경상북도 영천시 청통면 애련리,8,0,17,10,0,473,0,0
4723031032,경상북도 영천시 청통면 계포리,33,0,18,9,0,93,0,0
4723031034,경상북도 영천시 청통면 신원리,3,0,256,18,0,819,0,0
4723032000,경상북도 영천시 신녕면,139,6,493,205,0,7126,0,111
4723032021,경상북도 영천시 신녕면 치산리,33,6,191,33,0,1748,0,0
4723032023,경상북도 영천시 신녕면 화서리,1,0,1,6,0,638,0,0
4723032025,경상북도 영천시 신녕면 왕산리,13,0,122,41,0,810,0,0
4723037031,경상북도 영천시 임고면 우항리,100,0,69,30,0,113,0,0
4723036025,경상북도 영천시 자양면 용산리,20,0,3,106,0,936,0,22
4723036028,경상북도 영천시 자양면 성곡리,23,0,0,184,0,449,0,0
4825025022,경상남도 김해시 진영읍 하계리,5,0,0,3,0,215,0,99
4825025023,경상남도 김해시 진영읍 방동리,11,0,0,2,0,40,0,43
4678032000,전라남도 보성군 미력면,139,0,15,143,0,2603,0,170
4678032021,전라남도 보성군 미력면 도개리,35,0,7,18,0,271,0,0
4678032022,전라남도 보성군 미력면 미력리,12,0,0,1,0,521,0,3
4678032024,전라남도 보성군 미력면 용정리,12,0,2,26,0,321,0,54
4678032025,전라남도 보성군 미력면 덕림리,22,0,6,30,0,261,0,2
4678032027,전라남도 보성군 미력면 초당리,25,0,0,3,0,285,0,17
4678033000,전라남도 보성군 겸백면,201,0,57,222,0,4178,0,101
4678033022,전라남도 보성군 겸백면 운림리,37,0,9,60,0,456,0,0
4678033023,전라남도 보성군 겸백면 은덕리,15,0,0,9,0,504,0,3
4711131000,경상북도 포항시남구 대송면,243,0,28,71,0,2153,0,768
4711131021,경상북도 포항시남구 대송면 공수리,22,0,0,1,0,30,0,26
4711131023,경상북도 포항시남구 대송면 홍계리,15,0,0,1,0,316,0,14
4711131024,경상북도 포항시남구 대송면 산여리,17,0,0,7,0,763,0,20
4711310300,경상북도 포항시북구 남빈동,0,0,3,0,0,3,0,0
4711310400,경상북도 포항시북구 상원동,0,0,3,0,0,3,0,0
4711125623,경상북도 포항시남구 오천읍 항사리,24,0,11,76,0,1763,0,38
4711133035,경상북도 포항시남구 장기면 대진리,10,0,13,7,0,98,0,19
4711133037,경상북도 포항시남구 장기면 학계리,3,0,25,4,0,149,0,0
4711133038,경상북도 포항시남구 장기면 학곡리,18,0,2,6,0,303,0,0
4711133040,경상북도 포항시남구 장기면 창지리,25,0,0,3,0,248,0,0
4687038022,전라남도 영광군 낙월면 하낙월리,1,0,0,0,0,55,0,0
4687038023,전라남도 영광군 낙월면 임병리,0,0,0,8,0,29,0,0
4687038025,전라남도 영광군 낙월면 월촌리,11,0,0,3,0,121,0,39
4687038026,전라남도 영광군 낙월면 신기리,12,0,0,5,0,162,0,27
4687038028,전라남도 영광군 낙월면 석만리,2,0,0,2,0,49,0,0
4161010200,경기도 광주시 쌍령동,28,0,10,13,0,283,0,0
4161010300,경기도 광주시 송정동,25,0,39,12,0,431,0,0
4161010400,경기도 광주시 회덕동,17,0,14,3,0,316,0,0
4161010600,경기도 광주시 목현동,10,0,66,1,0,810,0,0
4161010700,경기도 광주시 삼동,23,0,16,1,0,385,0,0
4161010900,경기도 광주시 직동,7,0,31,0,0,559,0,0
4161011000,경기도 광주시 태전동,18,0,81,16,0,373,0,0
4161011100,경기도 광주시 장지동,3,0,43,20,0,291,0,0
4161011300,경기도 광주시 목동,13,0,67,3,0,517,0,0
4721035030,경상북도 영주시 안정면 옹암리,0,0,0,0,0,189,0,10
4723012100,경상북도 영천시 녹전동,86,0,29,18,0,129,0,0
4723012200,경상북도 영천시 도림동,22,0,5,15,0,549,0,0
4721035034,경상북도 영주시 안정면 동촌리,6,0,12,7,0,278,0,10
4721034026,경상북도 영주시 장수면 소룡리,0,0,23,7,0,387,0,0
4721034027,경상북도 영주시 장수면 호문리,0,0,16,8,0,456,0,0
4721034028,경상북도 영주시 장수면 파지리,0,0,5,0,0,197,0,0
4721035021,경상북도 영주시 안정면 신전리,9,0,0,8,0,117,0,4
4721035023,경상북도 영주시 안정면 봉암리,10,0,17,1,0,238,0,6
4721035024,경상북도 영주시 안정면 용산리,48,0,8,0,0,515,0,43
4721035026,경상북도 영주시 안정면 묵리,0,0,31,4,0,307,0,0
4721035027,경상북도 영주시 안정면 내줄리,7,0,10,20,0,300,0,7
4678033027,전라남도 보성군 겸백면 남양리,46,0,8,21,0,395,0,5
4678033028,전라남도 보성군 겸백면 사곡리,21,0,0,3,0,333,0,1
4775025021,경상북도 청송군 청송읍 월막리,36,0,52,23,0,250,0,0
4113100000,경기도 성남시수정구,186,0,497,109,0,3746,0,0
4113110100,경기도 성남시수정구 신흥동,0,0,1,2,0,175,0,0
4113110300,경기도 성남시수정구 수진동,0,0,20,3,0,103,0,0
4113110400,경기도 성남시수정구 단대동,0,0,0,0,0,80,0,0
4113110600,경기도 성남시수정구 양지동,0,0,0,0,0,126,0,0
4113110700,경기도 성남시수정구 복정동,8,0,17,11,0,342,0,0
4113110900,경기도 성남시수정구 신촌동,0,0,9,5,0,66,0,0
4113111000,경기도 성남시수정구 오야동,2,0,32,10,0,74,0,0
4711132023,경상북도 포항시남구 동해면 금광리,27,0,0,3,0,301,0,75
4711132025,경상북도 포항시남구 동해면 석리,24,0,0,1,0,145,0,48
4711132026,경상북도 포항시남구 동해면 임곡리,35,0,7,0,0,143,0,9
4711132028,경상북도 포항시남구 동해면 마산리,10,0,2,1,0,212,0,2
4711132030,경상북도 포항시남구 동해면 중흥리,13,0,7,1,0,390,0,0
4711132031,경상북도 포항시남구 동해면 발산리,12,0,107,8,0,540,0,3
4711125624,경상북도 포항시남구 오천읍 진전리,15,0,0,43,0,1304,0,0
4711125625,경상북도 포항시남구 오천읍 갈평리,82,0,14,27,0,815,0,45
4711125627,경상북도 포항시남구 오천읍 용산리,7,0,25,14,0,211,0,51
4711125628,경상북도 포항시남구 오천읍 광명리,26,0,3,2,0,245,0,50
4711125630,경상북도 포항시남구 오천읍 용덕리,44,0,70,7,0,77,0,0
4687037030,전라남도 영광군 법성면 용덕리,41,0,0,4,0,155,0,88
4687037031,전라남도 영광군 법성면 삼당리,78,0,0,14,0,111,0,113
4687038000,전라남도 영광군 낙월면,68,0,0,59,0,968,0,66
4377032029,충청북도 음성군 원남면 주봉리,30,0,2,13,0,440,0,0
4377032030,충청북도 음성군 원남면 문암리,15,0,0,4,0,566,0,0
4377032031,충청북도 음성군 원남면 조촌리,4,0,152,87,0,1020,0,0
4377032033,충청북도 음성군 원남면 덕정리,23,0,1,0,0,568,0,0
4377033021,충청북도 음성군 맹동면 쌍정리,12,0,21,3,0,334,0,0
4377033022,충청북도 음성군 맹동면 인곡리,5,0,0,1,0,358,0,0
4377033024,충청북도 음성군 맹동면 봉현리,32,0,0,8,0,227,0,0
4377033026,충청북도 음성군 맹동면 신돈리,0,0,0,1,0,118,0,0
4161033023,경기도 광주시 도척면 방도리,27,0,4,0,0,517,0,5
4420041023,충청남도 아산시 신창면 창암리,5,0,5,3,0,337,0,21
4420041024,충청남도 아산시 신창면 황산리,22,0,6,0,0,216,0,9
4420041025,충청남도 아산시 신창면 행목리,2,0,0,4,0,302,0,15
4420041027,충청남도 아산시 신창면 신달리,117,0,0,22,0,62,0,51
4420041028,충청남도 아산시 신창면 남성리,69,0,0,3,0,245,0,156
4420041030,충청남도 아산시 신창면 가덕리,77,0,0,36,0,180,0,60
4420041031,충청남도 아산시 신창면 신곡리,24,0,0,25,0,163,0,34
4421000000,충청남도 서산시,7712,0,6489,3988,0,43921,0,8693
4421010100,충청남도 서산시 읍내동,35,0,0,7,0,155,0,35
4421010200,충청남도 서산시 동문동,84,0,0,0,0,163,0,62
4131010700,경기도 구리시 토평동,0,0,317,220,0,53,0,0
4159025331,경기도 화성시 봉담읍 마하리,0,0,0,3,0,117,0,0
4691034030,전라남도 신안군 비금면 죽림리,13,0,141,43,0,292,0,39
2644011100,부산광역시 강서구 녹산동,15,0,14,71,0,344,55,29
2644011300,부산광역시 강서구 구랑동,35,0,22,8,0,390,0,35
2644011400,부산광역시 강서구 지사동,60,0,8,22,0,1054,0,85
2644011600,부산광역시 강서구 범방동,19,0,6,46,0,352,0,9
2644011700,부산광역시 강서구 신호동,0,0,0,366,0,0,42,0
4159036029,경기도 화성시 팔탄면 지월리,0,0,11,6,0,189,0,0
4159035025,경기도 화성시 서신면 송교리,22,0,0,26,0,280,0,2
4159034024,경기도 화성시 송산면 용포리,39,0,0,24,0,203,0,20
4159034025,경기도 화성시 송산면 고정리,47,0,1,148,0,362,0,114
4159034027,경기도 화성시 송산면 천등리,3,0,0,3,0,220,0,2
4159034028,경기도 화성시 송산면 신천리,29,0,0,10,0,183,0,5
4159034030,경기도 화성시 송산면 마산리,20,0,0,8,0,312,0,23
4159034031,경기도 화성시 송산면 고포리,4,0,1,16,0,272,0,66
4159034033,경기도 화성시 송산면 중송리,2,0,0,5,0,265,0,15
4159034034,경기도 화성시 송산면 육일리,6,0,0,0,0,206,0,0
4159035000,경기도 화성시 서신면,262,0,84,251,0,3668,0,67
4159035021,경기도 화성시 서신면 전곡리,21,0,16,60,0,573,0,0
4882025021,경상남도 고성군 고성읍 성내리,0,0,0,0,0,15,0,0
4882025022,경상남도 고성군 고성읍 서외리,3,0,16,0,0,29,0,0
4882025024,경상남도 고성군 고성읍 동외리,45,0,0,0,0,58,0,27
4882025025,경상남도 고성군 고성읍 송학리,123,0,3,7,0,55,0,0
4615038028,전라남도 순천시 낙안면 옥산리,15,0,1,3,0,97,0,19
4673034022,전라남도 구례군 마산면 광평리,2,0,23,13,0,243,0,16
4681031021,전라남도 강진군 군동면 파산리,35,0,3,14,0,508,0,32
4681031023,전라남도 강진군 군동면 라천리,50,0,0,4,0,308,0,5
4681031025,전라남도 강진군 군동면 화산리,86,0,6,15,0,806,0,37
4681031026,전라남도 강진군 군동면 용소리,9,0,3,34,0,594,0,8
4681031028,전라남도 강진군 군동면 장산리,30,0,8,17,0,625,0,0
4681031029,전라남도 강진군 군동면 덕천리,42,0,11,61,0,442,0,0
4681031031,전라남도 강진군 군동면 쌍덕리,8,0,0,5,0,173,0,8
4681031032,전라남도 강진군 군동면 금사리,33,0,19,22,0,523,0,0
4681032000,전라남도 강진군 칠량면,441,0,466,137,0,4841,0,122
4681032022,전라남도 강진군 칠량면 동백리,51,0,0,2,0,522,0,1
4725010100,경상북도 상주시 성하동,0,0,5,0,0,0,0,0
4725010200,경상북도 상주시 성동동,106,0,28,2,0,33,0,0
4725010400,경상북도 상주시 복룡동,4,0,83,32,0,36,0,0
4725010500,경상북도 상주시 냉림동,0,0,25,10,0,46,0,0
4725010700,경상북도 상주시 남성동,4,0,39,0,0,19,0,0
4725010800,경상북도 상주시 서문동,0,0,14,0,0,7,0,0
4723039038,경상북도 영천시 북안면 관리,4,0,0,8,0,365,0,0
4725025030,경상북도 상주시 함창읍 척동리,7,0,15,8,0,52,0,6
4725025031,경상북도 상주시 함창읍 태봉리,13,0,15,25,0,138,0,20
4723039041,경상북도 영천시 북안면 반정리,71,0,13,27,0,413,0,0
4723039024,경상북도 영천시 북안면 도유리,2,0,0,10,0,319,0,0
4824012000,경상남도 사천시 늑도동,2,0,0,5,0,43,0,0
4824012100,경상남도 사천시 신수동,0,0,0,12,0,101,0,0
4824012200,경상남도 사천시 백천동,0,0,69,19,0,561,0,1
4824012500,경상남도 사천시 대포동,31,0,0,3,0,30,0,0
4824012600,경상남도 사천시 송포동,61,0,1,7,0,352,0,0
4827038024,경상남도 밀양시 무안면 화봉리,18,0,47,11,0,642,0,59
4827038026,경상남도 밀양시 무안면 양효리,1,0,1,7,0,296,0,79
4723036029,경상북도 영천시 자양면 용화리,1,0,12,14,0,1326,0,103
4723037021,경상북도 영천시 임고면 양항리,5,0,64,42,0,211,0,0
4723037023,경상북도 영천시 임고면 덕연리,15,0,100,32,0,264,0,0
4723037024,경상북도 영천시 임고면 삼매리,72,0,71,41,0,853,0,2
4723037026,경상북도 영천시 임고면 황강리,40,0,5,5,0,95,0,0
4723037027,경상북도 영천시 임고면 효리,78,0,46,23,0,535,0,0
4723037029,경상북도 영천시 임고면 사리,18,0,29,71,0,1254,0,0
4723037030,경상북도 영천시 임고면 수성리,32,0,11,14,0,1746,0,147
4723036023,경상북도 영천시 자양면 충효리,46,0,28,86,0,951,0,23
4723039021,경상북도 영천시 북안면 상리,26,0,6,9,0,380,0,70
4723039022,경상북도 영천시 북안면 당리,22,0,2,7,0,227,0,1
4723036026,경상북도 영천시 자양면 신방리,14,0,2,7,0,685,0,0
4825010700,경상남도 김해시 삼계동,37,0,12,16,0,733,0,206
4825010800,경상남도 김해시 내동,53,0,57,14,0,126,0,3
4824036021,경상남도 사천시 곤명면 추천리,9,0,0,4,0,313,0,0
4824034026,경상남도 사천시 축동면 가산리,6,0,2,34,0,345,0,0
4824034027,경상남도 사천시 축동면 구호리,0,0,0,13,0,178,0,0
4824035000,경상남도 사천시 곤양면,89,0,93,179,0,5749,0,2
4824035022,경상남도 사천시 곤양면 남문외리,0,0,0,4,0,45,0,0
4824035023,경상남도 사천시 곤양면 서정리,2,0,0,15,0,359,0,0
4824035025,경상남도 사천시 곤양면 대진리,20,0,0,20,0,593,0,0
4824036031,경상남도 사천시 곤명면 송림리,0,0,1,7,0,315,0,0
4824035028,경상남도 사천시 곤양면 흥사리,6,0,0,9,0,705,0,1
4776032034,경상북도 영양군 청기면 정족리,48,0,23,35,0,1220,0,0
4723033034,경상북도 영천시 화산면 부계리,10,0,2,12,0,146,0,0
4723012500,경상북도 영천시 쌍계동,21,0,8,26,0,134,0,0
4723012600,경상북도 영천시 도남동,94,0,19,18,0,44,0,0
4723012700,경상북도 영천시 매산동,50,0,54,33,0,328,0,0
4723012800,경상북도 영천시 언하동,63,0,20,17,0,118,0,0
4723013000,경상북도 영천시 서산동,51,0,2,29,0,570,0,0
4723025000,경상북도 영천시 금호읍,1180,0,421,467,0,3089,0,8
4723025022,경상북도 영천시 금호읍 덕성리,34,0,38,42,0,1,0,0
4723025024,경상북도 영천시 금호읍 대미리,55,0,0,15,0,285,0,0
4723025025,경상북도 영천시 금호읍 석섬리,72,0,0,0,0,41,0,0
4723025027,경상북도 영천시 금호읍 냉천리,66,0,89,57,0,2,0,0
4825032025,경상남도 김해시 주촌면 내삼리,50,0,18,14,0,493,0,120
