stdg_Cd,bjd_Nm,allcolluvm_Layer_Area,alluvm_Layer_Area,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area
4480025333,충청남도 홍성군 광천읍 월림리,154,3,10,11,3,190
4480032021,충청남도 홍성군 금마면 월암리,101,0,31,0,0,198
4480032023,충청남도 홍성군 금마면 인산리,86,13,4,8,3,91
4480032026,충청남도 홍성군 금마면 덕정리,134,4,8,0,1,137
3171037021,울산광역시 울주군 두서면 차리,60,41,109,0,13,583
3171037024,울산광역시 울주군 두서면 미호리,80,54,119,0,28,611
3171037026,울산광역시 울주군 두서면 내와리,80,23,209,0,6,1117
3171034022,울산광역시 울주군 웅촌면 석천리,15,2,29,31,16,167
3171034025,울산광역시 울주군 웅촌면 은현리,124,58,83,0,11,373
3171034027,울산광역시 울주군 웅촌면 대대리,105,106,23,14,34,273
3171034028,울산광역시 울주군 웅촌면 통천리,15,18,33,0,71,288
3171036022,울산광역시 울주군 두동면 구미리,186,42,23,0,15,862
3171036024,울산광역시 울주군 두동면 삼정리,65,45,17,0,16,504
4113511500,경기도 성남시분당구 운중동,101,67,22,0,11,459
4113511800,경기도 성남시분당구 하산운동,16,0,0,0,0,158
4115010100,경기도 의정부시 의정부동,21,266,0,2,21,83
4115010400,경기도 의정부시 신곡동,146,89,0,0,27,276
4115010700,경기도 의정부시 낙양동,129,60,9,0,5,374
4115011100,경기도 의정부시 녹양동,125,31,7,3,9,205
4117110300,경기도 안양시만안구 박달동,136,111,29,8,32,474
4117310200,경기도 안양시동안구 관양동,123,223,12,22,19,187
4374525040,충청북도 증평군 증평읍 남하리,147,27,5,4,3,156
4374531022,충청북도 증평군 도안면 노암리,167,35,10,0,9,350
4374531025,충청북도 증평군 도안면 광덕리,115,3,3,0,1,107
4375025027,충청북도 진천군 진천읍 행정리,76,116,20,0,9,267
4375025029,충청북도 진천군 진천읍 건송리,61,19,7,0,136,352
4375025032,충청북도 진천군 진천읍 문봉리,72,12,25,0,2,298
4375025034,충청북도 진천군 진천읍 금암리,66,12,19,0,1,270
4375025037,충청북도 진천군 진천읍 송두리,123,62,0,0,2,151
4375025039,충청북도 진천군 진천읍 상신리,37,80,0,21,22,35
4481040028,충청남도 예산군 오가면 양막리,20,48,0,22,0,33
4481040031,충청남도 예산군 오가면 신원리,0,172,0,2,6,0
4482525023,충청남도 태안군 태안읍 장산리,144,48,10,0,0,229
4482525031,충청남도 태안군 태안읍 어은리,126,134,18,0,25,315
4482525300,충청남도 태안군 안면읍,1123,2820,240,0,449,4484
4420036026,충청남도 아산시 둔포면 신항리,141,67,4,0,4,206
4420036029,충청남도 아산시 둔포면 신양리,78,44,22,0,3,109
4420036033,충청남도 아산시 둔포면 운용리,64,50,11,42,4,70
4420036035,충청남도 아산시 둔포면 염작리,113,28,13,0,0,202
4420037022,충청남도 아산시 영인면 상성리,50,21,12,0,19,189
4420037025,충청남도 아산시 영인면 신운리,91,125,10,0,6,130
4420025030,충청남도 아산시 염치읍 석정리,15,223,0,0,27,9
4420025033,충청남도 아산시 염치읍 백암리,92,98,4,0,45,123
4420031021,충청남도 아산시 송악면 역촌리,59,38,20,8,14,106
4420031023,충청남도 아산시 송악면 외암리,59,49,56,0,9,240
4420031026,충청남도 아산시 송악면 궁평리,10,3,7,0,62,80
4420031028,충청남도 아산시 송악면 송학리,17,39,67,0,5,371
4420031033,충청남도 아산시 송악면 동화리,76,41,34,0,47,432
4376035023,충청북도 괴산군 문광면 대명리,96,1,23,0,1,158
4376035027,충청북도 괴산군 문광면 양곡리,31,21,127,0,13,625
4376035029,충청북도 괴산군 문광면 흑석리,17,27,83,0,16,442
4376036021,충청북도 괴산군 청천면 청천리,4,39,57,0,8,380
4671040034,전라남도 담양군 수북면 수북리,6,0,0,42,0,0
4148037027,경기도 파주시 적성면 무건리,5,0,0,0,0,110
4148037033,경기도 파주시 적성면 적암리,0,0,0,0,1,22
4421039028,충청남도 서산시 해미면 관유리,27,16,0,18,0,11
4421039031,충청남도 서산시 해미면 반양리,52,78,2,11,6,58
4421039034,충청남도 서산시 해미면 억대리,1,106,0,0,4,0
4421039036,충청남도 서산시 해미면 응평리,2,79,0,21,10,0
4421039040,충청남도 서산시 해미면 석포리,61,476,6,0,167,167
4421040022,충청남도 서산시 고북면 신송리,91,60,21,9,28,179
4421040025,충청남도 서산시 고북면 용암리,104,13,55,9,1,248
4421040028,충청남도 서산시 고북면 남정리,68,291,0,155,2,40
4421040031,충청남도 서산시 고북면 정자리,113,122,2,0,2,161
4421040033,충청남도 서산시 고북면 사기리,50,715,8,0,11,143
4423010200,충청남도 논산시 반월동,15,9,0,0,0,13
4423010500,충청남도 논산시 취암동,39,103,0,0,0,62
4689034000,전라남도 완도군 약산면,344,115,378,0,302,1704
4689034023,전라남도 완도군 약산면 관산리,58,8,79,0,156,167
4689035021,전라남도 완도군 청산면 도청리,15,0,78,0,3,122
4689035025,전라남도 완도군 청산면 부흥리,10,10,120,0,0,97
4689035028,전라남도 완도군 청산면 동촌리,2,0,79,0,3,155
4689035030,전라남도 완도군 청산면 국산리,23,0,129,0,8,438
4689036021,전라남도 완도군 소안면 비자리,31,16,68,0,2,209
4689036025,전라남도 완도군 소안면 진산리,30,0,170,0,11,266
4689036028,전라남도 완도군 소안면 횡간리,10,14,35,0,27,271
4689038021,전라남도 완도군 보길면 중통리,33,23,145,0,15,233
4689038024,전라남도 완도군 보길면 정자리,26,17,173,0,12,637
4773037045,경상북도 의성군 금성면 명덕리,151,103,3,0,42,443
4773037049,경상북도 의성군 금성면 산운리,41,45,10,59,22,76
4773038036,경상북도 의성군 봉양면 풍리리,175,0,74,0,8,753
4773038039,경상북도 의성군 봉양면 도원리,117,9,42,0,17,251
4773038042,경상북도 의성군 봉양면 구미리,63,6,16,0,14,114
4773038044,경상북도 의성군 봉양면 문흥리,92,23,37,0,8,262
4773039036,경상북도 의성군 비안면 서부리,65,24,36,0,25,88
4773039041,경상북도 의성군 비안면 외곡리,53,11,60,0,2,242
4773039043,경상북도 의성군 비안면 현산리,81,34,29,0,26,423
4773039045,경상북도 의성군 비안면 화신리,78,9,132,0,8,342
4773039048,경상북도 의성군 비안면 장춘리,86,60,51,46,68,281
4773040033,경상북도 의성군 구천면 조성리,34,10,5,0,17,170
4155012600,경기도 안성시 가사동,52,55,0,0,0,80
4155012900,경기도 안성시 신소현동,37,2,3,0,2,48
4155013200,경기도 안성시 발화동,125,4,0,0,4,8
4155025024,경기도 안성시 공도읍 중복리,0,179,0,0,26,0
4155025027,경기도 안성시 공도읍 건천리,0,265,0,0,31,0
4155025029,경기도 안성시 공도읍 만정리,134,26,53,0,27,224
4155031021,경기도 안성시 보개면 적가리,99,19,2,0,6,94
4155031029,경기도 안성시 보개면 불현리,22,7,4,0,1,37
4155031032,경기도 안성시 보개면 곡천리,22,13,0,0,3,39
4155031035,경기도 안성시 보개면 가율리,78,7,0,0,1,96
4155031037,경기도 안성시 보개면 동평리,104,25,24,0,11,279
4155031039,경기도 안성시 보개면 북가현리,90,60,53,0,16,603
4477034037,충청남도 서천군 한산면 온동리,9,41,0,0,3,20
4477034040,충청남도 서천군 한산면 신성리,0,128,0,0,114,0
4477035021,충청남도 서천군 마산면 안당리,72,0,0,0,7,79
4477035023,충청남도 서천군 마산면 신장리,53,0,6,0,2,45
4477035026,충청남도 서천군 마산면 요곡리,67,5,0,0,0,114
4477035028,충청남도 서천군 마산면 신봉리,53,14,0,0,10,83
4477035031,충청남도 서천군 마산면 시선리,43,0,1,0,0,69
4477035034,충청남도 서천군 마산면 이사리,57,39,1,0,2,143
4477036000,충청남도 서천군 시초면,362,566,25,0,162,720
4477036022,충청남도 서천군 시초면 선동리,35,69,1,0,2,88
4477036023,충청남도 서천군 시초면 선암리,12,154,1,0,6,33
4477036024,충청남도 서천군 시초면 신흥리,34,67,0,0,6,61
4611014700,전라남도 목포시 중동1가,0,1,0,0,0,0
4611015300,전라남도 목포시 경동2가,0,1,0,0,0,0
4611015600,전라남도 목포시 온금동,1,8,2,0,1,25
4611016000,전라남도 목포시 석현동,72,87,49,0,1,130
4611016400,전라남도 목포시 옥암동,43,201,41,0,236,203
4613010400,전라남도 여수시 관문동,0,1,0,0,0,24
4613010700,전라남도 여수시 중앙동,3,6,0,0,2,4
4613011100,전라남도 여수시 연등동,23,0,21,0,4,60
4613011700,전라남도 여수시 국동,19,45,4,0,11,75
4613012000,전라남도 여수시 문수동,60,0,37,0,1,124
4613012400,전라남도 여수시 오천동,13,17,157,0,21,347
4613013000,전라남도 여수시 안산동,30,0,55,0,2,59
4613013300,전라남도 여수시 신기동,41,17,26,0,0,15
2711015000,대구광역시 중구 북성로1가,0,1,0,3,0,0
2711015100,대구광역시 중구 화전동,0,0,0,2,0,0
2711015300,대구광역시 중구 북내동,0,1,0,0,0,0
4885041021,경상남도 하동군 옥종면 청룡리,75,28,82,0,6,598
4885041023,경상남도 하동군 옥종면 두양리,40,60,106,0,28,703
4885041024,경상남도 하동군 옥종면 종화리,31,38,38,0,10,320
4885041026,경상남도 하동군 옥종면 안계리,52,19,75,2,5,379
4885041027,경상남도 하동군 옥종면 병천리,43,157,21,0,36,125
4885041029,경상남도 하동군 옥종면 대곡리,150,79,27,0,37,249
4885041031,경상남도 하동군 옥종면 정수리,107,10,54,0,5,333
4372037023,충청북도 보은군 회남면 조곡리,2,8,36,0,10,228
4372037026,충청북도 보은군 회남면 송포리,0,0,1,0,51,51
4372037028,충청북도 보은군 회남면 신추리,6,1,24,0,1,143
4372037031,충청북도 보은군 회남면 분저리,1,16,30,0,0,82
4372037034,충청북도 보은군 회남면 매산리,2,3,13,0,66,48
4372037038,충청북도 보은군 회남면 사탄리,0,0,9,0,60,149
4615039023,전라남도 순천시 별량면 송학리,36,26,43,0,7,122
4615039029,전라남도 순천시 별량면 무풍리,17,91,47,0,1,204
4615039031,전라남도 순천시 별량면 동송리,13,105,45,0,7,89
4615039034,전라남도 순천시 별량면 구룡리,35,139,4,0,8,75
4615039037,전라남도 순천시 별량면 금치리,87,74,99,0,11,524
4615040022,전라남도 순천시 상사면 응령리,56,23,44,0,14,113
4182025024,경기도 가평군 가평읍 하색리,56,92,37,0,19,502
4121010100,경기도 광명시 광명동,133,112,11,0,16,157
4121010500,경기도 광명시 노온사동,225,122,13,0,17,355
4122010200,경기도 평택시 장당동,97,12,4,0,0,93
4122010500,경기도 평택시 칠원동,63,42,2,0,3,78
4122010800,경기도 평택시 장안동,157,11,0,0,1,185
4122011100,경기도 평택시 독곡동,42,59,1,0,1,69
4122011600,경기도 평택시 유천동,0,269,0,0,18,0
4374034024,충청북도 영동군 매곡면 옥전리,58,57,37,0,3,503
4374034027,충청북도 영동군 매곡면 수원리,42,108,3,0,21,362
4374035022,충청북도 영동군 상촌면 돈대리,98,67,28,0,17,660
4374035025,충청북도 영동군 상촌면 고자리,8,23,96,0,6,1211
4374035027,충청북도 영동군 상촌면 물한리,36,38,191,0,34,2665
4374035028,충청북도 영동군 상촌면 대해리,56,72,98,0,7,1223
4374035031,충청북도 영동군 상촌면 유곡리,105,76,22,0,13,807
4374036022,충청북도 영동군 양강면 가동리,51,25,7,0,4,173
4374036024,충청북도 영동군 양강면 죽촌리,77,52,34,0,9,1042
4374036029,충청북도 영동군 양강면 만계리,27,47,42,0,5,292
4374036031,충청북도 영동군 양강면 두평리,40,60,0,0,31,172
4481033031,충청남도 예산군 광시면 장전리,26,19,3,18,123,33
4481033033,충청남도 예산군 광시면 서초정리,149,36,8,0,7,423
4481033036,충청남도 예산군 광시면 용두리,28,99,0,24,17,44
4481033038,충청남도 예산군 광시면 시목리,87,68,6,10,17,124
4481034022,충청남도 예산군 대흥면 상중리,25,18,28,17,21,98
4481034025,충청남도 예산군 대흥면 대야리,24,5,0,0,64,74
4481034027,충청남도 예산군 대흥면 노동리,18,1,8,0,105,100
4481034030,충청남도 예산군 대흥면 탄방리,42,33,1,0,7,123
4481034033,충청남도 예산군 대흥면 갈신리,141,5,0,0,1,242
4481035022,충청남도 예산군 응봉면 지석리,88,1,13,0,0,178
4481035023,충청남도 예산군 응봉면 건지화리,78,11,51,0,0,244
4480035021,충청남도 홍성군 은하면 대천리,87,0,10,1,0,154
4480035024,충청남도 홍성군 은하면 대율리,107,4,2,2,1,134
4480035027,충청남도 홍성군 은하면 목현리,44,38,7,2,3,70
4480035029,충청남도 홍성군 은하면 덕실리,57,16,1,0,0,98
4480036023,충청남도 홍성군 결성면 성남리,66,103,10,0,22,136
4376036024,충청북도 괴산군 청천면 강평리,0,69,17,0,21,92
4376036026,충청북도 괴산군 청천면 평단리,31,21,66,0,6,479
4376036029,충청북도 괴산군 청천면 사담리,35,12,120,0,75,1196
4148025625,경기도 파주시 법원읍 대능리,82,117,8,0,0,174
4148025628,경기도 파주시 법원읍 직천리,69,61,8,0,0,271
2911013200,광주광역시 동구 금남로2가,0,2,0,0,0,0
2914010400,광주광역시 서구 양동,0,61,0,0,5,11
2914011900,광주광역시 서구 화정동,79,45,3,0,0,210
2914012800,광주광역시 서구 풍암동,59,54,121,0,14,232
2915510100,광주광역시 남구 사동,3,7,0,0,1,4
2915510500,광주광역시 남구 백운동,59,0,0,0,0,38
2915510900,광주광역시 남구 덕남동,18,0,31,0,9,185
2915511300,광주광역시 남구 양림동,23,18,0,0,2,20
2915512100,광주광역시 남구 압촌동,48,7,64,0,7,99
2915512600,광주광역시 남구 양과동,61,23,90,21,8,305
2915513000,광주광역시 남구 월성동,10,82,0,16,3,37
4421037024,충청남도 서산시 음암면 율목리,147,0,18,0,1,167
4421037027,충청남도 서산시 음암면 신장리,211,4,3,0,5,260
4139010900,경기도 시흥시 도창동,42,101,7,0,7,90
4139011900,경기도 시흥시 하중동,24,233,24,0,9,84
4139012300,경기도 시흥시 산현동,92,9,14,0,18,295
4139012600,경기도 시흥시 목감동,109,17,9,0,0,138
4139012900,경기도 시흥시 장현동,47,98,2,0,7,101
4141010200,경기도 군포시 당정동,123,94,0,0,6,59
4141010500,경기도 군포시 금정동,92,56,0,0,6,100
4141010900,경기도 군포시 도마교동,63,27,8,1,0,103
4143010100,경기도 의왕시 고천동,63,60,6,0,8,102
4143010500,경기도 의왕시 오전동,116,46,63,0,12,439
4143010800,경기도 의왕시 청계동,73,80,100,0,6,665
4145010200,경기도 하남시 하산곡동,46,67,104,1,9,588
4145011700,경기도 하남시 교산동,45,25,3,0,4,72
4145012000,경기도 하남시 상사창동,40,28,38,0,3,288
4377032021,충청북도 음성군 원남면 보천리,135,15,14,0,6,260
4377032025,충청북도 음성군 원남면 하당리,103,51,4,0,12,294
4377032028,충청북도 음성군 원남면 구안리,59,10,36,0,9,196
4377032032,충청북도 음성군 원남면 삼용리,73,69,4,0,25,361
4377033000,충청북도 음성군 맹동면,1043,247,5,101,126,1940
4377033023,충청북도 음성군 맹동면 마산리,98,27,0,25,7,83
4377033025,충청북도 음성군 맹동면 용촌리,94,81,0,32,15,94
4377033030,충청북도 음성군 맹동면 군자리,52,0,0,0,44,348
4377034021,충청북도 음성군 대소면 오산리,8,81,0,19,13,11
4377034024,충청북도 음성군 대소면 성본리,232,7,0,0,2,198
4377034027,충청북도 음성군 대소면 삼정리,176,25,4,26,7,182
4377034028,충청북도 음성군 대소면 미곡리,83,63,0,48,14,77
4183040025,경기도 양평군 용문면 연수리,42,115,184,0,20,1840
4150034022,경기도 이천시 마장면 양촌리,53,24,6,0,7,120
4150034024,경기도 이천시 마장면 회억리,89,8,1,0,1,199
4150034030,경기도 이천시 마장면 덕평리,76,88,27,0,12,130
4150034033,경기도 이천시 마장면 작촌리,81,7,17,0,1,234
4150035026,경기도 이천시 대월면 사동리,98,13,0,0,0,116
4150035027,경기도 이천시 대월면 대대리,152,15,4,0,2,191
4150035030,경기도 이천시 대월면 구시리,87,94,0,0,11,112
4150035033,경기도 이천시 대월면 장평리,91,23,13,8,13,92
4150036021,경기도 이천시 모가면 진가리,130,7,0,0,3,119
4150036024,경기도 이천시 모가면 송곡리,97,73,13,0,10,235
4150036027,경기도 이천시 모가면 원두리,136,19,0,0,3,109
4380034026,충청북도 단양군 어상천면 방북리,56,0,48,0,3,569
4380035023,충청북도 단양군 적성면 하리,64,0,38,0,0,325
4380035024,충청북도 단양군 적성면 성곡리,17,0,10,0,98,284
4380035027,충청북도 단양군 적성면 기동리,131,0,60,0,0,656
4380035030,충청북도 단양군 적성면 대가리,86,0,13,0,6,346
4380035032,충청북도 단양군 적성면 하원곡리,71,0,38,0,1,377
4380036021,충청북도 단양군 단성면 북상리,26,0,19,0,5,231
4380036023,충청북도 단양군 단성면 상방리,4,1,20,0,20,157
4380036027,충청북도 단양군 단성면 장회리,21,4,6,0,106,349
4874034027,경상남도 창녕군 이방면 모곡리,63,53,8,0,16,191
4874034030,경상남도 창녕군 이방면 거남리,73,79,1,0,5,222
4874034032,경상남도 창녕군 이방면 장천리,44,140,7,0,56,155
4874035021,경상남도 창녕군 유어면 부곡리,23,90,0,0,12,80
4874035024,경상남도 창녕군 유어면 세진리,106,53,2,0,73,274
4874035027,경상남도 창녕군 유어면 진창리,60,121,0,0,116,146
4874035029,경상남도 창녕군 유어면 풍조리,36,98,1,0,36,150
4874036021,경상남도 창녕군 대지면 모산리,50,22,0,0,2,43
4874036024,경상남도 창녕군 대지면 창산리,14,106,0,0,9,12
4874036027,경상남도 창녕군 대지면 구미리,69,15,0,0,2,69
4874037000,경상남도 창녕군 계성면,652,328,144,6,144,1501
4874037023,경상남도 창녕군 계성면 신당리,47,31,9,0,3,173
4146125022,경기도 용인시처인구 포곡읍 금어리,120,52,18,0,9,628
4146125023,경기도 용인시처인구 포곡읍 둔전리,15,136,7,0,17,18
4146125024,경기도 용인시처인구 포곡읍 영문리,76,52,12,4,12,113
4146125025,경기도 용인시처인구 포곡읍 마성리,74,54,26,7,3,318
4146125026,경기도 용인시처인구 포곡읍 가실리,42,10,42,0,18,390
4146125027,경기도 용인시처인구 포곡읍 전대리,81,43,31,20,14,106
4146125028,경기도 용인시처인구 포곡읍 유운리,113,53,52,12,17,270
4146125029,경기도 용인시처인구 포곡읍 신원리,101,70,14,0,5,386
4691031025,전라남도 신안군 증도면 병풍리,34,185,11,0,56,305
4691032022,전라남도 신안군 임자면 대기리,37,668,69,0,41,279
4691032025,전라남도 신안군 임자면 삼두리,60,98,96,0,28,580
4691032028,전라남도 신안군 임자면 수도리,4,8,29,0,2,91
4691033023,전라남도 신안군 자은면 대율리,40,138,126,0,33,277
4691033027,전라남도 신안군 자은면 백산리,16,723,5,0,20,250
4691034000,전라남도 신안군 비금면,108,2288,447,0,337,1918
4691034023,전라남도 신안군 비금면 도고리,2,241,12,0,28,28
4691034026,전라남도 신안군 비금면 지당리,6,442,15,0,42,70
4691034029,전라남도 신안군 비금면 고서리,7,89,73,0,18,209
4691035021,전라남도 신안군 도초면 발매리,5,152,48,0,21,159
4691035024,전라남도 신안군 도초면 오류리,20,59,60,0,12,220
4775036032,경상북도 청송군 파천면 관리,126,52,28,0,25,437
4775036034,경상북도 청송군 파천면 덕천리,110,30,35,0,16,552
4775036037,경상북도 청송군 파천면 병부리,39,1,18,0,1,272
4775036041,경상북도 청송군 파천면 신기리,101,51,69,0,51,699
4775037000,경상북도 청송군 진보면,1289,403,806,240,509,7731
4775037039,경상북도 청송군 진보면 합강리,18,0,33,0,121,222
4775037041,경상북도 청송군 진보면 추현리,32,9,29,0,17,396
4775037044,경상북도 청송군 진보면 광덕리,66,66,30,6,47,195
4775037047,경상북도 청송군 진보면 시량리,163,66,42,74,36,763
4776025022,경상북도 영양군 영양읍 서부리,43,49,69,0,3,298
4776025025,경상북도 영양군 영양읍 황용리,21,0,30,0,1,230
4776025030,경상북도 영양군 영양읍 무학리,3,0,52,0,0,365
4313037025,충청북도 충주시 앙성면 중전리,180,37,22,0,6,631
4313037027,충청북도 충주시 앙성면 목미리,145,20,33,0,2,511
4313037030,충청북도 충주시 앙성면 용대리,108,30,49,0,10,531
4313037033,충청북도 충주시 앙성면 돈산리,60,69,25,0,16,303
4313039023,충청북도 충주시 금가면 유송리,64,64,0,0,130,111
4313039026,충청북도 충주시 금가면 문산리,179,7,0,0,30,161
4313039029,충청북도 충주시 금가면 사암리,192,36,2,34,8,144
4313040021,충청북도 충주시 동량면 조동리,170,80,225,0,126,1311
4313040023,충청북도 충주시 동량면 지동리,16,11,167,0,208,1452
4882038023,경상남도 고성군 개천면 가천리,35,25,73,0,21,296
4882038025,경상남도 고성군 개천면 용안리,17,40,78,0,4,272
4882038028,경상남도 고성군 개천면 예성리,42,70,20,0,20,237
4882039021,경상남도 고성군 구만면 효락리,93,10,50,4,6,147
4882039025,경상남도 고성군 구만면 용와리,103,0,61,0,3,148
4882040023,경상남도 고성군 회화면 봉동리,78,48,91,2,22,455
4882040026,경상남도 고성군 회화면 녹명리,23,16,23,0,3,125
4882041022,경상남도 고성군 마암면 삼락리,91,56,35,0,39,358
4882041025,경상남도 고성군 마암면 도전리,91,47,65,0,11,306
4882041026,경상남도 고성군 마암면 장산리,34,32,8,0,4,43
4882041029,경상남도 고성군 마암면 석마리,39,34,55,0,11,258
4146134029,경기도 용인시처인구 원삼면 목신리,114,53,93,0,21,384
4146134030,경기도 용인시처인구 원삼면 학일리,125,18,6,0,7,423
4146134031,경기도 용인시처인구 원삼면 문촌리,93,23,14,0,7,167
4146134032,경기도 용인시처인구 원삼면 가재월리,40,57,0,16,7,34
4146135000,경기도 용인시처인구 백암면,1944,930,102,57,166,3373
4146135021,경기도 용인시처인구 백암면 백암리,83,43,0,0,8,88
4146135022,경기도 용인시처인구 백암면 박곡리,190,59,4,0,8,551
4146135023,경기도 용인시처인구 백암면 백봉리,213,127,3,13,25,281
4146135024,경기도 용인시처인구 백암면 고안리,190,114,0,0,15,374
4146135025,경기도 용인시처인구 백암면 옥산리,245,68,1,0,23,342
4146135026,경기도 용인시처인구 백암면 장평리,60,111,31,16,15,56
4372037039,충청북도 보은군 회남면 남대문리,8,9,55,0,24,441
4479034024,충청남도 청양군 목면 안심리,97,69,24,4,18,213
4479034026,충청남도 청양군 목면 본의리,117,14,80,1,21,501
4479035021,충청남도 청양군 청남면 청소리,52,71,6,0,23,165
4479035024,충청남도 청양군 청남면 천내리,58,86,26,0,103,347
4479035026,충청남도 청양군 청남면 중산리,59,108,2,0,32,70
4479035028,충청남도 청양군 청남면 인양리,56,245,2,0,47,85
4479035030,충청남도 청양군 청남면 아산리,88,50,2,0,5,154
4479036021,충청남도 청양군 장평면 중추리,68,55,21,0,8,237
4479036023,충청남도 청양군 장평면 미당리,58,37,9,0,8,152
4479036026,충청남도 청양군 장평면 지천리,22,41,47,0,21,442
4479036028,충청남도 청양군 장평면 화산리,81,22,65,0,13,519
4615032025,전라남도 순천시 서면 동산리,13,80,81,0,14,203
4615032028,전라남도 순천시 서면 선평리,0,159,0,0,20,5
4615032030,전라남도 순천시 서면 구상리,69,44,104,0,8,714
4615032033,전라남도 순천시 서면 판교리,37,63,131,0,22,809
4615033021,전라남도 순천시 황전면 죽청리,13,2,194,0,8,1054
4615033024,전라남도 순천시 황전면 괴목리,16,31,30,0,9,156
4615033026,전라남도 순천시 황전면 황학리,38,34,70,0,8,381
4615033027,전라남도 순천시 황전면 월산리,31,35,39,0,14,180
4615033030,전라남도 순천시 황전면 선변리,61,65,64,0,29,313
4615033034,전라남도 순천시 황전면 모전리,43,14,69,0,6,412
4615034000,전라남도 순천시 월등면,323,51,1105,0,35,2894
4615034022,전라남도 순천시 월등면 농선리,42,40,38,0,4,163
4180036027,경기도 연천군 신서면 도밀리,0,0,9,0,0,86
4480036026,충청남도 홍성군 결성면 무량리,111,7,38,0,0,170
4480036028,충청남도 홍성군 결성면 용호리,78,17,2,13,0,110
4480037021,충청남도 홍성군 서부면 이호리,143,32,31,0,2,240
4480037024,충청남도 홍성군 서부면 상황리,140,10,3,0,3,200
4480037027,충청남도 홍성군 서부면 남당리,116,59,3,0,11,240
4480037029,충청남도 홍성군 서부면 양곡리,79,0,9,0,0,176
4817033023,경상남도 진주시 금곡면 송곡리,77,6,3,0,2,228
4817033024,경상남도 진주시 금곡면 정자리,57,125,6,0,23,132
4817031000,경상남도 진주시 내동면,657,17,21,0,306,2205
4817037024,경상남도 진주시 이반성면 용암리,89,54,1,9,8,250
4415036023,충청남도 공주시 의당면 오인리,10,99,1,0,18,54
4415036026,충청남도 공주시 의당면 청룡리,84,140,22,0,13,319
4183041028,경기도 양평군 개군면 자연리,47,38,0,4,4,55
4183041031,경기도 양평군 개군면 주읍리,46,16,17,0,0,162
4375032032,충청북도 진천군 초평면 중석리,0,92,0,159,28,0
4375033026,충청북도 진천군 문백면 계산리,178,17,3,0,4,327
4375033029,충청북도 진천군 문백면 도하리,122,114,1,0,25,329
4375033031,충청북도 진천군 문백면 태락리,82,77,24,0,14,449
4375034022,충청북도 진천군 백곡면 용덕리,99,48,45,0,8,531
4375034024,충청북도 진천군 백곡면 양백리,130,33,50,0,0,749
4375034027,충청북도 진천군 백곡면 대문리,60,38,124,0,0,800
4375034029,충청북도 진천군 백곡면 사송리,82,95,41,0,12,411
4375035021,충청북도 진천군 이월면 사곡리,267,87,13,4,2,371
4375035024,충청북도 진천군 이월면 장양리,54,101,0,82,20,0
4482532025,충청남도 태안군 남면 양잠리,141,646,1,0,415,342
4482533000,충청남도 태안군 근흥면,875,987,196,0,330,2492
4482533023,충청남도 태안군 근흥면 마금리,178,136,54,0,37,349
4482534022,충청남도 태안군 소원면 법산리,146,56,20,0,18,282
4482534024,충청남도 태안군 소원면 영전리,162,72,37,0,6,373
4482534025,충청남도 태안군 소원면 소근리,117,182,34,0,25,489
4482534028,충청남도 태안군 소원면 파도리,35,216,15,0,33,286
4482535021,충청남도 태안군 원북면 반계리,191,0,36,0,26,455
4482535025,충청남도 태안군 원북면 신두리,152,419,9,0,58,467
4482535027,충청남도 태안군 원북면 대기리,137,4,29,0,0,201
4482535030,충청남도 태안군 원북면 양산리,151,37,31,0,3,181
2871035021,인천광역시 강화군 양도면 하일리,45,51,25,0,3,145
2871035024,인천광역시 강화군 양도면 인산리,69,156,95,29,19,294
2871035027,인천광역시 강화군 양도면 도장리,129,166,49,73,1,123
2871036023,인천광역시 강화군 내가면 외포리,49,74,48,0,3,180
2871037000,인천광역시 강화군 하점면,728,1126,158,110,16,1472
2871037023,인천광역시 강화군 하점면 부근리,112,1,34,55,0,179
2871037026,인천광역시 강화군 하점면 망월리,58,498,10,3,12,90
2871038000,인천광역시 강화군 양사면,552,544,66,0,17,1458
2871038024,인천광역시 강화군 양사면 교산리,126,169,2,0,7,310
2871039022,인천광역시 강화군 송해면 신당리,22,188,3,8,0,46
4423034022,충청남도 논산시 상월면 산성리,9,76,11,0,13,81
4423034025,충청남도 논산시 상월면 석종리,162,56,2,28,3,97
4423034028,충청남도 논산시 상월면 대우리,74,9,12,0,1,167
4155035033,경기도 안성시 대덕면 소내리,112,6,3,0,0,129
4315025035,충청북도 제천시 봉양읍 마곡리,109,17,2,0,1,281
4315031021,충청북도 제천시 금성면 구룡리,98,1,4,0,13,166
4315031023,충청북도 제천시 금성면 월굴리,52,0,14,0,120,528
4315031026,충청북도 제천시 금성면 활산리,118,4,20,0,0,532
4315031029,충청북도 제천시 금성면 진리,28,0,0,0,0,43
4315031033,충청북도 제천시 금성면 대장리,76,0,0,0,0,230
4415033027,충청남도 공주시 계룡면 중장리,96,95,83,0,21,661
4415033030,충청남도 공주시 계룡면 경천리,82,155,11,31,23,66
4415033034,충청남도 공주시 계룡면 월곡리,51,27,2,11,4,94
4415033037,충청남도 공주시 계룡면 유평리,78,90,6,0,7,145
4415034030,충청남도 공주시 반포면 상신리,37,23,63,0,0,646
