bjd_Nm,etc_Area,excespoor_Drain_Area,exceswell_Drain_Area,moderpoor_Drain_Area,moderwell_Drain_Area,poor_Drain_Area,stdg_Cd,well_Drain_Area
전북특별자치도 순창군 순창읍 장덕리,5,0,15,42,3,0,5277025023,83
전북특별자치도 순창군 순창읍 복실리,7,3,45,50,32,0,5277025024,95
전북특별자치도 순창군 순창읍 백산리,8,0,103,72,42,0,5277025025,285
전북특별자치도 순창군 순창읍 교성리,3,6,47,44,40,0,5277025026,118
전북특별자치도 순창군 순창읍 가남리,7,4,21,36,28,0,5277025027,79
전북특별자치도 순창군 순창읍 신남리,6,9,68,71,31,0,5277025028,171
전북특별자치도 순창군 인계면,45,33,928,423,281,0,5277031000,1944
전북특별자치도 순창군 인계면 갑동리,5,0,58,61,44,0,5277031021,194
전북특별자치도 순창군 인계면 도룡리,7,0,229,60,48,0,5277031022,266
전북특별자치도 순창군 인계면 쌍암리,5,0,83,33,26,0,5277031023,195
전북특별자치도 순창군 인계면 탑리,5,0,69,25,14,0,5277031024,122
전북특별자치도 순창군 인계면 심초리,4,0,104,3,55,0,5277031025,250
전북특별자치도 순창군 인계면 세룡리,6,0,146,29,14,0,5277031026,208
전북특별자치도 순창군 인계면 마흘리,7,20,111,40,22,0,5277031027,153
전북특별자치도 순창군 인계면 가성리,1,0,48,38,9,0,5277031028,74
전북특별자치도 순창군 인계면 중산리,2,2,13,36,9,0,5277031029,143
전북특별자치도 순창군 인계면 지산리,3,9,39,58,21,0,5277031030,207
전북특별자치도 순창군 인계면 노동리,1,3,28,40,18,0,5277031031,135
전북특별자치도 순창군 동계면,157,19,2830,371,473,0,5277032000,1864
전북특별자치도 순창군 동계면 현포리,17,0,164,21,55,0,5277032021,107
전북특별자치도 순창군 동계면 서호리,22,0,56,15,37,0,5277032022,78
전북특별자치도 순창군 동계면 어치리,24,0,621,7,53,0,5277032023,271
전북특별자치도 순창군 동계면 구미리,19,0,206,37,40,0,5277032024,245
전북특별자치도 순창군 동계면 동심리,8,5,209,24,55,0,5277032025,188
전북특별자치도 순창군 동계면 관전리,3,0,16,30,25,0,5277032026,76
전북특별자치도 순창군 동계면 신흥리,3,6,76,35,25,0,5277032027,140
전북특별자치도 순창군 동계면 유산리,6,3,42,29,27,0,5277032028,141
전북특별자치도 순창군 동계면 이동리,7,5,71,44,17,0,5277032029,120
전북특별자치도 순창군 동계면 수정리,8,0,534,8,68,0,5277032030,154
전북특별자치도 순창군 동계면 주월리,28,0,277,21,13,0,5277032031,119
전북특별자치도 순창군 동계면 내령리,4,0,333,43,13,0,5277032032,93
전북특별자치도 순창군 동계면 수장리,8,0,223,58,44,0,5277032033,130
전북특별자치도 순창군 풍산면,85,114,245,508,322,0,5277033000,1559
전북특별자치도 순창군 풍산면 반월리,5,13,0,49,9,0,5277033021,106
전북특별자치도 순창군 풍산면 유정리,14,19,0,55,10,0,5277033022,131
전북특별자치도 순창군 풍산면 삼촌리,7,5,71,69,33,0,5277033023,260
전북특별자치도 순창군 풍산면 금곡리,5,17,19,48,19,0,5277033024,152
전북특별자치도 순창군 풍산면 죽전리,4,3,0,67,15,0,5277033025,135
전북특별자치도 고창군 고수면 은사리,1,0,310,0,79,0,5279031034,364
전북특별자치도 고창군 아산면,279,70,3770,602,881,2,5279032000,1840
전북특별자치도 고창군 아산면 봉덕리,6,0,7,31,22,0,5279032021,65
전북특별자치도 고창군 아산면 중월리,2,12,0,21,32,0,5279032022,137
전북특별자치도 고창군 아산면 목동리,7,8,0,74,22,0,5279032023,106
전북특별자치도 고창군 아산면 상갑리,6,6,7,33,29,0,5279032024,30
전북특별자치도 고창군 아산면 하갑리,21,0,106,61,44,0,5279032025,43
전북특별자치도 익산시 오산면 장신리,3,11,0,166,50,0,5214031022,157
전북특별자치도 익산시 오산면 영만리,19,0,0,537,8,0,5214031023,28
전북특별자치도 익산시 오산면 오산리,14,0,0,404,18,0,5214031024,52
전북특별자치도 순창군 풍산면 우곡리,0,0,0,19,10,0,5277033026,82
전북특별자치도 순창군 풍산면 한내리,2,21,6,44,27,0,5277033027,196
전북특별자치도 순창군 풍산면 대가리,15,20,28,45,57,0,5277033028,126
전북특별자치도 순창군 풍산면 두승리,20,0,0,29,82,0,5277033029,29
전북특별자치도 순창군 풍산면 상촌리,4,9,0,10,24,0,5277033030,65
전북특별자치도 순창군 풍산면 용내리,4,4,0,24,14,0,5277033031,72
전북특별자치도 순창군 풍산면 죽곡리,5,3,119,49,21,0,5277033032,201
전북특별자치도 순창군 금과면,50,155,271,530,102,0,5277034000,1646
전북특별자치도 순창군 금과면 수양리,5,21,0,21,6,0,5277034021,95
전북특별자치도 순창군 금과면 발산리,1,7,23,25,12,0,5277034022,71
전북특별자치도 순창군 금과면 내동리,2,3,56,28,13,0,5277034023,125
전북특별자치도 순창군 금과면 동전리,10,31,0,34,1,0,5277034024,69
전북특별자치도 순창군 금과면 대성리,3,15,47,64,13,0,5277034025,203
전북특별자치도 순창군 금과면 청용리,3,1,31,41,9,0,5277034026,88
전북특별자치도 순창군 금과면 방성리,7,5,43,48,10,0,5277034027,149
전북특별자치도 순창군 금과면 남계리,6,24,0,29,4,0,5277034028,136
전북특별자치도 순창군 금과면 목동리,1,12,10,49,15,0,5277034030,169
전북특별자치도 순창군 금과면 방축리,5,8,35,70,5,0,5277034032,185
전북특별자치도 순창군 금과면 고례리,0,11,27,37,2,0,5277034033,153
전북특별자치도 순창군 금과면 장장리,0,16,0,24,10,0,5277034034,112
전북특별자치도 순창군 금과면 매우리,6,3,0,61,1,0,5277034035,91
전북특별자치도 순창군 팔덕면,78,55,1558,361,305,0,5277035000,1619
전북특별자치도 순창군 팔덕면 구룡리,7,2,39,17,38,0,5277035021,110
전북특별자치도 순창군 팔덕면 용산리,9,0,7,11,53,0,5277035022,136
전북특별자치도 순창군 팔덕면 월곡리,7,0,78,85,20,0,5277035023,279
전북특별자치도 순창군 팔덕면 광암리,5,9,121,34,18,0,5277035024,186
전북특별자치도 순창군 팔덕면 청계리,22,0,1095,28,41,0,5277035025,190
전북특별자치도 순창군 팔덕면 서흥리,6,0,127,23,29,0,5277035026,140
전북특별자치도 순창군 팔덕면 산동리,9,6,0,35,61,0,5277035027,81
전북특별자치도 순창군 팔덕면 장안리,1,6,34,46,7,0,5277035028,147
전북특별자치도 순창군 팔덕면 창덕리,4,33,35,41,4,0,5277035029,188
전북특별자치도 순창군 팔덕면 덕천리,10,0,23,41,33,0,5277035030,160
전북특별자치도 순창군 쌍치면,175,0,3490,29,1016,0,5277036000,3189
전북특별자치도 순창군 쌍치면 방산리,1,0,138,0,83,0,5277036021,148
전북특별자치도 순창군 쌍치면 신성리,1,0,19,0,21,0,5277036023,90
전북특별자치도 순창군 쌍치면 탕곡리,2,0,97,0,21,0,5277036024,65
전북특별자치도 순창군 쌍치면 중안리,3,0,103,0,16,0,5277036025,61
전북특별자치도 순창군 쌍치면 둔전리,22,0,215,0,54,0,5277036026,159
전북특별자치도 순창군 쌍치면 시산리,9,0,54,0,43,0,5277036027,79
전북특별자치도 순창군 쌍치면 옥산리,8,0,206,3,74,0,5277036028,271
전북특별자치도 순창군 쌍치면 종암리,12,0,310,0,33,0,5277036029,128
전북특별자치도 순창군 쌍치면 학선리,5,0,519,0,43,0,5277036030,135
전북특별자치도 순창군 쌍치면 도고리,6,0,120,0,61,0,5277036031,210
전북특별자치도 순창군 쌍치면 금평리,18,0,41,1,120,0,5277036032,114
전북특별자치도 순창군 쌍치면 쌍계리,11,0,77,0,32,0,5277036033,165
전북특별자치도 순창군 쌍치면 전암리,4,0,37,11,52,0,5277036034,241
전북특별자치도 순창군 쌍치면 양신리,6,0,248,1,58,0,5277036035,348
전북특별자치도 순창군 쌍치면 운암리,24,0,285,1,65,0,5277036036,258
전북특별자치도 순창군 쌍치면 용전리,13,0,422,2,87,0,5277036037,220
전북특별자치도 순창군 쌍치면 금성리,15,0,222,9,85,0,5277036038,267
전북특별자치도 순창군 쌍치면 오봉리,13,0,265,0,32,0,5277036039,84
전북특별자치도 순창군 쌍치면 종곡리,3,0,113,0,36,0,5277036040,146
전북특별자치도 순창군 복흥면,169,7,2506,54,1069,0,5277037000,3579
전북특별자치도 순창군 복흥면 서마리,15,0,169,0,92,0,5277037021,733
전북특별자치도 순창군 복흥면 동산리,24,0,88,0,75,0,5277037022,203
전북특별자치도 순창군 복흥면 화양리,3,0,199,0,32,0,5277037023,92
전북특별자치도 순창군 복흥면 반월리,9,0,37,14,119,0,5277037024,141
전북특별자치도 순창군 복흥면 봉덕리,19,0,412,0,54,0,5277037025,445
전북특별자치도 순창군 복흥면 농암리,6,0,47,40,72,0,5277037026,47
전북특별자치도 순창군 복흥면 지선리,1,0,27,0,36,0,5277037027,69
전북특별자치도 순창군 복흥면 금월리,0,0,32,0,63,0,5277037028,103
강원특별자치도 삼척시 신기면 고무릉리,7,0,643,0,0,0,5123036023,431
강원특별자치도 삼척시 신기면 대이리,32,0,479,0,1,0,5123036024,400
강원특별자치도 삼척시 신기면 대기리,1,0,69,0,0,0,5123036025,651
강원특별자치도 삼척시 신기면 안의리,7,0,36,0,7,0,5123036026,285
강원특별자치도 삼척시 신기면 대평리,16,0,2,0,6,0,5123036027,699
강원특별자치도 삼척시 신기면 마차리,39,0,383,0,31,0,5123036028,593
강원특별자치도 홍천군 홍천읍,291,0,6191,87,1136,0,5172025000,3007
강원특별자치도 홍천군 홍천읍 진리,6,0,0,0,0,0,5172025021,15
강원특별자치도 홍천군 홍천읍 신장대리,5,0,0,0,0,0,5172025022,20
강원특별자치도 홍천군 홍천읍 희망리,9,0,165,5,35,0,5172025023,115
강원특별자치도 횡성군 갑천면 대관대리,29,0,402,23,45,0,5173034033,74
강원특별자치도 횡성군 갑천면 병지방리,28,0,2496,0,36,0,5173034034,1420
강원특별자치도 횡성군 청일면,187,20,9371,245,453,0,5173035000,3121
강원특별자치도 횡성군 청일면 봉명리,18,0,1773,0,41,0,5173035021,366
강원특별자치도 횡성군 청일면 속실리,16,0,1659,0,49,0,5173035022,200
강원특별자치도 횡성군 청일면 춘당리,36,0,962,36,88,0,5173035023,967
강원특별자치도 횡성군 청일면 유동리,39,2,909,85,53,0,5173035024,365
강원특별자치도 횡성군 청일면 초현리,8,0,73,12,6,0,5173035025,406
강원특별자치도 횡성군 청일면 유평리,18,15,245,49,46,0,5173035026,57
강원특별자치도 횡성군 청일면 갑천리,13,0,1230,47,73,0,5173035027,255
강원특별자치도 횡성군 청일면 고시리,14,2,465,18,45,0,5173035028,196
강원특별자치도 횡성군 청일면 신대리,24,0,2054,0,51,0,5173035029,307
강원특별자치도 횡성군 공근면,238,87,9137,342,820,0,5173036000,2296
강원특별자치도 횡성군 공근면 상동리,25,0,1543,11,80,0,5173036021,209
강원특별자치도 횡성군 공근면 부창리,21,0,432,12,100,0,5173036022,227
강원특별자치도 횡성군 공근면 어둔리,15,0,954,8,19,0,5173036023,133
강원특별자치도 횡성군 공근면 공근리,5,1,216,49,27,0,5173036024,95
강원특별자치도 횡성군 공근면 가곡리,16,5,130,19,36,0,5173036025,79
강원특별자치도 횡성군 공근면 삼배리,13,0,325,5,59,0,5173036026,129
강원특별자치도 횡성군 공근면 청곡리,16,0,154,7,40,0,5173036027,107
강원특별자치도 횡성군 공근면 행정리,1,3,147,11,11,0,5173036028,38
강원특별자치도 횡성군 공근면 상창봉리,4,0,1007,2,32,0,5173036029,110
강원특별자치도 횡성군 공근면 창봉리,18,0,1232,20,77,0,5173036030,164
강원특별자치도 횡성군 공근면 도곡리,6,0,390,3,39,0,5173036031,141
강원특별자치도 횡성군 공근면 초원리,15,0,1271,25,39,0,5173036032,218
강원특별자치도 횡성군 공근면 학담리,20,1,286,15,67,0,5173036033,351
강원특별자치도 횡성군 공근면 매곡리,16,8,238,54,40,0,5173036034,92
강원특별자치도 횡성군 공근면 오산리,24,19,253,28,38,0,5173036035,71
강원특별자치도 횡성군 공근면 수백리,12,29,267,27,66,0,5173036036,57
강원특별자치도 횡성군 공근면 덕촌리,8,22,173,24,34,0,5173036037,39
강원특별자치도 횡성군 공근면 신촌리,2,0,119,21,16,0,5173036038,35
강원특별자치도 횡성군 서원면,190,40,9994,157,495,0,5173037000,1480
강원특별자치도 횡성군 서원면 창촌리,11,10,1461,35,67,0,5173037021,271
강원특별자치도 횡성군 서원면 압곡리,13,16,689,12,17,0,5173037022,129
강원특별자치도 횡성군 서원면 옥계리,86,0,1840,29,122,0,5173037023,195
강원특별자치도 횡성군 서원면 석화리,41,10,2547,26,120,0,5173037024,375
강원특별자치도 횡성군 서원면 유현리,22,4,2814,34,115,0,5173037025,405
강원특별자치도 횡성군 서원면 금대리,17,0,641,21,55,0,5173037026,103
강원특별자치도 횡성군 강림면,208,0,7227,20,305,0,5173038000,1735
강원특별자치도 횡성군 강림면 강림리,96,0,2543,11,170,0,5173038021,550
강원특별자치도 횡성군 강림면 부곡리,47,0,3605,3,98,0,5173038022,402
강원특별자치도 횡성군 강림면 월현리,64,0,1078,5,36,0,5173038023,782
강원특별자치도 영월군,2919,35,85827,302,1842,0,5175000000,21885
강원특별자치도 영월군 영월읍,707,0,13394,22,176,0,5175025000,2918
강원특별자치도 영월군 영월읍 영흥리,37,0,1049,0,8,0,5175025021,496
강원특별자치도 영월군 영월읍 하송리,26,0,70,0,13,0,5175025022,188
강원특별자치도 영월군 영월읍 방절리,45,0,109,19,35,0,5175025023,345
강원특별자치도 영월군 영월읍 덕포리,55,0,313,3,1,0,5175025024,207
강원특별자치도 영월군 영월읍 삼옥리,144,0,1680,0,1,0,5175025025,423
강원특별자치도 영월군 영월읍 거운리,79,0,2414,0,9,0,5175025026,187
강원특별자치도 영월군 영월읍 문산리,113,0,1936,0,5,0,5175025027,236
강원특별자치도 영월군 영월읍 연하리,62,0,2768,0,59,0,5175025028,201
강원특별자치도 영월군 영월읍 정양리,62,0,990,0,0,0,5175025029,90
강원특별자치도 영월군 영월읍 팔괴리,84,0,994,0,30,0,5175025030,333
강원특별자치도 영월군 영월읍 흥월리,1,0,1073,0,16,0,5175025031,213
강원특별자치도 영월군 상동읍,103,0,11818,0,33,0,5175025300,2026
강원특별자치도 영월군 상동읍 내덕리,54,0,3603,0,25,0,5175025321,549
강원특별자치도 영월군 상동읍 구래리,10,0,3377,0,0,0,5175025322,234
강원특별자치도 영월군 상동읍 천평리,30,0,3460,0,0,0,5175025323,624
강원특별자치도 영월군 상동읍 덕구리,9,0,1380,0,7,0,5175025324,619
강원특별자치도 영월군 김삿갓면,437,0,14701,13,171,0,5175032500,1805
강원특별자치도 영월군 김삿갓면 진별리,57,0,1262,0,1,0,5175032521,88
강원특별자치도 영월군 김삿갓면 각동리,96,0,632,0,0,0,5175032522,238
경기도 부천시원미구,13,13,0,632,517,0,4119200000,888
경기도 부천시원미구 원미동,0,0,0,26,30,0,4119210100,95
경기도 부천시원미구 심곡동,0,0,0,25,36,0,4119210200,86
경기도 부천시원미구 춘의동,0,0,0,52,37,0,4119210300,205
경기도 부천시원미구 도당동,0,0,0,32,12,0,4119210400,157
경기도 부천시원미구 약대동,2,0,0,5,14,0,4119210500,48
경기도 부천시원미구 소사동,0,0,0,8,9,0,4119210600,39
경기도 부천시원미구 역곡동,0,13,0,25,34,0,4119210700,152
경기도 부천시원미구 중동,10,0,0,173,218,0,4119210800,56
경기도 부천시원미구 상동,2,0,0,286,128,0,4119210900,51
경기도 부천시소사구,1,64,22,139,159,0,4119400000,904
경기도 부천시소사구 소사본동,0,0,0,44,11,0,4119410100,246
경기도 부천시소사구 심곡본동,0,0,19,2,47,0,4119410200,105
경기도 부천시소사구 범박동,0,3,0,8,8,0,4119410300,111
경기도 부천시소사구 괴안동,0,23,0,13,24,0,4119410400,111
경기도 부천시소사구 송내동,0,0,3,35,43,0,4119410500,156
경기도 부천시소사구 옥길동,1,38,0,35,24,0,4119410600,136
경기도 부천시소사구 계수동,0,1,0,2,1,0,4119410700,39
경기도 부천시오정구,27,53,0,846,330,0,4119600000,761
경기도 부천시오정구 오정동,6,0,0,183,49,0,4119610100,104
경기도 부천시오정구 여월동,0,10,0,36,18,0,4119610200,118
경기도 부천시오정구 작동,0,28,0,15,24,0,4119610300,167
경기도 부천시오정구 원종동,0,8,0,86,68,0,4119610400,77
경기도 부천시오정구 고강동,0,8,0,94,58,0,4119610500,194
경기도 부천시오정구 대장동,13,0,0,298,24,0,4119610600,12
경기도 부천시오정구 삼정동,7,0,0,88,64,0,4119610700,44
경기도 부천시오정구 내동,1,0,0,46,25,0,4119610800,44
전북특별자치도 고창군 아산면 대동리,10,2,42,58,34,0,5279032026,62
전북특별자치도 고창군 아산면 주진리,11,1,0,52,23,0,5279032027,66
