bjd_Nm,posifertk_Fachs1_Area,posifertk_Fachs2_Area,posifertk_Fachs3_Area,posifertk_Fachs4_Area,posifertk_Fachs5_Area,posifertk_Fachs6_Area,posifertk_Fruit1_Area,posifertk_Fruit2_Area,posifertk_Fruit3_Area,posifertk_Fruit4_Area,posifertk_Fruit5_Area,posifertk_Fruit6_Area,posifertk_Pfld1_Area,posifertk_Pfld2_Area,posifertk_Pfld3_Area,posifertk_Pfld4_Area,posifertk_Pfld5_Area,posifertk_Pfld6_Area,posifertk_Rfld1_Area,posifertk_Rfld2_Area,posifertk_Rfld3_Area,posifertk_Rfld4_Area,posifertk_Rfld5_Area,posifertk_Rfld6_Area,stdg_Cd
경기도 여주시 가남읍 정단리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,25,22,207,126,48,4,13,4167025030
경기도 여주시 가남읍 화평리,0,0,0,0,1,3,0,0,0,1,4,8314,2,17,12,5,3,28,41,79,33,23,0,23,4167025031
경기도 여주시 가남읍 본두리,0,1,0,1,0,4,0,0,2,3,7,4,2,4,7,7,28,33,32,200,122,55,64,1,4167025032
경기도 여주시 가남읍 하귀리,0,0,0,0,0,6,-,-,-,-,-,-,3,10,5,9,1,19,7,79,85,8,1,1,4167025033
경기도 여주시 가남읍 안금리,1,4,5,5,6,8,2,4,4,6,4,20,3,5,8,6,7,48,75,136,52,14,3,1,4167025034
경기도 여주시 금사면 소유리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,3,3,14,13,32,7,6,3,0,4167033027
경기도 여주시 금사면 상호리,-,-,-,-,-,-,-,-,-,-,-,-,4,1,3,2,3,8,0,2,36,3,0,0,4167033028
경기도 여주시 금사면 하호리,0,0,0,0,0,1,-,-,-,-,-,-,0,3,4,1,3,26,2,22,86,4,0,8,4167033029
경기도 여주시 금사면 금사리,0,0,0,0,1,2,-,-,-,-,-,-,1,3,1,3,2,5,4,42,40,64,7,7,4167033030
경기도 여주시 금사면 외평리,-,-,-,-,-,-,0,1,1,0,1,1,2,5,4,4,0,3,2,14,80,58,15,6,4167033031
경기도 여주시 북내면 장암리,0,0,0,0,0,1,0,1,1,0,0,1,0,2,5,5,3,32,16,128,100,50,21,17,4167036030
경기도 여주시 북내면 중암리,-,-,-,-,-,-,0,0,2,2,1,2,1,1,1,1,1,9,17,106,42,27,4,6,4167036031
경기도 여주시 북내면 운촌리,-,-,-,-,-,-,0,1,1,0,0,1,3,4,1,1,2,11,11,67,82,36,19,17,4167036032
경기도 여주시 북내면 신접리,0,0,0,0,0,4,1,2,1,0,0,1,1,1,1,1,1,6,2,90,59,62,23,72,4167036033
경기도 여주시 북내면 지내리,0,0,0,0,3,12,0,1,2,2,1,2,0,1,1,1,1,3,26,85,84,60,57,20,4167036034
경기도 여주시 북내면 가정리,-,-,-,-,-,-,0,0,0,0,0,2,0,1,1,1,1,5,9,39,64,82,19,28,4167036035
경기도 여주시 강천면,0,0,3,0,0,18,17,27,12,13,9,15,59,66,53,51,28,100,297,766,683,348,185,220,4167037000
경기도 여주시 강천면 간매리,0,0,1,0,0,1,-,-,-,-,-,-,0,1,2,2,1,6,7,61,107,21,17,28,4167037021
경기도 여주시 강천면 걸은리,0,0,0,0,0,1,6,11,11,13,6,8,2,10,3,9,4,17,40,172,173,82,47,37,4167037022
경기도 여주시 강천면 이호리,0,0,0,0,0,11,0,0,0,0,1,2,0,1,1,1,2,4,15,69,58,60,43,41,4167037023
경기도 여주시 강천면 가야리,0,0,0,0,0,2,11,17,0,0,1,4,1,9,5,7,3,11,19,139,140,42,19,38,4167037024
경기도 여주시 강천면 적금리,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,3,20,45,86,48,39,2,42,4167037025
경기도 여주시 가남읍 양귀리,0,0,2,0,2,10,0,0,0,0,2,1,0,3,12,11,6,39,18,114,89,41,16,46,4167025035
경기도 여주시 가남읍 연대리,0,0,0,0,0,13,-,-,-,-,-,-,7,8,8,13,4,69,24,141,54,8,9,8,4167025036
경기도 여주시 가남읍 금당리,0,0,0,1,0,10,0,1,2,1,0,2,9,28,34,49,32,93,34,50,282,76,24,14,4167025037
경기도 여주시 가남읍 금곡리,0,0,0,0,0,2,0,0,0,1,1,1,2,7,9,8,7,47,51,55,17,9,0,0,4167025038
경기도 여주시 가남읍 송림리,1,0,0,0,0,15,0,1,2,1,3,11,32,15,25,23,18,131,26,143,58,21,3,1,4167025039
경기도 여주시 가남읍 삼승리,0,2,0,0,0,9,0,6,2,4,2,10,0,7,8,4,8,46,4,48,55,39,0,13,4167025040
경기도 여주시 점동면,0,3,2,0,1,17,3,10,8,7,8,55,33,128,151,219,204,945,103,666,1350,1033,480,416,4167031000
경기도 여주시 점동면 청안리,0,0,0,0,0,1,-,-,-,-,-,-,2,7,6,7,12,80,3,26,63,99,32,9,4167031021
경기도 여주시 점동면 부구리,0,1,0,0,0,2,-,-,-,-,-,-,0,2,0,6,3,21,9,36,111,88,47,55,4167031022
경기도 여주시 점동면 덕평리,0,0,0,0,0,9,2,7,2,3,3,7,1,12,14,33,16,88,20,141,98,33,12,12,4167031023
경기도 여주시 점동면 원부리,-,-,-,-,-,-,0,0,0,0,1,1,0,6,9,20,16,85,1,7,30,94,49,11,4167031024
경기도 여주시 점동면 관한리,-,-,-,-,-,-,0,0,1,1,0,2,0,1,3,2,7,54,2,11,51,50,55,148,4167031025
경기도 여주시 점동면 뇌곡리,0,0,1,0,0,0,0,0,1,2,1,18,0,1,2,7,0,52,2,50,105,44,19,6,4167031026
경기도 여주시 대신면,1,30,41,42,33,184,10,4,13,20,11,27,142,449,448,347,311,1002,264,1016,1131,743,378,843,4167035000
경기도 여주시 대신면 후포리,0,0,0,1,1,13,0,0,1,3,0,3,3,32,35,33,18,85,14,81,46,25,31,148,4167035021
경기도 여주시 대신면 당산리,0,9,35,18,28,106,-,-,-,-,-,-,29,121,130,82,107,327,12,28,26,29,19,59,4167035022
경기도 여주시 대신면 가산리,0,0,0,0,0,5,0,1,1,1,4,5,0,4,14,17,25,35,5,26,40,17,11,140,4167035023
경기도 여주시 대신면 천남리,0,1,2,1,1,6,-,-,-,-,-,-,1,9,6,3,4,19,31,61,48,24,21,86,4167035024
경기도 여주시 대신면 하림리,0,1,0,0,0,2,0,1,0,0,0,0,23,40,28,22,8,36,23,45,29,105,54,76,4167035025
경기도 여주시 강천면 굴암리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,1,1,8,13,26,17,17,16,15,4167037026
경기도 여주시 강천면 강천리,0,0,1,0,0,2,-,-,-,-,-,-,0,3,6,2,4,17,57,70,35,3,1,3,4167037027
경기도 여주시 강천면 부평리,-,-,-,-,-,-,-,-,-,-,-,-,5,3,25,9,7,12,91,102,12,4,3,2,4167037028
경기도 여주시 강천면 도전리,0,0,1,0,0,0,-,-,-,-,-,-,48,37,7,18,2,4,9,40,91,80,36,15,4167037029
경기도 여주시 산북면,0,0,0,0,0,5,-,-,-,-,-,-,14,29,46,40,36,219,20,334,197,186,18,63,4167038000
경기도 여주시 산북면 상품리,0,0,0,0,0,5,-,-,-,-,-,-,10,4,7,8,11,73,1,85,54,32,8,11,4167038021
경기도 여주시 산북면 송현리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,8,4,32,11,46,22,8,0,10,4167038022
경기도 여주시 산북면 후리,-,-,-,-,-,-,-,-,-,-,-,-,0,11,7,6,6,14,0,29,14,76,1,3,4167038023
경기도 여주시 산북면 명품리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4167038024
경기도 여주시 점동면 성신리,0,0,1,0,0,1,-,-,-,-,-,-,0,2,2,2,3,40,0,50,147,54,7,2,4167031027
경기도 여주시 점동면 당진리,-,-,-,-,-,-,0,1,0,0,0,0,0,4,8,14,10,64,2,33,108,33,35,32,4167031028
경기도 여주시 점동면 현수리,0,0,0,0,0,2,-,-,-,-,-,-,0,1,6,8,3,28,0,37,109,90,69,17,4167031029
경기도 여주시 점동면 사곡리,-,-,-,-,-,-,0,0,1,0,0,0,1,4,19,8,9,26,15,51,63,75,4,1,4167031030
경기도 여주시 대신면 상구리,0,0,0,0,0,1,8,1,4,6,2,4,3,3,10,21,24,58,11,84,108,34,7,5,4167035026
경상북도 울진군 금강송면,-,-,-,-,-,-,-,-,-,-,-,-,10,115,79,39,47,265,14,29,19,14,7,24,4793039000
경상북도 울진군 금강송면 삼근리,-,-,-,-,-,-,-,-,-,-,-,-,4,34,22,13,11,25,9,18,10,9,3,12,4793039021
경상북도 울진군 금강송면 하원리,-,-,-,-,-,-,-,-,-,-,-,-,4,8,7,2,3,13,3,3,4,1,0,1,4793039022
경상북도 울진군 금강송면 왕피리,-,-,-,-,-,-,-,-,-,-,-,-,0,17,11,5,10,27,1,3,3,1,2,1,4793039023
경상북도 울진군 금강송면 쌍전리,-,-,-,-,-,-,-,-,-,-,-,-,0,12,10,9,5,74,0,1,1,1,0,4,4793039024
경상북도 울진군 금강송면 소광리,-,-,-,-,-,-,-,-,-,-,-,-,0,17,7,5,5,35,0,3,2,1,1,2,4793039025
경상북도 울진군 금강송면 전곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,14,6,0,3,11,-,-,-,-,-,-,4793039026
경상북도 울진군 금강송면 광회리,-,-,-,-,-,-,-,-,-,-,-,-,1,14,16,4,9,82,0,0,0,0,0,4,4793039027
경상북도 울진군 매화면,-,-,-,-,-,-,-,-,-,-,-,-,8,31,51,47,37,263,42,102,78,21,9,18,4793040000
경상북도 울진군 매화면 매화리,-,-,-,-,-,-,-,-,-,-,-,-,1,7,8,8,4,40,9,34,21,7,5,7,4793040021
경상북도 울진군 매화면 금매리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,7,2,23,13,19,23,8,1,1,4793040022
경상북도 울진군 매화면 오산리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,6,2,4,18,1,3,1,0,0,0,4793040023
경상북도 울진군 매화면 덕신리,-,-,-,-,-,-,-,-,-,-,-,-,2,9,10,3,4,27,0,2,1,0,0,0,4793040024
경상북도 울진군 매화면 신흥리,-,-,-,-,-,-,-,-,-,-,-,-,4,7,5,8,11,35,6,9,2,0,0,1,4793040025
경상북도 울진군 매화면 기양리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,16,10,6,62,3,12,9,1,1,0,4793040026
경상북도 울진군 매화면 갈면리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,3,5,37,8,13,10,2,1,1,4793040027
경상북도 울진군 매화면 길곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,4,2,21,3,10,11,3,1,8,4793040028
전라남도 화순군 도암면 우치리,-,-,-,-,-,-,0,4,0,0,0,0,0,0,0,0,4,31,0,3,3,2,0,0,4679037032
전라남도 화순군 도암면 왕정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,9,8,0,1,3,2,1,1,4679037034
서울특별시 서초구 방배동,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,2,-,-,-,-,-,-,1165010100
서울특별시 서초구,0,0,0,1,1,9,0,0,0,0,0,5,1,2,6,8,7,56,0,0,0,0,0,1,1165000000
경상북도 영주시 순흥면 청구리,-,-,-,-,-,-,2,13,11,16,13,57,1,6,6,4,7,34,1,3,1,2,2,0,4721037026
경상북도 영주시 단산면 사천리,1,0,0,0,0,0,0,1,2,2,2,5,0,1,3,6,4,11,4,10,7,14,20,2,4721038022
경상북도 영주시 단산면 옥대리,0,2,1,2,0,1,5,17,16,27,19,78,2,10,7,5,4,37,0,18,15,9,5,2,4721038025
경상북도 영주시 단산면 마락리,-,-,-,-,-,-,2,2,0,0,0,5,0,1,3,3,2,11,-,-,-,-,-,-,4721038028
경상북도 영주시 부석면 북지리,0,0,0,0,0,1,1,16,12,25,28,101,1,7,10,10,15,123,0,3,2,3,1,0,4721039022
경상북도 영주시 부석면 소천리,0,1,1,2,1,3,8,20,11,7,11,53,2,6,10,20,29,72,0,1,4,3,1,0,4721039024
전라남도 함평군 나산면 용두리,0,0,1,0,0,0,-,-,-,-,-,-,0,2,14,3,0,16,4,9,13,10,4,6,4686036028
전라남도 함평군 나산면 월봉리,0,0,0,0,0,5,0,0,0,0,0,5,4,5,19,4,8,26,4,7,10,9,4,6,4686036031
전라남도 함평군 나산면 덕림리,0,0,0,0,0,2,-,-,-,-,-,-,0,4,9,3,4,12,6,10,7,7,6,11,4686036034
전라남도 함평군 해보면,0,0,1,0,1,9,0,0,4,3,2,24,8,39,44,77,46,147,18,120,169,73,36,65,4686037000
전라남도 함평군 해보면 대창리,0,0,0,0,0,1,-,-,-,-,-,-,1,2,2,2,3,6,3,13,20,11,5,10,4686037022
전라남도 함평군 해보면 금덕리,-,-,-,-,-,-,0,0,0,0,0,7,0,2,6,10,4,27,1,17,20,11,5,6,4686037025
경상남도 진주시 망경동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4817010100
경상남도 진주시 칠암동,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,6,-,-,-,-,-,-,4817010400
경상남도 진주시 남성동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4817010700
경상북도 경산시 남천면 신석리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,4,-,-,-,-,-,-,4729037025
경상북도 경산시 남천면 송백리,-,-,-,-,-,-,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,4729037028
경기도 포천시 가산면 마산리,34,10,0,1,12,141,0,1,1,1,2,8,0,3,4,3,3,44,6,80,58,11,12,13,4165033021
경기도 포천시 가산면 감암리,11,15,0,1,0,20,0,0,0,0,0,3,0,6,4,1,1,33,13,17,21,12,21,13,4165033022
경기도 포천시 가산면 방축리,4,0,0,0,0,22,0,0,0,0,1,1,1,4,3,2,1,13,13,50,29,15,5,6,4165033023
경기도 포천시 가산면 가산리,17,4,2,2,1,37,0,1,0,0,0,1,0,1,1,0,0,4,24,14,6,3,1,1,4165033024
경기도 포천시 가산면 정교리,7,2,6,0,6,20,0,0,1,0,0,0,0,3,2,2,0,3,17,27,11,2,1,10,4165033025
경기도 포천시 가산면 우금리,0,0,0,0,0,1,5,11,18,12,12,171,3,297,99,0,0,9,103,14,9,3,0,0,4165033027
경기도 포천시 가산면 마전리,9,1,0,1,1,13,0,10,15,10,6,93,1,0,0,0,0,1,4,21,17,8,0,0,4165033028
경기도 포천시 신북면,32,26,12,7,8,153,3,6,10,4,6,40,36,72,63,42,43,244,195,392,121,108,48,67,4165034000
경기도 포천시 신북면 가채리,1,0,0,0,0,1,0,0,1,0,1,5,17,11,9,5,2,58,8,47,18,6,5,5,4165034021
경상남도 양산시 원동면 선리,-,-,-,-,-,-,2,4,11,7,2,27,0,1,2,8,7,23,4,11,21,18,18,15,4833032026
경상남도 양산시 원동면 화제리,0,0,0,0,0,12,1,0,0,1,0,8,2,5,7,6,11,108,162,133,185,116,74,132,4833032028
전라남도 장흥군 안양면 신촌리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,6,4,8,51,11,20,16,6,3,37,4680032029
전라남도 장흥군 안양면 사촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,5,6,16,33,16,28,21,11,8,80,4680032032
전라남도 장흥군 장동면 봉동리,-,-,-,-,-,-,-,-,-,-,-,-,8,8,0,0,0,12,14,21,39,18,2,12,4680033021
전라남도 장흥군 장동면 배산리,-,-,-,-,-,-,0,0,0,0,0,3,11,4,0,0,2,26,16,31,21,17,6,11,4680033023
전라남도 장흥군 장동면 용곡리,-,-,-,-,-,-,0,0,0,0,0,2,0,1,0,6,0,12,17,33,10,6,4,7,4680033028
대전광역시 대덕구 상서동,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,2,27,-,-,-,-,-,-,3023011600
대전광역시 동구 마산동,-,-,-,-,-,-,0,0,0,0,0,1,0,2,1,3,2,29,1,3,0,2,0,0,3011012500
대전광역시 동구 용운동,-,-,-,-,-,-,0,0,0,0,0,3,0,0,0,0,0,1,-,-,-,-,-,-,3011010900
대전광역시 동구 직동,-,-,-,-,-,-,0,0,0,0,0,1,0,1,4,0,0,35,1,5,8,1,0,0,3011012700
대전광역시 유성구 구암동,0,0,0,0,0,7,0,1,0,0,1,15,0,0,1,0,1,3,0,2,4,5,13,64,3020011200
대전광역시 유성구 봉명동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,0,12,74,3020011100
대전광역시 유성구 상대동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,6,9,38,3020011500
전라남도 담양군 창평면 해곡리,0,2,2,3,3,12,0,0,0,0,1,1,1,4,7,0,1,3,7,22,35,6,3,4,4671034030
전라남도 담양군 창평면 외동리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,20,0,1,4,2,13,82,16,4,1,4671034032
전라남도 담양군 대덕면 비차리,-,-,-,-,-,-,0,4,0,0,0,1,0,2,10,3,4,10,5,36,25,16,2,1,4671035023
전라남도 담양군 대덕면 성곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,2,5,0,36,8,3,0,0,4671035025
전라남도 영광군 법성면 용성리,-,-,-,-,-,-,0,6,0,0,3,8,0,1,1,6,6,139,1,9,21,18,10,12,4687037029
전라남도 영광군 낙월면 송이리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4687038024
전라남도 장성군 장성읍 성산리,-,-,-,-,-,-,0,0,0,0,0,1,1,1,2,1,1,7,0,2,13,7,2,25,4688025022
전라남도 장성군 장성읍 단광리,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,4688025025
전라남도 장성군 장성읍 안평리,0,1,1,1,1,24,0,0,1,0,0,3,0,14,10,8,1,5,9,34,40,25,9,14,4688025028
경상북도 김천시 황금동,-,-,-,-,-,-,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-,4715010700
충청남도 천안시서북구 업성동,-,-,-,-,-,-,1,1,0,1,0,1,0,1,2,1,1,87,2,11,7,4,2,1,4413310900
충청남도 천안시서북구 신당동,-,-,-,-,-,-,0,3,0,0,0,1,0,0,1,1,1,5,4,11,14,4,1,0,4413311000
충청남도 천안시서북구 부대동,-,-,-,-,-,-,0,0,0,0,1,6,1,0,0,0,3,7,2,7,8,8,7,2,4413311100
경상남도 거제시 고현동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4831010900
경상남도 거제시 상동동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,1,1,5,5,2,3,4831011000
경상남도 거제시 문동동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,2,2,2,1,2,3,3,0,0,4831011100
경상남도 거제시 삼거동,-,-,-,-,-,-,0,0,5,0,0,0,1,3,4,4,1,5,6,47,42,28,9,10,4831011200
경상남도 거제시 양정동,-,-,-,-,-,-,-,-,-,-,-,-,0,4,7,6,5,7,2,3,3,3,1,1,4831011300
경상남도 거제시 수월동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,1,2,3,2,7,5,3,1,0,4831011400
인천광역시 서구 불로동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,1,3,1,17,32,19,17,17,2826012100
경상북도 상주시 낙동면,6,12,7,5,4,37,13,16,14,28,20,82,49,87,39,41,80,201,152,260,109,36,20,51,4725033000
경상북도 상주시 낙동면 낙동리,2,2,1,2,2,10,0,2,0,0,0,0,0,2,1,2,5,20,6,13,7,3,2,2,4725033022
경상북도 상주시 낙동면 구잠리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,5,8,4,10,3,1,1,0,4725033024
경상북도 상주시 낙동면 내곡리,0,0,1,0,0,1,0,0,0,0,0,2,4,1,1,1,4,5,25,41,34,11,7,20,4725033030
경기도 김포시 고촌읍 신곡리,2,7,3,3,2,12,0,0,0,0,0,1,0,1,1,2,1,13,1,5,15,9,4,6,4157025324
경기도 수원시팔달구 남창동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4111512300
경상남도 창원시마산합포구 진전면 고사리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,3,9,5,12,6,5,2,5,4812534036
경상남도 창원시마산합포구 진전면 여양리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,4,6,16,5,7,4,3,3,3,4812534037
경상남도 창원시마산회원구,-,-,-,-,-,-,0,2,0,1,1,10,2,25,12,16,20,130,40,127,91,38,23,37,4812700000
경상남도 창원시마산회원구 구암동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4812710100
경상남도 창원시마산회원구 두척동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4812710200
경상남도 창원시마산합포구 진동면 요장리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,0,2,1,6,1,1,4,2,2,3,4812532025
경상남도 창원시마산합포구 진동면 다구리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,4,74,4,3,5,2,3,4812532026
경상남도 창원시마산합포구 진동면 교동리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11,8,3,3,1,4812532027
경상남도 창원시마산합포구 진동면 인곡리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,4,2,1,3,4812532028
경상남도 창원시마산합포구 진동면 태봉리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,1,4,5,1,2,1,1,2,4812532029
경상남도 창원시마산합포구 진동면 동전리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,3,7,3,3,2,1,1,4812532030
경상남도 창원시마산합포구 진북면,0,0,0,0,0,4,-,-,-,-,-,-,2,5,6,8,12,89,63,174,146,108,71,112,4812533000
경상남도 창원시마산합포구 진북면 지산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,9,13,33,25,11,7,13,4812533021
경상남도 창원시마산합포구 진북면 예곡리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,1,4,7,13,5,5,2,4,4812533022
경상남도 창원시마산합포구 진북면 인곡리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,1,10,3,11,13,10,7,17,4812533023
경상남도 합천군 덕곡면 병배리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,1,0,3,0,1,0,1,1,3,4889038023
경상남도 합천군 덕곡면 율원리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,3,0,1,2,1,2,1,0,2,3,4889038026
경상남도 합천군 청덕면 두곡리,-,-,-,-,-,-,-,-,-,-,-,-,2,13,5,6,6,13,0,2,6,1,1,5,4889039023
경상남도 합천군 청덕면 대부리,0,0,0,0,0,1,-,-,-,-,-,-,11,11,4,6,8,31,1,2,2,1,0,4,4889039024
제주특별자치도 서귀포시 성산읍 성산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,9,-,-,-,-,-,-,5013025921
제주특별자치도 서귀포시 성산읍 오조리,0,0,0,0,0,2,0,1,0,3,0,4,1,2,6,8,9,139,-,-,-,-,-,-,5013025922
제주특별자치도 서귀포시 성산읍 시흥리,-,-,-,-,-,-,0,0,0,0,0,4,38,47,46,23,22,197,-,-,-,-,-,-,5013025923
제주특별자치도 서귀포시 성산읍 고성리,0,0,0,1,0,10,4,1,4,5,4,10,1,4,9,10,13,91,-,-,-,-,-,-,5013025924
제주특별자치도 서귀포시 성산읍 수산리,0,0,0,1,2,36,0,1,3,3,4,20,12,49,69,129,113,630,-,-,-,-,-,-,5013025925
경상북도 문경시 마성면 신현리,0,0,0,0,0,1,0,1,2,1,3,30,0,1,1,0,2,6,2,8,4,2,1,3,4728036025
경상북도 문경시 마성면 남호리,-,-,-,-,-,-,1,1,3,4,5,47,0,2,3,3,2,9,2,3,2,1,2,2,4728036028
경상북도 문경시 농암면,0,0,0,0,0,2,0,1,5,6,6,64,4,24,21,28,36,235,2,21,28,21,11,19,4728037000
경상북도 문경시 농암면 연천리,-,-,-,-,-,-,0,0,1,0,2,8,0,0,1,2,3,22,0,0,0,0,1,1,4728037023
경상북도 문경시 농암면 사현리,-,-,-,-,-,-,0,1,1,1,0,6,0,0,1,1,1,7,0,2,0,0,0,0,4728037029
경상북도 경산시 상방동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4729010500
전라남도 해남군 옥천면 용동리,-,-,-,-,-,-,-,-,-,-,-,-,0,5,6,3,8,49,5,50,23,16,16,11,4682037034
전라남도 해남군 계곡면 성진리,0,0,1,0,0,3,0,0,0,0,0,4,0,7,15,13,11,47,5,27,38,33,15,24,4682038021
전라남도 해남군 계곡면 당산리,0,0,0,0,0,1,0,1,0,0,0,2,0,7,4,1,5,35,14,57,39,22,12,17,4682038024
전라남도 해남군 계곡면 반계리,0,0,0,0,0,12,0,0,0,0,0,2,1,43,95,28,11,73,3,29,32,30,30,39,4682038027
전라남도 해남군 계곡면 여수리,1,0,0,0,0,7,-,-,-,-,-,-,1,5,4,3,5,31,0,28,56,46,19,15,4682038030
전라남도 해남군 마산면 화내리,-,-,-,-,-,-,-,-,-,-,-,-,5,21,11,9,9,46,6,35,41,29,13,21,4682039021
전라남도 해남군 마산면 송석리,-,-,-,-,-,-,0,0,0,0,1,1,0,1,6,9,8,95,13,23,34,33,20,23,4682039024
전라남도 해남군 마산면 연구리,-,-,-,-,-,-,0,0,0,0,0,2,5,34,84,94,108,306,0,31,55,70,80,1029,4682039028
전라남도 해남군 마산면 상등리,-,-,-,-,-,-,0,0,7,0,0,0,0,4,27,52,41,132,1,34,38,45,23,97,4682039031
전라남도 해남군 황산면 원호리,0,0,0,0,0,1,0,0,0,1,0,0,0,3,5,8,27,172,2,24,76,87,134,930,4682040022
전라남도 해남군 황산면 우항리,0,0,0,0,0,9,0,0,0,0,0,2,5,1,14,15,14,180,0,8,22,28,28,65,4682040025
전라남도 해남군 황산면 한자리,-,-,-,-,-,-,0,0,0,0,0,2,1,5,19,24,41,382,1,17,34,72,101,969,4682040027
경상북도 상주시 공검면 중소리,-,-,-,-,-,-,0,3,2,4,4,33,0,1,1,2,1,10,2,4,2,0,0,0,4725045031
경상북도 상주시 이안면 아천리,0,0,0,0,0,1,1,0,1,0,1,4,0,1,1,1,1,3,3,3,4,2,0,1,4725046026
경기도 광주시 곤지암읍 건업리,1,1,1,2,0,1,0,1,0,2,1,1,0,4,6,6,6,29,14,19,15,12,1,2,4161025930
경기도 광주시 곤지암읍 장심리,1,0,3,0,0,0,-,-,-,-,-,-,0,2,3,2,2,27,3,9,6,2,1,0,4161025931
경기도 광주시 곤지암읍 연곡리,0,1,2,2,1,26,0,0,0,0,0,2,1,1,2,5,5,22,3,17,16,9,5,5,4161025932
경기도 광주시 곤지암읍 오향리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,7,6,40,4,15,7,3,4,1,4161025933
경기도 광주시 곤지암읍 열미리,0,1,1,0,0,3,-,-,-,-,-,-,0,1,2,5,7,22,0,16,17,7,3,3,4161025934
경기도 광주시 곤지암읍 신대리,0,2,0,0,0,0,-,-,-,-,-,-,0,2,4,5,7,41,2,9,6,4,0,0,4161025935
경기도 광주시 곤지암읍 삼리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,2,11,5,9,6,2,1,0,4161025936
충청남도 서산시 대산읍 독곶리,-,-,-,-,-,-,0,0,0,0,0,1,0,3,3,0,2,16,1,8,15,9,4,6,4421025031
