bjd_Nm,posifertk_Fachs1_Area,posifertk_Fachs2_Area,posifertk_Fachs3_Area,posifertk_Fachs4_Area,posifertk_Fachs5_Area,posifertk_Fachs6_Area,posifertk_Fruit1_Area,posifertk_Fruit2_Area,posifertk_Fruit3_Area,posifertk_Fruit4_Area,posifertk_Fruit5_Area,posifertk_Fruit6_Area,posifertk_Pfld1_Area,posifertk_Pfld2_Area,posifertk_Pfld3_Area,posifertk_Pfld4_Area,posifertk_Pfld5_Area,posifertk_Pfld6_Area,posifertk_Rfld1_Area,posifertk_Rfld2_Area,posifertk_Rfld3_Area,posifertk_Rfld4_Area,posifertk_Rfld5_Area,posifertk_Rfld6_Area,stdg_Cd
경상남도 창원시의창구 동읍 용전리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,11,7,9,23,1,0,1,0,0,0,4812125022
경상남도 창원시의창구 동읍 남산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,10,6,13,2,3,3,0,0,0,4812125023
경상남도 창원시의창구 동읍 덕산리,-,-,-,-,-,-,0,0,3,0,0,1,0,4,35,47,24,45,0,2,1,0,0,0,4812125025
경상남도 창원시의창구 동읍 봉산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,4,6,24,-,-,-,-,-,-,4812125026
경상남도 창원시의창구 동읍 송정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,0,0,0,4812125027
경상남도 창원시의창구 동읍 용정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,2,5,0,1,0,1,0,0,4812125028
경상남도 창원시의창구 동읍 단계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,4,6,12,-,-,-,-,-,-,4812125029
경상남도 창원시의창구 동읍 무성리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,3,12,8,1,1,0,4,8,4812125030
경상남도 창원시의창구 동읍 무점리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,0,4,9,1,1,2,2,1,0,4812125031
경상북도 경산시 남산면 평기리,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,2,3,21,-,-,-,-,-,-,4729035025
경상북도 경산시 남산면 사림리,-,-,-,-,-,-,0,0,2,5,3,11,0,0,1,1,0,25,-,-,-,-,-,-,4729035028
경상북도 경산시 남산면 우검리,-,-,-,-,-,-,0,0,0,1,1,11,0,0,1,2,2,21,0,0,0,0,0,1,4729035030
경상북도 경산시 남산면 조곡리,-,-,-,-,-,-,0,1,4,1,1,3,0,0,1,3,2,23,-,-,-,-,-,-,4729035033
제주특별자치도 제주시 조천읍 조천리,0,0,0,0,0,4,0,9,150,40,38,218,2,16,35,45,31,229,-,-,-,-,-,-,5011025923
제주특별자치도 제주시 조천읍 함덕리,0,0,0,0,0,3,1,5,28,29,28,140,8,11,25,32,51,393,-,-,-,-,-,-,5011025924
제주특별자치도 제주시 조천읍 신흥리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,2,36,-,-,-,-,-,-,5011025925
제주특별자치도 제주시 조천읍 대흘리,0,0,0,0,0,1,2,19,37,57,34,182,9,14,17,40,214,217,-,-,-,-,-,-,5011025926
제주특별자치도 제주시 조천읍 북촌리,-,-,-,-,-,-,0,0,3,4,6,51,0,1,1,5,3,87,-,-,-,-,-,-,5011025927
제주특별자치도 제주시 조천읍 와산리,-,-,-,-,-,-,0,10,20,29,21,103,8,12,32,57,62,273,-,-,-,-,-,-,5011025928
제주특별자치도 제주시 조천읍 교래리,0,0,0,0,0,1,-,-,-,-,-,-,127,166,803,367,581,2371,0,0,20,0,0,0,5011025929
제주특별자치도 제주시 조천읍 선흘리,0,0,0,0,0,6,5,19,27,35,30,112,36,68,84,131,95,752,-,-,-,-,-,-,5011025930
제주특별자치도 제주시 한경면,0,1,5,1,3,898,1,3,9,13,24,188,64,144,153,203,184,4384,0,0,0,0,0,1,5011031000
제주특별자치도 제주시 한경면 청수리,0,1,0,0,1,44,0,0,3,9,12,67,18,36,53,73,65,1205,-,-,-,-,-,-,5011031021
경상남도 거제시 장목면 시방리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,1,18,0,0,2,1,1,0,4831039030
경상남도 양산시 중부동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4833010300
경상남도 양산시 신기동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4833010600
경상남도 양산시 교동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,0,0,-,-,-,-,-,-,4833011000
경상남도 양산시 어곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,3,0,1,1,0,0,0,4833011200
경상남도 양산시 물금읍 증산리,0,0,0,0,1,7,-,-,-,-,-,-,0,2,3,10,12,36,10,28,47,50,39,92,4833025322
경상남도 양산시 동면,-,-,-,-,-,-,1,1,4,7,3,59,2,9,18,32,26,113,24,68,61,44,22,77,4833031000
경상남도 양산시 동면 사송리,-,-,-,-,-,-,0,0,1,3,1,52,0,1,2,6,12,54,0,1,0,1,0,0,4833031024
경상남도 양산시 동면 금산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,1,2,11,1,0,2,2,3,12,4833031027
세종특별자치시  장군면 하봉리,0,3,3,1,0,5,0,4,8,0,6,0,0,1,1,0,1,12,2,12,9,2,2,2,3611035026
세종특별자치시  장군면 은용리,0,0,0,0,0,1,0,16,6,11,1,5,0,1,2,1,2,13,12,10,2,10,4,5,3611035027
세종특별자치시  장군면 산학리,-,-,-,-,-,-,3,38,22,5,0,5,0,0,0,0,0,2,1,7,6,12,9,6,3611035028
세종특별자치시  장군면 송문리,-,-,-,-,-,-,0,28,14,12,0,0,2,3,1,1,0,12,1,16,19,8,4,4,3611035029
세종특별자치시  장군면 송정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2,1,8,12,0,0,0,3611035030
세종특별자치시  장군면 송학리,-,-,-,-,-,-,0,14,24,0,3,16,0,6,2,1,1,11,15,22,13,5,2,1,3611035031
세종특별자치시  장군면 용현리,-,-,-,-,-,-,6,16,28,8,0,8,0,1,2,4,3,6,7,28,21,8,2,4,3611035032
세종특별자치시  장군면 용암리,-,-,-,-,-,-,8,27,39,8,3,15,1,8,7,7,4,17,3,53,56,19,8,7,3611035033
세종특별자치시  장군면 태산리,-,-,-,-,-,-,0,0,0,0,0,1,0,1,0,2,2,6,8,16,7,3,0,0,3611035034
세종특별자치시  연서면,1,4,3,3,3,29,4,37,46,51,69,328,37,52,76,62,54,205,94,571,264,122,47,100,3611036000
세종특별자치시  연서면 월하리,-,-,-,-,-,-,2,5,5,7,16,40,29,13,8,7,6,17,13,150,45,13,2,4,3611036021
세종특별자치시  연서면 쌍전리,0,0,0,1,1,2,0,3,5,3,4,20,3,2,6,2,2,11,49,99,37,18,16,36,3611036022
세종특별자치시  연서면 성제리,0,1,0,0,0,4,0,2,3,5,5,17,2,3,4,1,1,6,3,40,25,14,2,5,3611036023
광주광역시 광산구 비아동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,0,0,0,2920011200
광주광역시 광산구 안청동,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,1,1,2920012100
광주광역시 광산구 용봉동,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3,5,4,1,1,2920014100
광주광역시 광산구 임곡동,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,1,12,12,50,29,13,6,5,2920013400
광주광역시 남구 대지동,0,0,0,0,0,13,-,-,-,-,-,-,1,0,1,0,0,0,46,3,13,17,10,1,2915512800
광주광역시 남구 임암동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,6,3,2,2915511100
광주광역시 남구 지석동,0,0,0,0,0,12,0,0,0,0,0,2,-,-,-,-,-,-,7,1,7,4,8,4,2915512000
광주광역시 동구 용연동,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,1,-,-,-,-,-,-,2911012000
광주광역시 북구 연제동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,1,3,2917012900
광주광역시 북구 용전동,0,1,2,1,0,6,-,-,-,-,-,-,0,0,0,1,2,2,0,7,17,20,33,31,2917013600
광주광역시 북구 우산동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,-,-,-,-,-,-,2917011000
경상북도 의성군 옥산면,0,0,0,0,0,3,4,20,56,88,132,1148,2,11,11,8,10,155,0,3,4,1,1,3,4773033000
경상북도 의성군 옥산면 실업리,-,-,-,-,-,-,0,2,8,7,6,94,0,0,1,0,1,20,0,1,0,0,0,0,4773033034
경상북도 의성군 옥산면 전흥리,0,0,0,0,0,1,0,5,10,5,14,98,0,1,0,0,1,26,0,0,0,0,0,1,4773033037
경상북도 의성군 옥산면 금학리,-,-,-,-,-,-,1,0,0,3,9,37,0,0,0,0,0,1,-,-,-,-,-,-,4773033040
경상북도 의성군 사곡면 오상리,-,-,-,-,-,-,0,0,0,0,0,2,0,0,1,1,2,23,0,0,0,1,0,2,4773034033
경상북도 의성군 사곡면 매곡리,-,-,-,-,-,-,0,0,0,1,1,15,0,0,0,0,0,9,0,0,0,1,0,1,4773034035
경상북도 의성군 사곡면 작승리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,34,0,0,0,0,0,4,4773034039
경상북도 의성군 춘산면 금오리,-,-,-,-,-,-,0,0,4,2,5,48,0,1,2,3,3,28,-,-,-,-,-,-,4773035030
경상북도 의성군 춘산면 금천리,-,-,-,-,-,-,3,7,8,5,9,60,0,5,4,5,5,19,0,0,1,0,0,0,4773035033
경상북도 의성군 춘산면 사미리,-,-,-,-,-,-,0,0,2,7,4,34,-,-,-,-,-,-,0,0,0,0,0,1,4773035035
전라남도 고흥군 포두면 옥강리,0,0,0,0,0,1,1,0,1,8,18,75,0,0,0,0,3,88,4,29,187,136,78,259,4677035022
전라남도 고흥군 포두면 길두리,0,0,0,0,0,35,0,0,1,1,2,12,0,0,0,1,4,65,5,71,486,327,225,1342,4677035025
전라남도 고흥군 포두면 송산리,0,0,0,0,0,12,0,0,0,0,1,6,0,0,1,5,20,58,3,31,97,159,97,290,4677035031
전라남도 고흥군 봉래면 신금리,-,-,-,-,-,-,0,0,0,4,0,12,0,0,5,3,0,7,0,0,0,2,0,0,4677036024
경상남도 김해시 한림면 퇴래리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,7,20,10,30,1,15,67,72,43,85,4825034022
경상남도 김해시 한림면 안하리,-,-,-,-,-,-,0,0,2,0,4,5,0,3,6,4,2,19,4,43,40,28,9,10,4825034027
경상남도 김해시 한림면 가동리,0,1,2,0,0,8,-,-,-,-,-,-,0,2,2,4,18,38,2,18,76,64,45,45,4825034030
경상남도 김해시 한림면 가산리,0,0,0,0,0,3,-,-,-,-,-,-,0,0,0,1,20,25,2,9,29,10,7,8,4825034031
경상북도 안동시 일직면 원리,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,7,0,1,1,1,1,2,4717035024
경상북도 안동시 일직면 명진리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,7,0,0,0,0,1,2,4717035026
경상북도 안동시 일직면 국곡리,-,-,-,-,-,-,0,0,1,0,0,0,1,1,1,1,1,5,2,1,1,0,0,1,4717035029
경상북도 안동시 일직면 운산리,0,1,0,0,1,13,0,0,0,0,0,1,2,0,1,3,1,9,0,2,1,1,0,1,4717035033
경상북도 안동시 남후면 광음리,-,-,-,-,-,-,0,0,1,1,0,1,1,3,2,1,2,17,0,2,2,2,1,1,4717036021
경상북도 안동시 남후면 검암리,0,0,0,0,0,11,-,-,-,-,-,-,0,2,1,2,0,2,0,2,1,1,2,1,4717036024
전라남도 강진군 옴천면 개산리,0,1,2,1,1,9,-,-,-,-,-,-,0,1,1,0,1,4,18,62,72,30,9,19,4681039026
전라남도 강진군 옴천면 정정리,0,0,1,1,2,10,-,-,-,-,-,-,0,1,0,1,1,6,22,35,28,14,6,11,4681039027
전라남도 강진군 마량면 상흥리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,2,2,5,6,10,3,3,9,4681040022
전라남도 강진군 마량면 마량리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,2,1,5,14,28,29,16,26,4681040024
전라남도 해남군 해남읍 해리,-,-,-,-,-,-,0,0,0,0,0,1,1,3,17,20,19,88,0,3,1,3,1,3,4682025021
전라남도 해남군 해남읍 신안리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,10,6,11,12,12,6,9,4682025028
전라남도 해남군 해남읍 내사리,0,0,0,0,0,2,0,0,1,2,2,6,4,24,38,49,39,359,4,32,108,226,136,1209,4682025032
전라남도 해남군 해남읍 용정리,0,0,0,0,0,1,0,0,0,0,0,1,2,2,6,5,4,38,0,34,10,11,5,32,4682025035
전라남도 해남군 해남읍 부호리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,20,4682025038
전라남도 해남군 삼산면 봉학리,-,-,-,-,-,-,-,-,-,-,-,-,2,7,5,7,5,38,6,32,49,47,25,97,4682031024
전라남도 해남군 삼산면 구림리,0,0,0,0,0,12,0,0,0,0,0,7,0,7,12,7,7,32,8,36,25,13,9,8,4682031027
전라남도 해남군 삼산면 평활리,0,1,1,2,1,15,0,9,19,0,13,17,1,4,4,5,9,86,33,58,57,46,19,38,4682031028
경상북도 봉화군 소천면 두음리,0,1,3,4,1,18,0,1,4,2,2,25,0,2,3,4,6,91,1,1,2,1,0,1,4792035024
경상북도 봉화군 재산면 남면리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,3,4,6,40,0,1,2,1,1,1,4792036022
경상북도 봉화군 재산면 상리,0,0,2,1,0,0,0,1,0,0,0,2,0,1,3,5,4,12,0,1,1,0,1,2,4792036025
경상북도 봉화군 명호면 삼동리,0,0,0,1,0,1,1,2,2,4,0,9,0,4,4,3,2,20,1,2,2,0,0,0,4792037022
경상북도 봉화군 명호면 풍호리,-,-,-,-,-,-,0,2,3,0,2,5,2,8,6,8,8,20,1,1,1,0,0,0,4792037025
경상북도 봉화군 명호면 관창리,-,-,-,-,-,-,2,11,13,31,37,158,3,4,16,12,27,72,0,1,0,0,0,0,4792037028
경상북도 봉화군 상운면 문촌리,-,-,-,-,-,-,0,1,8,7,2,5,8,27,23,15,13,41,3,14,7,2,0,2,4792038023
경상북도 봉화군 상운면 구천리,-,-,-,-,-,-,1,1,1,0,0,0,3,11,7,5,6,8,10,32,5,1,2,1,4792038026
경상북도 봉화군 석포면 석포리,-,-,-,-,-,-,0,0,0,1,0,2,2,5,6,5,4,41,0,0,0,0,0,1,4792039021
경상북도 울진군 울진읍 연지리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,6,0,2,4,1,1,0,4793025023
경상북도 울진군 울진읍 명도리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,7,14,29,20,12,7,22,4793025025
전라남도 무안군 무안읍 고절리,0,0,0,0,0,2,-,-,-,-,-,-,4,1,8,31,68,205,8,26,15,34,7,28,4684025026
전라남도 보성군 복내면 반석리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,3,3,8,28,6,41,17,7,2,3,4678035022
전라남도 보성군 복내면 봉천리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,4,8,36,1,12,9,4,1,4,4678035025
전라남도 보성군 복내면 계산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,6,10,95,5,11,10,7,2,4,4678035030
전라남도 보성군 복내면 동교리,0,0,0,0,0,1,0,1,1,1,0,6,0,4,4,7,18,87,0,2,3,3,8,30,4678035032
전라남도 보성군 문덕면 운곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,1,30,0,4,7,1,2,2,4678036021
전라남도 보성군 문덕면 봉갑리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,1,0,4,0,1,1,0,0,0,4678036025
전라남도 보성군 문덕면 귀산리,-,-,-,-,-,-,0,5,0,0,3,3,0,5,6,6,2,43,1,9,5,8,3,1,4678036028
전라남도 보성군 조성면 조성리,0,0,0,0,0,10,0,0,0,0,1,27,0,3,4,4,3,36,2,34,45,44,34,31,4678037021
전라남도 보성군 조성면 신월리,0,0,0,0,0,6,0,0,0,1,0,6,0,0,1,2,4,45,1,6,10,7,2,6,4678037024
경상북도 경산시 사정동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4729010800
경상북도 경산시 정평동,-,-,-,-,-,-,0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,4729011100
경상북도 경산시 임당동,-,-,-,-,-,-,0,0,0,1,1,12,0,1,0,0,2,20,1,7,0,1,0,1,4729011400
경상북도 상주시 청리면 월로리,-,-,-,-,-,-,5,1,2,2,2,10,1,4,7,2,1,3,4,6,3,0,0,1,4725034022
경상북도 상주시 청리면 청상리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,0,3,3,4,2,1,0,0,0,4725034024
경상북도 상주시 청리면 수상리,1,1,1,0,0,2,0,1,0,0,0,1,0,1,1,3,0,5,4,7,4,1,2,0,4725034028
경상북도 상주시 청리면 삼괴리,0,1,1,1,1,6,0,1,0,1,0,1,0,4,7,3,14,12,2,3,4,4,0,0,4725034031
경상북도 상주시 공성면 옥산리,-,-,-,-,-,-,0,0,2,0,1,1,0,0,0,0,0,1,5,12,4,2,0,0,4725035021
경상북도 상주시 공성면 장동리,0,0,0,0,1,0,0,1,1,0,0,6,0,0,2,3,2,4,4,9,2,1,0,0,4725035023
경상북도 상주시 공성면 영오리,-,-,-,-,-,-,2,2,2,0,1,7,0,0,2,0,1,18,2,2,0,0,0,1,4725035025
경상북도 상주시 공성면 산현리,-,-,-,-,-,-,3,0,2,4,1,20,0,0,1,1,3,13,3,4,1,2,0,0,4725035027
경상북도 상주시 공성면 용안리,-,-,-,-,-,-,2,6,3,3,4,2,17,48,6,5,8,11,2,2,1,0,0,0,4725035030
경상북도 상주시 공성면 봉산리,-,-,-,-,-,-,1,4,4,5,4,17,0,2,3,3,6,14,7,9,3,3,1,2,4725035035
경상북도 상주시 공성면 신곡리,-,-,-,-,-,-,0,1,3,1,3,14,0,1,5,1,4,7,4,5,1,0,0,1,4725035038
경상북도 상주시 외남면 구서리,0,0,0,0,0,7,3,4,4,7,3,11,0,0,0,2,1,11,2,7,2,1,1,1,4725036021
경상남도 밀양시 무안면 신법리,0,0,0,0,0,2,-,-,-,-,-,-,0,1,1,0,1,3,0,6,10,7,2,4,4827038022
경상남도 밀양시 무안면 죽월리,0,0,0,0,0,15,-,-,-,-,-,-,0,1,2,2,2,1,1,3,4,4,3,1,4827038025
경상남도 밀양시 무안면 내진리,0,0,0,0,0,6,-,-,-,-,-,-,0,0,3,0,1,4,1,6,6,8,3,2,4827038027
전라남도 화순군 도곡면 평리,0,0,0,0,0,6,-,-,-,-,-,-,2,0,0,0,1,4,2,32,84,97,38,66,4679036025
전라남도 화순군 도곡면 천암리,0,0,0,0,0,3,-,-,-,-,-,-,1,0,1,2,15,17,0,1,4,5,1,1,4679036028
전라남도 화순군 도곡면 미곡리,0,0,0,3,1,11,-,-,-,-,-,-,1,0,0,0,11,11,1,2,4,6,3,2,4679036030
전라남도 화순군 도암면,0,0,0,0,0,3,0,7,5,5,5,33,14,8,17,81,177,470,29,232,303,274,68,100,4679037000
전라남도 화순군 도암면 도장리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,8,11,22,3,13,27,27,7,5,4679037022
전라남도 화순군 도암면 원천리,-,-,-,-,-,-,0,1,2,3,1,7,0,3,4,8,22,71,6,37,43,48,15,28,4679037025
전라남도 화순군 도암면 등광리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,4,5,17,0,8,14,10,1,2,4679037028
전라남도 화순군 도암면 호암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,9,9,30,1,15,15,12,2,3,4679037031
경상북도 의성군 가음면 양지리,-,-,-,-,-,-,0,0,0,0,0,3,1,1,2,2,0,2,-,-,-,-,-,-,4773036030
경상북도 의성군 가음면 귀천리,0,0,0,0,0,1,0,0,1,6,0,34,0,1,1,2,1,15,0,1,0,2,2,3,4773036032
경상남도 의령군 부림면 손오리,0,0,0,0,0,2,-,-,-,-,-,-,0,1,4,3,3,3,0,14,5,0,1,7,4872039025
경상남도 의령군 부림면 여배리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,11,9,5,19,0,1,3,0,0,3,4872039028
경상남도 의령군 부림면 권혜리,-,-,-,-,-,-,0,0,0,0,0,1,0,1,7,10,1,2,-,-,-,-,-,-,4872039031
경상남도 의령군 봉수면 청계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,5,3,17,0,4,9,0,0,0,4872040021
경상남도 의령군 봉수면 신현리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,8,2,22,0,2,0,0,0,0,4872040023
경상남도 의령군 봉수면 서득리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,2,1,5,0,5,3,0,0,0,4872040026
경상남도 의령군 궁류면,0,0,0,0,0,2,0,0,0,2,1,2,0,36,39,35,20,31,21,72,33,19,9,25,4872041500
경상남도 의령군 궁류면 압곡리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,2,1,2,2,1,14,7,5,2,2,4872041524
경상남도 의령군 궁류면 다현리,0,0,0,0,0,1,0,0,0,2,1,2,0,4,9,8,7,7,2,19,5,3,1,7,4872041527
경상남도 의령군 유곡면 상촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,4,2,9,-,-,-,-,-,-,4872042021
경상남도 의령군 유곡면 신촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,0,3,-,-,-,-,-,-,4872042024
제주특별자치도 제주시 애월읍 상귀리,-,-,-,-,-,-,0,0,3,7,9,58,3,7,6,10,12,342,-,-,-,-,-,-,5011025323
제주특별자치도 제주시 애월읍 구엄리,-,-,-,-,-,-,0,0,0,0,0,2,0,2,2,14,19,208,-,-,-,-,-,-,5011025324
제주특별자치도 제주시 애월읍 수산리,0,0,0,0,0,1,0,1,2,6,16,94,1,3,10,23,48,654,-,-,-,-,-,-,5011025325
제주특별자치도 제주시 애월읍 신엄리,0,0,0,0,0,2,0,0,3,7,15,106,4,7,23,29,35,392,-,-,-,-,-,-,5011025326
제주특별자치도 제주시 애월읍 장전리,-,-,-,-,-,-,1,3,6,5,5,45,0,5,12,37,54,264,-,-,-,-,-,-,5011025327
제주특별자치도 제주시 애월읍 소길리,-,-,-,-,-,-,0,0,1,3,1,24,79,89,57,26,85,478,-,-,-,-,-,-,5011025328
제주특별자치도 제주시 애월읍 고성리,-,-,-,-,-,-,0,0,2,5,4,50,84,108,60,44,62,909,-,-,-,-,-,-,5011025329
제주특별자치도 제주시 애월읍 하가리,-,-,-,-,-,-,0,2,1,4,5,38,1,12,27,31,45,382,-,-,-,-,-,-,5011025330
제주특별자치도 제주시 애월읍 상가리,-,-,-,-,-,-,1,6,4,13,16,80,48,87,72,113,90,793,0,0,0,0,0,1,5011025331
제주특별자치도 제주시 애월읍 고내리,-,-,-,-,-,-,0,0,0,0,0,1,0,3,3,6,12,97,-,-,-,-,-,-,5011025333
경상남도 창원시의창구 대산면,58,13,20,27,38,539,0,1,1,2,0,7,2,24,33,50,59,172,68,304,287,235,175,204,4812132000
경상남도 창원시의창구 대산면 갈전리,54,1,2,4,7,81,0,1,0,0,0,1,1,7,6,5,5,16,6,10,12,9,10,9,4812132021
경상남도 창원시의창구 대산면 일동리,1,2,7,9,9,143,0,0,0,0,0,1,0,1,4,3,1,10,3,4,5,10,7,4,4812132022
경상남도 창원시의창구 대산면 모산리,1,1,4,4,8,165,0,0,0,0,0,3,0,0,5,4,21,38,3,4,13,14,17,17,4812132023
경상남도 창원시의창구 대산면 가술리,0,2,1,1,0,2,0,0,1,0,0,0,0,0,1,4,6,7,17,89,75,56,37,31,4812132024
경상남도 창원시의창구 대산면 제동리,0,1,1,1,0,6,0,0,0,0,0,3,0,5,5,6,5,19,8,77,86,76,38,53,4812132025
경상남도 창원시의창구 대산면 우암리,1,4,4,5,7,95,-,-,-,-,-,-,0,3,2,2,5,18,15,86,68,49,36,57,4812132026
경상남도 창원시의창구 대산면 북부리,0,2,0,1,5,34,-,-,-,-,-,-,0,7,10,20,11,41,0,3,3,4,7,6,4812132027
경상남도 창원시의창구 대산면 유등리,0,0,0,2,2,13,0,0,0,2,0,0,0,0,0,5,5,22,13,28,20,13,14,25,4812132028
경상남도 창원시의창구 대산면 대방리,0,0,1,0,0,1,-,-,-,-,-,-,0,0,0,0,1,1,3,5,6,4,10,4,4812132029
경상남도 창원시성산구,0,0,0,0,0,1,9,1,1,0,1,2,2,2,2,3,3,11,-,-,-,-,-,-,4812300000
제주특별자치도 제주시 도련일동,0,0,0,0,0,2,0,0,4,2,6,98,1,2,7,26,24,441,-,-,-,-,-,-,5011013000
제주특별자치도 제주시 도련이동,0,0,0,0,0,1,0,0,1,1,2,40,0,0,0,0,2,18,-,-,-,-,-,-,5011013100
제주특별자치도 제주시 용강동,0,0,0,0,0,1,0,1,1,6,7,64,3,5,30,27,10,185,-,-,-,-,-,-,5011013200
제주특별자치도 제주시 회천동,0,0,0,0,0,3,0,4,10,11,20,136,6,3,7,43,41,812,-,-,-,-,-,-,5011013300
제주특별자치도 제주시 오등동,0,0,0,0,1,7,0,3,8,9,12,69,0,61,27,35,21,317,-,-,-,-,-,-,5011013400
제주특별자치도 제주시 월평동,0,0,0,0,0,9,0,0,7,7,9,41,3,3,16,31,22,112,-,-,-,-,-,-,5011013500
제주특별자치도 제주시 영평동,0,0,0,1,0,16,0,6,13,24,18,138,1,10,24,28,21,186,-,-,-,-,-,-,5011013600
제주특별자치도 제주시 연동,0,0,0,0,0,1,0,1,2,1,1,9,0,156,236,261,32,948,-,-,-,-,-,-,5011013700
제주특별자치도 제주시 도평동,0,0,0,0,0,1,0,2,3,6,8,42,0,1,4,6,11,173,-,-,-,-,-,-,5011013800
제주특별자치도 제주시 해안동,-,-,-,-,-,-,1,1,11,13,13,59,6,69,163,173,159,1429,-,-,-,-,-,-,5011013900
제주특별자치도 제주시 내도동,-,-,-,-,-,-,0,0,0,0,1,11,0,0,2,3,4,34,-,-,-,-,-,-,5011014000
경상남도 김해시 주촌면 선지리,-,-,-,-,-,-,0,0,0,4,1,2,0,1,4,3,3,14,0,2,8,9,3,6,4825032021
경상남도 김해시 주촌면 천곡리,0,0,0,0,0,1,0,1,1,1,0,2,0,2,5,3,2,11,0,3,7,5,1,2,4825032024
경상남도 김해시 진례면,0,1,3,2,0,14,0,17,21,1,14,73,13,24,33,77,43,39,119,719,480,133,51,56,4825033000
경상남도 김해시 진례면 시례리,-,-,-,-,-,-,0,0,0,0,0,4,0,4,5,8,8,5,5,42,25,8,1,3,4825033022
경상남도 김해시 진례면 초전리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,1,1,1,1,24,160,97,33,9,17,4825033024
경상남도 김해시 진례면 송현리,-,-,-,-,-,-,0,7,7,0,0,0,7,0,1,17,4,3,18,101,62,17,6,9,4825033028
경상남도 김해시 진례면 고모리,-,-,-,-,-,-,0,7,14,0,7,7,0,0,4,8,7,1,8,71,53,6,2,2,4825033030
제주특별자치도 서귀포시 서호동,0,0,0,0,0,19,1,1,5,10,4,25,155,64,50,34,31,277,-,-,-,-,-,-,5013010300
경기도 여주시 가남읍 오산리,0,0,0,0,0,4,-,-,-,-,-,-,0,2,4,7,7,21,22,69,74,21,9,4,4167025029
