aqualfs_Area,aquents_Area,aquepts_Area,aquolls_Area,aquults_Area,bjd_Nm,etc_Area,fluvents_Area,hemists_Area,humults_Area,orthents_Area,psamments_Area,saprists_Area,stdg_Cd,udalfs_Area,udands_Area,udepts_Area,udolls_Area,udults_Area
0,0,42,0,0,충청북도 청주시흥덕구 석곡동,3,0,0,0,4,0,0,4311311800,3,0,138,0,0
0,0,66,0,0,충청북도 청주시흥덕구 휴암동,0,0,0,0,0,0,0,4311311900,0,0,182,0,0
0,0,62,0,0,충청북도 청주시흥덕구 신전동,3,0,0,0,0,0,0,4311312000,2,0,118,0,0
0,0,52,0,0,충청북도 청주시흥덕구 현암동,1,0,0,0,0,0,0,4311312100,0,0,145,0,0
0,0,86,0,0,충청북도 청주시흥덕구 동막동,1,0,0,0,0,0,0,4311312200,9,0,218,0,0
0,0,75,0,0,충청북도 청주시흥덕구 수의동,1,0,0,0,0,0,0,4311312300,4,0,293,0,0
0,8,77,0,0,충청북도 청주시흥덕구 지동동,12,0,0,0,5,1,0,4311312400,42,0,229,0,0
0,2,85,0,0,충청북도 청주시흥덕구 서촌동,20,0,0,0,0,0,0,4311312500,18,0,162,0,0
0,6,8,0,0,충청북도 청주시흥덕구 신성동,6,0,0,0,3,2,0,4311312600,14,0,45,0,0
0,0,54,0,0,충청북도 청주시흥덕구 평동,0,0,0,0,0,0,0,4311312700,0,0,51,0,0
0,0,93,0,0,충청북도 청주시흥덕구 신대동,58,0,0,0,10,25,0,4311312800,0,0,74,0,0
0,0,19,0,0,충청북도 청주시흥덕구 남촌동,0,0,0,0,0,0,0,4311312900,4,0,56,0,0
0,0,48,0,0,충청북도 청주시흥덕구 내곡동,1,0,0,0,0,0,0,4311313000,1,0,78,0,0
0,0,102,0,0,충청북도 청주시흥덕구 상신동,14,0,0,0,0,17,0,4311313100,0,0,48,0,0
0,0,72,0,0,충청북도 청주시흥덕구 원평동,32,0,0,0,6,22,0,4311313200,2,0,59,0,0
0,0,36,0,0,충청북도 청주시흥덕구 문암동,9,0,0,0,4,7,0,4311313300,0,0,37,0,0
0,0,149,0,0,경기도 남양주시 다산동,40,20,0,0,125,0,0,4136011200,1,0,455,0,0
1,0,1816,0,0,인천광역시 서구 청라동,147,0,0,0,0,0,0,2826012200,0,0,84,0,12
2,0,70,0,0,경상북도 청송군 주왕산면,314,65,0,5,1085,0,0,4775031500,476,0,11031,0,317
0,0,9,0,0,경상북도 청송군 주왕산면 상평리,46,3,0,0,36,0,0,4775031521,65,0,396,0,0
0,0,28,0,0,경상북도 청송군 주왕산면 지리,38,14,0,0,76,0,0,4775031522,9,0,515,0,0
2,0,18,0,0,경상북도 청송군 주왕산면 하의리,15,23,0,0,22,0,0,4775031523,50,0,625,0,0
0,0,5,0,0,경상북도 청송군 주왕산면 상의리,48,0,0,0,0,0,0,4775031524,18,0,2286,0,30
0,0,3,0,0,경상북도 청송군 주왕산면 부일리,41,1,0,0,84,0,0,4775031525,91,0,1603,0,0
0,0,7,0,0,경상북도 청송군 주왕산면 신점리,25,5,0,0,44,0,0,4775031526,49,0,1002,0,0
0,0,0,0,0,경상북도 청송군 주왕산면 주산지리,46,12,0,5,665,0,0,4775031527,96,0,2085,0,8
0,0,0,0,0,경상북도 청송군 주왕산면 내룡리,23,0,0,0,94,0,0,4775031528,28,0,939,0,67
0,0,0,0,0,경상북도 청송군 주왕산면 라리,11,6,0,0,19,0,0,4775031529,55,0,879,0,136
0,0,0,0,0,경상북도 청송군 주왕산면 항리,21,0,0,0,44,0,0,4775031530,14,0,698,0,77
0,0,52,0,0,세종특별자치시  산울동,0,0,0,0,0,0,0,3611011500,3,0,232,0,0
0,0,19,0,0,세종특별자치시  해밀동,0,0,0,0,0,0,0,3611011600,2,0,78,0,0
0,0,30,0,0,세종특별자치시  합강동,1,0,0,0,1,0,0,3611011700,1,0,242,0,0
0,5,110,0,0,세종특별자치시  집현동,6,0,0,0,22,0,0,3611011800,0,0,413,0,0
0,0,52,0,0,충청북도 진천군 문백면 구산동리,30,4,0,0,24,0,0,4375033032,0,0,150,0,0
10,2,750,0,0,경상북도 구미시 산동읍,115,17,0,0,187,86,0,4719025600,305,0,4310,0,10
0,0,100,0,0,경상북도 구미시 산동읍 동곡리,5,0,0,0,0,1,0,4719025621,25,0,299,0,0
0,0,62,0,0,경상북도 구미시 산동읍 도중리,7,0,0,0,4,1,0,4719025622,23,0,425,0,0
0,0,41,0,0,경상북도 구미시 산동읍 적림리,8,0,0,0,3,13,0,4719025623,14,0,175,0,1
0,0,74,0,0,경상북도 구미시 산동읍 성수리,33,0,0,0,143,59,0,4719025624,11,0,139,0,0
0,0,75,0,0,경상북도 구미시 산동읍 신당리,4,0,0,0,0,2,0,4719025625,48,0,286,0,10
0,0,99,0,0,경상북도 구미시 산동읍 봉산리,14,0,0,0,19,3,0,4719025626,40,0,165,0,0
10,0,99,0,0,경상북도 구미시 산동읍 임천리,8,17,0,0,3,6,0,4719025627,54,0,284,0,0
0,2,92,0,0,경상북도 구미시 산동읍 인덕리,14,0,0,0,2,1,0,4719025628,33,0,480,0,0
0,0,58,0,0,경상북도 구미시 산동읍 백현리,15,0,0,0,12,1,0,4719025629,36,0,1520,0,0
0,0,50,0,0,경상북도 구미시 산동읍 송산리,7,0,0,0,0,0,0,4719025630,21,0,538,0,0
10,14,992,0,0,경기도 용인시처인구 남사읍,190,29,0,0,173,14,0,4146125900,220,0,4219,0,16
0,0,81,0,0,경기도 용인시처인구 남사읍 봉무리,27,5,0,0,33,4,0,4146125921,2,0,275,0,8
0,0,101,0,0,경기도 용인시처인구 남사읍 북리,18,1,0,0,0,0,0,4146125922,1,0,678,0,0
0,0,107,0,0,경기도 용인시처인구 남사읍 통삼리,7,0,0,0,3,0,0,4146125923,1,0,435,0,0
0,1,103,0,0,경기도 용인시처인구 남사읍 봉명리,17,3,0,0,36,9,0,4146125924,7,0,395,0,1
0,5,110,0,0,경기도 용인시처인구 남사읍 진목리,20,0,0,0,17,0,0,4146125925,111,0,99,0,0
0,3,39,0,0,경기도 용인시처인구 남사읍 원암리,8,8,0,0,2,0,0,4146125926,35,0,184,0,0
10,0,75,0,0,경기도 용인시처인구 남사읍 전궁리,7,2,0,0,17,0,0,4146125927,35,0,158,0,1
0,5,160,0,0,경기도 용인시처인구 남사읍 방아리,32,4,0,0,31,1,0,4146125928,23,0,444,0,6
0,0,102,0,0,경기도 용인시처인구 남사읍 창리,25,3,0,0,9,0,0,4146125929,5,0,543,0,0
0,0,65,0,0,경기도 용인시처인구 남사읍 아곡리,12,0,0,0,18,0,0,4146125930,0,0,293,0,0
0,0,49,0,0,경기도 용인시처인구 남사읍 완장리,17,2,0,0,7,0,0,4146125931,0,0,714,0,0
15,9,408,0,0,경상북도 경주시 문무대왕면,377,16,0,0,282,0,0,4713031500,135,0,10421,0,340
0,0,106,0,0,경상북도 경주시 문무대왕면 어일리,39,0,0,0,9,0,0,4713031521,7,0,549,0,0
0,0,6,0,0,경상북도 경주시 문무대왕면 입천리,52,4,0,0,64,0,0,4713031522,3,0,636,0,15
0,0,34,0,0,경상북도 경주시 문무대왕면 두산리,18,0,0,0,1,0,0,4713031523,0,0,193,0,58
0,0,61,0,0,경상북도 경주시 문무대왕면 송전리,8,0,0,0,21,0,0,4713031524,3,0,533,0,12
0,0,4,0,0,경상북도 경주시 문무대왕면 죽전리,6,0,0,0,9,0,0,4713031525,0,0,400,0,6
0,0,30,0,0,경상북도 경주시 문무대왕면 구길리,27,0,0,0,6,0,0,4713031526,1,0,431,0,23
0,6,75,0,0,경상북도 경주시 문무대왕면 용당리,24,0,0,0,6,0,0,4713031527,2,0,239,0,5
0,3,15,0,0,경상북도 경주시 문무대왕면 봉길리,22,3,0,0,3,0,0,4713031528,9,0,427,0,72
0,0,1,0,0,경상북도 경주시 문무대왕면 권이리,12,0,0,0,0,0,0,4713031529,1,0,778,0,1
0,0,13,0,0,경상북도 경주시 문무대왕면 호암리,9,0,0,0,22,0,0,4713031530,13,0,873,0,0
15,0,36,0,0,경상북도 경주시 문무대왕면 용동리,52,2,0,0,29,0,0,4713031531,37,0,1495,0,43
0,0,5,0,0,경상북도 경주시 문무대왕면 와읍리,28,5,0,0,24,0,0,4713031532,16,0,476,0,4
0,0,14,0,0,경상북도 경주시 문무대왕면 안동리,48,4,0,0,27,0,0,4713031533,20,0,1013,0,13
0,0,8,0,0,경상북도 경주시 문무대왕면 장항리,33,0,0,0,51,0,0,4713031534,17,0,1741,0,85
0,0,1,0,0,경상북도 경주시 문무대왕면 범곡리,0,0,0,0,9,0,0,4713031535,4,0,640,0,1
14,0,16,0,0,전라남도 담양군 담양읍 담빛리,5,0,0,0,0,0,0,4671025039,10,0,60,0,1
0,0,11,0,0,전라남도 담양군 수북면 담빛리,0,0,0,0,5,0,0,4671040035,14,0,1,0,0
0,0,129,0,0,전라남도 장성군 삼서면 대곡리,9,0,0,0,25,0,0,4688034021,28,0,168,0,67
0,0,59,0,0,경상남도 진주시 미천면 미곡리,4,0,0,0,0,0,0,4817043027,0,0,328,0,0
0,0,692,0,0,경상남도 진주시 명석면,115,0,0,0,5,0,0,4817044000,2,0,6110,0,0
0,0,49,0,0,경상남도 진주시 명석면 왕지리,4,0,0,0,0,0,0,4817044022,0,0,289,0,0
0,0,55,0,0,경상남도 진주시 명석면 계원리,5,0,0,0,0,0,0,4817044025,0,0,318,0,0
0,0,46,0,0,경상남도 진주시 명석면 외율리,2,0,0,0,1,0,0,4817044027,0,0,1015,0,0
0,0,86,0,0,경상남도 진주시 명석면 용산리,14,0,0,0,0,0,0,4817044030,0,0,895,0,0
0,0,21,0,0,경상남도 진주시 대평면 하촌리,131,0,0,0,0,0,0,4817045023,0,0,246,0,0
0,0,30,0,0,경상남도 진주시 대평면 내촌리,152,0,0,0,0,0,0,4817045026,29,0,194,0,0
0,0,108,0,0,경상남도 진주시 수곡면 대천리,5,0,0,0,1,0,0,4817046023,16,0,422,0,19
0,0,62,0,0,경상남도 창원시의창구 동읍 봉강리,6,0,0,0,0,0,0,4812125040,15,0,103,0,1
0,0,18,0,0,경상남도 창원시의창구 동읍 본포리,46,0,0,0,16,0,0,4812125041,9,0,135,0,2
7,0,94,0,0,경상남도 창원시의창구 동읍 노연리,68,0,0,0,47,6,0,4812125042,29,0,124,0,4
0,0,47,0,0,경상북도 영주시 문수면 대양리,2,0,0,0,0,0,0,4721033030,3,0,264,0,6
0,0,111,0,0,경상북도 칠곡군 지천면 연화리,3,0,0,0,0,0,0,4785031039,16,0,540,0,0
0,0,45,0,0,세종특별자치시  연서면 국촌리,10,0,0,0,7,1,0,3611036030,0,0,96,0,4
0,0,135,0,0,세종특별자치시  연서면 와촌리,5,0,0,0,1,4,0,3611036031,4,0,521,0,0
0,0,35,0,0,세종특별자치시  연서면 부동리,4,0,0,0,0,0,0,3611036032,2,0,94,0,0
0,0,63,0,0,세종특별자치시  연서면 봉암리,54,0,0,0,36,4,0,3611036033,7,0,152,0,18
0,3,743,0,0,세종특별자치시  전의면,97,0,0,0,9,5,0,3611037000,431,0,4933,0,0
0,0,42,0,0,세종특별자치시  전의면 읍내리,7,0,0,0,0,0,0,3611037021,20,0,89,0,0
0,0,42,0,0,세종특별자치시  전의면 동교리,7,0,0,0,0,0,0,3611037022,5,0,122,0,0
0,0,43,0,0,세종특별자치시  전의면 서정리,6,0,0,0,0,0,0,3611037023,27,0,219,0,0
0,0,51,0,0,세종특별자치시  전의면 원성리,4,0,0,0,0,0,0,3611037024,8,0,159,0,0
0,0,18,0,0,세종특별자치시  전의면 신흥리,2,0,0,0,0,0,0,3611037025,6,0,63,0,0
0,0,104,0,0,세종특별자치시  전의면 유천리,17,0,0,0,0,0,0,3611037026,46,0,938,0,0
41,0,60,0,0,전라남도 강진군 작천면 야흥리,28,0,0,0,12,0,0,4681037027,21,0,164,0,40
1,0,71,0,0,전라남도 강진군 작천면 삼당리,13,0,0,0,10,0,0,4681037028,39,0,117,0,25
187,0,291,0,0,전라남도 강진군 병영면,70,0,0,0,49,0,0,4681038000,121,0,1831,0,140
0,0,11,0,0,전라남도 강진군 병영면 지로리,9,0,0,0,4,0,0,4681038022,3,0,338,0,0
1,0,54,0,0,전라남도 강진군 병영면 삼인리,9,0,0,0,3,0,0,4681038025,6,0,119,0,0
0,0,0,0,0,제주특별자치도 제주시 일도이동,2,0,0,0,18,0,0,5011010200,1,11,107,84,0
0,0,0,0,0,제주특별자치도 제주시 이도일동,1,0,0,0,3,0,0,5011010300,44,0,4,14,0
0,0,0,0,0,제주특별자치도 제주시 이도이동,7,0,0,7,5,0,0,5011010400,78,35,66,99,0
0,0,1,0,0,제주특별자치도 제주시 삼도일동,4,0,0,0,1,0,0,5011010500,6,0,0,75,0
0,0,0,0,0,제주특별자치도 제주시 삼도이동,13,0,0,0,2,0,0,5011010600,0,0,0,68,0
0,0,0,0,0,제주특별자치도 제주시 건입동,43,0,0,0,16,0,0,5011010700,47,9,70,68,0
13,21,107,0,0,경상남도 사천시 곤양면 환덕리,29,0,0,0,0,0,0,4824035026,7,0,444,0,0
10,0,126,0,0,경상남도 사천시 곤양면 묵곡리,12,0,0,0,0,0,0,4824035027,2,0,743,0,0
19,1,30,0,0,경상남도 사천시 곤양면 검정리,4,0,0,0,0,0,0,4824035030,0,0,199,0,0
0,0,43,0,0,경상남도 사천시 곤양면 맥사리,7,0,0,0,0,0,0,4824035033,0,0,305,0,0
0,0,32,0,0,경상남도 사천시 곤명면 초량리,12,0,0,0,0,0,0,4824036025,11,0,326,0,49
0,0,47,0,0,경상남도 사천시 곤명면 은사리,6,0,0,0,0,0,0,4824036027,39,0,319,0,147
0,0,34,0,0,경상남도 사천시 곤명면 작팔리,57,0,0,0,0,0,0,4824036030,3,0,224,0,0
8,0,29,0,0,경상남도 사천시 곤명면 신흥리,134,0,0,0,0,0,0,4824036033,5,0,430,0,0
0,0,56,0,0,경상남도 사천시 곤명면 금성리,175,0,0,0,13,0,0,4824036035,0,0,125,0,0
0,0,111,0,0,경상남도 사천시 서포면 금진리,6,0,0,0,0,0,0,4824037021,0,0,460,0,0
1,11,127,0,0,경상남도 사천시 서포면 자혜리,22,0,0,0,0,0,0,4824037026,4,0,316,0,0
0,35,131,0,0,경상남도 사천시 서포면 다평리,71,0,0,0,0,0,0,4824037028,0,0,577,0,0
0,0,15,0,0,경기도 수원시장안구 율전동,3,0,0,0,0,0,0,4111113200,0,0,173,0,0
0,0,43,0,0,경기도 수원시장안구 천천동,10,0,0,0,3,2,0,4111113300,20,0,119,0,0
0,0,12,0,0,경기도 수원시장안구 영화동,3,0,0,0,25,28,0,4111113400,49,0,12,0,0
0,0,36,0,0,경기도 수원시장안구 송죽동,19,0,0,0,2,0,0,4111113500,29,0,82,0,0
0,0,51,0,0,경기도 수원시장안구 조원동,0,0,0,0,0,0,0,4111113600,36,0,201,0,0
0,0,1,0,0,경기도 수원시장안구 연무동,4,0,0,0,1,21,0,4111113700,19,0,47,0,2
0,0,2,0,0,경기도 수원시장안구 상광교동,3,0,0,0,44,0,0,4111113800,20,0,515,0,0
0,0,14,0,0,경기도 수원시장안구 하광교동,44,0,0,0,31,6,0,4111113900,15,0,371,0,0
0,0,144,0,0,경기도 수원시권선구 세류동,6,0,0,0,69,0,0,4111312600,30,0,120,0,0
0,0,50,0,0,경기도 수원시권선구 평동,1,0,0,0,1,0,0,4111312700,0,0,27,0,0
132,0,143,0,0,경기도 수원시권선구 고색동,14,0,0,0,4,0,0,4111312800,95,0,65,0,13
0,0,118,0,0,경기도 수원시권선구 오목천동,22,0,0,0,0,0,0,4111312900,0,0,139,0,96
0,0,55,0,0,경기도 양주시 회정동,13,0,0,0,25,0,0,4163011700,29,0,227,0,0
26,0,399,0,0,경기도 양주시 백석읍,68,0,0,0,507,3,0,4163025000,401,0,2707,0,0
0,0,71,0,0,경기도 양주시 백석읍 방성리,21,0,0,0,118,0,0,4163025021,59,0,647,0,0
4,0,2,0,0,제주특별자치도 서귀포시 대정읍 상모리,5,39,0,0,0,6,0,5013025021,18,1072,0,2,0
0,0,5,0,0,경상남도 창원시마산회원구 내서읍 중리,24,0,0,0,25,0,0,4812725025,9,0,488,0,0
0,0,1,0,0,경상남도 창원시마산회원구 내서읍 상곡리,3,0,0,0,1,0,0,4812725026,3,0,275,0,0
0,0,0,0,0,경상남도 창원시마산회원구 내서읍 원계리,10,0,0,0,10,0,0,4812725027,6,0,469,0,0
0,1,13,0,0,경상남도 창원시마산회원구 내서읍 삼계리,22,0,0,0,62,0,0,4812725028,3,0,778,0,48
0,0,1,0,0,경상남도 창원시마산회원구 내서읍 신감리,10,0,0,0,5,0,0,4812725029,25,0,948,0,10
0,0,6,0,0,경상남도 창원시마산회원구 내서읍 감천리,17,0,0,0,15,0,0,4812725030,38,0,767,0,4
26,142,445,0,0,경상남도 창원시진해구,1493,0,0,0,609,0,0,4812900000,554,0,8219,0,763
0,0,0,0,0,경상남도 창원시진해구 동상동,0,0,0,0,0,0,0,4812910100,4,0,4,0,0
0,0,0,0,0,경상남도 창원시진해구 도천동,0,0,0,0,0,0,0,4812910200,2,0,7,0,0
0,0,4,0,0,경상남도 창원시진해구 도만동,0,0,0,0,0,0,0,4812910300,0,0,8,0,0
0,0,0,0,0,경상남도 창원시진해구 신흥동,0,0,0,0,0,0,0,4812910400,0,0,8,0,0
66,0,164,0,0,전라남도 신안군 압해읍 신장리,66,0,0,0,22,0,0,4691025331,27,0,353,0,8
0,0,53,0,0,전라남도 신안군 압해읍 장감리,9,0,0,0,13,2,0,4691025332,17,0,175,0,0
12,0,10,0,0,전라남도 신안군 압해읍 가란리,5,0,0,0,0,11,0,4691025333,2,0,117,0,3
0,0,516,0,0,충청북도 충주시 대소원면,160,31,0,0,404,13,0,4313033500,163,0,4925,0,2
0,0,40,0,0,충청북도 충주시 대소원면 대소리,8,2,0,0,21,0,0,4313033521,6,0,76,0,0
0,0,28,0,0,충청북도 충주시 대소원면 금곡리,4,0,0,0,22,1,0,4313033522,27,0,402,0,0
0,0,39,0,0,충청북도 충주시 대소원면 장성리,13,0,0,0,21,5,0,4313033523,19,0,437,0,0
0,0,30,0,0,충청북도 충주시 대소원면 만정리,11,8,0,0,32,2,0,4313033524,35,0,496,0,0
0,0,19,0,0,충청북도 충주시 대소원면 두정리,0,0,0,0,10,0,0,4313033525,20,0,545,0,0
0,0,20,0,0,충청북도 충주시 대소원면 탄용리,0,0,0,0,63,0,0,4313033526,25,0,468,0,0
0,0,35,0,0,충청북도 충주시 대소원면 매현리,1,0,0,0,16,0,0,4313033527,1,0,557,0,0
0,0,39,0,0,충청북도 충주시 대소원면 문주리,49,1,0,0,182,0,0,4313033528,18,0,531,0,0
0,0,2,0,0,충청북도 보은군 속리산면 상판리,20,0,0,0,69,0,0,4372031521,0,0,726,0,0
0,0,0,0,0,충청북도 보은군 속리산면 갈목리,3,0,0,0,44,0,0,4372031522,0,0,463,0,0
0,0,2,0,0,충청북도 보은군 속리산면 중판리,16,3,0,0,44,0,0,4372031523,35,0,645,0,0
0,0,0,0,0,충청북도 보은군 속리산면 하판리,12,5,0,0,40,0,0,4372031524,13,0,226,0,0
0,0,1,0,0,충청북도 보은군 속리산면 북암리,23,0,0,0,52,0,0,4372031525,5,0,928,0,0
0,0,0,0,0,충청북도 보은군 속리산면 백현리,12,0,0,0,8,0,0,4372031526,0,0,311,0,0
0,0,0,0,0,충청북도 보은군 속리산면 사내리,52,8,0,0,129,0,0,4372031527,0,0,2089,0,0
0,0,0,0,0,충청북도 보은군 속리산면 삼가리,86,0,0,0,31,0,0,4372031528,8,0,791,0,0
0,0,0,0,0,충청북도 보은군 속리산면 구병리,1,0,0,0,3,0,0,4372031529,0,0,301,0,0
0,0,0,0,0,충청북도 보은군 속리산면 도화리,3,0,0,0,28,1,0,4372031530,0,0,696,0,0
0,0,0,0,0,충청북도 보은군 속리산면 만수리,10,0,0,0,77,0,0,4372031531,1,0,1208,0,0
40,0,207,0,0,충청북도 보은군 장안면,79,0,0,0,233,0,0,4372032500,74,0,2348,0,0
0,0,7,0,0,경상남도 창원시마산합포구 진북면 대티리,3,0,0,0,0,0,0,4812533034,14,0,328,0,34
0,0,1,0,0,경상남도 창원시마산합포구 진북면 정현리,3,0,0,0,0,0,0,4812533035,29,0,540,0,6
3,52,147,0,0,경상남도 창원시마산합포구 진전면,212,5,0,0,144,0,0,4812534000,158,0,7055,0,63
0,19,10,0,0,경상남도 창원시마산합포구 진전면 율티리,11,0,0,0,0,0,0,4812534021,0,0,104,0,0
0,4,22,0,0,경상남도 창원시마산합포구 진전면 근곡리,7,0,0,0,0,0,0,4812534022,0,0,243,0,0
0,0,0,0,0,경상남도 창원시마산합포구 진전면 임곡리,13,0,0,0,0,0,0,4812534023,0,0,160,0,0
0,0,6,0,0,경상남도 창원시마산합포구 진전면 봉곡리,11,0,0,0,0,0,0,4812534024,8,0,164,0,0
0,0,13,0,0,경상남도 창원시마산합포구 진전면 곡안리,21,0,0,0,0,0,0,4812534025,4,0,497,0,0
0,0,0,0,0,경상남도 창원시마산합포구 진전면 동산리,4,0,0,0,0,0,0,4812534026,16,0,133,0,1
0,0,4,0,0,경상남도 창원시마산합포구 진전면 양촌리,9,0,0,0,3,0,0,4812534027,22,0,164,0,9
10,0,101,0,0,전라남도 영암군 군서면 마산리,7,0,0,0,4,0,0,4683036022,40,0,54,0,105
71,97,90,0,0,전라남도 영암군 군서면 동호리,27,0,0,0,0,0,0,4683036024,11,0,12,0,52
105,0,109,0,0,전라남도 영암군 군서면 서구림리,12,0,0,0,4,0,0,4683036027,8,0,70,0,71
34,0,111,0,0,전라남도 영암군 서호면 몽해리,23,0,0,0,7,0,0,4683037021,28,0,9,0,40
175,0,29,0,0,전라남도 영암군 서호면 엄길리,88,0,0,0,15,0,0,4683037024,20,0,124,0,39
60,0,40,0,0,전라남도 영암군 서호면 소산리,28,0,0,0,15,0,0,4683037027,18,0,165,0,14
0,28,56,0,0,전라남도 영암군 서호면 태백리,84,0,0,0,0,0,0,4683037030,17,0,403,0,23
0,0,43,0,0,전라남도 영암군 학산면 용산리,17,0,0,0,13,0,0,4683038023,211,0,405,0,6
0,0,78,0,0,전라남도 영암군 학산면 매월리,107,0,0,0,6,0,0,4683038030,43,0,570,0,68
0,0,91,0,0,전라남도 영암군 미암면 춘동리,80,0,0,0,0,0,0,4683039025,18,0,45,0,135
0,0,78,0,0,전라남도 영암군 미암면 신포리,105,0,0,0,0,0,0,4683039028,19,0,11,0,130
0,0,6,0,0,제주특별자치도 서귀포시 안덕면 감산리,11,0,0,4,0,0,0,5013031023,167,258,7,16,0
0,0,0,0,0,제주특별자치도 서귀포시 안덕면 상창리,178,0,0,0,2,0,0,5013031024,9,1119,3,5,0
14,0,2,0,0,제주특별자치도 서귀포시 안덕면 사계리,75,10,0,5,3,33,10,5013031025,125,492,0,21,12
0,0,0,0,0,제주특별자치도 서귀포시 안덕면 덕수리,162,0,0,0,0,0,0,5013031026,21,792,0,0,22
0,0,0,0,0,제주특별자치도 서귀포시 안덕면 서광리,511,0,0,0,0,0,0,5013031027,1,1208,0,39,2
0,0,0,0,0,제주특별자치도 서귀포시 안덕면 동광리,122,0,0,0,0,0,0,5013031028,0,1381,0,65,0
0,0,0,0,0,제주특별자치도 서귀포시 안덕면 광평리,13,0,0,0,0,0,0,5013031029,0,1011,0,0,0
0,0,0,0,0,제주특별자치도 서귀포시 안덕면 상천리,21,0,0,0,0,0,0,5013031030,0,1659,0,6,0
0,0,0,0,0,제주특별자치도 서귀포시 표선면,196,0,0,0,0,54,0,5013032000,0,13076,15,200,0
0,0,0,0,0,제주특별자치도 서귀포시 표선면 표선리,12,0,0,0,0,54,0,5013032021,0,983,0,14,0
0,0,25,0,0,경상남도 창원시진해구 자은동,4,0,0,0,230,0,0,4812914200,25,0,317,0,92
0,23,38,0,0,경상남도 창원시진해구 덕산동,26,0,0,0,0,0,0,4812914300,0,0,16,0,7
0,0,46,0,0,경상남도 창원시진해구 풍호동,3,0,0,0,22,0,0,4812914400,21,0,107,0,23
0,0,2,0,0,경상남도 창원시진해구 장천동,35,0,0,0,27,0,0,4812914500,16,0,214,0,0
0,0,1,0,0,경상남도 창원시진해구 행암동,8,0,0,0,0,0,0,4812914600,2,0,206,0,0
1,0,1,0,0,경상남도 창원시진해구 북부동,3,0,0,0,94,0,0,4812914700,11,0,513,0,0
0,0,11,0,0,경상남도 창원시진해구 성내동,1,0,0,0,0,0,0,4812914800,5,0,93,0,0
13,0,14,0,0,경상남도 창원시진해구 서중동,3,0,0,0,0,0,0,4812914900,8,0,116,0,0
12,36,5,0,0,경상남도 창원시진해구 남문동,253,0,0,0,0,0,0,4812915000,4,0,213,0,2
0,5,7,0,0,경상남도 창원시진해구 제덕동,227,0,0,0,0,0,0,4812915100,7,0,161,0,12
0,0,0,0,0,경상남도 창원시진해구 수도동,211,0,0,0,0,0,0,4812915200,0,0,8,0,0
0,0,0,0,0,경상남도 창원시진해구 연도동,2,0,0,0,0,0,0,4812915300,5,0,46,0,0
0,0,28,0,0,경상남도 밀양시 단장면 안법리,5,0,0,0,22,0,0,4827035024,16,0,389,0,8
0,0,6,0,0,경상남도 밀양시 단장면 감물리,18,0,0,0,3,0,0,4827035026,11,0,680,0,46
0,5,71,0,0,충청북도 청주시흥덕구 송절동,11,0,0,0,9,4,0,4311313400,3,0,137,0,0
0,0,10,0,0,충청북도 청주시흥덕구 화계동,0,0,0,0,0,0,0,4311313500,0,0,56,0,0
0,0,45,0,0,충청북도 청주시흥덕구 외북동,0,0,0,0,0,0,0,4311313600,5,0,120,0,0
0,4,19,0,0,충청북도 청주시흥덕구 향정동,1,0,0,0,0,1,0,4311313700,10,0,54,0,0
0,1,44,0,0,충청북도 청주시흥덕구 비하동,3,0,0,0,6,2,0,4311313800,12,0,194,0,0
0,6,30,0,0,충청북도 청주시흥덕구 석소동,2,0,0,0,4,0,0,4311313900,1,0,83,0,0
0,0,117,0,0,충청북도 청주시흥덕구 정봉동,1,0,0,0,15,0,0,4311314000,3,0,43,0,0
0,5,52,0,0,충청북도 청주시흥덕구 신촌동,35,0,0,0,25,16,0,4311314100,0,0,8,0,0
160,1,622,0,0,충청북도 청주시흥덕구 오송읍,289,0,0,0,205,181,0,4311325000,513,0,2045,0,35
0,0,32,0,0,충청북도 청주시흥덕구 오송읍 호계리,19,0,0,0,7,8,0,4311325021,6,0,29,0,0
0,0,63,0,0,충청북도 청주시흥덕구 오송읍 상정리,5,0,0,0,2,0,0,4311325022,14,0,219,0,0
0,0,80,0,0,충청북도 청주시흥덕구 오송읍 공북리,10,0,0,0,0,0,0,4311325023,60,0,386,0,0
6,0,21,0,0,충청북도 청주시흥덕구 오송읍 쌍청리,29,0,0,0,44,35,0,4311325024,17,0,49,0,0
42,0,29,0,0,충청북도 청주시흥덕구 오송읍 만수리,10,0,0,0,0,0,0,4311325025,36,0,56,0,3
1,1,77,0,0,충청북도 청주시흥덕구 오송읍 연제리,24,0,0,0,6,1,0,4311325026,68,0,213,0,32
14,0,22,0,0,충청북도 청주시흥덕구 오송읍 궁평리,29,0,0,0,3,29,0,4311325027,60,0,169,0,0
12,0,8,0,0,충청북도 청주시흥덕구 오송읍 오송리,50,0,0,0,42,54,0,4311325028,92,0,84,0,0
8,0,24,0,0,충청북도 청주시흥덕구 오송읍 동평리,42,0,0,0,29,12,0,4311325029,58,0,59,0,0
16,0,107,0,0,충청북도 청주시흥덕구 오송읍 서평리,34,0,0,0,36,16,0,4311325030,10,0,113,0,0
47,0,45,0,0,충청북도 청주시흥덕구 오송읍 봉산리,0,0,0,0,4,3,0,4311325031,75,0,75,0,0
