bjd_Nm,stdg_Cd,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
경상남도 의령군 궁류면 운계리,4872041523,1,16,14,5,7,9
경상남도 의령군 궁류면 토곡리,4872041525,1,8,5,2,1,2
충청북도 영동군 영동읍 동정리,4374025022,0,1,2,0,0,0
충청북도 영동군 영동읍 회동리,4374025023,0,2,0,0,1,0
충청북도 영동군 영동읍 당곡리,4374025025,4,11,0,0,0,0
충청북도 영동군 영동읍 부용리,4374025028,3,4,3,0,0,0
충청북도 영동군 영동읍 주곡리,4374025034,2,3,0,0,0,0
충청북도 영동군 용산면,4374031000,143,147,46,21,8,20
충청북도 영동군 용산면 산저리,4374031022,12,3,1,0,0,0
충청북도 영동군 용산면 부릉리,4374031025,8,22,7,1,1,1
충청북도 영동군 용산면 부상리,4374031028,0,3,2,0,1,1
충청북도 영동군 용산면 금곡리,4374031030,1,7,4,3,0,2
충청북도 영동군 용산면 법화리,4374031033,4,4,1,0,0,1
경기도 양평군 용문면 망능리,4183040028,0,1,0,0,0,3
경기도 양평군 용문면 신점리,4183040033,1,2,1,0,1,0
경기도 양평군 개군면 구미리,4183041022,-,-,-,-,-,-
경기도 양평군 개군면 석장리,4183041024,6,22,14,12,9,29
경기도 양평군 개군면 부리,4183041027,4,8,4,1,1,3
충청북도 진천군 초평면,4375032000,310,755,324,183,101,156
충청북도 진천군 초평면 화산리,4375032023,0,5,6,4,2,5
충청북도 진천군 초평면 금곡리,4375032025,19,77,46,14,8,5
충청북도 진천군 초평면 연담리,4375032027,16,6,2,2,2,1
충청북도 진천군 초평면 용산리,4375032029,43,104,60,39,27,44
충청남도 태안군 안면읍 정당리,4482525322,42,46,60,44,22,68
충청남도 태안군 안면읍 신야리,4482525325,9,28,33,28,26,70
충청남도 태안군 고남면 장곡리,4482531021,65,90,83,82,37,81
충청남도 태안군 남면 진산리,4482532021,5,25,36,21,16,31
충청남도 태안군 남면 몽산리,4482532022,16,34,27,13,9,20
서울특별시 중구 장충동2가,1114014400,-,-,-,-,-,-
인천광역시 강화군 불은면 삼동암리,2871032026,17,16,10,2,0,0
인천광역시 강화군 길상면,2871033000,186,195,125,75,32,71
인천광역시 강화군 길상면 동검리,2871033023,1,5,0,0,0,0
인천광역시 강화군 길상면 길직리,2871033026,19,41,4,1,1,1
인천광역시 강화군 화도면 문산리,2871034023,30,42,17,13,2,7
인천광역시 강화군 화도면 흥왕리,2871034027,105,130,86,78,66,49
전라남도 나주시 청동,4617011900,1,3,1,0,0,0
경기도 평택시 오성면 죽리,4122034026,0,4,7,3,2,7
충청남도 예산군 예산읍 발연리,4481025026,1,13,10,8,4,15
충청남도 예산군 예산읍 간양리,4481025031,16,13,12,6,3,8
충청남도 예산군 삽교읍 수촌리,4481025324,2,9,10,9,6,12
충청남도 예산군 삽교읍 안치리,4481025328,2,9,11,2,5,8
충청남도 예산군 삽교읍 역리,4481025330,1,5,14,8,7,22
충청남도 예산군 삽교읍 가리,4481025333,1,4,6,7,4,15
충청남도 예산군 삽교읍 신가리,4481025338,1,11,14,13,10,27
충청남도 예산군 삽교읍 방아리,4481025339,2,4,8,9,6,14
충청남도 예산군 삽교읍 월산리,4481025341,1,1,4,1,1,4
충청남도 예산군 대술면 농리,4481031022,1,6,5,2,1,1
충청남도 예산군 대술면 방산리,4481031024,0,1,2,0,1,1
충청남도 예산군 대술면 화산리,4481031027,1,2,2,3,0,3
인천광역시 남동구 논현동,2820011000,-,-,-,-,-,-
인천광역시 계양구 작전동,2824510300,-,-,-,-,-,-
인천광역시 계양구 병방동,2824510700,2,3,6,6,5,7
인천광역시 계양구 상야동,2824511200,10,17,8,6,4,10
인천광역시 계양구 이화동,2824511700,16,18,16,7,6,8
인천광역시 계양구 목상동,2824512100,6,4,4,2,1,4
인천광역시 서구 백석동,2826010100,1,0,1,0,1,1
인천광역시 서구 마전동,2826011300,3,1,0,1,0,0
인천광역시 서구 대곡동,2826011700,5,22,31,24,11,42
인천광역시 강화군,2871000000,3236,6801,3892,1638,747,908
인천광역시 강화군 강화읍 국화리,2871025023,4,15,0,0,0,0
인천광역시 강화군 강화읍 용정리,2871025026,6,22,12,3,3,2
충청남도 공주시 신풍면 백룡리,4415040030,14,49,29,21,17,40
충청남도 보령시 화산동,4418010300,9,27,16,11,8,9
충청남도 보령시 궁촌동,4418010600,2,7,8,16,12,7
충청남도 보령시 요암동,4418010900,1,16,29,19,18,19
충청남도 보령시 웅천읍 대창리,4418025021,3,19,16,9,20,22
충청남도 보령시 웅천읍 수부리,4418025023,0,12,10,5,14,26
충청남도 보령시 웅천읍 두룡리,4418025026,2,15,4,3,6,16
충청남도 보령시 웅천읍 독산리,4418025029,1,17,10,8,18,25
충청남도 보령시 웅천읍 죽청리,4418025032,3,22,16,20,27,34
충청남도 보령시 주포면 보령리,4418031021,1,7,6,11,2,4
충청남도 보령시 주포면 봉당리,4418031023,3,17,31,18,4,6
충청남도 보령시 성주면,4418040000,1,11,10,5,8,6
충청남도 보령시 주교면,4418041000,56,152,105,83,57,73
충청남도 보령시 주교면 은포리,4418041022,26,53,28,24,18,17
충청남도 보령시 주교면 관창리,4418041025,10,15,11,8,6,7
충청남도 아산시 온천동,4420010100,1,4,1,0,0,0
충청남도 아산시 법곡동,4420010700,6,6,2,0,0,0
충청남도 아산시 용화동,4420011200,2,4,0,0,0,0
충청남도 아산시 배미동,4420011500,3,9,4,1,0,0
충청남도 아산시 신동,4420011800,18,16,9,2,0,2
충청남도 아산시 염치읍 산양리,4420025021,20,58,24,10,3,15
충청남도 아산시 염치읍 염성리,4420025025,6,17,8,2,1,1
충청남도 아산시 염치읍 동정리,4420025027,1,3,1,0,0,1
전라남도 나주시 금천면,4617039000,52,172,176,113,72,196
전라남도 나주시 금천면 광암리,4617039023,2,1,2,1,0,5
전라남도 나주시 금천면 월산리,4617039026,5,11,11,4,5,29
전라남도 나주시 금천면 촌곡리,4617039029,2,1,1,3,1,1
전라남도 나주시 산포면,4617040000,46,147,514,26,23,44
전라남도 나주시 산포면 신도리,4617040022,0,8,17,2,1,2
전라남도 나주시 산포면 등정리,4617040027,5,2,11,0,0,2
전라남도 나주시 다도면 덕동리,4617042024,5,4,18,1,21,3
전라남도 나주시 다도면 방산리,4617042027,3,1,2,2,1,0
전라남도 담양군 수북면 풍수리,4671040031,49,203,154,153,43,94
전라남도 담양군 대전면,4671041000,36,260,237,254,115,322
전라남도 담양군 대전면 응용리,4671041025,3,3,2,1,23,6
전라남도 담양군 대전면 강의리,4671041027,2,4,22,6,3,3
전라남도 담양군 대전면 갑향리,4671041032,10,161,122,153,39,78
전라남도 곡성군 곡성읍 학정리,4672025022,8,18,8,6,3,7
전라남도 곡성군 곡성읍 죽동리,4672025024,20,12,5,2,1,2
전라남도 곡성군 곡성읍 구원리,4672025027,103,51,65,52,34,95
전라남도 곡성군 곡성읍 장선리,4672025032,56,137,146,87,48,111
전라남도 곡성군 곡성읍 묘천리,4672025034,37,104,53,29,23,30
경상북도 김천시 개령면 황계리,4715034021,4,24,11,1,0,1
경상북도 김천시 개령면 동부리,4715034025,1,3,2,1,0,0
경상북도 김천시 개령면 양천리,4715034026,7,21,11,4,1,2
경상북도 김천시 개령면 남전리,4715034028,1,0,1,0,0,0
경상북도 김천시 감문면 금라리,4715035022,0,1,0,0,0,0
경상북도 김천시 감문면 도명리,4715035025,4,9,2,0,0,0
경상북도 김천시 감문면 광덕리,4715035031,7,14,6,3,1,1
경상북도 김천시 감문면 대양리,4715035035,12,11,5,2,1,1
경상북도 김천시 어모면 옥율리,4715036022,0,1,0,0,0,0
경상북도 김천시 어모면 군자리,4715036025,50,20,13,6,3,2
경상북도 김천시 어모면 옥계리,4715036028,46,22,7,1,0,0
경상북도 김천시 어모면 동좌리,4715036032,11,1,0,0,0,1
경상북도 청도군 각북면,4782033000,29,45,26,14,5,7
경상남도 진주시 수곡면 원내리,4817046026,3,9,2,4,4,10
경상북도 예천군 예천읍 생천리,4790025036,4,5,4,3,4,0
경상북도 예천군 용문면,4790031000,127,104,55,41,25,19
경상북도 예천군 용문면 덕신리,4790031042,20,11,3,2,2,2
경상북도 예천군 용문면 노사리,4790031044,8,10,10,11,1,2
경상북도 예천군 용문면 직리,4790031047,9,4,2,1,0,0
경상북도 예천군 용문면 원류리,4790031051,4,2,0,1,1,1
경상북도 예천군 용문면 제곡리,4790031054,10,14,5,4,1,0
경상남도 거창군 가북면 몽석리,4888041026,6,12,8,4,1,2
경상남도 합천군 합천읍 영창리,4889025023,-,-,-,-,-,-
경상남도 합천군 합천읍 용계리,4889025026,1,1,2,1,0,0
경상남도 합천군 합천읍 장계리,4889025028,0,0,4,3,0,0
경상남도 합천군 봉산면 압곡리,4889031021,2,2,1,0,0,1
경상남도 합천군 봉산면 봉계리,4889031026,0,4,1,0,0,0
경상남도 합천군 봉산면 고삼리,4889031029,2,2,0,0,0,0
경상남도 합천군 묘산면,4889032000,9,20,48,31,10,20
경상남도 합천군 묘산면 팔심리,4889032022,1,3,7,8,0,6
경상남도 합천군 묘산면 도옥리,4889032027,0,2,7,7,1,1
경상북도 포항시북구 죽장면 침곡리,4711335023,0,1,0,0,0,0
경상북도 포항시북구 죽장면 지동리,4711335026,0,1,0,0,0,0
경상북도 포항시북구 죽장면 감곡리,4711335028,0,0,0,1,0,0
경상북도 포항시북구 죽장면 석계리,4711335031,-,-,-,-,-,-
경상북도 포항시북구 죽장면 월평리,4711335033,0,1,0,0,0,0
경상북도 포항시북구 죽장면 봉계리,4711335036,-,-,-,-,-,-
경상북도 포항시북구 죽장면 하옥리,4711335039,-,-,-,-,-,-
경상북도 포항시북구 기북면 대곡리,4711336022,9,37,64,33,3,11
경상북도 포항시북구 기북면 오덕리,4711336025,2,7,31,16,1,2
전라남도 구례군 토지면 구산리,4673033021,14,73,37,22,10,21
전라남도 구례군 토지면 용두리,4673033024,8,33,20,20,16,24
전라남도 구례군 토지면 내동리,4673033027,1,1,2,4,0,0
전라남도 구례군 토지면 내서리,4673033028,1,1,0,0,0,0
전라남도 구례군 마산면 사도리,4673034023,40,109,65,17,7,17
전라남도 구례군 마산면 냉천리,4673034026,10,67,21,11,5,11
전라남도 구례군 광의면 방광리,4673035022,10,38,26,10,6,10
전라남도 구례군 광의면 수월리,4673035025,29,76,49,19,11,12
전라남도 구례군 광의면 구만리,4673035028,22,23,15,8,0,1
전라남도 구례군 용방면 용정리,4673036021,51,62,34,16,17,21
전라남도 구례군 산동면,4673037000,418,341,141,83,40,70
전라남도 구례군 산동면 시상리,4673037023,8,7,5,2,1,3
경상북도 안동시 풍산읍 죽전리,4717025031,0,2,2,0,0,1
경상북도 안동시 풍산읍 괴정리,4717025037,4,11,9,2,2,2
경상북도 안동시 와룡면 중가구리,4717031021,3,5,7,2,3,7
경상북도 안동시 와룡면 산야리,4717031023,3,3,1,1,1,0
경상북도 안동시 와룡면 지내리,4717031026,8,11,10,5,4,7
경상남도 김해시 동상동,4825010100,-,-,-,-,-,-
경상남도 사천시 곤명면 정곡리,4824036032,1,1,1,2,2,2
경상남도 사천시 곤명면 본촌리,4824036034,5,4,3,2,1,1
충청북도 증평군 증평읍 연탄리,4374525031,22,38,14,5,2,2
충청북도 증평군 증평읍 송산리,4374525032,25,35,4,3,0,0
충청북도 증평군 증평읍 사곡리,4374525034,107,82,107,74,48,45
충청북도 증평군 증평읍 덕상리,4374525036,64,37,9,5,2,1
충청북도 증평군 증평읍 남차리,4374525037,31,48,16,5,5,8
충청북도 증평군 증평읍 죽리,4374525039,27,89,35,8,6,8
충청북도 증평군 도안면,4374531000,166,327,148,57,22,33
충청북도 증평군 도안면 화성리,4374531021,16,17,7,1,0,0
충청북도 증평군 도안면 연촌리,4374531023,0,2,0,0,0,0
충청북도 증평군 도안면 송정리,4374531024,12,44,16,8,2,8
충청북도 증평군 도안면 석곡리,4374531026,38,111,63,21,9,10
전라남도 나주시 영산동,4617012300,14,38,40,33,8,10
전라남도 나주시 부덕동,4617012700,3,5,74,6,7,3
전라남도 나주시 운곡동,4617013000,2,1,4,1,0,0
전라남도 나주시 남평읍,4617025000,59,104,234,143,68,54
전라남도 나주시 남평읍 동사리,4617025023,1,7,3,1,0,0
전라남도 나주시 남평읍 교원리,4617025025,7,16,26,30,50,14
전라남도 나주시 남평읍 우산리,4617025029,15,43,28,15,10,17
전라남도 나주시 남평읍 노동리,4617025032,1,0,0,1,0,1
전라남도 나주시 남평읍 광이리,4617025035,0,1,0,0,0,0
전라남도 나주시 세지면 내정리,4617031023,11,20,30,25,10,10
전라남도 나주시 세지면 교산리,4617031027,7,13,19,8,6,10
경상남도 진주시 대곡면 월아리,4817040025,2,0,7,13,2,9
경상남도 진주시 대곡면 가정리,4817040027,5,1,3,7,4,14
경상남도 진주시 대곡면 덕곡리,4817040028,6,2,5,6,5,8
경상남도 진주시 대곡면 마진리,4817040029,7,13,8,16,9,34
경상남도 진주시 대곡면 월암리,4817040031,5,6,18,13,16,62
경상남도 진주시 금산면,4817041000,20,30,27,17,24,35
경상남도 진주시 금산면 가방리,4817041021,9,12,11,8,15,13
충청북도 괴산군 청천면 도원리,4376036031,2,20,5,0,0,0
충청북도 괴산군 청천면 금평리,4376036033,2,10,4,1,2,1
충청북도 괴산군 청천면 삼락리,4376036035,6,10,2,0,0,4
경기도 가평군 가평읍 산유리,4182025032,1,15,2,0,0,1
경기도 가평군 설악면,4182031000,225,217,124,74,59,275
경기도 가평군 설악면 회곡리,4182031023,11,6,1,1,0,2
경기도 가평군 설악면 위곡리,4182031027,31,23,16,8,5,27
경기도 가평군 설악면 가일리,4182031032,3,16,11,5,4,19
경기도 가평군 설악면 이천리,4182031035,4,5,1,1,1,5
경기도 가평군 상면 연하리,4182033021,17,23,11,5,4,11
경기도 가평군 상면 행현리,4182033023,16,9,4,2,3,4
경기도 가평군 상면 상동리,4182033027,2,5,3,0,0,1
광주광역시 북구 삼각동,2917011600,-,-,-,-,-,-
광주광역시 북구 금곡동,2917012000,2,7,5,3,3,12
광주광역시 북구 청풍동,2917012200,4,0,0,0,0,0
충청남도 청양군 운곡면 위라리,4479031021,3,22,38,18,1,6
충청남도 청양군 운곡면 미량리,4479031027,24,114,15,2,1,1
충청남도 청양군 대치면,4479032000,68,229,188,72,25,31
충청남도 청양군 대치면 탄정리,4479032022,5,9,13,7,2,1
충청남도 청양군 대치면 장곡리,4479032025,1,7,5,3,1,0
충청남도 청양군 대치면 작천리,4479032027,1,12,19,3,3,5
충청남도 청양군 대치면 오룡리,4479032030,1,8,7,0,0,0
충청남도 청양군 대치면 농소리,4479032035,2,25,15,12,1,3
충청남도 청양군 정산면 서정리,4479033021,6,12,6,2,1,0
전라남도 나주시 봉황면 죽석리,4617043021,5,12,12,23,48,19
전라남도 나주시 봉황면 송현리,4617043024,3,6,6,7,9,8
전라남도 나주시 봉황면 옥산리,4617043027,4,14,14,10,13,15
경기도 남양주시 진접읍 진벌리,4136025327,2,4,7,4,2,2
경기도 남양주시 화도읍,4136025600,25,54,29,18,9,11
경기도 남양주시 화도읍 답내리,4136025626,8,22,8,3,2,3
경기도 남양주시 화도읍 녹촌리,4136025629,-,-,-,-,-,-
경기도 남양주시 진건읍 진관리,4136025923,3,1,1,0,0,0
경기도 남양주시 진건읍 송능리,4136025926,0,0,0,0,0,2
경기도 남양주시 오남읍 팔현리,4136026222,-,-,-,-,-,-
경기도 남양주시 별내면 용암리,4136031022,0,1,3,1,0,3
경기도 남양주시 수동면 지둔리,4136034022,2,3,4,0,0,2
경기도 남양주시 수동면 외방리,4136034025,7,7,5,2,2,0
경기도 남양주시 조안면 송촌리,4136036024,5,7,6,1,1,2
대전광역시 서구 만년동,3017012800,-,-,-,-,-,-
대전광역시 유성구 대정동,3020010300,4,85,82,4,1,2
대전광역시 유성구 방동,3020011000,8,88,29,2,0,1
대전광역시 유성구 장대동,3020011700,0,17,29,0,0,0
대전광역시 유성구 구성동,3020012400,-,-,-,-,-,-
대전광역시 유성구 도룡동,3020012700,-,-,-,-,-,-
대전광역시 유성구 하기동,3020013200,1,4,2,0,0,0
대전광역시 유성구 문지동,3020014000,0,1,0,0,0,0
대전광역시 유성구 용산동,3020014400,1,2,0,0,0,0
대전광역시 유성구 구룡동,3020015300,5,24,6,1,1,0
대전광역시 대덕구 연축동,3023010400,0,5,7,0,0,0
대전광역시 대덕구 법동,3023010800,-,-,-,-,-,-
울산광역시 울주군 서생면 화정리,3171031029,7,13,17,6,0,0
충청남도 아산시 선장면 궁평리,4420039034,4,10,5,1,0,0
충청남도 아산시 도고면 신언리,4420040021,4,44,44,11,7,9
충청남도 아산시 도고면 화천리,4420040028,4,15,7,4,3,2
충청남도 아산시 도고면 덕암리,4420040031,35,99,42,14,9,15
충청남도 아산시 도고면 와산리,4420040034,7,13,6,2,4,2
충청남도 아산시 신창면,4420041000,127,598,249,82,34,40
충청남도 아산시 신창면 읍내리,4420041022,3,27,13,0,0,0
충청남도 아산시 신창면 수장리,4420041026,2,39,11,8,2,6
충청남도 아산시 신창면 궁화리,4420041029,3,76,13,13,2,3
충청남도 아산시 신창면 가내리,4420041032,1,72,30,10,5,3
충청남도 서산시 수석동,4421010600,3,29,33,13,6,8
충청남도 서산시 대산읍 대로리,4421025022,6,25,52,36,19,17
충청남도 부여군 부여읍 염창리,4476025023,13,12,2,3,1,4
충청남도 부여군 부여읍 용정리,4476025026,8,7,3,2,2,1
충청남도 부여군 부여읍 구아리,4476025029,-,-,-,-,-,-
충청남도 부여군 부여읍 쌍북리,4476025031,2,3,1,3,1,1
충청남도 부여군 부여읍 가탑리,4476025033,4,6,4,2,2,2
경상남도 함안군 함안면 대산리,4873031024,0,0,1,0,0,2
경상남도 함안군 군북면 덕대리,4873032021,2,1,1,0,0,1
경상남도 함안군 군북면 소포리,4873032023,11,1,1,0,0,0
경상남도 함안군 군북면 오곡리,4873032026,0,0,1,0,0,0
경상남도 함안군 군북면 월촌리,4873032032,1,1,0,0,0,0
경상남도 함안군 군북면 영운리,4873032035,10,2,1,0,0,0
경상남도 함안군 군북면 원북리,4873032037,1,2,1,0,0,0
경상남도 함안군 법수면 우거리,4873033022,0,1,1,0,2,2
경상남도 함안군 법수면 주물리,4873033025,1,3,3,0,0,0
경상남도 함안군 법수면 사정리,4873033028,0,1,6,0,0,0
경상남도 함안군 대산면 부목리,4873034021,5,0,0,0,0,0
경상남도 함안군 대산면 옥렬리,4873034024,1,0,0,0,0,0
충청남도 아산시 탕정면 명암리,4420033022,2,5,3,0,0,0
충청남도 아산시 탕정면 호산리,4420033024,6,12,1,2,1,0
충청남도 아산시 음봉면,4420035000,159,536,297,193,122,225
충청남도 아산시 음봉면 신수리,4420035023,7,9,4,1,1,1
