bjd_Nm,stdg_Cd,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
경상남도 남해군 설천면 진목리,4884038022,2,8,8,6,8,1
경상남도 산청군 차황면,4886031000,221,336,627,190,76,91
경상남도 산청군 차황면 장위리,4886031021,25,29,61,31,8,9
경상남도 산청군 차황면 양곡리,4886031022,34,31,67,18,6,6
경상남도 산청군 차황면 상중리,4886031023,20,36,65,13,5,5
경상남도 산청군 차황면 장박리,4886031025,14,56,67,18,5,4
경상남도 산청군 차황면 법평리,4886031026,40,36,52,11,11,25
경상남도 산청군 차황면 부리,4886031028,24,27,67,37,11,13
경상남도 산청군 차황면 철수리,4886031030,7,13,21,6,2,2
경상남도 산청군 차황면 상법리,4886031031,6,19,41,3,3,2
경상남도 산청군 오부면 양촌리,4886032021,12,19,13,3,2,18
경상남도 산청군 생초면 하촌리,4886033030,18,14,4,1,2,2
경상남도 고성군 하이면 덕명리,4882033022,1,2,1,2,0,1
경상남도 고성군 하이면 월흥리,4882033023,2,17,29,29,18,38
경상남도 고성군 대가면 유흥리,4882035024,1,14,35,29,21,73
경상남도 고성군 하이면 와룡리,4882033026,2,4,2,4,1,0
경상남도 고성군 하이면 봉현리,4882033027,0,8,8,4,1,7
경상남도 고성군 개천면 청광리,4882038021,14,53,55,40,24,62
경상남도 고성군 개천면 나선리,4882038022,2,13,12,8,4,3
경상남도 고성군 개천면 봉치리,4882038024,1,1,2,1,1,1
경상남도 고성군 개천면 북평리,4882038026,7,5,10,6,3,12
전라남도 장성군 장성읍,4688025000,20,144,67,48,30,79
전라남도 장성군 장성읍 수산리,4688025021,1,5,2,1,0,3
전라남도 장성군 장성읍 유탕리,4688025023,2,13,8,2,1,2
전라남도 장성군 장성읍 영천리,4688025024,1,4,1,0,0,2
전라남도 장성군 진원면 학림리,4688031027,3,26,7,1,1,3
전라남도 장성군 장성읍 기산리,4688025026,1,1,1,0,0,0
전라남도 장성군 장성읍 장안리,4688025027,4,15,9,10,6,13
전라남도 장성군 장성읍 부흥리,4688025029,0,2,2,0,0,1
전라남도 장성군 장성읍 백계리,4688025030,1,9,2,3,2,7
전라남도 장성군 삼서면 삼계리,4688034022,12,61,39,13,7,5
전라남도 장성군 삼서면 학성리,4688034024,-,-,-,-,-,-
전라남도 고흥군 고흥읍 고소리,4677025021,0,30,148,57,3,12
전라남도 고흥군 고흥읍 호동리,4677025022,3,29,134,108,143,5
전라남도 고흥군 고흥읍 성촌리,4677025023,1,7,5,2,1,0
전라남도 고흥군 고흥읍 호형리,4677025025,0,8,2,1,1,0
전라남도 고흥군 고흥읍 남계리,4677025026,10,0,0,0,0,0
전라남도 고흥군 고흥읍 옥하리,4677025027,-,-,-,-,-,-
전라남도 고흥군 고흥읍 행정리,4677025029,0,0,9,6,1,0
전라남도 고흥군 도양읍,4677025300,52,88,113,102,17,12
전라남도 무안군,4684000000,1860,2762,4659,5497,2303,3176
경기도 고양시덕양구 원당동,4128110200,3,4,3,1,1,3
경기도 고양시덕양구 신원동,4128110300,0,1,1,0,0,0
경기도 고양시덕양구 원흥동,4128110400,1,0,0,0,0,0
경기도 고양시덕양구 성사동,4128110600,1,3,3,2,1,2
경기도 고양시덕양구 북한동,4128110700,-,-,-,-,-,-
경기도 고양시덕양구 지축동,4128110900,-,-,-,-,-,-
경기도 고양시덕양구 오금동,4128111000,-,-,-,-,-,-
경기도 고양시덕양구 동산동,4128111200,1,0,0,0,0,1
경기도 고양시덕양구,4128100000,449,105,82,49,25,66
경상북도 성주군 성주읍 금산리,4784025027,1,2,3,1,6,0
경상북도 성주군 성주읍 백전리,4784025029,0,1,1,1,0,2
경상북도 성주군 선남면 장학리,4784031048,1,0,0,0,0,0
경상북도 성주군 선남면 도흥리,4784031035,1,1,1,0,1,0
경상북도 성주군 선남면 선원리,4784031036,1,0,0,1,0,0
경상북도 성주군 선남면 소학리,4784031037,1,1,1,1,0,1
경상북도 성주군 선남면 도성리,4784031038,1,1,0,0,0,0
충청북도 보은군 마로면 변둔리,4372033025,6,9,4,2,0,1
울산광역시 울주군 서생면 위양리,3171031030,7,9,6,11,0,0
울산광역시 울주군 온산읍 당월리,3171025025,-,-,-,-,-,-
울산광역시 울주군 온산읍 처용리,3171025026,-,-,-,-,-,-
울산광역시 울주군 온산읍 원산리,3171025031,-,-,-,-,-,-
울산광역시 울주군 온산읍 학남리,3171025033,0,0,1,4,0,0
울산광역시 북구 매곡동,3120010300,0,0,0,1,0,0
울산광역시 북구 가대동,3120010400,15,17,12,13,0,0
울산광역시 북구 신천동,3120010500,8,6,8,12,2,3
울산광역시 북구 중산동,3120010600,32,13,3,15,1,1
부산광역시 강서구 대저1동,2644010100,84,79,32,18,7,5
부산광역시 강서구 명지동,2644010400,57,99,62,42,9,10
부산광역시 강서구 송정동,2644010900,0,1,1,0,0,0
부산광역시 강서구 생곡동,2644011200,1,4,3,1,0,1
부산광역시 강서구 미음동,2644011500,23,10,6,2,1,2
부산광역시 수영구,2650000000,-,-,-,-,-,-
부산광역시 사상구 엄궁동,2653010800,-,-,-,-,-,-
부산광역시 기장군 기장읍,2671025000,8,9,9,3,2,1
충청북도 단양군 단성면 북하리,4380036022,-,-,-,-,-,-
충청북도 단양군 적성면,4380035000,9,0,3,2,3,22
충청북도 단양군 적성면 하진리,4380035021,0,0,0,0,0,1
충청북도 단양군 적성면 현곡리,4380035022,1,0,0,0,0,3
충청북도 단양군 적성면 상리,4380035025,1,0,1,1,1,5
충청북도 단양군 적성면 애곡리,4380035026,0,0,0,0,0,1
충청북도 단양군 적성면 각기리,4380035028,0,0,1,0,0,2
충청북도 단양군 적성면 소야리,4380035029,0,0,0,0,0,2
충청북도 단양군 적성면 파랑리,4380035031,0,0,0,0,0,1
충청북도 단양군 어상천면 율곡리,4380034028,0,0,0,0,0,19
전라남도 나주시 다도면,4617042000,40,35,56,15,25,12
전라남도 나주시 다도면 판촌리,4617042021,3,1,11,0,0,0
전라남도 나주시 다도면 송학리,4617042022,6,4,4,3,1,1
전라남도 나주시 다도면 풍산리,4617042023,2,8,10,5,1,2
전라남도 나주시 다도면 궁원리,4617042025,7,5,1,1,0,0
전라남도 나주시 다도면 신동리,4617042026,2,2,2,1,0,1
전라남도 나주시 다도면 마산리,4617042028,1,1,1,0,0,1
전라남도 나주시 다도면 암정리,4617042029,7,3,3,2,0,2
전라남도 담양군 무정면 오례리,4671036033,31,3,1,0,0,2
전라남도 담양군 무정면,4671036000,189,195,208,100,56,205
충청북도 단양군 단성면 중방리,4380036024,-,-,-,-,-,-
충청북도 단양군 단성면 하방리,4380036025,-,-,-,-,-,-
충청북도 단양군 단성면 외중방리,4380036026,-,-,-,-,-,-
충청북도 단양군 단성면 두항리,4380036028,0,0,0,0,0,2
경상남도 고성군 개천면 명성리,4882038027,2,2,2,1,0,1
경상남도 고성군 개천면 좌연리,4882038029,8,4,5,3,3,3
경상남도 고성군 구만면,4882039000,51,117,121,62,30,87
경상남도 고성군 구만면 주평리,4882039022,3,5,3,3,2,2
경상남도 고성군 하이면 석지리,4882033025,4,28,26,13,5,8
경상남도 고성군 삼산면 삼봉리,4882031024,5,24,20,15,12,16
경상남도 고성군 삼산면 장치리,4882031025,2,22,15,8,2,4
경상남도 고성군 삼산면 판곡리,4882031026,0,5,2,1,1,1
경상남도 고성군 대가면 신전리,4882035029,8,31,22,12,8,13
경상남도 고성군 영현면,4882036000,52,137,70,39,16,43
경상남도 고성군 영현면 추계리,4882036022,2,2,1,1,1,3
전라남도 나주시 봉황면 오림리,4617043033,3,1,4,3,3,3
전라남도 나주시 봉황면 운곡리,4617043035,8,9,7,15,9,12
전라남도 나주시 다도면 덕림리,4617042030,3,5,2,1,1,1
전라남도 나주시 다도면 도동리,4617042031,1,1,1,0,0,0
전라남도 나주시 봉황면,4617043000,75,104,138,218,273,141
전라남도 나주시 봉황면 철천리,4617043022,7,3,4,12,15,2
전라남도 나주시 봉황면 각동리,4617043023,3,3,3,5,12,8
전라남도 담양군 금성면,4671037000,143,225,181,130,91,275
전라남도 영암군 시종면 신연리,4683034033,12,52,45,38,14,22
전라남도 영암군 시종면 옥야리,4683034034,10,55,68,49,41,36
경상남도 의령군 가례면 대천리,4872031028,4,7,1,1,0,0
경상남도 의령군 의령읍 중동리,4872025022,-,-,-,-,-,-
경상북도 성주군 용암면 선송리,4784032044,2,2,6,5,4,2
경상북도 성주군 용암면 용계리,4784032045,2,6,5,6,2,0
경상북도 성주군 용암면 사곡리,4784032046,0,0,0,0,0,2
경상북도 성주군 용암면 기산리,4784032048,1,2,2,1,2,3
경상북도 성주군 용암면 운산리,4784032049,1,0,0,0,0,0
경상북도 성주군 가천면,4784034000,13,29,37,18,20,17
충청북도 충주시 앙성면 지당리,4313037028,2,3,2,1,1,1
충청북도 충주시 앙성면 본평리,4313037029,3,11,3,2,0,1
충청북도 충주시 앙성면 마련리,4313037031,0,3,0,0,2,1
충청북도 충주시 앙성면 사미리,4313037032,1,1,1,0,0,0
충청북도 충주시 앙성면 능암리,4313037034,4,10,4,2,0,1
충청북도 충주시 앙성면 조천리,4313037035,0,0,0,0,1,1
대구광역시 동구 효목동,2714010300,-,-,-,-,-,-
대구광역시 동구 불로동,2714010600,2,6,2,0,0,0
대구광역시 동구 부동,2714011300,1,14,16,16,1,0
대구광역시 동구 동호동,2714011600,-,-,-,-,-,-
대구광역시 동구 율암동,2714012000,1,6,1,0,0,0
경상남도 함양군 함양읍 이은리,4887025029,0,0,4,2,0,0
경상남도 함양군 함양읍 난평리,4887025030,0,6,47,30,2,4
경상남도 함양군 함양읍 죽곡리,4887025032,2,5,16,19,0,1
경상남도 함양군 함양읍 웅곡리,4887025033,1,2,11,9,1,0
경상남도 함양군 함양읍 죽림리,4887025035,0,3,18,14,4,0
경상남도 고성군 구만면 광덕리,4882039026,12,23,18,7,1,5
경상남도 고성군 회화면,4882040000,16,108,94,63,36,76
경상남도 고성군 거류면 용산리,4882043028,2,13,14,17,7,25
경상남도 고성군 거류면 감서리,4882043029,0,3,10,12,9,54
전라남도 담양군 금성면 원천리,4671037021,30,34,30,8,4,17
경기도 연천군 전곡읍 늘목리,4180025328,0,0,4,0,0,0
경기도 연천군 군남면,4180031000,3,541,351,14,1,4
경기도 연천군 군남면 진상리,4180031021,0,35,28,0,0,0
경기도 연천군 군남면 옥계리,4180031022,0,0,61,0,0,0
경기도 연천군 군남면 왕림리,4180031024,0,0,2,2,0,0
경기도 연천군 군남면 황지리,4180031026,0,116,45,1,0,1
경기도 연천군 군남면 남계리,4180031027,2,256,91,7,1,3
경기도 연천군 청산면 초성리,4180032021,0,0,1,0,0,0
경기도 안산시상록구,4127100000,157,356,197,107,57,65
경기도 안산시상록구 일동,4127110100,-,-,-,-,-,-
경기도 안산시상록구 이동,4127110200,0,0,1,0,0,0
경기도 안산시상록구 사동,4127110300,-,-,-,-,-,-
경기도 안산시상록구 팔곡이동,4127110500,21,36,14,5,2,3
경기도 안산시상록구 양상동,4127110600,5,38,10,4,3,6
전라남도 장성군 삼계면 내계리,4688035035,5,22,27,18,11,6
경상북도 김천시 신음동,4715010800,0,1,0,0,0,0
경상북도 김천시 교동,4715010900,2,5,2,0,0,1
경상북도 김천시 삼락동,4715011000,2,5,3,2,0,1
경상북도 김천시 문당동,4715011100,1,4,2,0,1,1
경상북도 김천시 남면 옥산리,4715032021,1,2,0,0,0,0
경상북도 김천시 남면 운곡리,4715032022,-,-,-,-,-,-
전라남도 장성군 삼서면 수양리,4688034034,-,-,-,-,-,-
전라남도 장성군 삼계면,4688035000,17,139,273,209,147,250
전라남도 장성군 삼계면 사창리,4688035021,2,2,10,6,23,13
전라남도 장성군 삼계면 주산리,4688035023,1,1,5,0,1,1
전라남도 장성군 삼계면 상도리,4688035024,3,29,34,38,24,58
경기도 고양시덕양구 행주내동,4128112500,15,10,7,3,2,2
경기도 고양시덕양구 행주외동,4128112600,95,9,5,1,1,1
경기도 고양시덕양구 행신동,4128112800,-,-,-,-,-,-
경기도 고양시덕양구 화전동,4128112900,4,3,1,1,2,5
경기도 고양시덕양구 현천동,4128113000,8,5,5,5,3,10
경기도 구리시 수택동,4131010500,-,-,-,-,-,-
경기도 구리시 아천동,4131010600,-,-,-,-,-,-
경상북도 김천시 봉산면 예지리,4715037023,-,-,-,-,-,-
경상북도 김천시 어모면,4715036000,206,143,63,17,6,5
경상북도 김천시 어모면 중왕리,4715036021,12,39,15,3,0,0
경상북도 김천시 어모면 남산리,4715036023,20,1,0,0,0,0
경상북도 김천시 어모면 다남리,4715036024,28,28,13,2,1,1
경상북도 김천시 어모면 덕마리,4715036026,16,10,3,2,0,0
경상북도 김천시 어모면 구례리,4715036027,18,14,9,1,0,0
경상북도 김천시 어모면 능치리,4715036029,2,4,2,0,0,0
경상북도 김천시 어모면 은기리,4715036031,-,-,-,-,-,-
서울특별시 중구 만리동2가,1114017400,-,-,-,-,-,-
서울특별시 용산구 갈월동,1117010400,-,-,-,-,-,-
서울특별시 용산구 한남동,1117013100,-,-,-,-,-,-
서울특별시 용산구 용산동6가,1117013500,-,-,-,-,-,-
경상남도 함안군 법수면 백산리,4873033027,0,9,10,1,0,0
경상남도 함안군 법수면 황사리,4873033029,1,2,4,0,0,0
경상남도 함안군 대산면,4873034000,34,2,5,1,2,4
경상남도 함안군 대산면 대사리,4873034022,1,0,0,0,0,0
경상남도 함안군 대산면 평림리,4873034023,11,0,0,1,1,3
경상남도 함안군 대산면 하기리,4873034025,4,0,0,0,0,0
경상북도 청도군 각남면 칠성리,4782031031,1,8,5,2,1,1
경상북도 청도군 각남면 화리,4782031032,2,8,4,1,2,0
경상북도 청도군 각북면 덕촌리,4782033033,6,6,1,1,0,1
경상북도 청도군 각북면 지슬리,4782033034,2,2,1,0,0,0
경상북도 청도군 각북면 오산리,4782033036,5,11,5,1,1,1
울산광역시 울주군 언양읍 반곡리,3171025323,2,13,19,4,0,0
울산광역시 울주군 언양읍 송대리,3171025325,0,5,3,7,0,0
울산광역시 울주군 언양읍 평리,3171025326,1,49,41,13,0,0
울산광역시 북구 시례동,3120011000,5,4,2,1,0,1
울산광역시 울주군 언양읍 직동리,3171025329,21,87,165,91,4,7
울산광역시 울주군 웅촌면 곡천리,3171034023,3,25,6,16,0,0
울산광역시 울주군 웅촌면 검단리,3171034024,7,39,2,8,0,0
울산광역시 울주군 웅촌면 고연리,3171034026,2,50,18,31,1,0
울산광역시 울주군 웅촌면 대복리,3171034029,0,9,1,3,0,0
충청북도 단양군 단성면 벌천리,4380036031,1,0,1,1,0,2
경상남도 고성군 구만면 저연리,4882039024,13,36,25,12,6,16
경상북도 청도군 운문면 방음리,4782035034,-,-,-,-,-,-
경상북도 청도군 운문면 신원리,4782035036,11,13,4,3,1,1
경상북도 청도군 운문면 지촌리,4782035039,-,-,-,-,-,-
경상북도 청도군 운문면 정상리,4782035041,2,4,2,2,0,0
경상북도 봉화군 봉화읍 거촌리,4792025024,10,14,5,5,1,1
경상북도 봉화군 봉화읍 석평리,4792025025,45,101,69,26,10,6
경상북도 봉화군 봉화읍 해저리,4792025026,34,88,26,15,5,5
경상북도 봉화군 봉화읍 화천리,4792025028,15,51,34,19,3,0
경상북도 봉화군 봉화읍 도촌리,4792025029,24,35,51,20,4,3
경상북도 봉화군 물야면,4792031000,142,311,135,104,21,25
경상북도 봉화군 물야면 오록리,4792031021,17,13,14,12,2,1
경상북도 봉화군 상운면 신라리,4792038028,2,4,5,2,1,2
경상북도 봉화군 명호면 도천리,4792037021,4,6,3,1,0,0
경상북도 봉화군 명호면 양곡리,4792037023,2,14,6,2,1,1
경상북도 봉화군 명호면 고감리,4792037024,8,1,1,0,0,0
경상북도 봉화군 명호면 고계리,4792037026,2,2,1,0,0,0
경상북도 봉화군 명호면 북곡리,4792037027,1,0,0,0,0,0
경상북도 봉화군 상운면 가곡리,4792038021,14,50,44,26,7,4
경상북도 봉화군 상운면 운계리,4792038022,6,9,11,7,4,1
경상북도 봉화군 상운면 하눌리,4792038024,30,48,41,21,5,5
경상북도 울진군 온정면 덕산리,4793036024,1,4,8,5,3,4
경상북도 울진군 온정면 덕인리,4793036025,3,11,8,3,4,4
경상북도 울릉군 울릉읍 도동리,4794025024,-,-,-,-,-,-
경상북도 울릉군 울릉읍 저동리,4794025025,-,-,-,-,-,-
경상북도 울릉군 서면,4794031000,-,-,-,-,-,-
경상북도 울진군 기성면 삼산리,4793035025,0,2,1,2,0,1
경상북도 울진군 기성면 방율리,4793035026,6,7,3,3,3,4
경상북도 울진군 기성면 이평리,4793035027,1,3,2,1,1,1
경상남도 남해군 남면 덕월리,4884035027,0,4,6,4,1,0
경상남도 남해군 남면 죽전리,4884035029,0,2,2,4,4,0
경상남도 남해군 서면,4884036000,10,48,75,76,72,4
경상북도 김천시 봉산면,4715037000,1,2,1,0,0,1
경상북도 김천시 봉산면 인의리,4715037022,-,-,-,-,-,-
경기도 오산시 청호동,4137012300,0,1,0,0,0,0
경기도 오산시 갈곶동,4137012400,3,0,0,0,0,0
경기도 시흥시,4139000000,280,901,775,482,264,786
경기도 시흥시 대야동,4139010100,-,-,-,-,-,-
경기도 시흥시 방산동,4139010300,10,34,59,31,21,63
경기도 시흥시 포동,4139010400,8,19,7,20,7,17
경기도 시흥시 미산동,4139010500,5,11,4,2,1,14
서울특별시 강남구 대치동,1168010600,-,-,-,-,-,-
서울특별시 강남구 세곡동,1168011100,-,-,-,-,-,-
서울특별시 송파구 석촌동,1171010500,-,-,-,-,-,-
서울특별시 송파구 장지동,1171010900,-,-,-,-,-,-
서울특별시 강동구 고덕동,1174010200,-,-,-,-,-,-
경상북도 청도군 이서면 고철리,4782034049,7,8,4,2,0,1
경상북도 청도군 매전면 당호리,4782037042,1,2,0,1,0,0
경상북도 청도군 매전면 동산리,4782037044,2,4,2,1,0,0
경상북도 청도군 매전면 북지리,4782037045,1,1,1,1,0,0
경상북도 청도군 매전면 온막리,4782037047,1,10,7,2,0,1
경상북도 청도군 매전면 장연리,4782037049,1,3,2,0,1,0
경상북도 청도군 이서면 서원리,4782034042,3,6,2,3,0,1
경상북도 울진군 북면 두천리,4793031027,0,3,3,1,0,2
경상북도 울진군 북면 사계리,4793031029,2,6,5,8,6,15
경상북도 울진군 북면 소곡리,4793031030,2,3,5,6,3,9
경상북도 울진군 북면 신화리,4793031032,0,0,1,0,0,0
경상북도 울진군 온정면,4793036000,24,102,117,70,51,78
경상북도 울진군 온정면 온정리,4793036022,2,12,12,12,6,15
부산광역시 동래구 명륜동,2626010700,-,-,-,-,-,-
부산광역시 북구,2632000000,-,-,-,-,-,-
부산광역시 북구 구포동,2632010500,-,-,-,-,-,-
부산광역시 해운대구 재송동,2635010400,-,-,-,-,-,-
부산광역시 해운대구 송정동,2635010800,-,-,-,-,-,-
부산광역시 사하구 당리동,2638010200,-,-,-,-,-,-
부산광역시 사하구 다대동,2638010600,-,-,-,-,-,-
부산광역시 금정구 선동,2641010500,-,-,-,-,-,-
부산광역시 금정구 금사동,2641011100,-,-,-,-,-,-
경상남도 남해군 남면 평산리,4884035026,1,2,1,1,4,0
경상남도 남해군 서면 연죽리,4884036021,0,0,1,0,1,0
경상남도 남해군 서면 서호리,4884036023,1,6,8,15,21,0
경상남도 남해군 서면 서상리,4884036024,2,11,23,12,9,1
경상남도 남해군 서면 남상리,4884036026,0,1,1,1,0,0
경상남도 남해군 서면 노구리,4884036027,2,13,17,17,17,0
경상남도 남해군 설천면 남양리,4884038025,0,1,2,1,7,0
경상남도 남해군 서면 정포리,4884036029,1,1,1,1,0,0
경상남도 남해군 고현면,4884037000,14,38,50,55,93,3
경상남도 남해군 고현면 대곡리,4884037022,2,8,15,23,43,0
경기도 화성시 정남면 계향리,4159041029,5,52,33,13,10,7
경기도 화성시 정남면 귀래리,4159041030,2,3,3,2,1,0
경기도 화성시 정남면 제기리,4159041031,0,4,5,5,2,1
경기도 화성시 정남면 음양리,4159041033,3,34,25,17,9,10
경기도 화성시 정남면 망월리,4159041034,5,9,8,3,3,1
경기도 화성시 정남면 내리,4159041036,1,1,1,1,0,0
경기도 화성시 정남면 금복리,4159041037,2,4,4,3,1,1
경기도 화성시 정남면 용수리,4159041039,0,4,2,1,0,1
경상남도 산청군 산청읍 범학리,4886025032,26,7,10,2,0,1
경상남도 산청군 산청읍 묵곡리,4886025033,17,15,20,4,3,10
경상남도 산청군 삼장면 석남리,4886035021,2,10,2,0,0,0
경상남도 산청군 시천면 중태리,4886036031,11,3,4,0,0,1
경상남도 산청군 삼장면 평촌리,4886035023,8,1,18,0,0,0
경상남도 산청군 삼장면 덕교리,4886035025,1,20,0,0,0,0
경상남도 산청군 금서면 매촌리,4886034021,5,25,7,2,1,0
경상남도 산청군 금서면 향양리,4886034023,7,18,8,2,1,1
경상남도 산청군 금서면 수철리,4886034024,1,21,1,1,0,0
경상남도 산청군 금서면 특리,4886034026,154,27,15,29,23,41
경상남도 산청군 금서면 신아리,4886034027,28,13,21,4,5,14
경상남도 산청군 금서면 화계리,4886034029,34,19,8,3,1,2
충청남도 부여군 남면 신홍리,4476038027,23,25,64,15,10,17
충청남도 부여군 남면 금천리,4476038028,5,19,10,4,9,13
충청남도 부여군 남면 삼용리,4476038029,20,16,18,9,8,6
충청남도 부여군 충화면 천당리,4476039021,10,13,11,9,5,8
충청남도 부여군 충화면 복금리,4476039022,8,14,10,7,3,6
충청남도 부여군 충화면 현미리,4476039024,4,12,16,4,12,2
충청남도 부여군 충화면 가화리,4476039026,10,6,3,1,1,0
충청남도 부여군 충화면 팔충리,4476039027,22,14,5,5,9,5
충청남도 부여군 충화면 만지리,4476039028,22,24,41,18,20,26
충청남도 부여군 양화면,4476040000,253,436,321,232,134,100
충청남도 부여군 양화면 송정리,4476040021,9,6,5,2,1,0
경기도 시흥시 과림동,4139011200,5,7,8,3,3,5
경기도 시흥시 계수동,4139011300,-,-,-,-,-,-
경기도 하남시 망월동,4145010900,-,-,-,-,-,-
경기도 하남시 미사동,4145011100,-,-,-,-,-,-
경기도 하남시 춘궁동,4145011800,-,-,-,-,-,-
경기도 하남시 하사창동,4145011900,-,-,-,-,-,-
경기도 하남시 항동,4145012100,-,-,-,-,-,-
경상남도 고성군 삼산면 병산리,4882031021,1,5,4,3,1,4
전라남도 나주시 다시면 복암리,4617036025,33,50,75,33,18,64
전라남도 나주시 다시면 가흥리,4617036026,21,78,84,49,11,15
울산광역시 동구 서부동,3117010800,4,2,0,1,0,0
울산광역시 북구,3120000000,176,192,130,173,17,54
대전광역시 유성구 금고동,3020014800,8,23,10,1,0,0
대전광역시 유성구 대동,3020014900,14,50,25,2,1,1
대전광역시 유성구 금탄동,3020015000,6,23,9,1,1,0
대전광역시 유성구 신동,3020015100,2,18,9,0,0,0
경기도 화성시 양감면 사창리,4159040022,8,10,2,2,1,1
경기도 화성시 양감면 송산리,4159040024,2,10,4,1,1,1
경기도 화성시 양감면 요당리,4159040026,1,5,3,1,0,1
경기도 화성시 양감면 대양리,4159040027,21,24,12,6,2,1
경기도 화성시 정남면 발산리,4159041021,12,49,24,15,9,11
경기도 화성시 정남면 괘랑리,4159041022,9,36,23,16,11,16
경기도 화성시 정남면 관항리,4159041024,1,10,7,6,4,6
경기도 화성시 정남면 오일리,4159041025,2,24,14,8,5,10
경기도 화성시 정남면 문학리,4159041027,0,7,4,3,0,1
경기도 화성시 정남면 신리,4159041028,1,4,3,2,0,1
경상북도 청도군 금천면 방지리,4782036036,4,5,2,1,0,0
경상북도 청도군 금천면 임당리,4782036037,6,11,5,3,0,4
경상북도 청도군 금천면 신지리,4782036038,9,11,3,2,0,1
경상남도 산청군 삼장면 대하리,4886035028,2,11,8,3,0,0
경상남도 산청군 시천면,4886036000,113,31,56,2,1,2
경상남도 산청군 시천면 중산리,4886036021,-,-,-,-,-,-
경상남도 산청군 시천면 내대리,4886036023,-,-,-,-,-,-
경상남도 산청군 시천면 반천리,4886036025,-,-,-,-,-,-
경상남도 산청군 시천면 원리,4886036026,18,4,4,1,0,0
경상남도 산청군 시천면 천평리,4886036028,26,6,11,0,0,0
경상남도 산청군 시천면 신천리,4886036030,0,1,3,0,0,0
충청북도 충주시 금가면,4313039000,52,89,47,21,20,18
대구광역시 수성구 대흥동,2726012700,0,3,3,2,0,1
대구광역시 동구 미대동,2714013900,36,153,36,6,2,5
대구광역시 동구 중대동,2714014200,0,4,0,0,0,0
대구광역시 서구,2717000000,-,-,-,-,-,-
대구광역시 북구 검단동,2723011300,9,7,1,0,0,0
대구광역시 북구 조야동,2723011600,-,-,-,-,-,-
대구광역시 북구 동호동,2723011900,7,3,4,2,0,0
대구광역시 북구 팔달동,2723012800,-,-,-,-,-,-
대구광역시 북구 연경동,2723013100,6,6,2,2,0,0
대구광역시 수성구 범어동,2726010100,0,0,1,0,0,0
대구광역시 수성구 지산동,2726011200,-,-,-,-,-,-
대구광역시 수성구 매호동,2726011500,2,11,12,6,2,2
대구광역시 수성구 신매동,2726011800,-,-,-,-,-,-
대구광역시 수성구 이천동,2726012400,0,1,2,2,1,0
대구광역시 달서구 성당동,2729010100,-,-,-,-,-,-
경상남도 고성군 상리면 척번정리,4882034021,1,13,23,18,14,28
경상남도 고성군 상리면 고봉리,4882034022,7,15,4,2,1,4
경상남도 고성군 상리면 오산리,4882034024,9,19,18,4,2,6
경상남도 고성군 상리면 동산리,4882034025,0,1,7,3,2,4
경상남도 고성군 상리면 무선리,4882034027,2,4,4,0,1,2
경상남도 고성군 상리면 자은리,4882034028,1,21,22,17,8,11
경상남도 고성군 대가면,4882035000,19,117,120,92,59,143
경상남도 고성군 대가면 금산리,4882035022,3,18,10,15,5,7
경상남도 통영시 당동,4822011400,-,-,-,-,-,-
울산광역시 남구 신정동,3114010400,0,0,0,2,0,0
울산광역시 남구 달동,3114010500,-,-,-,-,-,-
울산광역시 남구 여천동,3114010700,-,-,-,-,-,-
울산광역시 남구 선암동,3114010900,-,-,-,-,-,-
울산광역시 남구 상개동,3114011000,-,-,-,-,-,-
충청남도 홍성군 홍성읍 월산리,4480025024,3,3,3,1,1,0
충청남도 홍성군 홍성읍 옥암리,4480025025,1,3,5,2,0,1
충청남도 홍성군 홍성읍 학계리,4480025027,2,5,5,2,1,1
충청남도 홍성군 홍성읍 신성리,4480025028,0,1,2,1,1,1
충청남도 홍성군 홍성읍 고암리,4480025030,2,3,3,1,1,1
충청남도 홍성군 홍성읍 구룡리,4480025032,3,4,4,3,1,2
충청남도 홍성군 광천읍 신진리,4480025321,2,3,7,7,4,4
충청남도 청양군 비봉면 강정리,4479039027,24,55,29,12,7,2
경기도 동두천시 안흥동,4125010800,2,4,1,0,0,1
전라남도 장성군 삼서면 대도리,4688034025,22,35,20,3,2,4
전라남도 장성군 삼서면 수해리,4688034027,10,112,50,21,11,15
전라남도 장성군 삼서면 우치리,4688034028,1,64,27,1,1,1
전라남도 장성군 삼서면 석마리,4688034030,0,43,12,0,0,0
전라남도 장성군 삼서면 보생리,4688034031,3,26,14,1,1,0
서울특별시 중구 장충동1가,1114014300,-,-,-,-,-,-
전라남도 구례군 산동면 위안리,4673037034,15,14,8,3,0,1
전라남도 구례군 산동면 탑정리,4673037035,45,29,10,8,4,6
전라남도 완도군 금일읍 신구리,4689025322,3,12,12,14,14,20
전라남도 완도군 금일읍 척치리,4689025323,1,12,8,4,4,3
전라남도 완도군 금일읍 충동리,4689025325,0,0,1,0,0,0
전라남도 완도군 금일읍 월송리,4689025326,1,7,22,17,20,17
전라남도 장성군 북이면 죽청리,4688039026,1,16,5,4,2,3
전라남도 장성군 서삼면 추암리,4688037025,4,2,4,1,0,2
전라남도 장성군 서삼면 금계리,4688037026,4,17,10,6,2,5
