bjd_Nm,etc_Area,field_Area,forest_Area,fruit_Area,grass_Area,paddy_Area,stdg_Cd
경기도 여주시 대신면 상구리,1,135,101,65,163,103,4167035026
경상북도 울진군 금강송면,313,612,25367,626,2761,206,4793039000
경상북도 울진군 금강송면 삼근리,35,65,1221,75,296,54,4793039021
경상북도 울진군 금강송면 하원리,36,55,1489,30,177,21,4793039022
경상북도 울진군 금강송면 왕피리,99,87,6841,92,587,42,4793039023
경상북도 울진군 금강송면 쌍전리,25,107,2922,139,577,20,4793039024
경상북도 울진군 금강송면 소광리,50,145,6864,150,298,35,4793039025
경상북도 울진군 금강송면 전곡리,35,46,3623,40,458,8,4793039026
경상북도 울진군 금강송면 광회리,33,108,2406,100,367,27,4793039027
경상북도 울진군 매화면,188,523,6606,259,1934,657,4793040000
경상북도 울진군 매화면 매화리,37,59,163,17,171,120,4793040021
경상북도 울진군 매화면 금매리,15,39,100,10,143,81,4793040022
경상북도 울진군 매화면 오산리,13,88,142,17,302,82,4793040023
경상북도 울진군 매화면 덕신리,3,64,261,39,170,42,4793040024
경상북도 울진군 매화면 신흥리,1,62,287,18,255,67,4793040025
경상북도 울진군 매화면 기양리,58,92,1136,68,276,118,4793040026
경상북도 울진군 매화면 갈면리,36,65,1511,49,301,64,4793040027
경상북도 울진군 매화면 길곡리,24,54,3007,41,316,84,4793040028
전라남도 화순군 도암면 우치리,3,42,593,4,136,29,4679037032
전라남도 화순군 도암면 왕정리,2,27,145,0,37,24,4679037034
서울특별시 서대문구 충정로3가,0,16,0,8,1,1,1141010200
서울특별시 서초구 방배동,1,178,31,99,199,160,1165010100
서울특별시 서초구,201,1474,468,454,1167,925,1165000000
경상북도 영주시 순흥면 청구리,2,57,89,43,211,77,4721037026
경상북도 영주시 단산면 사천리,10,58,54,31,97,97,4721038022
경상북도 영주시 단산면 옥대리,14,113,422,66,145,158,4721038025
경상북도 영주시 단산면 마락리,11,7,1417,45,391,13,4721038028
경상북도 영주시 부석면 북지리,1,101,425,52,251,52,4721039022
경상북도 영주시 부석면 소천리,13,151,709,39,224,75,4721039024
전라남도 함평군 나산면 용두리,12,53,0,108,90,97,4686036028
전라남도 함평군 나산면 월봉리,8,53,46,61,109,129,4686036031
전라남도 함평군 나산면 덕림리,22,35,0,29,75,73,4686036034
전라남도 함평군 해보면,81,726,693,402,1039,998,4686037000
전라남도 함평군 해보면 대창리,9,30,0,0,0,105,4686037022
전라남도 함평군 해보면 금덕리,9,137,34,19,59,108,4686037025
경상남도 진주시 망경동,24,27,6,30,12,50,4817010100
경상남도 진주시 칠암동,31,41,0,0,0,38,4817010400
경상남도 진주시 남성동,3,4,0,6,4,3,4817010700
경상남도 진주시 대안동,0,0,0,0,0,9,4817010900
경상북도 경산시 남천면 신석리,4,11,311,23,116,30,4729037025
경상북도 경산시 남천면 송백리,8,18,776,24,242,76,4729037028
경기도 포천시 가산면 마산리,12,71,0,0,0,272,4165033021
경기도 포천시 가산면 감암리,14,83,0,23,0,112,4165033022
경기도 포천시 가산면 방축리,13,104,0,16,13,136,4165033023
경기도 포천시 가산면 가산리,0,80,0,42,19,97,4165033024
경기도 포천시 가산면 정교리,2,120,2,46,20,111,4165033025
경기도 포천시 가산면 금현리,3,212,27,90,140,201,4165033026
경기도 포천시 가산면 우금리,25,171,545,38,151,55,4165033027
경기도 포천시 가산면 마전리,10,110,152,83,44,111,4165033028
경기도 포천시 신북면,174,1387,3147,409,3668,780,4165034000
경기도 포천시 신북면 가채리,34,147,172,46,256,79,4165034021
경상남도 양산시 원동면 선리,46,52,2067,60,668,79,4833032026
경상남도 양산시 원동면 화제리,102,91,1242,95,471,327,4833032028
전라남도 장흥군 안양면 신촌리,9,54,152,51,87,98,4680032029
전라남도 장흥군 안양면 사촌리,11,60,60,44,75,106,4680032032
전라남도 장흥군 장동면 봉동리,10,63,122,24,192,124,4680033021
전라남도 장흥군 장동면 배산리,5,42,39,40,122,107,4680033023
전라남도 장흥군 장동면 용곡리,6,72,233,6,206,107,4680033028
대전광역시 대덕구 상서동,5,87,14,62,27,49,3023011600
대전광역시 동구 마산동,55,25,122,44,91,37,3011012500
대전광역시 동구 용운동,0,41,41,52,141,73,3011010900
대전광역시 동구 직동,149,45,240,26,173,34,3011012700
대전광역시 서구 용문동,13,47,0,0,0,39,3017010500
대전광역시 유성구 구암동,11,100,24,33,37,137,3020011200
대전광역시 유성구 봉명동,36,15,0,0,0,177,3020011100
대전광역시 유성구 상대동,4,79,5,14,10,57,3020011500
전라남도 담양군 창평면 해곡리,10,42,0,41,15,54,4671034030
전라남도 담양군 창평면 외동리,16,75,374,15,219,64,4671034032
전라남도 담양군 대덕면 비차리,3,92,47,125,78,75,4671035023
전라남도 담양군 대덕면 성곡리,9,48,18,93,74,49,4671035025
전라남도 영광군 법성면 용성리,7,145,3,102,36,96,4687037029
전라남도 영광군 낙월면 상낙월리,1,13,52,16,0,0,4687038021
전라남도 영광군 낙월면 송이리,15,68,215,22,14,6,4687038024
전라남도 영광군 낙월면 영외리,1,4,21,0,22,0,4687038027
전라남도 영광군 낙월면 죽도리,3,1,10,0,3,0,4687038029
전라남도 장성군 장성읍 성산리,0,61,32,6,33,58,4688025022
전라남도 장성군 장성읍 단광리,20,90,172,37,355,69,4688025025
전라남도 장성군 장성읍 안평리,31,83,24,28,62,151,4688025028
경상북도 김천시 황금동,0,18,22,12,20,14,4715010700
충청남도 천안시서북구 업성동,25,129,21,28,11,109,4413310900
충청남도 천안시서북구 신당동,3,125,0,46,62,116,4413311000
충청남도 천안시서북구 부대동,4,131,0,26,56,107,4413311100
경상남도 거제시 장평동,69,116,172,63,233,78,4831010800
경상남도 거제시 고현동,151,51,124,48,105,79,4831010900
경상남도 거제시 상동동,14,40,182,29,191,113,4831011000
경상남도 거제시 문동동,13,14,221,26,188,64,4831011100
경상남도 거제시 삼거동,8,22,437,51,412,70,4831011200
경상남도 거제시 양정동,11,40,146,34,115,77,4831011300
경상남도 거제시 수월동,4,17,207,53,308,103,4831011400
인천광역시 서구 불로동,1,112,38,108,112,169,2826012100
경상북도 상주시 낙동면,432,910,1558,1159,2724,2220,4725033000
경상북도 상주시 낙동면 낙동리,73,73,14,30,42,165,4725033022
경상북도 상주시 낙동면 구잠리,7,68,8,144,126,103,4725033024
경상북도 상주시 낙동면 내곡리,18,36,7,23,48,126,4725033030
경기도 김포시 고촌읍 신곡리,135,173,0,49,47,323,4157025324
경기도 수원시팔달구 남창동,0,8,0,5,14,0,4111512300
경기도 수원시팔달구 영동,0,4,0,0,0,0,4111512400
경기도 수원시팔달구 중동,0,4,0,0,0,0,4111512500
경상남도 창원시마산합포구 진전면 고사리,44,27,597,18,82,88,4812534036
경상남도 창원시마산합포구 진전면 여양리,5,20,810,43,106,33,4812534037
경상남도 창원시마산회원구,287,894,4084,409,2174,1243,4812700000
경상남도 창원시마산회원구 구암동,3,50,72,27,81,82,4812710100
경상남도 창원시마산회원구 두척동,5,41,371,21,160,92,4812710200
경상남도 창원시마산회원구 봉암동,74,62,173,7,233,26,4812710300
경상남도 창원시마산합포구 두월동1가,0,1,0,0,0,0,4812511200
경상남도 창원시마산합포구 두월동2가,0,1,0,0,0,0,4812511300
경상남도 창원시마산합포구 두월동3가,0,1,0,0,0,0,4812511400
경상남도 창원시마산합포구 문화동,0,2,0,0,1,7,4812511500
경상남도 창원시마산합포구 반월동,0,3,0,0,0,2,4812511600
경상남도 창원시마산합포구 부림동,0,0,0,0,0,5,4812511700
경상남도 창원시마산합포구 산호동,14,1,3,6,14,88,4812511800
경상남도 창원시마산합포구 상남동,2,0,0,16,0,24,4812511900
경상남도 창원시마산합포구 서성동,0,5,0,0,0,6,4812512000
경상남도 창원시마산합포구 성호동,0,1,0,0,3,12,4812512100
경상남도 창원시마산합포구 진동면 요장리,14,17,31,30,171,71,4812532025
경상남도 창원시마산합포구 진동면 다구리,2,16,88,8,110,50,4812532026
경상남도 창원시마산합포구 진동면 교동리,16,18,169,26,128,69,4812532027
경상남도 창원시마산합포구 진동면 인곡리,15,13,191,37,253,56,4812532028
경상남도 창원시마산합포구 진동면 태봉리,3,8,285,25,81,29,4812532029
경상남도 창원시마산합포구 진동면 동전리,11,16,431,30,176,67,4812532030
경상남도 창원시마산합포구 진북면,78,292,2332,177,991,810,4812533000
경상남도 창원시마산합포구 진북면 지산리,12,28,47,3,61,104,4812533021
경상남도 창원시마산합포구 진북면 예곡리,3,11,33,1,27,48,4812533022
경상남도 창원시마산합포구 진북면 인곡리,6,25,472,12,174,93,4812533023
경상남도 합천군 덕곡면 병배리,5,23,143,18,71,24,4889038023
경상남도 합천군 덕곡면 율원리,3,28,205,34,217,56,4889038026
경상남도 합천군 청덕면 두곡리,7,44,307,15,67,62,4889039023
경상남도 합천군 청덕면 대부리,19,43,483,32,22,90,4889039024
제주특별자치도 서귀포시 성산읍 성산리,28,78,10,7,2,0,5013025921
제주특별자치도 서귀포시 성산읍 오조리,50,193,268,10,82,4,5013025922
제주특별자치도 서귀포시 성산읍 시흥리,12,347,235,21,162,20,5013025923
제주특별자치도 서귀포시 성산읍 고성리,8,414,181,33,187,47,5013025924
제주특별자치도 서귀포시 성산읍 수산리,4,765,915,12,916,0,5013025925
경상북도 문경시 마성면 신현리,63,122,423,17,174,69,4728036025
경상북도 문경시 마성면 남호리,12,70,169,4,90,64,4728036028
경상북도 문경시 농암면,120,723,6211,345,2223,718,4728037000
경상북도 문경시 농암면 연천리,10,101,600,34,167,68,4728037023
경상북도 문경시 농암면 사현리,0,70,178,49,190,76,4728037029
경상북도 경산시 삼북동,0,1,0,0,2,28,4729010200
경상북도 경산시 상방동,4,17,3,1,31,13,4729010500
경상남도 창원시진해구 중앙동,0,0,0,0,0,2,4812912600
경상남도 창원시진해구 부흥동,0,0,0,0,0,1,4812912700
경상남도 창원시진해구 중평동,0,0,0,0,0,2,4812912800
경상남도 창원시진해구 근화동,0,0,0,0,0,2,4812912900
경상남도 창원시진해구 송죽동,0,0,0,0,0,1,4812913000
전라남도 해남군 옥천면 용동리,25,122,490,85,482,141,4682037034
전라남도 해남군 계곡면 성진리,24,127,216,139,108,162,4682038021
전라남도 해남군 계곡면 당산리,6,85,163,46,209,126,4682038024
전라남도 해남군 계곡면 반계리,5,67,24,19,23,123,4682038027
전라남도 해남군 계곡면 여수리,7,84,66,31,9,138,4682038030
전라남도 해남군 마산면 화내리,6,102,64,83,78,101,4682039021
전라남도 해남군 마산면 송석리,9,75,105,36,127,64,4682039024
전라남도 해남군 마산면 연구리,587,333,0,40,10,103,4682039028
전라남도 해남군 마산면 상등리,43,155,99,94,183,160,4682039031
전라남도 해남군 황산면 원호리,410,214,27,230,167,186,4682040022
전라남도 해남군 황산면 우항리,209,280,0,14,121,129,4682040025
전라남도 해남군 황산면 한자리,389,244,0,118,26,430,4682040027
경상북도 상주시 공검면 중소리,31,39,204,18,128,80,4725045031
경상북도 상주시 이안면 아천리,38,61,233,48,124,104,4725046026
경기도 광주시 곤지암읍 건업리,4,108,387,7,248,57,4161025930
경기도 광주시 곤지암읍 장심리,3,39,287,3,128,35,4161025931
경기도 광주시 곤지암읍 연곡리,7,58,46,4,85,58,4161025932
경기도 광주시 곤지암읍 오향리,6,73,303,0,168,44,4161025933
경기도 광주시 곤지암읍 열미리,12,138,649,15,159,56,4161025934
경기도 광주시 곤지암읍 신대리,6,63,112,4,95,34,4161025935
경기도 광주시 곤지암읍 삼리,11,152,12,82,56,85,4161025936
충청남도 서산시 대산읍 독곶리,407,184,24,80,193,170,4421025031
광주광역시 서구 동천동,8,12,0,0,0,98,2914013300
경기도 김포시 양촌읍,273,826,96,184,173,1809,4157025600
경기도 김포시 양촌읍 양곡리,4,129,0,16,0,150,4157025621
제주특별자치도 제주시 한경면 용수리,24,344,246,11,25,163,5011031022
제주특별자치도 제주시 한경면 고산리,7,482,151,0,66,242,5011031023
제주특별자치도 제주시 한경면 판포리,3,407,172,4,66,1,5011031024
제주특별자치도 제주시 한경면 금등리,1,91,73,0,0,14,5011031025
제주특별자치도 제주시 한경면 조수리,0,734,243,29,74,4,5011031026
제주특별자치도 제주시 한경면 두모리,2,273,287,0,0,41,5011031027
제주특별자치도 제주시 한경면 신창리,8,86,89,0,0,10,5011031028
울산광역시 울주군 상북면 등억알프스리,17,44,928,178,256,73,3171038034
경상남도 진주시 충무공동,26,75,3,61,52,192,4817013700
부산광역시 기장군 정관읍,58,258,1015,432,1324,736,2671025600
부산광역시 기장군 정관읍 방곡리,1,6,35,15,37,33,2671025621
부산광역시 기장군 정관읍 매학리,4,22,72,27,103,57,2671025622
부산광역시 기장군 정관읍 임곡리,5,36,10,30,131,57,2671025623
부산광역시 기장군 정관읍 월평리,1,20,7,15,72,49,2671025624
부산광역시 기장군 정관읍 달산리,12,48,140,85,119,94,2671025625
부산광역시 기장군 정관읍 병산리,5,12,214,45,310,44,2671025626
부산광역시 기장군 정관읍 모전리,3,34,72,41,78,77,2671025627
부산광역시 기장군 정관읍 용수리,9,32,241,58,117,115,2671025628
부산광역시 기장군 정관읍 두명리,3,25,67,67,138,76,2671025629
부산광역시 기장군 정관읍 예림리,15,23,157,50,220,135,2671025630
경기도 광주시 남한산성면,46,360,1521,50,1143,242,4161037000
경기도 광주시 남한산성면 산성리,0,54,81,6,87,3,4161037021
경기도 광주시 남한산성면 엄미리,0,62,236,0,351,45,4161037022
경기도 광주시 남한산성면 광지원리,12,27,230,0,59,22,4161037023
경기도 광주시 남한산성면 상번천리,10,83,164,33,189,65,4161037024
경기도 광주시 남한산성면 하번천리,15,27,116,9,137,41,4161037025
경기도 광주시 남한산성면 오전리,7,34,264,2,100,27,4161037026
경기도 광주시 남한산성면 불당리,1,39,205,0,75,19,4161037027
경기도 광주시 남한산성면 검복리,1,33,223,0,145,20,4161037028
경기도 가평군 조종면,195,869,6579,303,2934,393,4182034500
경기도 가평군 조종면 현리,16,166,52,93,73,96,4182034521
경기도 가평군 조종면 신상리,36,182,495,48,444,67,4182034522
경기도 가평군 조종면 상판리,24,136,2330,28,554,45,4182034524
경기도 가평군 조종면 신하리,21,78,122,15,168,46,4182034525
경기도 가평군 조종면 마일리,8,82,1100,17,770,23,4182034526
경기도 가평군 조종면 대보리,52,95,745,0,436,67,4182034527
경상북도 김천시 율곡동,22,116,10,55,50,179,4715012000
경상북도 예천군 효자면,25,366,3578,592,1755,391,4790042000
경상북도 예천군 효자면 도촌리,3,66,161,50,122,55,4790042021
경상북도 예천군 효자면 사곡리,4,10,342,46,133,26,4790042022
경상북도 예천군 효자면 명봉리,2,64,603,90,276,46,4790042023
경상북도 예천군 효자면 용두리,1,34,520,62,280,37,4790042024
경상북도 예천군 효자면 두성리,2,51,287,73,229,36,4790042025
경상북도 예천군 효자면 백석리,2,39,432,73,156,42,4790042026
경상북도 예천군 효자면 초항리,0,7,236,17,62,10,4790042027
경상북도 예천군 효자면 고항리,5,38,648,90,344,50,4790042028
경상북도 예천군 효자면 석묘리,4,18,215,31,90,46,4790042029
경상북도 예천군 효자면 보곡리,0,40,133,60,61,43,4790042030
경상북도 예천군 은풍면,46,459,1141,443,906,457,4790043000
경상북도 예천군 은풍면 우곡리,13,55,112,67,62,76,4790043021
경상북도 예천군 은풍면 탑리,3,42,123,67,85,58,4790043022
경상북도 예천군 은풍면 동사리,3,31,123,18,98,32,4790043023
경상북도 예천군 은풍면 은산리,3,49,43,31,8,34,4790043024
경상북도 예천군 은풍면 송월리,5,56,156,86,94,59,4790043025
경상북도 예천군 은풍면 금곡리,0,68,188,49,171,29,4790043026
경상북도 예천군 은풍면 오류리,12,36,59,16,94,66,4790043027
경상북도 예천군 은풍면 율곡리,3,41,83,21,92,34,4790043028
경상북도 예천군 은풍면 부초리,5,53,75,42,131,52,4790043029
경상북도 예천군 은풍면 시항리,0,29,179,45,70,17,4790043030
경기도 김포시 고촌읍 전호리,77,24,0,10,4,227,4157025325
경상남도 사천시 사남면 유천리,52,48,0,69,0,78,4824032024
경상남도 사천시 사남면 화전리,27,50,240,36,251,186,4824032026
경상남도 사천시 사남면 계양리,5,5,307,5,48,25,4824032030
경상남도 사천시 용현면 통양리,2,41,0,22,0,56,4824033023
경상남도 사천시 용현면 신복리,5,36,79,61,78,104,4824033026
경상남도 사천시 용현면 용치리,3,0,253,29,134,13,4824033029
경상남도 사천시 용현면 금문리,7,35,0,0,0,60,4824033030
경상남도 사천시 용현면 덕곡리,15,22,26,26,66,88,4824033032
경상남도 사천시 축동면 사다리,2,96,6,112,143,101,4824034023
경상남도 사천시 곤양면 성내리,0,11,0,6,1,0,4824035021
경상남도 사천시 곤양면 송전리,17,28,276,34,139,70,4824035024
경기도 양주시 장흥면 교현리,4,174,643,56,160,6,4163034021
경기도 양주시 장흥면 울대리,1,127,633,42,325,5,4163034022
경기도 양주시 장흥면 부곡리,12,222,295,80,361,3,4163034023
경기도 양주시 장흥면 석현리,4,104,893,3,197,0,4163034024
경기도 양주시 장흥면 일영리,13,181,214,67,278,34,4163034025
경기도 양주시 장흥면 삼상리,40,206,299,61,161,21,4163034026
경기도 양주시 장흥면 삼하리,17,144,127,48,119,13,4163034027
경기도 수원시장안구 파장동,7,120,26,36,294,29,4111112900
경기도 수원시장안구 정자동,14,64,0,14,0,245,4111113000
경기도 수원시장안구 이목동,5,106,26,66,118,33,4111113100
경기도 양주시 남방동,19,130,1,88,0,66,4163010300
경기도 양주시 마전동,23,135,48,131,76,28,4163010400
경기도 양주시 산북동,7,168,151,199,187,9,4163010500
경기도 양주시 광사동,4,177,32,223,129,23,4163010600
경기도 양주시 만송동,5,225,120,124,30,57,4163010700
경기도 양주시 삼숭동,7,303,163,41,0,52,4163010800
경기도 양주시 고읍동,4,131,0,24,19,19,4163010900
경기도 양주시 덕정동,17,174,0,19,57,46,4163011000
경기도 양주시 봉양동,15,354,219,34,100,53,4163011100
경기도 양주시 회암동,5,218,209,60,28,19,4163011200
경기도 양주시 율정동,1,176,146,45,117,12,4163011300
경기도 양주시 옥정동,15,418,4,145,8,153,4163011400
경기도 양주시 고암동,11,183,0,64,53,14,4163011500
경기도 양주시 덕계동,16,287,92,134,197,42,4163011600
경상북도 김천시 부항면 어전리,4,57,740,41,224,69,4715043026
경상북도 김천시 부항면 희곡리,5,19,247,50,139,64,4715043033
경상북도 김천시 대덕면 덕산리,3,27,394,63,219,69,4715044022
세종특별자치시 ,2378,8504,1640,10244,13127,10631,3611000000
세종특별자치시  반곡동,12,56,0,97,61,98,3611010100
세종특별자치시  소담동,4,23,0,13,0,76,3611010200
세종특별자치시  보람동,2,1,0,0,0,130,3611010300
세종특별자치시  대평동,6,18,0,0,0,126,3611010400
세종특별자치시  가람동,2,58,4,26,42,31,3611010500
세종특별자치시  한솔동,1,28,0,48,1,45,3611010600
세종특별자치시  나성동,10,7,0,9,0,149,3611010700
세종특별자치시  새롬동,0,28,0,79,10,32,3611010800
세종특별자치시  다정동,3,36,0,67,9,54,3611010900
전라남도 해남군 산이면 상공리,508,292,0,13,60,123,4682041031
전라남도 해남군 문내면 용암리,8,301,0,37,75,481,4682042021
전라남도 해남군 문내면 선두리,6,52,0,38,16,40,4682042024
전라남도 해남군 문내면 서상리,2,37,0,0,52,43,4682042026
전라남도 해남군 화원면 청용리,214,30,11,33,28,4,4682043021
전라남도 해남군 화원면 마산리,3,135,56,81,134,69,4682043025
전라남도 해남군 화원면 매월리,10,131,63,23,345,49,4682043028
전라남도 해남군 화원면 주광리,23,87,28,158,73,39,4682043031
전라남도 해남군 화원면 장춘리,58,161,47,82,93,91,4682043034
전라남도 영암군 영암읍 서남리,0,0,0,18,0,0,4683025023
전라남도 영암군 영암읍 용흥리,2,45,120,0,24,68,4683025028
전라남도 영암군 영암읍 송평리,20,106,0,28,1,299,4683025031
경상북도 문경시 문경읍 고요리,21,130,494,23,148,113,4728025031
경상북도 문경시 문경읍 당포리,40,86,975,52,67,81,4728025033
경상북도 문경시 문경읍 갈평리,26,139,422,49,229,71,4728025036
경상북도 문경시 문경읍 관음리,27,98,1108,66,202,49,4728025038
경상북도 문경시 가은읍 갈전리,27,72,848,48,298,119,4728025322
경상북도 문경시 가은읍 성저리,20,105,325,8,161,102,4728025325
경상북도 문경시 가은읍 수예리,0,47,183,44,202,38,4728025326
경상북도 문경시 가은읍 민지리,35,47,278,12,53,43,4728025327
경상북도 문경시 가은읍 죽문리,3,19,880,17,121,44,4728025330
경상북도 문경시 영순면 김용리,15,53,0,41,0,71,4728031022
경상북도 문경시 영순면 왕태리,27,138,0,43,9,240,4728031025
경상남도 김해시 생림면,387,554,1708,330,1197,890,4825035000
경상남도 김해시 생림면 사촌리,6,46,165,17,79,46,4825035022
경상남도 김해시 생림면 마사리,178,201,103,23,151,161,4825035025
경상남도 김해시 생림면 도요리,147,40,273,8,114,97,4825035028
경상남도 김해시 상동면 감노리,132,71,391,21,50,90,4825036023
경상남도 김해시 상동면 묵방리,1,59,272,146,379,47,4825036026
경상남도 김해시 대동면 주중리,5,20,15,10,37,39,4825037022
경상남도 김해시 대동면 초정리,42,19,47,15,48,279,4825037025
경상남도 김해시 대동면 덕산리,80,48,240,68,163,137,4825037028
경상남도 밀양시 용평동,61,123,13,40,84,72,4827010600
경상남도 밀양시 삼랑진읍,480,625,3357,550,1818,1059,4827025000
경기도 수원시팔달구 교동,0,18,0,4,7,0,4111513200
경기도 수원시팔달구 매교동,2,27,0,8,0,5,4111513300
경기도 수원시팔달구 매산로1가,0,22,0,1,0,1,4111513400
제주특별자치도 제주시 한경면 낙천리,0,411,139,5,73,0,5011031029
제주특별자치도 제주시 한경면 저지리,715,493,114,45,135,0,5011031030
전라남도 장성군 북하면 단전리,6,59,464,5,106,40,4688040023
전라남도 장성군 북하면 중평리,6,39,340,0,111,31,4688040026
전라남도 장성군 북하면 대흥리,9,39,216,0,99,23,4688040028
전라남도 완도군 완도읍 가용리,47,122,79,66,227,74,4689025022
전라남도 완도군 완도읍 화흥리,68,125,93,22,97,33,4689025029
전라남도 완도군 금일읍 화목리,4,73,8,40,51,12,4689025321
전라남도 완도군 금일읍 장정리,2,45,58,92,45,4,4689025324
전라남도 장흥군 장흥읍 우산리,2,51,21,47,27,66,4680025048
전라남도 장흥군 용산면 금곡리,5,17,22,2,19,98,4680031035
제주특별자치도 제주시 애월읍 애월리,13,267,65,21,14,0,5011025334
제주특별자치도 제주시 애월읍 납읍리,0,366,20,0,416,0,5011025335
제주특별자치도 제주시 애월읍 어음리,5,1339,306,0,757,17,5011025336
제주특별자치도 제주시 애월읍 곽지리,5,291,31,16,74,0,5011025337
제주특별자치도 제주시 애월읍 금성리,5,136,11,0,32,2,5011025338
제주특별자치도 제주시 애월읍 봉성리,31,1588,939,12,668,21,5011025339
제주특별자치도 제주시 애월읍 하귀1리,4,169,1,14,8,48,5011025340
제주특별자치도 제주시 애월읍 하귀2리,5,161,0,11,0,66,5011025341
제주특별자치도 제주시 애월읍 유수암리,15,1130,473,9,347,0,5011025342
경상남도 창원시성산구 토월동,1,16,132,23,41,8,4812310100
경상남도 창원시성산구 사파정동,1,22,95,25,32,23,4812310200
경상남도 창원시성산구 가음정동,6,14,0,19,12,65,4812310300
경상남도 창원시성산구 외동,14,11,0,14,5,70,4812310400
경상남도 창원시성산구 대방동,3,29,107,23,35,58,4812310500
경상남도 창원시성산구 남산동,15,0,1,21,9,102,4812310600
경상남도 창원시성산구 삼정자동,0,3,30,6,16,9,4812310700
경상남도 창원시성산구 천선동,12,19,256,33,481,62,4812310800
경상남도 창원시성산구 불모산동,18,0,318,34,337,26,4812310900
경상남도 창원시성산구 안민동,3,27,125,52,65,6,4812311000
경상남도 창원시성산구 내동,15,25,0,3,31,97,4812311100
경상남도 창원시마산합포구 창포동3가,0,5,0,0,0,0,4812515300
경상남도 창원시마산합포구 청계동,0,2,0,0,0,0,4812515400
경상남도 창원시마산합포구 추산동,0,0,0,3,2,10,4812515500
경상남도 창원시마산합포구 평화동,0,1,0,0,0,3,4812515600
경상남도 창원시마산합포구 화영동,0,0,0,3,0,1,4812515700
경상남도 창원시마산합포구 해운동,36,5,0,2,0,7,4812515800
경상남도 창원시마산합포구 현동,7,48,270,37,233,110,4812515900
경상남도 창원시마산합포구 홍문동,0,3,0,0,0,0,4812516000
경상남도 창원시마산합포구 구산면,100,281,1642,354,1461,528,4812531000
경상남도 창원시마산합포구 구산면 유산리,2,8,80,11,86,33,4812531021
제주특별자치도 서귀포시 호근동,9,547,167,16,103,22,5013010400
제주특별자치도 서귀포시 동홍동,17,601,609,12,175,12,5013010500
제주특별자치도 서귀포시 서홍동,36,602,538,13,244,34,5013010600
제주특별자치도 서귀포시 상효동,30,691,2092,79,168,0,5013010700
제주특별자치도 서귀포시 하효동,5,229,4,0,0,0,5013010800
제주특별자치도 서귀포시 신효동,6,289,50,13,65,0,5013010900
제주특별자치도 서귀포시 보목동,4,233,78,0,47,2,5013011000
제주특별자치도 서귀포시 토평동,28,805,395,38,311,11,5013011100
제주특별자치도 서귀포시 중문동,35,592,1424,15,504,18,5013011200
제주특별자치도 서귀포시 회수동,6,265,4,0,125,0,5013011300
경상남도 창원시마산회원구 석전동,5,92,14,3,21,10,4812710400
경상남도 창원시마산회원구 양덕동,65,172,13,8,54,2,4812710500
경상남도 창원시마산회원구 합성동,5,105,315,43,225,68,4812710600
경상남도 창원시마산회원구 회성동,3,30,91,30,43,68,4812710700
경상남도 창원시마산회원구 회원동,5,47,174,22,69,100,4812710800
경상남도 창원시마산회원구 내서읍,122,297,2862,247,1288,797,4812725000
경상남도 창원시마산회원구 내서읍 안성리,9,14,312,27,133,69,4812725021
경상남도 창원시마산회원구 내서읍 평성리,5,33,68,13,119,81,4812725022
경상남도 창원시마산회원구 내서읍 호계리,22,28,87,5,62,94,4812725023
경상남도 창원시마산회원구 내서읍 용담리,1,22,80,36,139,50,4812725024
경기도 양주시 남면 한산리,2,141,38,47,57,119,4163032029
전라남도 신안군 압해읍,354,2387,98,956,1097,1836,4691025300
전라남도 신안군 압해읍 복룡리,35,363,0,120,38,205,4691025321
전라남도 신안군 압해읍 가룡리,12,141,0,258,40,106,4691025322
전라남도 신안군 압해읍 고이리,44,168,0,0,297,140,4691025323
전라남도 신안군 압해읍 매화리,24,316,62,0,271,172,4691025324
전라남도 신안군 압해읍 신용리,37,128,0,82,1,114,4691025325
전라남도 신안군 압해읍 학교리,4,159,0,31,5,77,4691025326
전라남도 신안군 압해읍 동서리,31,163,0,55,13,215,4691025327
전라남도 신안군 압해읍 대천리,33,198,0,115,41,167,4691025328
전라남도 신안군 압해읍 송공리,16,179,36,97,74,60,4691025329
전라남도 신안군 압해읍 분매리,37,227,0,80,43,263,4691025330
세종특별자치시  부강면,111,631,389,309,706,639,3611033000
세종특별자치시  부강면 부강리,30,167,46,41,58,105,3611033021
세종특별자치시  부강면 행산리,7,38,3,46,70,105,3611033022
세종특별자치시  부강면 산수리,10,31,0,29,16,88,3611033023
세종특별자치시  부강면 갈산리,8,43,0,28,50,66,3611033024
세종특별자치시  부강면 문곡리,4,93,76,52,228,85,3611033025
충청북도 청주시상당구,2085,6229,14325,2571,10583,4547,4311100000
충청북도 청주시상당구 영동,2,23,0,0,0,0,4311110100
충청북도 청주시상당구 북문로1가,0,9,0,0,0,0,4311110200
충청북도 청주시상당구 북문로2가,0,17,0,0,0,0,4311110300
충청북도 청주시상당구 북문로3가,0,12,0,0,0,0,4311110400
충청북도 청주시상당구 남문로1가,0,10,0,0,0,0,4311110500
충청북도 청주시상당구 남문로2가,0,6,0,0,0,0,4311110600
충청북도 청주시상당구 문화동,0,14,0,0,0,0,4311110700
충청북도 청주시상당구 서운동,0,11,0,0,1,2,4311110800
충청북도 청주시상당구 서문동,3,17,0,0,0,0,4311110900
