bjd_Nm,etc_Area,field_Area,forest_Area,fruit_Area,grass_Area,paddy_Area,stdg_Cd
강원특별자치도 원주시 신림면 신림리,31,209,494,0,781,109,5113039021
강원특별자치도 원주시 신림면 금창리,6,132,259,34,829,51,5113039022
강원특별자치도 원주시 신림면 구학리,6,140,345,11,706,58,5113039023
강원특별자치도 원주시 신림면 용암리,32,110,212,8,434,130,5113039024
강원특별자치도 원주시 신림면 성남리,17,89,1850,19,967,58,5113039025
강원특별자치도 원주시 신림면 황둔리,45,96,1484,30,1823,133,5113039026
강원특별자치도 원주시 신림면 송계리,30,85,264,16,567,80,5113039027
강원특별자치도 강릉시,2214,8999,60891,3257,21567,7009,5115000000
강원특별자치도 강릉시 홍제동,19,100,4,19,165,67,5115010100
강원특별자치도 강릉시 남문동,5,8,0,2,3,0,5115010200
강원특별자치도 강릉시 명주동,0,3,0,3,0,0,5115010300
강원특별자치도 강릉시 성내동,0,3,0,1,0,0,5115010400
강원특별자치도 강릉시 임당동,0,18,0,5,0,0,5115010500
강원특별자치도 강릉시 금학동,0,6,0,0,0,0,5115010600
강원특별자치도 강릉시 용강동,0,4,0,7,0,0,5115010700
강원특별자치도 강릉시 성남동,16,11,0,0,0,3,5115010800
강원특별자치도 강릉시 옥천동,4,24,0,0,0,30,5115010900
강원특별자치도 강릉시 교동,5,151,3,82,184,107,5115011000
강원특별자치도 강릉시 포남동,19,120,0,74,72,100,5115011100
강원특별자치도 강릉시 초당동,33,96,0,6,19,14,5115011200
강원특별자치도 강릉시 강문동,22,61,0,0,0,38,5115011300
강원특별자치도 강릉시 송정동,23,133,0,0,0,119,5115011400
강원특별자치도 강릉시 견소동,24,45,0,0,2,0,5115011500
강원특별자치도 강릉시 내곡동,18,112,0,75,64,29,5115011600
강원특별자치도 강릉시 회산동,26,52,0,8,46,66,5115011700
강원특별자치도 강릉시 장현동,47,29,0,10,51,18,5115011800
강원특별자치도 강릉시 박월동,8,79,8,9,20,84,5115011900
강원특별자치도 강릉시 담산동,3,31,0,31,10,67,5115012000
강원특별자치도 강릉시 노암동,6,80,2,28,103,35,5115012100
강원특별자치도 강릉시 유산동,10,46,6,19,47,97,5115012200
강원특별자치도 강릉시 월호평동,0,68,0,8,0,102,5115012300
강원특별자치도 강릉시 신석동,2,24,0,12,0,23,5115012400
강원특별자치도 강릉시 입암동,34,102,0,54,48,67,5115012500
강원특별자치도 강릉시 청량동,10,30,0,14,17,92,5115012600
강원특별자치도 강릉시 두산동,1,25,0,2,29,53,5115012700
강원특별자치도 강릉시 학동,4,42,0,11,39,50,5115012800
강원특별자치도 강릉시 병산동,37,173,0,6,9,60,5115012900
강원특별자치도 강릉시 남항진동,31,84,0,0,0,18,5115013000
강원특별자치도 강릉시 유천동,8,60,4,13,182,37,5115013100
강원특별자치도 강릉시 지변동,14,41,0,26,71,45,5115013200
강원특별자치도 강릉시 죽헌동,21,47,17,32,101,83,5115013300
강원특별자치도 강릉시 대전동,7,71,94,11,193,97,5115013400
강원특별자치도 강릉시 운정동,41,22,0,11,1,127,5115013500
강원특별자치도 강릉시 난곡동,4,34,1,10,84,38,5115013600
강원특별자치도 강릉시 저동,29,51,0,15,82,62,5115013700
강원특별자치도 강릉시 안현동,20,57,13,51,178,105,5115013800
강원특별자치도 강릉시 운산동,0,53,0,88,95,144,5115013900
강원특별자치도 강릉시 주문진읍,179,789,2042,581,1799,637,5115025000
강원특별자치도 강릉시 주문진읍 주문리,15,131,2,146,9,99,5115025021
강원특별자치도 강릉시 주문진읍 교항리,32,298,53,103,95,104,5115025022
강원특별자치도 강릉시 주문진읍 장덕리,32,162,299,133,478,156,5115025023
강원특별자치도 강릉시 주문진읍 삼교리,22,3,1619,12,785,67,5115025024
강원특별자치도 강릉시 주문진읍 향호리,77,194,70,188,433,211,5115025025
강원특별자치도 강릉시 성산면,117,525,3693,112,3003,579,5115031000
강원특별자치도 강릉시 성산면 구산리,8,58,66,0,14,22,5115031021
강원특별자치도 강릉시 성산면 관음리,0,68,110,0,327,70,5115031022
강원특별자치도 강릉시 성산면 금산리,16,54,52,9,65,94,5115031023
강원특별자치도 강릉시 성산면 위촌리,1,105,97,12,423,104,5115031024
강원특별자치도 강릉시 성산면 송암리,1,64,71,11,288,69,5115031025
강원특별자치도 강릉시 성산면 보광리,9,17,1296,24,727,77,5115031026
강원특별자치도 강릉시 성산면 어흘리,18,29,1529,28,745,52,5115031027
강원특별자치도 강릉시 성산면 오봉리,51,28,224,0,111,14,5115031028
강원특별자치도 강릉시 성산면 산북리,13,102,249,27,302,78,5115031029
강원특별자치도 강릉시 왕산면,280,1086,17640,466,4873,237,5115032000
강원특별자치도 강릉시 왕산면 도마리,60,46,1928,24,438,91,5115032021
강원특별자치도 강릉시 왕산면 목계리,24,6,3457,26,475,45,5115032022
강원특별자치도 강릉시 왕산면 왕산리,26,2,3259,4,900,19,5115032023
강원특별자치도 강릉시 왕산면 고단리,14,237,1266,24,704,54,5115032024
강원특별자치도 강릉시 왕산면 송현리,5,89,811,10,541,15,5115032025
강원특별자치도 강릉시 왕산면 대기리,151,706,6919,377,1815,12,5115032026
강원특별자치도 강릉시 구정면,86,868,1312,227,1114,674,5115033000
전북특별자치도 남원시 수지면 남창리,19,128,16,57,76,208,5219032021
전북특별자치도 남원시 수지면 초리,12,52,34,12,33,67,5219032022
전북특별자치도 남원시 수지면 산정리,11,95,46,37,79,96,5219032023
전북특별자치도 남원시 수지면 유암리,6,129,97,67,262,83,5219032024
전북특별자치도 남원시 수지면 호곡리,20,100,168,14,77,141,5219032025
전북특별자치도 남원시 수지면 고평리,9,98,425,8,213,146,5219032026
전북특별자치도 남원시 송동면,294,1007,178,383,307,1149,5219033000
전북특별자치도 남원시 송동면 신평리,68,196,0,33,5,255,5219033021
전북특별자치도 김제시 부량면 용성리,18,0,0,1,0,276,5221036025
전북특별자치도 김제시 부량면 금강리,0,0,0,0,0,208,5221036026
전북특별자치도 김제시 부량면 옥정리,25,0,0,0,0,378,5221036027
전북특별자치도 김제시 공덕면,146,1001,0,34,0,1683,5221038000
전북특별자치도 김제시 공덕면 마현리,1,91,0,6,0,144,5221038021
전북특별자치도 김제시 공덕면 황산리,7,170,0,25,0,249,5221038022
전북특별자치도 김제시 공덕면 공덕리,5,400,0,2,0,234,5221038023
전북특별자치도 김제시 공덕면 동계리,40,57,0,0,0,417,5221038024
전북특별자치도 김제시 공덕면 저산리,92,33,0,1,0,297,5221038025
전북특별자치도 김제시 공덕면 제말리,0,142,0,0,0,117,5221038026
전북특별자치도 김제시 공덕면 회룡리,0,108,0,0,0,226,5221038027
전북특별자치도 김제시 청하면,166,624,0,30,11,1139,5221039000
전북특별자치도 김제시 청하면 동지산리,79,72,0,13,2,382,5221039021
전북특별자치도 김제시 청하면 장산리,62,113,0,10,8,243,5221039022
전북특별자치도 김제시 청하면 대청리,8,57,0,7,1,183,5221039023
전북특별자치도 김제시 청하면 관상리,16,263,0,0,0,184,5221039024
전북특별자치도 김제시 청하면 월현리,0,118,0,0,0,147,5221039025
전북특별자치도 김제시 성덕면,174,582,0,0,0,1464,5221040000
전북특별자치도 김제시 성덕면 석동리,2,77,0,0,0,199,5221040021
전북특별자치도 김제시 성덕면 대목리,8,181,0,0,0,243,5221040022
전북특별자치도 김제시 성덕면 대석리,16,72,0,0,0,338,5221040023
전북특별자치도 김제시 성덕면 묘라리,22,164,0,0,0,123,5221040024
전북특별자치도 김제시 성덕면 성덕리,3,82,0,0,0,136,5221040025
전북특별자치도 김제시 성덕면 남포리,123,5,0,0,0,426,5221040026
전북특별자치도 김제시 진봉면,1762,330,0,58,89,2489,5221041000
전북특별자치도 김제시 진봉면 고사리,622,52,0,17,11,708,5221041021
전북특별자치도 김제시 진봉면 정당리,2,141,0,0,0,296,5221041022
전북특별자치도 김제시 진봉면 가실리,2,79,0,0,0,344,5221041023
전북특별자치도 김제시 진봉면 상궐리,346,1,0,0,0,740,5221041024
전북특별자치도 김제시 진봉면 심포리,789,57,0,40,79,400,5221041025
전북특별자치도 김제시 금구면,143,1014,334,398,751,1611,5221042000
전북특별자치도 김제시 금구면 금구리,4,43,2,20,27,83,5221042021
전북특별자치도 김제시 금구면 용복리,8,57,6,38,28,189,5221042023
전북특별자치도 김제시 금구면 선암리,18,126,193,95,208,64,5221042024
전북특별자치도 김제시 금구면 월전리,15,92,57,73,138,101,5221042025
전북특별자치도 김제시 금구면 오봉리,5,102,72,54,280,87,5221042026
전북특별자치도 김제시 금구면 대화리,39,73,3,80,31,69,5221042027
전북특별자치도 김제시 금구면 산동리,32,59,0,25,18,155,5221042028
전북특별자치도 김제시 금구면 낙성리,12,131,0,0,13,184,5221042029
전북특별자치도 김제시 금구면 청운리,3,77,0,0,0,186,5221042030
전북특별자치도 김제시 금구면 용지리,2,60,0,7,0,126,5221042031
전북특별자치도 김제시 금구면 옥성리,1,86,0,0,0,126,5221042032
전북특별자치도 김제시 금구면 하신리,0,79,0,0,0,139,5221042033
전북특별자치도 김제시 금구면 서도리,4,30,1,6,8,102,5221042034
전북특별자치도 김제시 봉남면,103,515,0,0,0,1756,5221043000
전북특별자치도 김제시 봉남면 대송리,4,38,0,0,0,185,5221043021
전북특별자치도 김제시 봉남면 평사리,7,39,0,0,0,264,5221043022
전북특별자치도 김제시 봉남면 화봉리,6,0,0,0,0,231,5221043023
전북특별자치도 김제시 봉남면 신호리,7,3,0,0,0,200,5221043024
전북특별자치도 김제시 봉남면 신응리,13,54,0,0,0,132,5221043029
전북특별자치도 김제시 봉남면 종덕리,13,29,0,0,0,90,5221043030
전북특별자치도 김제시 봉남면 행촌리,11,92,0,0,0,115,5221043031
전북특별자치도 김제시 봉남면 구정리,7,26,0,0,0,70,5221043032
전북특별자치도 김제시 봉남면 회성리,6,137,0,0,0,90,5221043033
전북특별자치도 김제시 봉남면 내광리,20,0,0,0,0,215,5221043034
전북특별자치도 김제시 봉남면 용신리,9,97,0,0,0,165,5221043035
전북특별자치도 김제시 황산면,48,866,0,22,2,880,5221044000
강원특별자치도 춘천시 칠전동,23,59,83,93,118,25,5111012600
강원특별자치도 춘천시 송암동,144,107,32,76,20,24,5111012700
강원특별자치도 춘천시 신동,39,118,0,29,28,201,5111012800
강원특별자치도 춘천시 중도동,343,205,0,0,0,0,5111012900
강원특별자치도 춘천시 신북읍,192,1178,1563,569,1393,812,5111025000
강원특별자치도 춘천시 신북읍 율문리,28,144,7,25,11,135,5111025021
강원특별자치도 춘천시 신북읍 천전리,50,182,295,40,107,124,5111025022
강원특별자치도 춘천시 신북읍 유포리,18,131,365,31,255,130,5111025023
강원특별자치도 춘천시 신북읍 산천리,16,213,43,113,57,134,5111025024
강원특별자치도 춘천시 신북읍 발산리,16,187,641,26,438,150,5111025025
강원특별자치도 춘천시 신북읍 지내리,20,178,59,200,166,86,5111025026
강원특별자치도 춘천시 신북읍 용산리,44,143,153,133,360,53,5111025027
강원특별자치도 춘천시 동면,910,1010,5209,303,5539,444,5111031000
강원특별자치도 춘천시 동면 지내리,56,101,12,41,186,120,5111031021
강원특별자치도 춘천시 동면 만천리,3,236,101,159,199,74,5111031022
강원특별자치도 춘천시 동면 장학리,101,236,15,78,316,118,5111031023
강원특별자치도 춘천시 동면 감정리,5,81,505,5,674,47,5111031024
강원특별자치도 춘천시 동면 월곡리,83,92,450,17,485,25,5111031025
강원특별자치도 춘천시 동면 품안리,519,4,669,0,582,0,5111031026
강원특별자치도 춘천시 동면 품걸리,68,106,1811,0,1389,9,5111031027
강원특별자치도 춘천시 동면 신이리,63,14,553,0,441,2,5111031028
강원특별자치도 춘천시 동면 평촌리,4,37,299,1,237,14,5111031029
강원특별자치도 춘천시 동면 상걸리,7,102,794,1,1028,34,5111031030
강원특별자치도 춘천시 동산면,75,768,2978,133,3728,396,5111032000
강원특별자치도 춘천시 동산면 조양리,18,161,696,26,694,134,5111032021
강원특별자치도 춘천시 동산면 봉명리,5,112,1002,0,975,65,5111032022
강원특별자치도 춘천시 동산면 원창리,37,220,808,33,1028,98,5111032023
강원특별자치도 춘천시 동산면 군자리,15,275,473,73,1031,100,5111032024
강원특별자치도 춘천시 신동면,105,787,994,407,2089,421,5111033000
강원특별자치도 춘천시 신동면 의암리,37,40,159,4,249,21,5111033021
강원특별자치도 춘천시 신동면 팔미리,20,114,263,111,506,81,5111033022
강원특별자치도 춘천시 신동면 혈동리,10,129,307,4,750,57,5111033023
강원특별자치도 춘천시 신동면 증리,33,222,236,170,514,157,5111033024
강원특별자치도 춘천시 신동면 정족리,4,282,29,118,70,105,5111033025
강원특별자치도 춘천시 남면,381,687,2514,261,3085,390,5111034000
강원특별자치도 춘천시 남면 관천리,144,48,19,4,283,32,5111034021
강원특별자치도 춘천시 남면 박암리,50,70,47,12,308,46,5111034022
강원특별자치도 춘천시 남면 가정리,53,182,883,49,964,106,5111034023
강원특별자치도 춘천시 남면 발산리,52,121,565,93,609,68,5111034024
강원특별자치도 춘천시 남면 후동리,1,98,276,77,173,45,5111034025
강원특별자치도 춘천시 남면 추곡리,7,83,102,0,407,47,5111034026
강원특별자치도 춘천시 남면 한덕리,75,85,622,24,341,47,5111034027
강원특별자치도 춘천시 서면,785,1207,4848,819,5737,814,5111035000
강원특별자치도 춘천시 서면 현암리,49,43,28,172,70,25,5111035021
강원특별자치도 춘천시 서면 금산리,55,123,0,124,72,103,5111035022
강원특별자치도 춘천시 서면 신매리,81,137,0,77,5,78,5111035023
강원특별자치도 춘천시 서면 서상리,158,123,1332,10,556,110,5111035024
강원특별자치도 춘천시 서면 오월리,135,75,1022,24,813,22,5111035025
강원특별자치도 춘천시 서면 월송리,16,150,75,220,141,99,5111035026
강원특별자치도 춘천시 서면 방동리,12,134,184,119,825,179,5111035027
강원특별자치도 춘천시 서면 덕두원리,149,147,925,53,1675,52,5111035028
강원특별자치도 춘천시 서면 당림리,47,122,770,0,1012,78,5111035029
강원특별자치도 춘천시 서면 안보리,81,151,512,21,568,67,5111035030
