bjd_Nm,crush_Stone_Area,etc_Area,except_Area,low_Moist_Area,none_Area,rock_Area,salt_Area,sand_Area,slope_Area,spaicd_Area,stdg_Cd,stone_Power_Area,unripe_Area,volcano_Area
전북특별자치도 정읍시 영원면 풍월리,0,18,0,8,234,0,0,258,65,0,5218035024,0,36,0
전북특별자치도 정읍시 영원면 앵성리,0,21,0,0,116,0,0,157,84,0,5218035025,0,22,0
전북특별자치도 정읍시 영원면 운학리,0,8,36,15,19,0,0,0,153,0,5218035026,0,24,0
전북특별자치도 정읍시 영원면 후지리,0,1,46,8,68,0,0,0,119,0,5218035027,0,36,0
전북특별자치도 정읍시 덕천면,0,49,391,70,276,0,0,284,789,0,5218036000,0,216,0
전북특별자치도 정읍시 덕천면 하학리,0,7,111,35,21,0,0,11,206,0,5218036021,0,37,0
전북특별자치도 정읍시 덕천면 상학리,0,7,98,1,16,0,0,33,126,0,5218036022,0,37,0
전북특별자치도 정읍시 덕천면 신월리,0,6,31,9,21,0,0,11,125,0,5218036023,0,54,0
전북특별자치도 부안군 동진면 봉황리,0,1,20,7,140,0,0,126,49,0,5280032021,0,87,0
전북특별자치도 부안군 동진면 내기리,0,61,19,3,35,0,0,29,50,0,5280032022,0,70,0
전북특별자치도 부안군 동진면 하장리,0,20,0,0,53,0,2,363,14,0,5280032023,0,22,0
전북특별자치도 부안군 동진면 장등리,0,51,0,0,56,0,0,82,52,0,5280032024,0,52,0
전북특별자치도 부안군 동진면 동전리,0,154,0,4,19,0,7,506,0,0,5280032025,0,39,0
전북특별자치도 부안군 동진면 안성리,0,565,15,0,21,0,83,337,20,0,5280032026,0,31,0
전북특별자치도 부안군 동진면 본덕리,0,0,3,5,53,0,0,19,18,0,5280032027,0,63,0
전북특별자치도 부안군 동진면 증산리,0,2,7,0,43,0,0,5,72,0,5280032028,0,69,0
전북특별자치도 부안군 동진면 당상리,0,0,18,15,57,0,0,10,92,0,5280032029,0,85,0
전북특별자치도 부안군 행안면,0,50,151,78,279,0,103,862,209,0,5280033000,0,278,0
전북특별자치도 부안군 행안면 역리,0,0,44,36,17,0,0,26,89,0,5280033021,0,77,0
전북특별자치도 부안군 행안면 삼간리,0,42,27,3,37,0,74,341,27,0,5280033022,0,38,0
전북특별자치도 부안군 행안면 진동리,0,4,76,37,45,0,29,36,63,0,5280033023,0,83,0
전북특별자치도 부안군 행안면 대초리,0,3,4,0,84,0,0,250,17,0,5280033024,0,31,0
전북특별자치도 부안군 행안면 신기리,0,1,0,3,96,0,0,211,14,0,5280033025,0,49,0
전북특별자치도 부안군 계화면,0,712,306,16,128,0,2788,582,99,0,5280034000,0,155,0
전북특별자치도 부안군 계화면 계화리,0,220,222,0,0,0,714,0,12,0,5280034021,0,0,0
전북특별자치도 부안군 계화면 창북리,0,45,14,15,61,0,1045,250,26,0,5280034022,0,87,0
전북특별자치도 부안군 계화면 양산리,0,248,0,1,44,0,326,131,9,0,5280034023,0,7,0
전북특별자치도 부안군 계화면 궁안리,0,124,8,0,22,0,345,189,3,0,5280034024,0,13,0
전북특별자치도 부안군 계화면 의복리,0,74,62,0,0,0,358,11,50,0,5280034025,0,49,0
전북특별자치도 부안군 보안면,0,449,1214,232,161,0,294,75,964,0,5280035000,168,584,0
전북특별자치도 부안군 보안면 영전리,0,16,9,38,2,0,13,0,118,0,5280035021,0,74,0
전북특별자치도 부안군 보안면 상입석리,0,4,62,22,7,0,0,15,168,0,5280035022,0,50,0
전북특별자치도 부안군 보안면 남포리,0,16,325,2,0,0,0,4,86,0,5280035023,49,118,0
전북특별자치도 부안군 보안면 우동리,0,18,479,1,0,0,0,3,36,0,5280035024,91,48,0
전북특별자치도 부안군 보안면 신복리,0,223,96,6,0,0,110,13,58,0,5280035025,28,45,0
전북특별자치도 부안군 보안면 유천리,0,152,45,34,7,0,122,0,144,0,5280035026,0,68,0
전북특별자치도 부안군 보안면 하입석리,0,5,16,6,98,0,20,0,73,0,5280035027,0,54,0
전북특별자치도 부안군 보안면 상림리,0,3,12,30,26,0,0,3,114,0,5280035028,0,46,0
전북특별자치도 부안군 보안면 월천리,0,7,147,71,0,0,1,37,119,0,5280035029,0,50,0
전북특별자치도 부안군 보안면 부곡리,0,3,20,21,20,0,27,0,50,0,5280035030,0,31,0
전북특별자치도 부안군 변산면,0,461,6614,0,28,0,103,239,393,0,5280036000,480,236,0
전북특별자치도 부안군 변산면 도청리,0,25,1021,0,0,0,0,23,46,0,5280036021,108,27,0
전북특별자치도 부안군 변산면 격포리,0,18,367,0,8,0,26,77,43,0,5280036022,7,7,0
전북특별자치도 부안군 변산면 마포리,0,54,802,0,20,0,23,62,109,0,5280036023,63,114,0
전북특별자치도 부안군 변산면 운산리,0,19,994,0,0,0,50,25,64,0,5280036024,112,26,0
전북특별자치도 부안군 변산면 지서리,0,5,281,0,0,0,4,29,37,0,5280036025,74,16,0
전북특별자치도 부안군 변산면 대항리,0,35,450,0,0,0,0,23,86,0,5280036026,25,38,0
전북특별자치도 부안군 변산면 중계리,0,304,2700,0,0,0,0,0,7,0,5280036027,92,7,0
전북특별자치도 부안군 진서면,0,429,2721,0,0,0,178,6,122,0,5280037000,385,117,0
전북특별자치도 부안군 진서면 진서리,0,113,296,0,0,0,32,6,72,0,5280037021,156,16,0
전북특별자치도 부안군 진서면 석포리,0,38,1085,0,0,0,66,0,39,0,5280037022,148,63,0
강원특별자치도 인제군 기린면 북리,0,95,3125,0,0,0,0,68,130,0,5181033022,47,21,0
강원특별자치도 인제군 기린면 서리,0,82,2377,0,0,0,0,81,79,0,5181033023,20,0,0
강원특별자치도 인제군 기린면 방동리,0,92,8896,0,0,0,0,96,75,0,5181033024,63,0,0
강원특별자치도 인제군 기린면 진동리,0,87,9572,0,0,0,0,12,40,0,5181033025,17,5,0
강원특별자치도 인제군 서화면,0,118,9530,0,0,0,0,63,150,0,5181034000,230,97,0
강원특별자치도 인제군 서화면 천도리,0,50,2970,0,0,0,0,32,38,0,5181034021,103,29,0
강원특별자치도 인제군 서화면 서흥리,0,51,3530,0,0,0,0,7,61,0,5181034022,81,44,0
강원특별자치도 인제군 서화면 서화리,0,10,1121,0,0,0,0,26,34,0,5181034023,37,23,0
강원특별자치도 인제군 서화면 가전리,0,2,109,0,0,0,0,0,0,0,5181034024,0,0,0
강원특별자치도 인제군 서화면 심적리,0,5,1799,0,0,0,0,0,16,0,5181034025,9,0,0
강원특별자치도 인제군 상남면,0,315,18742,0,0,0,0,127,283,0,5181035000,119,110,0
강원특별자치도 인제군 상남면 상남리,0,67,6072,0,0,0,0,47,58,0,5181035021,55,19,0
강원특별자치도 인제군 상남면 하남리,0,101,4547,0,0,0,0,32,140,0,5181035022,26,74,0
강원특별자치도 인제군 상남면 미산리,0,126,5417,0,0,0,0,32,38,0,5181035023,10,3,0
강원특별자치도 인제군 상남면 김부리,0,21,2705,0,0,0,0,16,48,0,5181035024,27,13,0
강원특별자치도 고성군,0,1419,34356,1877,56,0,10,3237,2652,0,5182000000,636,986,0
강원특별자치도 고성군 간성읍,0,314,13134,359,0,0,0,832,580,0,5182025000,231,135,0
강원특별자치도 고성군 간성읍 하리,0,0,4,0,0,0,0,0,3,0,5182025021,0,0,0
강원특별자치도 고성군 간성읍 신안리,0,7,84,48,0,0,0,26,15,0,5182025022,4,0,0
강원특별자치도 고성군 간성읍 동호리,0,18,48,69,0,0,0,52,7,0,5182025023,0,0,0
강원특별자치도 고성군 간성읍 봉호리,0,24,37,12,0,0,0,48,4,0,5182025024,0,3,0
강원특별자치도 고성군 간성읍 상리,0,23,58,9,0,0,0,50,10,0,5182025025,0,5,0
강원특별자치도 고성군 간성읍 간촌리,0,17,196,6,0,0,0,29,25,0,5182025026,0,0,0
강원특별자치도 고성군 간성읍 교동리,0,21,109,72,0,0,0,45,11,0,5182025027,45,8,0
강원특별자치도 고성군 간성읍 해상리,0,0,466,69,0,0,0,108,63,0,5182025028,2,4,0
강원특별자치도 고성군 간성읍 광산리,0,43,833,54,0,0,0,57,40,0,5182025029,64,32,0
강원특별자치도 고성군 간성읍 어천리,0,38,1321,4,0,0,0,73,151,0,5182025030,70,25,0
강원특별자치도 고성군 간성읍 장신리,0,46,2510,0,0,0,0,87,23,0,5182025031,29,12,0
강원특별자치도 고성군 간성읍 진부리,0,10,2403,0,0,0,0,53,3,0,5182025032,0,0,0
강원특별자치도 고성군 간성읍 탑동리,0,38,1511,6,0,0,0,92,49,0,5182025033,8,0,0
강원특별자치도 고성군 간성읍 선유실리,0,19,1164,0,0,0,0,2,10,0,5182025034,0,0,0
강원특별자치도 고성군 간성읍 금수리,0,3,325,10,0,0,0,41,41,0,5182025035,2,0,0
강원특별자치도 고성군 간성읍 탑현리,0,0,351,0,0,0,0,7,2,0,5182025036,0,0,0
강원특별자치도 고성군 간성읍 흘리,0,8,1710,0,0,0,0,64,121,0,5182025037,8,46,0
강원특별자치도 고성군 거진읍,0,294,4130,420,0,0,10,499,430,0,5182025300,126,98,0
강원특별자치도 고성군 거진읍 거진리,0,8,140,9,0,0,0,18,19,0,5182025321,0,5,0
강원특별자치도 고성군 거진읍 화포리,0,94,289,44,0,0,0,21,41,0,5182025322,0,15,0
강원특별자치도 고성군 거진읍 원당리,0,35,227,31,0,0,0,22,36,0,5182025323,0,15,0
강원특별자치도 고성군 거진읍 송정리,0,20,350,15,0,0,0,43,31,0,5182025324,38,5,0
강원특별자치도 고성군 거진읍 용하리,0,10,108,7,0,0,0,41,31,0,5182025325,19,8,0
강원특별자치도 고성군 거진읍 산북리,0,10,414,0,0,0,0,22,30,0,5182025326,13,13,0
강원특별자치도 고성군 거진읍 송강리,0,19,506,14,0,0,0,43,73,0,5182025327,39,18,0
강원특별자치도 고성군 거진읍 석문리,0,6,488,39,0,0,0,56,27,0,5182025328,17,0,0
강원특별자치도 고성군 거진읍 초계리,0,8,154,58,0,0,0,17,25,0,5182025329,0,0,0
강원특별자치도 고성군 거진읍 대대리,0,17,136,62,0,0,0,11,21,0,5182025330,1,0,0
강원특별자치도 고성군 거진읍 송죽리,0,16,69,67,0,0,2,17,6,0,5182025331,0,0,0
강원특별자치도 고성군 거진읍 반암리,0,2,110,0,0,0,8,11,9,0,5182025332,0,0,0
강원특별자치도 고성군 거진읍 송포리,0,9,293,23,0,0,0,79,26,0,5182025333,1,10,0
강원특별자치도 고성군 거진읍 봉평리,0,5,46,23,0,0,0,40,11,0,5182025334,0,10,0
강원특별자치도 고성군 거진읍 냉천리,0,24,514,0,0,0,0,46,2,0,5182025335,0,0,0
강원특별자치도 고성군 거진읍 오정리,0,8,281,29,0,0,0,6,41,0,5182025336,0,0,0
강원특별자치도 고성군 거진읍 자산리,0,4,9,0,0,0,0,7,0,0,5182025337,0,0,0
강원특별자치도 고성군 현내면,0,175,4880,299,55,0,0,591,403,0,5182031000,72,102,0
강원특별자치도 고성군 현내면 대진리,0,4,140,13,0,0,0,23,32,0,5182031021,0,10,0
강원특별자치도 고성군 현내면 철통리,0,2,182,41,0,0,0,12,16,0,5182031022,0,8,0
강원특별자치도 고성군 현내면 초도리,0,24,102,33,0,0,0,21,11,0,5182031023,0,9,0
강원특별자치도 고성군 현내면 죽정리,0,73,184,101,0,0,0,39,29,0,5182031024,0,47,0
강원특별자치도 고성군 현내면 산학리,0,3,248,32,0,0,0,20,25,0,5182031025,0,4,0
강원특별자치도 고성군 현내면 화곡리,0,9,407,0,0,0,0,16,3,0,5182031026,30,9,0
강원특별자치도 고성군 현내면 마달리,0,19,618,0,0,0,0,71,24,0,5182031027,32,3,0
강원특별자치도 고성군 현내면 마차진리,0,5,188,0,0,0,0,19,40,0,5182031028,0,0,0
강원특별자치도 고성군 현내면 명파리,0,7,918,0,0,0,0,95,36,0,5182031029,3,5,0
강원특별자치도 고성군 현내면 배봉리,0,21,349,0,0,0,0,35,9,0,5182031030,5,0,0
강원특별자치도 고성군 현내면 검장리,0,0,238,0,0,0,0,20,45,0,5182031032,0,0,0
강원특별자치도 고성군 현내면 사천리,0,0,150,0,0,0,0,44,23,0,5182031033,0,0,0
강원특별자치도 고성군 현내면 송현리,0,1,367,0,0,0,0,41,41,0,5182031034,0,0,0
강원특별자치도 고성군 현내면 명호리,0,5,363,43,3,0,0,65,25,0,5182031035,0,6,0
강원특별자치도 고성군 현내면 송도진리,0,0,142,17,12,0,0,22,3,0,5182031036,0,1,0
강원특별자치도 고성군 현내면 제진리,0,2,180,0,8,0,0,33,34,0,5182031037,0,0,0
강원특별자치도 고성군 현내면 대강리,0,0,106,20,32,0,0,17,6,0,5182031038,0,0,0
강원특별자치도 고성군 죽왕면,0,178,3414,444,0,0,0,472,392,0,5182032000,32,64,0
강원특별자치도 고성군 죽왕면 오호리,0,14,40,20,0,0,0,20,1,0,5182032021,0,0,0
강원특별자치도 고성군 죽왕면 향목리,0,22,160,24,0,0,0,44,13,0,5182032022,3,0,0
강원특별자치도 고성군 죽왕면 가진리,0,8,164,32,0,0,0,18,40,0,5182032023,0,0,0
강원특별자치도 고성군 죽왕면 공현진리,0,8,247,6,0,0,0,30,44,0,5182032024,0,4,0
강원특별자치도 고성군 죽왕면 오봉리,0,65,329,26,0,0,0,66,44,0,5182032025,0,6,0
강원특별자치도 고성군 죽왕면 인정리,0,17,314,74,0,0,0,44,50,0,5182032026,0,0,0
강원특별자치도 고성군 죽왕면 구성리,0,1,776,23,0,0,0,83,75,0,5182032027,4,3,0
강원특별자치도 고성군 죽왕면 마좌리,0,0,592,0,0,0,0,18,10,0,5182032028,0,0,0
강원특별자치도 고성군 죽왕면 삼포리,0,13,299,79,0,0,0,91,47,0,5182032029,0,0,0
강원특별자치도 고성군 죽왕면 야촌리,0,11,436,98,0,0,0,25,67,0,5182032030,22,50,0
강원특별자치도 고성군 죽왕면 문암진리,0,19,46,50,0,0,0,16,2,0,5182032031,4,0,0
강원특별자치도 고성군 죽왕면 송암리,0,1,9,11,0,0,0,16,0,0,5182032032,0,0,0
강원특별자치도 고성군 토성면,0,458,8798,355,1,0,0,843,847,0,5182033000,176,586,0
강원특별자치도 고성군 토성면 천진리,0,5,110,12,0,0,0,31,13,0,5182033021,0,0,0
강원특별자치도 고성군 토성면 청간리,0,6,30,0,0,0,0,19,47,0,5182033022,0,19,0
강원특별자치도 고성군 토성면 아야진리,0,4,26,15,0,0,0,62,81,0,5182033023,0,73,0
강원특별자치도 고성군 토성면 교암리,0,2,94,1,0,0,0,4,27,0,5182033024,0,5,0
강원특별자치도 고성군 토성면 백촌리,0,11,78,10,0,0,0,33,53,0,5182033025,4,23,0
강원특별자치도 고성군 토성면 운봉리,0,27,335,33,0,0,0,46,27,0,5182033026,13,40,0
강원특별자치도 고성군 토성면 학야리,0,1,472,0,0,0,0,96,41,0,5182033027,20,0,0
강원특별자치도 고성군 토성면 도원리,0,98,2648,9,0,0,0,139,93,0,5182033028,50,27,0
강원특별자치도 고성군 토성면 용암리,0,8,61,12,0,0,0,36,73,0,5182033029,0,6,0
강원특별자치도 고성군 토성면 신평리,0,69,1166,35,0,0,0,30,67,0,5182033030,21,204,0
강원특별자치도 고성군 토성면 인흥리,0,33,685,85,0,0,0,125,94,0,5182033031,1,62,0
강원특별자치도 고성군 토성면 성천리,0,8,199,9,0,0,0,47,16,0,5182033032,13,0,0
강원특별자치도 고성군 토성면 원암리,0,89,1439,0,0,0,0,45,28,0,5182033033,39,0,0
강원특별자치도 고성군 토성면 용촌리,0,25,161,89,0,0,0,40,21,0,5182033034,0,0,0
강원특별자치도 고성군 토성면 봉포리,0,26,204,40,1,0,0,7,37,0,5182033035,0,0,0
강원특별자치도 고성군 토성면 성대리,0,45,1065,0,0,0,0,81,91,0,5182033036,13,110,0
강원특별자치도 고성군 토성면 금화정리,0,0,26,6,0,0,0,5,40,0,5182033037,0,18,0
강원특별자치도 양양군,0,1446,54710,1822,207,0,118,1669,2185,0,5183000000,607,201,0
강원특별자치도 양양군 양양읍,0,223,1896,377,34,0,0,416,239,0,5183025000,48,9,0
강원특별자치도 양양군 양양읍 남문리,0,45,0,0,0,0,0,24,0,0,5183025021,3,0,0
강원특별자치도 양양군 양양읍 구교리,0,0,14,4,0,0,0,10,1,0,5183025022,0,0,0
강원특별자치도 양양군 양양읍 성내리,0,0,9,0,0,0,0,2,0,0,5183025023,0,3,0
강원특별자치도 양양군 양양읍 군행리,0,0,3,0,0,0,0,3,0,0,5183025024,0,0,0
강원특별자치도 양양군 양양읍 연창리,0,26,20,6,0,0,0,27,2,0,5183025025,6,0,0
강원특별자치도 양양군 양양읍 청곡리,0,3,70,49,0,0,0,11,21,0,5183025026,0,0,0
강원특별자치도 양양군 양양읍 송암리,0,12,10,9,0,0,0,102,1,0,5183025027,7,0,0
강원특별자치도 양양군 양양읍 월리,0,31,218,16,0,0,0,25,19,0,5183025028,11,0,0
강원특별자치도 양양군 양양읍 조산리,0,58,35,56,34,0,0,85,3,0,5183025029,0,4,0
강원특별자치도 양양군 양양읍 사천리,0,1,18,19,0,0,0,5,9,0,5183025030,0,0,0
강원특별자치도 양양군 양양읍 포월리,0,0,44,31,0,0,0,9,7,0,5183025031,0,0,0
강원특별자치도 양양군 양양읍 기리,0,2,52,18,0,0,0,3,16,0,5183025032,0,0,0
강원특별자치도 양양군 양양읍 정손리,0,1,51,26,0,0,0,4,15,0,5183025033,0,0,0
강원특별자치도 양양군 양양읍 감곡리,0,2,217,51,0,0,0,7,59,0,5183025034,0,0,0
강원특별자치도 양양군 양양읍 서문리,0,12,3,9,0,0,0,24,0,0,5183025035,2,0,0
강원특별자치도 양양군 양양읍 내곡리,0,0,102,24,0,0,0,9,17,0,5183025036,0,1,0
강원특별자치도 양양군 양양읍 임천리,0,24,68,32,0,0,0,14,10,0,5183025037,0,0,0
강원특별자치도 양양군 양양읍 거마리,0,5,277,25,0,0,0,21,36,0,5183025038,10,0,0
강원특별자치도 양양군 양양읍 화일리,0,2,683,0,0,0,0,31,24,0,5183025039,9,0,0
강원특별자치도 양양군 서면,0,480,25522,42,0,0,0,254,238,0,5183031000,231,9,0
강원특별자치도 양양군 서면 갈천리,0,7,2759,0,0,0,0,0,9,0,5183031021,0,0,0
강원특별자치도 양양군 서면 수리,0,71,1120,0,0,0,0,31,21,0,5183031022,32,8,0
강원특별자치도 양양군 서면 논화리,0,3,673,0,0,0,0,0,30,0,5183031023,3,0,0
강원특별자치도 양양군 서면 용소리,0,20,510,0,0,0,0,0,4,0,5183031024,10,0,0
강원특별자치도 양양군 서면 내현리,0,45,1058,0,0,0,0,33,26,0,5183031025,1,0,0
강원특별자치도 양양군 서면 용천리,0,32,116,12,0,0,0,72,14,0,5183031026,0,1,0
강원특별자치도 양양군 서면 북평리,0,32,32,4,0,0,0,56,10,0,5183031027,0,0,0
강원특별자치도 양양군 서면 범부리,0,24,176,15,0,0,0,14,18,0,5183031028,0,0,0
강원특별자치도 양양군 서면 상평리,0,48,188,11,0,0,0,41,21,0,5183031029,10,0,0
강원특별자치도 양양군 서면 장승리,0,9,954,0,0,0,0,2,1,0,5183031030,31,0,0
강원특별자치도 양양군 서면 서선리,0,0,107,0,0,0,0,0,2,0,5183031031,4,0,0
강원특별자치도 양양군 서면 가라피리,0,16,618,0,0,0,0,0,11,0,5183031032,3,0,0
강원특별자치도 양양군 서면 오색리,0,35,5716,0,0,0,0,0,29,0,5183031033,26,0,0
강원특별자치도 양양군 서면 영덕리,0,29,1724,0,0,0,0,3,21,0,5183031034,16,0,0
강원특별자치도 양양군 서면 서림리,0,45,4740,0,0,0,0,0,3,0,5183031035,63,0,0
강원특별자치도 양양군 서면 미천리,0,14,2918,0,0,0,0,0,0,0,5183031036,0,0,0
강원특별자치도 양양군 서면 북암리,0,0,690,0,0,0,0,0,0,0,5183031037,0,0,0
강원특별자치도 양양군 서면 송천리,0,25,477,0,0,0,0,0,4,0,5183031038,22,0,0
강원특별자치도 양양군 서면 송어리,0,0,177,0,0,0,0,0,1,0,5183031039,0,0,0
강원특별자치도 양양군 서면 공수전리,0,25,770,0,0,0,0,1,14,0,5183031040,10,0,0
강원특별자치도 양양군 손양면,0,172,3190,613,47,0,76,199,380,0,5183032000,31,16,0
강원특별자치도 양양군 손양면 동호리,0,11,370,46,21,0,0,3,52,0,5183032021,0,0,0
강원특별자치도 양양군 손양면 금강리,0,1,19,17,0,0,0,6,1,0,5183032022,0,0,0
강원특별자치도 양양군 손양면 송전리,0,7,33,30,7,0,22,9,2,0,5183032023,0,1,0
강원특별자치도 양양군 손양면 가평리,0,28,81,9,1,0,17,17,1,0,5183032024,0,2,0
강원특별자치도 양양군 손양면 오산리,0,4,19,17,1,0,0,2,2,0,5183032025,0,0,0
강원특별자치도 양양군 손양면 삽존리,0,0,274,40,0,0,0,1,36,0,5183032026,0,1,0
강원특별자치도 양양군 손양면 석계리,0,31,124,0,0,0,0,8,0,0,5183032027,4,0,0
강원특별자치도 양양군 손양면 학포리,0,2,175,42,0,0,0,5,36,0,5183032028,0,2,0
강원특별자치도 양양군 손양면 수여리,0,3,56,34,0,0,0,22,3,0,5183032029,0,0,0
강원특별자치도 양양군 손양면 상양혈리,0,4,121,18,0,0,0,0,21,0,5183032030,8,0,0
강원특별자치도 양양군 손양면 하양혈리,0,9,212,21,0,0,0,14,20,0,5183032031,16,1,0
강원특별자치도 양양군 손양면 부소치리,0,12,176,0,0,0,0,17,18,0,5183032032,0,0,0
강원특별자치도 양양군 손양면 수산리,0,3,14,0,2,0,0,11,4,0,5183032033,0,1,0
강원특별자치도 양양군 손양면 와리,0,0,73,19,0,0,0,1,11,0,5183032034,0,0,0
강원특별자치도 양양군 손양면 간리,0,0,46,14,0,0,0,2,5,0,5183032035,0,0,0
강원특별자치도 양양군 손양면 상왕도리,0,0,427,43,0,0,0,7,60,0,5183032036,0,0,0
강원특별자치도 양양군 손양면 하왕도리,0,1,124,43,0,0,0,7,14,0,5183032037,0,0,0
강원특별자치도 양양군 손양면 도화리,0,1,85,29,2,0,0,7,18,0,5183032038,0,3,0
강원특별자치도 양양군 손양면 송현리,0,29,58,39,0,0,0,38,3,0,5183032039,0,0,0
강원특별자치도 양양군 손양면 주리,0,6,450,16,0,0,0,7,39,0,5183032040,0,0,0
강원특별자치도 양양군 손양면 여운포리,0,7,53,32,13,0,16,8,5,0,5183032041,0,0,0
강원특별자치도 양양군 손양면 상운리,0,12,26,64,0,0,21,4,12,0,5183032042,3,0,0
강원특별자치도 양양군 손양면 밀양리,0,0,116,23,0,0,0,2,11,0,5183032043,0,0,0
강원특별자치도 양양군 손양면 우암리,0,0,57,14,0,0,0,2,8,0,5183032044,0,5,0
강원특별자치도 양양군 현북면,0,260,15126,145,59,0,41,233,474,0,5183033000,144,4,0
강원특별자치도 영월군 산솔면,0,130,12043,0,0,0,0,47,75,0,5175031200,109,36,0
강원특별자치도 영월군 산솔면 녹전리,0,64,2630,0,0,0,0,22,7,0,5175031221,21,15,0
강원특별자치도 영월군 산솔면 직동리,0,22,4748,0,0,0,0,0,0,0,5175031222,15,0,0
강원특별자치도 영월군 산솔면 이목리,0,6,1133,0,0,0,0,25,20,0,5175031223,15,7,0
강원특별자치도 영월군 산솔면 화원리,0,3,1651,0,0,0,0,0,40,0,5175031224,20,0,0
강원특별자치도 영월군 산솔면 연상리,0,26,1817,0,0,0,0,0,8,0,5175031225,24,15,0
강원특별자치도 영월군 산솔면 석항리,0,9,63,0,0,0,0,0,0,0,5175031226,16,0,0
강원특별자치도 양구군 국토정중앙면,0,339,11493,14,32,0,0,588,464,0,5180031500,536,49,0
강원특별자치도 양구군 국토정중앙면 적리,0,13,1086,0,0,0,0,34,10,0,5180031521,43,2,0
강원특별자치도 양구군 국토정중앙면 가오작리,0,31,991,0,0,0,0,69,31,0,5180031522,70,4,0
강원특별자치도 양구군 국토정중앙면 야촌리,0,11,556,0,6,0,0,39,11,0,5180031523,40,2,0
강원특별자치도 양구군 국토정중앙면 용하리,0,9,145,0,16,0,0,62,5,0,5180031524,34,12,0
강원특별자치도 양구군 국토정중앙면 청리,0,30,2062,0,10,0,0,49,38,0,5180031525,158,4,0
강원특별자치도 양구군 국토정중앙면 송우리,0,12,123,0,0,0,0,43,3,0,5180031526,34,0,0
강원특별자치도 양구군 국토정중앙면 황강리,0,8,93,0,0,0,0,24,18,0,5180031527,23,3,0
강원특별자치도 양구군 국토정중앙면 창리,0,14,308,3,0,0,0,87,8,0,5180031528,37,1,0
강원특별자치도 양구군 국토정중앙면 도촌리,0,1,381,0,0,0,0,40,64,0,5180031529,21,5,0
강원특별자치도 양구군 국토정중앙면 구암리,0,10,292,0,0,0,0,46,89,0,5180031530,33,0,0
강원특별자치도 양구군 국토정중앙면 죽리,0,1,237,6,0,0,0,60,105,0,5180031531,10,0,0
강원특별자치도 양구군 국토정중앙면 심포리,0,0,385,4,0,0,0,27,63,0,5180031532,6,13,0
강원특별자치도 양구군 국토정중앙면 원리,0,63,1416,0,0,0,0,0,4,0,5180031533,0,0,0
강원특별자치도 양구군 국토정중앙면 두무리,0,3,2356,0,0,0,0,7,12,0,5180031534,27,0,0
강원특별자치도 양구군 국토정중앙면 명곶리,0,131,1059,0,0,0,0,0,0,0,5180031535,0,0,0
전북특별자치도 부안군 진서면 운호리,0,123,1311,0,0,0,79,0,11,0,5280037023,82,38,0
전북특별자치도 부안군 진서면 곰소리,0,155,28,0,0,0,1,0,0,0,5280037024,0,0,0
전북특별자치도 부안군 백산면,0,175,11,53,736,0,61,1771,444,0,5280038000,0,398,0
전북특별자치도 부안군 백산면 금판리,0,78,0,0,21,0,36,354,0,0,5280038021,0,0,0
전북특별자치도 부안군 백산면 용계리,0,18,11,0,87,0,0,159,24,0,5280038022,0,25,0
전북특별자치도 부안군 백산면 원천리,0,18,0,0,6,0,10,181,0,0,5280038023,0,0,0
전북특별자치도 부안군 백산면 대수리,0,11,0,0,259,0,2,21,14,0,5280038024,0,54,0
전북특별자치도 부안군 백산면 하청리,0,1,0,16,50,0,13,4,101,0,5280038025,0,72,0
전북특별자치도 부안군 백산면 거룡리,0,1,0,0,84,0,0,76,18,0,5280038026,0,38,0
전북특별자치도 부안군 백산면 대죽리,0,2,0,7,61,0,0,62,95,0,5280038027,0,68,0
전북특별자치도 부안군 백산면 평교리,0,11,0,19,37,0,0,149,84,0,5280038028,0,60,0
전북특별자치도 부안군 백산면 오곡리,0,0,0,9,73,0,0,17,86,0,5280038029,0,54,0
전북특별자치도 부안군 백산면 덕신리,0,16,0,0,1,0,0,152,14,0,5280038030,0,11,0
전북특별자치도 부안군 백산면 신평리,0,10,0,0,1,0,0,243,0,0,5280038031,0,7,0
전북특별자치도 부안군 백산면 죽림리,0,10,0,2,58,0,0,354,7,0,5280038032,0,6,0
전북특별자치도 부안군 상서면,0,125,3410,48,252,0,0,301,266,0,5280039000,360,412,0
전북특별자치도 부안군 상서면 감교리,0,51,551,11,13,0,0,3,60,0,5280039021,65,179,0
전북특별자치도 부안군 상서면 가오리,0,6,168,7,59,0,0,55,46,0,5280039022,77,36,0
전북특별자치도 부안군 상서면 고잔리,0,5,0,0,37,0,0,83,3,0,5280039023,0,37,0
전북특별자치도 부안군 상서면 용서리,0,5,56,16,24,0,0,33,54,0,5280039024,14,39,0
전북특별자치도 부안군 상서면 장동리,0,6,0,15,79,0,0,96,39,0,5280039025,0,49,0
전북특별자치도 부안군 상서면 통정리,0,1,283,0,39,0,0,30,51,0,5280039026,35,47,0
전북특별자치도 부안군 상서면 청림리,0,52,2352,0,0,0,0,0,14,0,5280039027,170,27,0
전북특별자치도 부안군 하서면,0,365,2092,27,15,0,39,509,556,0,5280040000,296,429,0
전북특별자치도 부안군 하서면 청호리,0,315,262,1,0,0,8,79,145,0,5280040021,0,51,0
전북특별자치도 부안군 하서면 언독리,0,20,0,0,12,0,27,258,0,0,5280040022,0,10,0
