bjd_Nm,etc_Area,field_Grade1_Area,field_Grade2_Area,field_Grade3_Area,field_Grade4_Area,field_Grade5_Area,stdg_Cd
전라남도 완도군 군외면 대문리,17,0,73,65,77,458,4689031026
전라남도 완도군 군외면 삼두리,2,0,28,98,84,365,4689031027
전라남도 완도군 신지면,52,0,128,666,909,1357,4689032000
전라남도 완도군 신지면 송곡리,7,0,12,91,97,131,4689032021
전라남도 완도군 신지면 신상리,4,0,23,109,193,164,4689032023
전라남도 해남군 계곡면 가학리,231,0,144,93,77,445,4682038032
전라남도 해남군 계곡면 잠두리,295,0,41,115,76,548,4682038033
충청남도 부여군 부여읍 상금리,0,0,14,94,56,202,4476025022
충청남도 부여군 부여읍 정동리,90,1,145,92,76,75,4476025024
충청남도 부여군 부여읍 석목리,0,0,19,56,25,18,4476025025
충청남도 부여군 부여읍 가증리,0,0,17,78,43,54,4476025027
충청남도 부여군 부여읍 동남리,4,0,43,76,20,25,4476025028
충청남도 부여군 부여읍 관북리,0,0,3,12,7,0,4476025030
충청남도 부여군 부여읍 구교리,48,6,14,25,64,9,4476025032
충청남도 부여군 부여읍 중정리,106,7,122,32,39,47,4476025034
충청남도 부여군 부여읍 능산리,0,0,19,110,93,204,4476025035
충청남도 부여군 부여읍 저석리,80,0,35,72,97,94,4476025037
충청남도 부여군 부여읍,551,133,909,1384,1195,1783,4476025000
전라남도 함평군 함평읍,82,9,375,2276,884,372,4686025000
전라남도 함평군 함평읍 기각리,21,9,28,143,21,40,4686025022
전라남도 고흥군 도양읍 소록리,17,0,30,68,140,118,4677025326
전라남도 고흥군 도양읍 시산리,18,0,5,60,174,103,4677025327
전라남도 고흥군 풍양면,354,0,492,938,792,2552,4677031000
전라남도 고흥군 풍양면 상림리,2,0,19,86,130,84,4677031021
경상북도 칠곡군 가산면 학산리,2,0,0,49,191,398,4785033045
경상북도 김천시 남면 월명리,9,0,11,119,142,414,4715032024
경상북도 김천시 아포읍 봉산리,31,2,55,177,43,23,4715025026
경상북도 김천시 아포읍 제석리,19,1,63,182,84,151,4715025027
경상북도 김천시 아포읍 송천리,10,0,60,183,183,331,4715025029
경상북도 김천시 아포읍 대성리,49,0,16,95,112,915,4715025030
경상북도 김천시 농소면,104,14,188,643,864,2704,4715031000
경기도 구리시 인창동,25,55,168,103,47,228,4131010300
경기도 구리시 교문동,9,20,87,102,79,286,4131010400
경기도 남양주시 수동면 내방리,5,0,33,104,119,904,4136034024
전라남도 해남군 삼산면 원진리,18,0,179,60,33,167,4682031025
전라남도 해남군 삼산면 충리,12,0,266,110,17,180,4682031026
전라남도 해남군 해남읍 연동리,12,0,75,166,98,106,4682025029
전라남도 해남군 송지면 우근리,13,0,13,131,11,22,4682034025
전라남도 해남군 송지면 미야리,12,0,43,102,135,28,4682034026
전라남도 해남군 송지면 어란리,11,0,33,179,214,309,4682034028
전라남도 해남군 송지면 소죽리,7,0,39,105,110,165,4682034029
전라남도 해남군 송지면 통호리,1,0,23,150,127,447,4682034031
전라남도 해남군 송지면 마봉리,24,0,130,178,129,252,4682034032
전라남도 해남군 송지면 서정리,10,0,115,199,252,423,4682034034
전라남도 해남군 북평면,43,0,537,1398,713,2100,4682035000
전라남도 신안군 도초면 이곡리,20,0,3,123,101,211,4691035028
전라남도 신안군 도초면 만년리,33,0,7,115,96,289,4691035029
전라남도 신안군 도초면 우이도리,188,0,1,64,71,748,4691035031
전라남도 신안군 흑산면,485,0,18,357,167,3416,4691036000
전라남도 신안군 하의면 웅곡리,15,0,0,165,55,96,4691037021
전라남도 신안군 흑산면 비리,55,0,5,30,16,445,4691036023
전라남도 신안군 안좌면 금산리,9,0,0,37,32,83,4691040021
전라남도 광양시 옥룡면 죽천리,8,2,46,92,185,382,4623032025
전라남도 광양시 옥룡면 율천리,4,0,16,79,51,245,4623032027
전라남도 담양군 고서면 성월리,12,0,14,101,89,19,4671032025
전라남도 담양군 고서면 보촌리,7,10,23,121,97,74,4671032026
전라남도 담양군 고서면 주산리,20,8,17,42,49,68,4671032027
전라남도 담양군 봉산면 대추리,33,18,24,87,111,0,4671031021
전라남도 담양군 봉산면 제월리,28,2,7,94,79,0,4671031022
전라남도 담양군 봉산면 기곡리,12,0,15,181,132,36,4671031024
전라남도 담양군 봉산면 연동리,3,0,3,60,129,12,4671031025
전라남도 담양군 봉산면 양지리,26,0,5,100,65,21,4671031027
전라남도 담양군 봉산면 와우리,26,3,16,140,16,16,4671031028
전라남도 담양군 금성면 석현리,8,0,86,13,34,0,4671037022
전라남도 담양군 금성면 대성리,26,0,50,163,55,114,4671037023
전라남도 담양군 금성면 원율리,15,0,106,17,32,68,4671037024
전라남도 담양군 금성면 덕성리,2,0,6,128,211,132,4671037026
전라남도 무안군 해제면 만풍리,20,0,32,279,109,78,4684036023
전라남도 무안군 해제면 송석리,9,0,23,113,108,27,4684036024
전라남도 무안군 해제면 신정리,3,0,51,138,61,30,4684036026
전라남도 무안군 해제면 덕산리,10,0,36,182,132,13,4684036027
전라남도 무안군 해제면 대사리,2,0,46,71,126,29,4684036028
전라남도 해남군 황산면 연호리,257,0,54,417,90,115,4682040023
울산광역시 울주군 두동면 봉계리,35,9,46,142,81,457,3171036026
울산광역시 울주군 두동면 은편리,2,0,27,84,95,152,3171036028
울산광역시 울주군 언양읍 반송리,34,0,111,18,38,197,3171025321
울산광역시 울주군 언양읍 반천리,21,0,81,54,19,433,3171025322
울산광역시 울주군 삼동면,158,2,147,583,419,4908,3171040000
울산광역시 울주군 삼동면 둔기리,62,0,31,61,22,731,3171040021
울산광역시 울주군 두동면,131,18,298,839,691,4328,3171036000
울산광역시 울주군 두동면 만화리,8,2,17,113,163,410,3171036021
울산광역시 울주군 두동면 월평리,22,0,89,87,77,1237,3171036023
경기도 오산시 원동,6,0,178,87,75,38,4137010300
경기도 시흥시 화정동,0,0,2,14,9,27,4139011700
경기도 시흥시 능곡동,1,0,20,60,28,106,4139011800
경기도 시흥시 하상동,5,0,29,76,9,18,4139012000
경기도 시흥시 광석동,1,0,16,70,45,107,4139012100
경기도 시흥시 물왕동,33,0,20,48,46,77,4139012200
경기도 시흥시 조남동,1,0,40,154,129,284,4139012400
경기도 시흥시 논곡동,2,0,34,70,32,91,4139012500
경기도 시흥시 거모동,5,0,75,233,127,119,4139012700
경기도 시흥시 군자동,2,0,22,89,81,223,4139012800
경기도 시흥시 장곡동,24,0,25,126,41,138,4139013000
경상북도 포항시남구,1753,480,2247,5853,5587,23562,4711100000
경상북도 포항시남구 상도동,12,6,0,30,74,32,4711110100
경상북도 포항시남구 해도동,34,9,0,31,110,11,4711110300
경상북도 포항시남구 송도동,48,5,0,0,123,16,4711110400
경상북도 포항시남구 청림동,125,0,76,124,63,0,4711110500
경상북도 포항시남구 송정동,391,0,0,51,70,14,4711110700
경상북도 포항시남구 송내동,69,0,0,115,40,45,4711110800
경기도 평택시 신대동,22,0,25,244,28,0,4122012200
경기도 평택시 월곡동,3,0,27,135,50,69,4122012500
경기도 평택시 청룡동,6,0,47,166,32,36,4122012600
경기도 평택시 팽성읍,425,8,569,3778,730,175,4122025000
경기도 평택시 고덕면 동청리,36,0,4,273,4,3,4122033024
경기도 평택시 고덕면 궁리,27,0,22,176,2,0,4122033026
경기도 광명시,115,214,607,1037,577,1303,4121000000
경기도 광명시 철산동,30,39,70,57,48,43,4121010200
경기도 광명시 하안동,7,29,60,175,51,213,4121010300
경기도 광명시 소하동,20,99,141,155,73,274,4121010400
경기도 광명시 일직동,12,40,23,93,39,137,4121010600
충청남도 부여군 임천면 점리,1,0,18,129,104,380,4476041028
충청남도 부여군 구룡면 태양리,4,0,31,70,37,38,4476035024
충청남도 부여군 양화면 원당리,0,0,56,42,18,78,4476040025
충청남도 부여군 양화면 상촌리,5,0,9,157,53,75,4476040027
충청남도 부여군 양화면 암수리,81,0,38,61,10,80,4476040028
충청남도 부여군 양화면 초왕리,1,0,3,76,15,241,4476040029
충청남도 부여군 양화면 수원리,1,0,3,122,15,133,4476040031
충청남도 부여군 임천면,263,6,188,1463,546,1823,4476041000
충청남도 청양군 비봉면 용천리,9,0,16,99,104,83,4479039029
충청남도 홍성군,1065,132,5975,11831,8219,15925,4480000000
전라남도 함평군 손불면 대전리,5,0,23,201,107,82,4686031025
전라남도 함평군 함평읍 내교리,5,0,19,71,30,43,4686025023
전라남도 함평군 함평읍 수호리,3,0,22,140,118,40,4686025024
전라남도 함평군 함평읍 성남리,5,0,26,152,28,0,4686025025
전라남도 함평군 함평읍 만흥리,5,0,32,158,56,43,4686025027
전라남도 영광군 묘량면 삼효리,7,0,39,177,79,340,4687032024
전라남도 영광군 묘량면 삼학리,13,0,59,103,88,267,4687032026
전라남도 영광군 묘량면 월암리,15,0,21,127,88,521,4687032027
전라남도 영광군 불갑면,218,10,173,792,666,1835,4687033000
전라남도 영광군 불갑면 순용리,13,9,12,127,48,26,4687033021
전라남도 영광군 불갑면 금계리,45,1,16,33,48,128,4687033023
전라남도 영광군 불갑면 자비리,7,0,29,57,26,304,4687033025
경상북도 김천시 지례면 교리,26,0,29,61,65,325,4715042021
경상북도 김천시 어모면 도암리,6,0,5,92,127,250,4715036030
경상북도 김천시 감문면 금곡리,8,0,9,71,102,311,4715035029
경상북도 김천시 감문면 삼성리,10,0,23,95,104,253,4715035030
경상북도 김천시 감문면 덕남리,18,1,34,116,55,222,4715035032
경상북도 김천시 감문면 태촌리,35,8,27,85,26,73,4715035033
경상북도 김천시 조마면,213,17,185,549,1005,5075,4715040000
전라남도 목포시 서산동,1,0,0,7,14,0,4611015400
전라남도 목포시 금화동,0,0,0,5,1,0,4611015500
전라남도 목포시 죽교동,83,0,37,58,62,103,4611015700
전라남도 목포시 상동,209,0,20,35,74,104,4611015800
전라남도 목포시 용해동,46,1,47,129,130,90,4611015900
전라남도 목포시 달동,116,0,25,274,182,169,4611016100
전라남도 목포시 율도동,15,0,14,120,103,38,4611016200
전라남도 목포시 대양동,34,0,17,194,124,219,4611016300
전라남도 여수시 적량동,64,0,21,126,135,149,4613014500
전라남도 여수시 월내동,48,0,30,116,192,163,4613014600
전라남도 여수시 낙포동,79,0,12,142,150,491,4613014800
전라남도 여수시 신덕동,16,0,21,68,60,398,4613014900
전라남도 해남군 북일면 방산리,35,0,38,138,46,140,4682036027
전라남도 해남군 산이면 부동리,483,0,30,338,6,37,4682041032
전라남도 해남군 산이면 금호리,415,0,2,123,137,141,4682041033
전라남도 해남군 문내면,617,0,320,2170,1184,1356,4682042000
전라남도 해남군 문내면 석교리,330,0,74,408,291,138,4682042022
전라남도 해남군 문내면 동외리,6,0,8,205,71,34,4682042023
전라남도 해남군 문내면 학동리,24,0,12,153,203,193,4682042025
전라남도 해남군 문내면 예락리,23,0,24,305,62,184,4682042027
전라남도 해남군 문내면 난대리,7,0,13,161,11,57,4682042028
전라남도 해남군 문내면 충평리,5,0,24,123,101,58,4682042029
전라남도 해남군 문내면 무고리,39,0,21,245,159,229,4682042030
전라남도 해남군 북일면 신월리,22,0,65,48,27,37,4682036023
울산광역시 울주군 두동면 이전리,4,6,23,74,89,81,3171036025
충청북도 단양군 단성면 회산리,0,0,7,16,13,441,4380036032
충청북도 단양군 단성면 가산리,52,1,27,171,85,1606,4380036033
충청북도 단양군 단성면 대잠리,2,0,0,17,6,265,4380036034
전라남도 순천시 덕암동,0,0,15,37,6,5,4615011300
전라남도 곡성군 곡성읍 동산리,25,5,43,18,0,0,4672025031
전라남도 곡성군 곡성읍 신기리,51,15,126,101,200,881,4672025033
전라남도 곡성군 오곡면,139,61,287,543,1018,4257,4672031000
전라남도 곡성군 오곡면 오지리,40,50,130,98,39,192,4672031021
전라남도 곡성군 오곡면 덕산리,3,0,7,31,37,87,4672031022
전라남도 곡성군 오곡면 송정리,21,3,6,32,72,335,4672031024
전라남도 곡성군 오곡면 봉조리,4,0,17,80,230,1070,4672031025
전라남도 곡성군 오곡면 명산리,2,0,2,51,111,302,4672031027
전라남도 곡성군 오곡면 승법리,1,0,33,51,8,6,4672031028
전라남도 곡성군 죽곡면 용정리,12,1,4,36,40,235,4672035033
전라남도 곡성군 오산면 조양리,9,1,24,112,122,307,4672040024
전라남도 담양군 창평면,93,2,313,1059,440,1462,4671034000
전라남도 곡성군 입면 삼오리,6,0,22,154,36,4,4672038031
경상북도 칠곡군 가산면 학하리,9,5,119,64,182,421,4785033043
전라남도 함평군,1445,37,4167,13123,9572,10602,4686000000
전라남도 함평군 신광면,97,0,460,1050,1065,1406,4686032000
전라남도 함평군 신광면 보여리,12,0,19,39,81,72,4686032021
전라남도 함평군 신광면 송사리,1,0,8,120,157,186,4686032022
경기도 시흥시 월곶동,40,0,27,189,79,520,4139013100
경기도 시흥시 정왕동,126,0,43,201,113,2675,4139013200
경상북도 포항시남구 동촌동,25,0,0,184,70,79,4711111000
경상북도 포항시남구 인덕동,13,10,4,24,21,17,4711111200
경상북도 포항시남구 효자동,25,5,14,28,58,36,4711111400
경상북도 포항시남구 대잠동,13,0,2,88,20,131,4711111600
경상북도 포항시남구 이동,1,0,2,61,48,127,4711111700
경상북도 포항시남구 연일읍 학전리,2,0,14,111,38,319,4711125327
경상북도 포항시남구 연일읍 달전리,14,0,13,57,57,417,4711125328
경상북도 포항시남구 연일읍 택전리,2,0,36,24,35,83,4711125331
경상북도 포항시남구 연일읍 우복리,10,0,13,94,34,342,4711125333
경상북도 포항시남구 오천읍,271,223,518,618,743,4670,4711125600
경상북도 포항시남구 오천읍 문덕리,57,46,137,79,135,228,4711125622
경상북도 포항시남구 장흥동,4,1,3,119,98,136,4711111100
경기도 광명시 가학동,5,3,91,119,103,235,4121010700
경기도 광명시 옥길동,8,0,42,100,24,31,4121010800
경기도 평택시 진위면 견산리,9,1,24,125,16,19,4122031030
경기도 평택시 진위면 신리,16,29,77,49,11,0,4122031032
경기도 평택시 서탄면,158,53,560,1507,411,171,4122032000
경기도 평택시 서탄면 사리,10,6,8,42,27,43,4122032022
경기도 평택시 서탄면 수월암리,5,0,77,258,131,69,4122032023
경기도 평택시 서탄면 마두리,9,0,64,131,89,21,4122032025
경기도 평택시 서탄면 회화리,43,7,152,69,11,0,4122032026
경기도 평택시 서탄면 장등리,7,5,32,197,14,8,4122032028
충청남도 부여군 부여읍 송곡리,0,0,14,91,114,139,4476025021
전라남도 고흥군 풍양면 보천리,167,0,65,28,47,120,4677031023
전라남도 고흥군 풍양면 당두리,53,0,24,50,54,196,4677031024
전라남도 고흥군 풍양면 한동리,1,0,21,62,24,19,4677031026
경기도 시흥시 무지내동,7,0,27,129,46,73,4139013400
경기도 군포시,154,75,488,793,642,1491,4141000000
경기도 군포시 당동,0,2,37,77,66,81,4141010100
경기도 군포시 부곡동,4,0,76,112,96,125,4141010300
경기도 군포시 산본동,76,6,125,119,163,394,4141010400
경기도 군포시 둔대동,46,0,41,77,49,271,4141010600
경기도 군포시 속달동,14,0,29,68,36,443,4141010700
경기도 군포시 대야미동,1,0,15,87,95,74,4141010800
경기도 평택시 평택동,3,0,7,63,3,0,4122011300
경기도 평택시 통복동,16,1,8,152,0,0,4122011400
경기도 평택시 군문동,14,0,0,70,19,0,4122011500
경기도 평택시 합정동,0,8,87,128,94,0,4122011700
경기도 평택시 비전동,1,11,125,258,56,0,4122011800
경기도 평택시 세교동,0,5,48,251,27,5,4122012000
경기도 평택시 지제동,2,0,51,209,29,13,4122012100
충청남도 부여군 홍산면 토정리,2,0,23,100,56,202,4476036021
충청남도 부여군 홍산면 북촌리,0,2,30,87,21,20,4476036023
충청남도 부여군 홍산면 남촌리,0,3,28,65,22,6,4476036024
전라남도 여수시 소라면 죽림리,26,0,29,118,140,92,4613031022
전라남도 여수시 소라면 관기리,6,0,15,129,163,98,4613031023
전라남도 여수시 소라면 복산리,16,0,2,320,147,517,4613031025
전라남도 여수시 소라면 사곡리,7,0,45,160,58,362,4613031026
전라남도 여수시 소라면 대포리,70,0,92,389,39,467,4613031028
전라남도 여수시 율촌면,407,0,273,1286,924,2096,4613032000
전라남도 여수시 율촌면 월산리,0,0,25,115,133,168,4613032022
전라남도 여수시 율촌면 산수리,3,0,54,111,61,300,4613032023
전라남도 여수시 율촌면 봉전리,4,0,8,41,123,232,4613032025
전라남도 여수시 율촌면 반월리,2,0,14,56,26,129,4613032026
전라남도 여수시 율촌면 신풍리,175,0,23,304,98,172,4613032028
전라남도 순천시 풍덕동,65,2,2,142,45,45,4615011500
전라남도 해남군 화원면 후산리,12,0,94,164,196,554,4682043029
전라남도 해남군 화원면 인지리,4,0,26,81,95,222,4682043030
전라남도 해남군 화원면 화봉리,14,0,4,80,101,122,4682043032
전라남도 해남군 화원면 산호리,61,0,46,322,249,282,4682043033
전라남도 해남군 화원면 성산리,442,0,1,154,100,113,4682043035
전라남도 영암군,4749,32,3545,21019,8134,19992,4683000000
전라남도 해남군 화원면 금평리,2,0,50,55,63,154,4682043022
전라남도 영암군 덕진면 용산리,15,0,20,188,31,0,4683031026
전라남도 영암군 덕진면 금강리,17,0,36,275,12,46,4683031028
충청남도 태안군 고남면,161,0,152,837,926,715,4482531000
충청남도 태안군 태안읍 반곡리,22,0,48,268,130,498,4482525026
전라남도 순천시 승주읍 봉덕리,7,0,0,95,19,178,4615025024
전라남도 순천시 승주읍 평중리,7,0,10,87,34,131,4615025025
전라남도 순천시 승주읍 도정리,3,0,0,130,170,894,4615025027
전라남도 순천시 승주읍 월계리,2,0,5,131,79,530,4615025028
전라남도 순천시 승주읍 신성리,12,0,26,138,74,543,4615025030
전라남도 순천시 승주읍 신학리,18,0,1,67,40,285,4615025031
전라남도 순천시 승주읍 유평리,134,0,0,42,48,388,4615025033
전라남도 순천시 해룡면,176,0,208,1374,1692,1537,4615031000
전라남도 순천시 해룡면 복성리,6,0,11,67,48,126,4615031021
전라남도 순천시 황전면 내구리,6,0,1,50,28,93,4615033028
전라남도 순천시 황전면 봉덕리,8,0,7,64,138,580,4615033029
전라남도 순천시 중앙동,0,4,0,0,0,0,4615012100
전라남도 영암군 신북면 명동리,1,0,4,65,83,190,4683033028
전라남도 영암군 신북면 이천리,22,0,28,283,43,110,4683033029
전라남도 영암군 신북면 행정리,8,0,24,387,40,11,4683033031
전라남도 영암군 신북면 월지리,22,0,45,279,3,2,4683033032
전라남도 영암군 군서면 월곡리,8,0,116,256,45,478,4683036030
전라남도 영암군 도포면 도포리,18,0,0,36,63,27,4683035024
전라남도 영암군 도포면 구학리,25,0,20,418,14,20,4683035025
전라남도 영암군 신북면 용산리,0,0,8,94,192,86,4683033033
전라남도 영암군 금정면 연소리,0,0,22,91,208,752,4683032028
서울특별시 종로구 적선동,0,2,2,0,0,0,1111010700
전라남도 구례군 문척면,180,63,71,335,315,2467,4673031000
전라남도 구례군 문척면 월전리,65,49,31,151,60,111,4673031021
전라남도 구례군 문척면 금정리,45,6,14,60,146,594,4673031023
전라남도 구례군 문척면 중산리,3,0,14,63,73,1233,4673031024
전라남도 구례군 구례읍,268,135,316,892,450,2509,4673025000
전라남도 구례군 구례읍 봉동리,12,25,40,16,1,3,4673025021
전라남도 구례군 구례읍 봉남리,0,0,23,15,0,9,4673025022
전라남도 구례군 구례읍 백련리,7,1,40,33,20,0,4673025023
전라남도 장성군 북하면 대악리,2,0,12,114,74,468,4688040022
전라남도 장성군 북하면 용두리,11,0,22,51,45,213,4688040024
전라남도 장성군 북하면 약수리,10,3,55,23,52,889,4688040025
전라남도 장성군 북하면 성암리,17,0,47,117,77,549,4688040027
전라남도 장성군 북하면 덕재리,218,0,13,77,34,285,4688040029
경기도 동두천시 하봉암동,28,35,91,59,18,895,4125011000
경기도 동두천시 상패동,23,37,245,128,91,282,4125011200
경기도 평택시 고덕면 방축리,1,0,50,236,37,4,4122033028
경기도 평택시 고덕면 여염리,0,0,0,2,1,0,4122033029
경기도 평택시 고덕면 좌교리,0,0,1,27,0,0,4122033031
경기도 평택시 오성면,339,0,228,1949,590,132,4122034000
경기도 평택시 오성면 교포리,1,0,0,133,0,0,4122034022
경기도 평택시 오성면 안화리,26,0,0,337,0,0,4122034024
경기도 평택시 오성면 양교리,5,0,74,227,163,81,4122034025
전라남도 장성군 진원면 율곡리,7,0,22,128,48,73,4688031021
전라남도 장성군 진원면 선적리,9,0,132,85,94,109,4688031023
전라남도 장성군 진원면 학전리,0,0,149,26,3,0,4688031024
전라남도 장성군 진원면 산동리,7,3,28,238,5,0,4688031026
전라남도 영광군 군남면 월흥리,15,0,8,227,21,15,4687035031
전라남도 영광군 군서면 매산리,14,1,8,114,48,18,4687034027
전라남도 영광군 군서면 덕산리,2,0,12,154,31,36,4687034028
전라남도 영광군 군서면 남계리,0,0,3,158,22,5,4687034029
전라남도 영광군 군서면 만곡리,3,0,4,407,51,0,4687034030
전라남도 고흥군 도양읍 봉암리,98,0,21,225,215,255,4677025324
전라남도 고흥군 고흥읍,1113,0,434,834,870,1298,4677025000
충청남도 부여군 홍산면 홍양리,1,0,37,39,27,130,4476036025
충청남도 부여군 홍산면 교원리,0,0,12,45,50,44,4476036027
충청남도 부여군 홍산면 조현리,0,0,26,64,45,54,4476036028
충청남도 부여군 홍산면 무정리,0,0,5,54,43,77,4476036030
충청남도 부여군 임천면 가신리,7,0,8,107,73,250,4476041022
충청남도 부여군 임천면 구교리,2,0,15,89,64,213,4476041023
충청남도 부여군 임천면 비정리,16,1,15,152,19,55,4476041025
충청남도 부여군 임천면 발산리,0,0,6,78,44,91,4476041026
전라남도 함평군 손불면 죽암리,5,0,60,119,46,28,4686031028
전라남도 함평군 손불면 궁산리,44,0,44,223,133,87,4686031029
전라남도 함평군 함평읍 장교리,0,0,43,190,81,42,4686025028
전라남도 영광군 불갑면 생곡리,2,0,6,65,74,70,4687033033
전라남도 영광군 군서면 보라리,3,0,0,54,139,54,4687034021
전라남도 영광군 군서면 남죽리,10,0,2,133,42,13,4687034022
전라남도 영광군 군서면 만금리,4,0,2,74,36,81,4687034024
전라남도 영광군 군서면 송학리,1,0,2,79,94,43,4687034025
경기도 평택시 팽성읍 송화리,0,0,71,207,32,0,4122025045
경기도 평택시 진위면,130,116,473,1264,556,857,4122031000
경기도 평택시 진위면 봉남리,19,2,50,29,11,69,4122031021
전라남도 순천시 외서면 반용리,0,0,0,87,110,350,4615037026
전라남도 순천시 외서면 장산리,1,0,0,76,61,159,4615037028
전라남도 순천시 낙안면,62,0,608,1331,753,3545,4615038000
전라남도 순천시 주암면 광천리,26,9,20,68,15,248,4615035033
전라남도 순천시 월등면 송천리,4,0,0,59,70,70,4615034027
전라남도 순천시 월등면 망용리,4,0,0,39,84,304,4615034028
전라남도 순천시 월등면 계월리,3,0,9,95,142,748,4615034029
전라남도 순천시 월등면 월림리,3,0,0,57,64,174,4615034030
전라남도 순천시 주암면 행정리,14,0,7,188,172,697,4615035021
전라남도 순천시 주암면 갈마리,2,0,5,36,53,31,4615035022
전라남도 순천시 주암면 오산리,2,0,52,152,66,157,4615035024
전라남도 강진군 도암면 만덕리,191,0,51,185,129,247,4681034026
전라남도 장흥군 유치면 봉덕리,19,3,23,84,99,720,4680035032
전라남도 장흥군 유치면 대천리,13,1,9,83,71,966,4680035033
전라남도 장흥군 유치면 운월리,5,1,3,85,66,894,4680035034
전라남도 장흥군 부산면,151,27,286,749,376,2203,4680036000
전라남도 강진군 칠량면 삼흥리,32,0,5,108,75,1001,4681032028
전라남도 강진군 칠량면 명주리,23,0,18,109,81,981,4681032030
전라남도 강진군 칠량면 장계리,19,0,11,110,35,225,4681032032
전라남도 강진군 대구면,61,0,105,758,573,1850,4681033000
전라남도 강진군 대구면 사당리,6,0,17,98,26,60,4681033022
전라남도 강진군 대구면 용운리,25,0,25,137,107,986,4681033023
전라남도 장성군 북일면,109,1,115,839,566,1419,4688038000
전라남도 장성군 북일면 신흥리,23,0,18,104,55,186,4688038021
전라남도 장성군 북일면 박산리,22,0,36,38,62,129,4688038022
전라남도 장성군 북일면 월계리,15,0,19,88,27,32,4688038024
전라남도 장성군 북일면 성산리,21,0,9,123,147,134,4688038025
전라남도 무안군 무안읍 신학리,33,0,28,361,34,5,4684025030
전라남도 무안군 일로읍,1249,0,350,1490,2167,1653,4684025300
전라남도 무안군 무안읍 성내리,2,0,15,40,0,0,4684025021
전라남도 나주시 남평읍 광촌리,5,0,67,47,71,473,4617025033
전라남도 나주시 남평읍 수원리,11,17,21,109,104,255,4617025034
전라남도 나주시 남평읍 평산리,34,86,24,131,27,15,4617025036
전라남도 나주시 세지면,147,5,351,1732,515,264,4617031000
전라남도 나주시 세지면 오봉리,23,3,59,177,105,153,4617031021
경기도 남양주시 금곡동,0,5,107,191,127,270,4136010300
경기도 남양주시 일패동,6,0,150,170,128,58,4136010400
경기도 고양시덕양구 선유동,5,5,54,123,156,110,4128111500
경기도 고양시덕양구 고양동,0,0,45,51,65,40,4128111600
경기도 고양시덕양구 대자동,25,35,87,188,373,430,4128111700
경기도 고양시덕양구 내유동,11,0,130,163,129,161,4128111900
경기도 고양시덕양구 토당동,20,12,52,314,35,0,4128112000
경기도 고양시덕양구 대장동,4,0,32,195,10,0,4128112200
경기도 고양시덕양구 화정동,3,0,138,258,17,8,4128112300
경상북도 김천시 봉산면 덕천리,7,2,53,107,45,73,4715037024
경상북도 김천시 봉산면 상금리,9,0,4,90,144,668,4715037026
경상북도 김천시 봉산면 신암리,10,0,20,140,185,657,4715037027
경상북도 김천시 대항면,53,0,95,704,969,4749,4715038000
경상북도 김천시 대항면 운수리,5,0,0,88,203,1257,4715038022
경상북도 김천시 대항면 주례리,1,0,0,65,171,1204,4715038023
경상북도 김천시 대항면 덕전리,12,0,10,202,126,549,4715038025
경상북도 김천시 감문면 송북리,2,0,5,59,151,488,4715035028
경상북도 김천시 개령면,244,33,190,762,421,1132,4715034000
경상북도 김천시 개령면 신룡리,7,0,7,124,44,37,4715034022
경상북도 김천시 개령면 덕촌리,31,8,37,88,76,255,4715034023
경상북도 김천시 개령면 서부리,59,2,17,73,31,131,4715034024
경기도 남양주시 수동면 수산리,13,0,43,119,84,1335,4136034023
전라남도 영광군 군남면 도장리,4,0,2,65,49,115,4687035023
전라남도 영광군 군남면 백양리,7,1,0,103,54,90,4687035024
전라남도 영광군 군남면 설매리,13,0,7,224,137,94,4687035026
전라남도 영광군 군남면 양덕리,22,4,0,285,90,28,4687035027
전라남도 영광군 군남면 용암리,19,0,0,157,99,520,4687035029
전라남도 영광군 법성면 대덕리,2,0,3,115,89,107,4687037024
전라남도 영광군 군남면 반안리,7,0,21,190,47,37,4687035032
전라남도 장성군 장성읍 덕진리,6,0,5,132,96,386,4688025033
전라남도 장성군 장성읍 상오리,11,0,18,91,104,242,4688025034
전라남도 장성군 진원면,54,3,631,1230,360,565,4688031000
전라남도 고흥군 도양읍 장계리,8,0,5,102,197,108,4677025321
전라남도 고흥군 도양읍 관리,3,0,9,157,104,94,4677025322
전라남도 고흥군 도양읍 용정리,15,0,7,278,222,278,4677025323
경기도 고양시덕양구 벽제동,0,0,41,121,240,623,4128111400
경상북도 경산시 와촌면 신한리,13,1,31,54,32,168,4729031032
경상북도 경산시 와촌면 강학리,6,0,5,67,73,287,4729031033
경상북도 경산시 와촌면 음양리,7,0,5,86,107,515,4729031034
전라남도 신안군 팔금면 대심리,5,0,6,31,46,24,4691041021
전라남도 나주시 남평읍 교촌리,2,5,2,54,9,8,4617025024
전라남도 순천시 별량면 쌍림리,0,0,0,61,81,60,4615039026
전라남도 순천시 별량면 학산리,8,0,0,50,196,127,4615039027
전라남도 순천시 별량면 대곡리,3,0,0,71,64,125,4615039028
전라남도 순천시 별량면 마산리,10,0,1,24,123,83,4615039030
전라남도 순천시 별량면 원창리,0,0,6,26,62,98,4615039032
전라남도 순천시 별량면 두고리,2,0,4,62,161,144,4615039033
