bjd_Nm,etc_Area,field_Grade1_Area,field_Grade2_Area,field_Grade3_Area,field_Grade4_Area,field_Grade5_Area,stdg_Cd
경상남도 의령군 부림면 대곡리,24,3,76,82,39,212,4872039027
경상남도 의령군 부림면 익구리,4,8,5,45,67,388,4872039029
경상남도 의령군 부림면 감암리,32,1,10,150,49,281,4872039030
경상남도 의령군 부림면 묵방리,0,0,0,16,48,367,4872039032
경상남도 의령군 봉수면,80,5,189,222,345,2473,4872040000
경상남도 의령군 봉수면 서암리,7,2,31,49,53,304,4872040022
경상남도 의령군 봉수면 죽전리,8,2,19,23,60,391,4872040024
경상남도 의령군 봉수면 삼가리,32,0,63,19,17,386,4872040025
경상남도 의령군 봉수면 천락리,9,0,6,28,56,392,4872040027
경상남도 함안군 가야읍 광정리,9,0,112,66,32,81,4873025023
경상남도 함안군 가야읍 도항리,26,5,68,252,22,95,4873025024
경상북도 청송군 안덕면 명당리,23,7,49,45,41,397,4775035033
경상북도 청송군 안덕면 감은리,17,16,58,43,58,502,4775035034
경상북도 청송군 안덕면 장전리,24,11,61,131,58,704,4775035035
경상북도 청송군 안덕면 신성리,37,6,29,51,120,1140,4775035037
경상북도 안동시 일직면 광연리,41,27,42,33,43,240,4717035025
경상북도 예천군 용문면 선리,2,0,24,40,192,505,4790031052
경상북도 예천군 용문면 능천리,2,0,17,52,36,125,4790031053
경상북도 예천군 용문면 대제리,3,1,19,19,62,220,4790031055
경상북도 예천군 용문면 하학리,14,0,23,51,59,336,4790031056
경상북도 청송군 부남면 감연리,11,4,33,109,101,372,4775032030
경상북도 의성군 안계면 봉양리,54,0,7,113,142,182,4773043035
경상북도 의성군 안계면 양곡리,15,0,18,215,254,97,4773043037
경상북도 의성군 안계면 시안리,9,6,14,216,71,6,4773043038
경상북도 의성군 구천면 위성리,40,10,149,92,130,90,4773040031
경상북도 의성군 단북면 정안리,12,0,24,285,22,6,4773042030
경상북도 의성군 단북면 연제리,6,0,62,234,42,0,4773042031
경상남도 밀양시 무안면 중산리,12,0,19,86,68,382,4827038037
경상남도 밀양시 무안면 가례리,13,0,12,85,64,538,4827038039
경상남도 밀양시 무안면 고라리,5,0,0,59,54,357,4827038040
경상남도 밀양시 청도면 구기리,17,0,33,76,97,426,4827039021
경상남도 밀양시 청도면 소태리,20,0,10,50,67,599,4827039022
경상남도 밀양시 청도면 조천리,4,0,20,58,87,635,4827039024
경상남도 밀양시 청도면 인산리,28,0,44,77,99,287,4827039025
경상남도 통영시 봉평동,4,0,21,32,15,95,4822011600
경상남도 통영시 도남동,12,0,47,25,53,74,4822011700
경상남도 통영시 산양읍,140,0,44,261,908,2540,4822025000
경상남도 통영시 산양읍 신전리,15,0,2,50,170,491,4822025022
경상북도 의성군 비안면 옥연리,49,22,27,112,114,161,4773039037
경상북도 청송군 현동면 도평리,10,2,28,92,74,1003,4775033028
경상북도 청송군 현동면 눌인리,15,13,80,98,133,1587,4775033030
경상북도 청송군 안덕면 지소리,37,14,10,10,90,448,4775035040
경상북도 청송군 안덕면 복리,19,11,85,79,37,349,4775035042
경상북도 청송군 안덕면 성재리,15,24,29,33,82,531,4775035044
경상북도 청송군 파천면,288,68,180,735,1369,7328,4775036000
경상남도 함안군 칠북면 검단리,5,0,41,66,77,279,4873036025
경상남도 함안군 칠북면 가연리,11,0,27,70,67,337,4873036026
충청북도 음성군 삼성면 대사리,0,0,24,102,53,242,4377035023
충청북도 음성군 삼성면 용성리,12,0,149,202,64,136,4377035024
충청북도 음성군 삼성면 상곡리,5,0,74,140,61,123,4377035025
충청북도 음성군 삼성면 청용리,4,0,151,114,45,46,4377035026
충청북도 음성군 삼성면 선정리,5,0,163,154,76,36,4377035028
충청북도 음성군 삼성면 능산리,8,0,64,113,77,42,4377035030
충청북도 음성군 삼성면 용대리,0,0,47,87,49,116,4377035031
경상북도 의성군 구천면 내산리,47,15,52,116,23,0,4773040037
경상북도 의성군 구천면 유산리,7,13,28,81,52,23,4773040038
경상북도 의성군 구천면 청산리,27,0,38,111,106,891,4773040040
경상북도 의성군 단밀면,336,45,454,1131,1099,2322,4773041000
경상북도 의성군 안계면 위양리,30,5,39,165,47,11,4773043032
경상북도 의성군 안계면 안정리,11,0,13,111,179,582,4773043034
경상남도 밀양시 무안면 운정리,7,0,14,58,60,413,4827038030
경상남도 밀양시 무안면 마흘리,10,0,45,138,87,671,4827038031
경상남도 밀양시 무안면 정곡리,12,2,30,80,53,299,4827038032
경상남도 밀양시 무안면 성덕리,11,1,84,29,51,386,4827038034
경상남도 밀양시 무안면 덕암리,7,0,24,65,83,479,4827038036
경상북도 의성군 신평면 용봉리,2,0,1,55,58,498,4773045033
경상북도 의성군 다인면 삼분리,27,0,69,478,126,161,4773044048
경상남도 의령군 의령읍,195,37,331,624,341,1897,4872025000
경상남도 합천군 봉산면 송림리,215,0,0,24,150,326,4889031027
경상남도 합천군 봉산면 계산리,265,0,3,80,205,921,4889031028
경상남도 합천군 봉산면 양지리,1,0,1,32,82,175,4889031030
경상남도 합천군 봉산면 노곡리,2,0,5,62,107,207,4889031031
경상남도 합천군 합천읍,167,24,102,734,665,3601,4889025000
경상남도 창녕군 고암면 감리,35,0,9,81,61,1264,4874031028
경상남도 창녕군 성산면 냉천리,15,0,27,51,44,289,4874032021
경상남도 창녕군 성산면 대견리,2,0,63,0,2,0,4874032023
경상남도 창녕군 성산면 대산리,12,0,17,48,106,892,4874032025
경상남도 창녕군 성산면 연당리,9,0,10,87,52,251,4874032026
경상남도 창녕군 성산면 방리,12,0,23,61,49,822,4874032028
경상남도 창녕군 성산면 가복리,3,0,1,58,41,551,4874032029
경상남도 창녕군 대합면 십이리,8,0,11,28,62,159,4874033021
경상남도 창녕군 대합면 장기리,11,0,14,100,49,147,4874033023
경상남도 함안군 산인면 내인리,37,0,20,93,31,71,4873038025
경상북도 상주시 흥각동,13,5,38,58,34,7,4725011700
경상북도 상주시 인평동,13,2,27,59,104,73,4725011900
경상북도 상주시 서곡동,3,0,17,57,60,201,4725012000
경상북도 상주시 외답동,12,2,29,74,88,118,4725012200
경상북도 상주시 헌신동,16,0,43,97,134,153,4725012300
경상북도 상주시 도남동,81,12,61,97,70,24,4725012500
경상북도 상주시 낙상동,29,11,101,61,49,63,4725012600
경상북도 경산시 남산면 경리,14,43,16,55,41,54,4729035022
경상북도 경산시 용성면 곡란리,7,0,12,72,69,338,4729034026
경상북도 경산시 용성면 용산리,4,0,8,22,21,185,4729034027
경상북도 경산시 용성면 내촌리,6,0,15,49,34,271,4729034029
경상남도 함안군 산인면,129,6,277,598,332,2343,4873038000
경상남도 함안군 산인면 입곡리,29,0,46,96,57,790,4873038021
경상남도 함안군 대산면 구혜리,24,9,154,83,5,23,4873034027
경상북도 영양군 영양읍,267,119,379,607,1262,10502,4776025000
경상북도 예천군 감천면 천향리,10,0,36,60,127,413,4790034039
경상북도 예천군 보문면 수계리,7,0,29,95,179,806,4790035044
경상북도 예천군 보문면 작곡리,31,0,28,82,83,187,4790035045
경상북도 의성군 금성면 청로리,25,10,31,121,47,366,4773037048
서울특별시 종로구 인사동,0,0,7,0,0,0,1111013600
서울특별시 종로구 낙원동,0,0,7,0,0,0,1111013700
서울특별시 종로구 종로2가,0,0,6,0,0,0,1111013800
서울특별시 종로구 가회동,0,4,3,3,0,6,1111014600
서울특별시 종로구 재동,0,5,0,0,0,0,1111014700
서울특별시 종로구 계동,0,6,3,0,0,7,1111014800
서울특별시 종로구 훈정동,0,0,1,20,0,0,1111015000
경상북도 의성군 비안면 산제리,14,0,14,152,133,706,4773039044
경상북도 의성군 비안면 쌍계리,56,14,62,98,76,193,4773039046
경상북도 의성군 비안면 도암리,5,0,1,84,120,334,4773039047
경상남도 거제시 장승포동,12,0,18,17,85,185,4831010200
경상남도 거제시 두모동,44,0,0,10,38,78,4831010300
경상남도 거제시 아양동,80,0,22,72,57,155,4831010400
경상남도 거제시 아주동,21,0,37,111,128,563,4831010500
경상남도 거제시 동부면,129,1,113,395,828,3787,4831032000
경상남도 밀양시 청도면 요고리,37,0,18,71,158,1487,4827039027
경상남도 거제시 거제면 옥산리,10,0,46,164,190,493,4831034025
경상남도 거제시 거제면 서정리,25,0,29,109,34,36,4831034026
경상남도 거제시 거제면 남동리,9,0,5,0,1,21,4831034028
경상남도 거제시 거제면 오수리,16,0,37,45,53,40,4831034030
경상남도 거제시 거제면 명진리,5,0,30,50,56,278,4831034031
경상남도 거제시 둔덕면,126,0,84,416,702,2036,4831035000
충청북도 괴산군 청천면 삼송리,36,9,141,187,166,2455,4376036051
충청북도 괴산군 청안면,67,7,789,1506,675,4041,4376037000
충청북도 괴산군 청안면 금신리,7,1,67,79,98,105,4376037022
충청북도 괴산군 청안면 효근리,2,0,81,120,82,149,4376037024
충청북도 괴산군 청안면 조천리,7,0,76,229,140,420,4376037025
충청북도 괴산군 청안면 문당리,3,0,54,232,53,607,4376037027
충청북도 괴산군 청안면 백봉리,9,0,79,126,23,535,4376037029
충청북도 괴산군 청천면 대티리,4,0,12,52,26,167,4376036044
충청북도 음성군 생극면,147,27,647,1172,715,2886,4377036000
충청북도 음성군 생극면 병암리,14,0,66,135,96,218,4377036022
충청북도 음성군 생극면 도신리,11,0,21,49,6,99,4377036023
경상북도 예천군 감천면 마촌리,25,0,25,97,83,74,4790034050
경기도 수원시권선구,133,114,1585,2273,274,337,4111300000
경상남도 의령군 지정면 태부리,3,1,26,66,14,519,4872037026
경상남도 의령군 지정면 백야리,12,0,18,31,16,228,4872037028
경상남도 의령군 지정면 성당리,21,1,31,19,23,46,4872037029
경상남도 의령군 낙서면,290,22,291,258,319,1157,4872038000
경상남도 의령군 낙서면 율산리,32,3,62,26,32,120,4872038022
경상남도 의령군 낙서면 정곡리,44,1,56,117,107,232,4872038023
경상남도 의령군 낙서면 내제리,54,3,46,26,18,236,4872038025
경상남도 의령군 낙서면 아근리,28,3,30,18,50,121,4872038026
경상남도 의령군 부림면 신반리,23,4,49,44,6,99,4872039021
경상남도 의령군 정곡면 중교리,39,0,26,98,54,446,4872036021
경상남도 의령군 정곡면 석곡리,2,0,13,46,17,228,4872036023
경상남도 창녕군 대합면 퇴산리,8,0,14,85,18,74,4874033027
경상남도 창녕군 대합면 평지리,7,0,17,160,83,50,4874033029
경상남도 창녕군 대합면 도개리,3,0,9,94,59,92,4874033030
경상남도 창녕군 대합면 목단리,64,0,24,135,58,116,4874033032
경상남도 창녕군 대합면 대곡리,4,0,13,53,30,95,4874033034
경상남도 창녕군 대합면 대동리,3,0,12,111,43,88,4874033035
경상남도 창녕군 이방면,356,106,418,790,412,2568,4874034000
경상남도 창녕군 이방면 안리,54,0,52,127,84,271,4874034021
경상남도 창녕군 이방면 석리,8,0,13,108,35,475,4874034023
경상남도 창녕군 부곡면 청암리,17,0,92,45,58,329,4874042025
경상남도 창녕군 부곡면 학포리,108,20,95,13,65,29,4874042027
경상남도 창녕군 부곡면 구산리,11,0,56,61,43,146,4874042028
경상북도 경산시 남산면 안심리,2,2,8,23,21,93,4729035026
경상북도 경산시 남산면 흥정리,1,0,31,17,10,48,4729035027
경상북도 경산시 남산면 연하리,8,0,12,79,14,86,4729035029
경상북도 경산시 남산면 사월리,11,47,48,7,1,11,4729035031
경상북도 경산시 남산면 송내리,13,0,18,20,12,91,4729035032
경상북도 영양군 수비면 송하리,44,0,30,19,86,849,4776034038
경상북도 영양군 입암면 신구리,29,5,37,37,59,149,4776031034
경상북도 영양군 입암면 양항리,2,1,19,32,49,705,4776031035
경상북도 영양군 입암면 연당리,39,7,64,55,56,316,4776031036
경상북도 영양군 입암면 교리,1,0,22,39,76,342,4776031037
경상북도 영양군 입암면 삼산리,50,34,22,36,47,100,4776031038
경상북도 예천군 유천면 고림리,0,0,19,53,59,36,4790037053
경상북도 예천군 유천면 송지리,4,0,32,78,78,37,4790037054
경상북도 의성군 다인면 양서리,27,1,23,65,42,265,4773044044
경상북도 의성군 다인면 용곡리,51,0,27,55,88,83,4773044045
경상북도 의성군 다인면 달제리,12,0,27,276,276,701,4773044047
경상북도 의성군 안평면 하령리,4,0,12,62,38,203,4773046045
경상북도 의성군 안평면 삼춘리,11,0,12,111,160,1368,4773046046
경상북도 의성군 안사면 중하리,5,0,45,111,253,983,4773047021
경상북도 의성군 안사면 안사리,9,0,3,87,115,505,4773047022
경상남도 거제시 둔덕면 상둔리,13,0,5,45,111,357,4831035021
경상남도 거제시 둔덕면 거림리,5,0,18,58,89,255,4831035023
경상남도 거제시 둔덕면 산방리,16,0,11,28,26,168,4831035024
경상남도 거제시 둔덕면 하둔리,35,0,3,39,56,123,4831035026
경상남도 거제시 둔덕면 어구리,5,0,4,7,22,105,4831035027
경상남도 거제시 동부면 산촌리,19,0,12,23,25,129,4831032021
경상남도 거제시 동부면 산양리,22,1,66,53,36,253,4831032022
경상남도 거제시 동부면 부춘리,7,0,12,75,143,363,4831032024
경상남도 거제시 동부면 오송리,10,0,1,59,161,239,4831032025
경상남도 거제시 동부면 율포리,5,0,10,36,85,388,4831032027
경상남도 거제시 동부면 학동리,10,0,5,30,108,655,4831032028
경상남도 거제시 남부면 탑포리,14,0,3,32,124,624,4831033021
충청북도 음성군 생극면 팔성리,14,7,59,100,48,247,4377036025
충청북도 음성군 생극면 임곡리,2,0,30,107,82,220,4377036027
충청북도 음성군 생극면 방축리,3,0,110,19,31,88,4377036028
충청북도 음성군 생극면 차곡리,6,0,13,91,62,452,4377036030
충청북도 음성군 생극면 오생리,4,0,21,127,70,261,4377036031
충청북도 괴산군 청천면 지경리,2,0,25,68,6,180,4376036039
충청북도 괴산군 청천면 덕평리,26,2,58,91,41,117,4376036040
충청북도 괴산군 청천면 지촌리,18,5,57,60,49,188,4376036042
충청북도 괴산군 청천면 운교리,16,7,6,71,17,259,4376036043
충청북도 음성군 삼성면 대야리,4,0,26,108,100,96,4377035032
충청북도 음성군 대소면 삼호리,12,1,144,88,17,0,4377034029
충청북도 음성군 대소면 오류리,13,4,180,150,43,20,4377034031
경상북도 영덕군 영덕읍,183,102,241,527,687,4927,4777025000
경상북도 영덕군 영덕읍 구미리,13,10,21,22,35,198,4777025021
경상북도 영덕군 달산면 대지리,48,19,38,17,89,575,4777033032
경상북도 영덕군 달산면 용평리,6,0,10,31,19,329,4777033033
경상북도 영덕군 달산면 매일리,11,0,48,49,68,510,4777033034
경상북도 의성군 단촌면 관덕리,37,32,105,68,25,200,4773031033
경상북도 의성군 의성읍 팔성리,12,8,32,77,45,366,4773025029
경상북도 의성군 의성읍 용연리,14,31,49,63,23,206,4773025030
경상북도 의성군 의성읍 철파리,21,32,39,66,30,312,4773025032
경상북도 청송군 청송읍 덕리,25,6,22,48,110,233,4775025022
경상북도 청송군 청송읍 청운리,41,16,12,156,171,703,4775025024
경상북도 청송군 청송읍 송생리,42,39,44,29,70,176,4775025025
경상북도 청송군 청송읍 거대리,8,0,33,81,103,1259,4775025027
경상남도 의령군 용덕면 와요리,6,1,28,27,14,255,4872035023
경상남도 의령군 용덕면 가락리,5,0,27,38,2,150,4872035024
경상남도 의령군 용덕면 신촌리,3,1,13,51,13,49,4872035026
경상남도 의령군 용덕면 교암리,6,0,9,29,19,13,4872035027
경상남도 의령군 가례면 봉두리,8,0,31,22,9,114,4872031029
경상남도 창녕군 이방면 상리,1,2,9,19,21,103,4874034026
경상남도 창녕군 이방면 옥천리,23,0,44,70,25,228,4874034028
경상남도 창녕군 이방면 초곡리,4,0,33,118,16,330,4874034029
경상남도 창녕군 이방면 송곡리,15,6,2,23,13,64,4874034031
경상남도 창녕군 이방면 등림리,66,2,34,49,10,254,4874034033
경상남도 창녕군 유어면,496,80,620,624,174,1338,4874035000
경상북도 영양군 수비면 수하리,97,14,30,134,236,4433,4776034030
경상북도 영양군 수비면 발리리,20,28,33,92,106,1007,4776034031
경상북도 영양군 수비면 죽파리,21,0,26,76,88,3024,4776034033
경상북도 영양군 수비면 계리,25,3,51,63,97,2182,4776034035
경상북도 영양군 수비면 본신리,9,1,33,38,71,1855,4776034036
경상북도 영덕군 달산면 주응리,11,0,46,23,70,596,4777033036
경상북도 영덕군 달산면 인곡리,14,2,17,52,29,350,4777033038
경상북도 영덕군 달산면 용전리,5,0,29,24,52,487,4777033039
