allvplain_Tpgraphy_Area,alpine_Tpgraphy_Area,bjd_Nm,diluvial_Tpgraphy_Area,etc_Area,hilly_Tpgraphy_Area,lavaplain_Tpgraphy_Area,lavaplate_Tpgraphy_Area,marnplain_Tpgraphy_Area,mount_Tpgraphy_Area,piedmont_Tpgraphy_Area,stdg_Cd,valley_Tpgraphy_Area
47,0,전라남도 구례군 용방면 용정리,0,3,0,0,0,0,341,108,4673036021,30
41,0,전라남도 구례군 산동면,0,93,30,0,0,0,7540,1360,4673037000,925
12,0,전라남도 구례군 산동면 시상리,0,4,0,0,0,0,130,49,4673037023,29
6,0,경상북도 안동시 풍산읍 죽전리,0,2,0,0,0,0,818,78,4717025031,183
0,0,경상북도 안동시 풍산읍 괴정리,0,3,40,0,0,0,134,5,4717025037,213
0,0,경상북도 안동시 와룡면 중가구리,0,3,0,0,0,0,371,5,4717031021,221
0,0,경상북도 안동시 와룡면 산야리,0,162,0,0,0,0,818,45,4717031023,209
0,0,경상북도 안동시 와룡면 지내리,0,3,0,0,0,0,269,1,4717031026,231
0,0,경상남도 김해시 동상동,0,0,13,0,0,0,91,41,4825010100,29
90,0,경상남도 사천시 곤명면 정곡리,0,51,10,0,0,0,228,0,4824036032,61
20,0,경상남도 사천시 곤명면 본촌리,0,39,22,0,0,0,302,1,4824036034,70
57,0,충청북도 증평군 증평읍 연탄리,64,12,63,0,0,0,290,30,4374525031,158
66,0,충청북도 증평군 증평읍 송산리,0,15,53,0,0,0,120,4,4374525032,149
53,0,충청북도 증평군 증평읍 사곡리,82,16,37,0,0,0,28,2,4374525034,119
6,0,충청북도 증평군 증평읍 덕상리,0,13,18,0,0,0,183,0,4374525036,164
3,0,충청북도 증평군 증평읍 남차리,0,10,15,0,0,0,245,37,4374525037,163
24,0,충청북도 증평군 증평읍 죽리,21,8,12,0,0,0,59,2,4374525039,98
236,0,충청북도 증평군 도안면,14,93,244,0,0,0,1204,57,4374531000,797
52,0,충청북도 증평군 도안면 화성리,0,7,7,0,0,0,85,3,4374531021,79
0,0,충청북도 증평군 도안면 연촌리,0,35,0,0,0,0,444,13,4374531023,42
24,0,충청북도 증평군 도안면 송정리,14,8,57,0,0,0,172,8,4374531024,174
63,0,충청북도 증평군 도안면 석곡리,0,14,42,0,0,0,19,0,4374531026,99
304,0,전라남도 나주시 영산동,0,99,0,0,0,0,22,0,4617012300,9
46,0,전라남도 나주시 부덕동,0,16,113,0,0,0,0,0,4617012700,64
29,0,전라남도 나주시 운곡동,0,10,55,0,0,0,127,18,4617013000,58
1054,0,전라남도 나주시 남평읍,52,285,24,0,0,0,3085,432,4617025000,510
61,0,전라남도 나주시 남평읍 동사리,0,24,0,0,0,0,0,0,4617025023,0
29,0,전라남도 나주시 남평읍 교원리,46,3,0,0,0,0,59,33,4617025025,10
295,0,전라남도 나주시 남평읍 우산리,4,69,0,0,0,0,362,69,4617025029,74
0,0,전라남도 나주시 남평읍 노동리,0,2,0,0,0,0,275,32,4617025032,23
22,0,전라남도 나주시 남평읍 광이리,0,7,0,0,0,0,14,0,4617025035,10
46,0,전라남도 나주시 세지면 내정리,54,0,75,0,0,0,0,0,4617031023,56
56,0,전라남도 나주시 세지면 교산리,0,20,80,0,0,0,93,0,4617031027,98
37,0,경상남도 진주시 대곡면 월아리,0,5,33,0,0,0,27,0,4817040025,24
50,0,경상남도 진주시 대곡면 가정리,0,6,36,0,0,0,215,2,4817040027,67
116,0,경상남도 진주시 대곡면 덕곡리,0,48,39,0,0,0,177,0,4817040028,79
109,0,경상남도 진주시 대곡면 마진리,0,68,56,0,0,0,177,3,4817040029,62
10,0,경상남도 진주시 대곡면 월암리,0,7,34,0,0,0,248,11,4817040031,93
452,0,경상남도 진주시 금산면,107,271,557,0,0,0,1139,60,4817041000,643
221,0,경상남도 진주시 금산면 가방리,54,104,49,0,0,0,117,7,4817041021,52
0,0,전라남도 목포시 대성동,0,0,0,0,0,1,25,0,4611010400,0
0,0,전라남도 목포시 호남동,0,0,0,0,0,38,0,0,4611010800,0
0,0,전라남도 목포시 측후동,0,0,0,0,0,0,1,0,4611011400,2
0,0,전라남도 목포시 복만동,0,0,0,0,0,2,0,0,4611011700,0
20,0,충청북도 괴산군 청천면 도원리,5,39,0,0,0,0,305,93,4376036031,47
0,0,충청북도 괴산군 청천면 금평리,0,12,0,0,0,0,419,73,4376036033,32
3,0,충청북도 괴산군 청천면 삼락리,0,11,0,0,0,0,172,37,4376036035,33
0,0,경기도 가평군 가평읍 산유리,0,26,0,0,0,0,567,61,4182025032,88
108,0,경기도 가평군 설악면,1,566,97,0,0,0,10526,1471,4182031000,1335
0,0,경기도 가평군 설악면 회곡리,0,125,12,0,0,0,1589,204,4182031023,36
9,0,경기도 가평군 설악면 위곡리,0,4,5,0,0,0,903,244,4182031027,78
0,0,경기도 가평군 설악면 가일리,0,7,0,0,0,0,1081,138,4182031032,85
0,0,경기도 가평군 설악면 이천리,0,7,0,0,0,0,609,77,4182031035,53
63,0,경기도 가평군 상면 연하리,0,18,0,0,0,0,361,75,4182033021,73
1,0,경기도 가평군 상면 행현리,0,3,0,0,0,0,1086,114,4182033023,86
2,0,경기도 가평군 상면 상동리,0,2,0,0,0,0,1570,152,4182033027,34
18,0,광주광역시 북구 누문동,0,1,0,0,0,0,0,0,2917010300,0
0,0,광주광역시 북구 삼각동,0,1,164,0,0,0,39,16,2917011600,113
0,0,광주광역시 북구 금곡동,0,7,2,0,0,0,1185,187,2917012000,44
6,0,광주광역시 북구 청풍동,0,27,0,0,0,0,425,98,2917012200,83
0,0,충청남도 청양군 운곡면 위라리,0,9,96,0,0,0,241,50,4479031021,116
54,0,충청남도 청양군 운곡면 미량리,0,16,70,0,0,0,130,50,4479031027,79
149,0,충청남도 청양군 대치면,0,201,424,0,0,0,5000,1091,4479032000,583
22,0,충청남도 청양군 대치면 탄정리,0,8,12,0,0,0,203,51,4479032022,38
3,0,충청남도 청양군 대치면 장곡리,0,12,2,0,0,0,624,74,4479032025,46
18,0,충청남도 청양군 대치면 작천리,0,25,16,0,0,0,133,36,4479032027,12
0,0,충청남도 청양군 대치면 오룡리,0,3,0,0,0,0,305,74,4479032030,16
13,0,충청남도 청양군 대치면 농소리,0,11,63,0,0,0,276,60,4479032035,64
3,0,충청남도 청양군 정산면 서정리,0,3,43,0,0,0,92,51,4479033021,81
100,0,전라남도 나주시 봉황면 죽석리,0,6,178,0,0,0,0,0,4617043021,116
1,0,전라남도 나주시 봉황면 송현리,0,25,183,0,0,0,117,16,4617043024,151
2,0,전라남도 나주시 봉황면 옥산리,0,0,80,0,0,0,0,0,4617043027,56
38,0,경기도 남양주시 진접읍 진벌리,0,6,0,0,0,0,487,82,4136025327,105
367,0,경기도 남양주시 화도읍,0,264,0,0,0,0,4778,651,4136025600,1099
27,0,경기도 남양주시 화도읍 답내리,0,6,0,0,0,0,335,44,4136025626,90
21,0,경기도 남양주시 화도읍 녹촌리,0,10,0,0,0,0,454,39,4136025629,151
216,0,경기도 남양주시 진건읍 진관리,0,19,6,0,0,0,119,5,4136025923,116
21,0,경기도 남양주시 진건읍 송능리,0,10,0,0,0,0,557,25,4136025926,139
1,0,경기도 남양주시 오남읍 팔현리,0,10,0,0,0,0,1241,112,4136026222,52
1,0,경기도 남양주시 별내면 용암리,0,2,0,0,0,0,653,50,4136031022,93
6,0,경기도 남양주시 수동면 지둔리,0,8,0,0,0,0,669,49,4136034022,91
15,0,경기도 남양주시 수동면 외방리,0,15,0,0,0,0,1127,143,4136034025,82
75,0,경기도 남양주시 조안면 송촌리,0,134,0,0,0,0,391,58,4136036024,36
132,0,대전광역시 서구 만년동,0,38,0,0,0,0,0,0,3017012800,0
10,0,대전광역시 유성구 대정동,0,3,111,0,0,0,119,15,3020010300,166
41,0,대전광역시 유성구 방동,0,54,23,0,0,0,449,42,3020011000,163
62,0,대전광역시 유성구 장대동,17,9,31,0,0,0,2,22,3020011700,7
59,0,대전광역시 유성구 구성동,0,27,17,0,0,0,23,1,3020012400,32
79,0,대전광역시 유성구 도룡동,0,48,0,0,0,0,119,0,3020012700,66
13,0,대전광역시 유성구 하기동,0,2,77,0,0,0,99,4,3020013200,136
44,0,대전광역시 유성구 문지동,7,11,37,0,0,0,81,4,3020014000,86
88,0,대전광역시 유성구 용산동,0,9,40,0,0,0,7,6,3020014400,48
0,0,대전광역시 유성구 구룡동,0,3,0,0,0,0,363,61,3020015300,112
0,0,대전광역시 대덕구 연축동,0,1,10,0,0,0,134,17,3023010400,41
0,0,대전광역시 대덕구 법동,0,1,1,0,0,0,155,10,3023010800,98
16,0,울산광역시 울주군 서생면 화정리,0,16,129,0,0,25,339,41,3171031029,74
0,0,충청남도 아산시 선장면 궁평리,0,56,55,0,0,22,0,0,4420039034,31
22,0,충청남도 아산시 도고면 신언리,57,4,49,0,0,58,50,17,4420040021,80
0,0,충청남도 아산시 도고면 화천리,0,1,0,0,0,0,160,18,4420040028,118
0,0,충청남도 아산시 도고면 덕암리,0,0,0,0,0,0,187,3,4420040031,94
0,0,충청남도 아산시 도고면 와산리,0,2,67,0,0,0,91,10,4420040034,83
199,0,충청남도 아산시 신창면,35,157,1299,0,0,611,373,87,4420041000,1224
0,0,충청남도 아산시 신창면 읍내리,0,8,150,0,0,0,90,2,4420041022,176
77,0,충청남도 아산시 신창면 수장리,0,20,59,0,0,59,0,1,4420041026,43
0,0,충청남도 아산시 신창면 궁화리,0,0,158,0,0,0,46,11,4420041029,167
0,0,충청남도 아산시 신창면 가내리,6,2,88,0,0,62,23,3,4420041032,119
3,0,충청남도 서산시 수석동,51,4,275,0,0,8,0,1,4421010600,262
0,0,충청남도 서산시 대산읍 대로리,0,38,476,0,0,241,228,30,4421025022,244
46,0,충청남도 부여군 부여읍 염창리,0,9,38,0,0,0,119,13,4476025023,98
39,0,충청남도 부여군 부여읍 용정리,0,3,13,0,0,0,175,19,4476025026,72
21,0,충청남도 부여군 부여읍 구아리,0,0,11,0,0,0,2,0,4476025029,6
9,0,충청남도 부여군 부여읍 쌍북리,0,3,40,0,0,0,83,3,4476025031,110
55,0,충청남도 부여군 부여읍 가탑리,0,0,8,0,0,0,89,1,4476025033,70
21,0,경상남도 함안군 함안면 대산리,0,10,42,0,0,0,190,11,4873031024,78
64,0,경상남도 함안군 군북면 덕대리,15,7,36,0,0,0,72,0,4873032021,53
50,0,경상남도 함안군 군북면 소포리,0,7,115,0,0,0,228,0,4873032023,131
0,0,경상남도 함안군 군북면 오곡리,0,7,10,0,0,0,388,132,4873032026,17
463,0,경상남도 함안군 군북면 월촌리,4,120,86,0,0,0,115,0,4873032032,95
0,0,경상남도 함안군 군북면 영운리,0,2,3,0,0,0,242,10,4873032035,118
0,0,경상남도 함안군 군북면 원북리,0,4,27,0,0,0,394,15,4873032037,123
0,0,경상남도 함안군 법수면 우거리,0,17,51,0,0,0,165,0,4873033022,90
107,0,경상남도 함안군 법수면 주물리,0,43,42,0,0,0,56,0,4873033025,34
94,0,경상남도 함안군 법수면 사정리,0,45,53,0,0,0,12,0,4873033028,49
132,0,경상남도 함안군 대산면 부목리,36,44,160,0,0,0,148,0,4873034021,134
50,0,경상남도 함안군 대산면 옥렬리,0,29,35,0,0,0,447,16,4873034024,171
8,0,충청남도 아산시 탕정면 명암리,0,8,116,0,0,0,179,19,4420033022,189
34,0,충청남도 아산시 탕정면 호산리,0,7,45,0,0,0,62,10,4420033024,93
204,0,충청남도 아산시 음봉면,16,133,711,0,0,0,2749,238,4420035000,1864
0,0,충청남도 아산시 음봉면 신수리,0,4,0,0,0,0,439,32,4420035023,93
7,0,충청남도 아산시 음봉면 쌍룡리,0,4,9,0,0,0,133,9,4420035031,97
65,0,충청남도 아산시 음봉면 덕지리,0,6,52,0,0,0,65,4,4420035034,97
240,0,충청남도 아산시 둔포면,44,142,1321,0,0,686,240,115,4420036000,1349
4,0,충청남도 아산시 둔포면 시포리,0,3,9,0,0,73,0,0,4420036023,33
135,151,경상북도 영덕군 남정면,0,114,64,0,0,59,5741,559,4777032000,533
8,0,경상북도 영덕군 남정면 장사리,0,14,0,0,0,40,266,23,4777032036,31
62,0,경상남도 진주시 사봉면 봉곡리,0,22,80,0,0,0,447,8,4817038025,155
43,0,경상남도 진주시 사봉면 부계리,0,18,38,0,0,0,652,12,4817038026,160
448,0,경상남도 진주시 금곡면,0,116,196,0,0,0,2381,53,4817033000,798
76,0,경상남도 진주시 문산읍 옥산리,0,12,74,0,0,0,122,0,4817025027,108
0,0,경상남도 진주시 문산읍 갈곡리,0,7,31,0,0,0,393,1,4817025029,131
28,0,경상남도 진주시 진성면 천곡리,0,3,50,0,0,0,191,0,4817035025,89
0,0,경상남도 진주시 진성면 구천리,0,16,20,0,0,0,470,0,4817035028,146
61,0,경상남도 진주시 진성면 동산리,0,46,52,0,0,0,291,41,4817035029,134
25,0,경상남도 진주시 일반성면 창촌리,2,3,32,0,0,0,28,0,4817036021,43
59,0,경상남도 진주시 일반성면 개암리,0,9,18,0,0,0,46,0,4817036023,31
52,0,충청남도 부여군 충화면,0,151,232,0,0,0,1980,229,4476039000,1052
0,0,충청남도 부여군 충화면 오덕리,0,11,7,0,0,0,204,18,4476039023,106
1,0,충청남도 부여군 충화면 지석리,0,1,29,0,0,0,249,23,4476039025,154
0,0,충청남도 부여군 충화면 청남리,0,7,4,0,0,0,221,25,4476039029,89
21,0,충청남도 부여군 양화면 내성리,0,81,13,0,0,1,100,3,4476040022,52
7,0,충청남도 부여군 양화면 족교리,0,1,48,0,0,7,43,1,4476040026,79
91,0,충청남도 부여군 양화면 벽용리,0,0,63,0,0,0,73,4,4476040030,104
0,0,충청남도 부여군 양화면 시음리,0,117,19,0,0,102,200,8,4476040032,109
15,0,충청남도 부여군 임천면 군사리,0,1,33,0,0,0,201,31,4476041021,85
19,0,충청남도 부여군 임천면 칠산리,0,113,62,0,0,244,42,3,4476041024,84
94,0,충청남도 부여군 임천면 만사리,0,0,61,0,0,36,136,19,4476041027,109
906,0,충청남도 부여군 장암면,0,164,501,0,0,130,1858,117,4476042000,1116
13,0,경상남도 하동군 횡천면 월평리,0,18,0,0,0,0,288,100,4885034025,15
63,0,경상남도 하동군 횡천면 남산리,0,20,0,0,0,0,191,76,4885034026,27
13,0,경상남도 하동군 고전면 범아리,0,9,45,0,0,28,254,96,4885035021,38
7,0,경상남도 하동군 고전면 성천리,12,6,60,0,0,0,501,179,4885035022,51
0,0,경상남도 하동군 양보면 지례리,0,4,80,0,0,0,280,48,4885038027,153
23,1,경상남도 하동군 북천면,0,32,10,0,0,0,2154,596,4885039000,479
0,0,경상남도 하동군 북천면 사평리,0,1,6,0,0,0,255,109,4885039022,70
4,1,경상남도 하동군 북천면 직전리,0,11,2,0,0,0,620,169,4885039023,90
4,0,경상남도 하동군 북천면 서황리,0,8,0,0,0,0,387,84,4885039025,92
2,0,경상남도 하동군 북천면 화정리,0,5,0,0,0,0,585,82,4885039026,140
18,20,경상남도 하동군 청암면 평촌리,0,26,0,0,0,0,533,143,4885040021,48
51,0,경기도 광주시 도척면 노곡리,0,11,0,0,0,0,276,36,4161033021,76
84,0,경기도 광주시 도척면 궁평리,0,16,0,0,0,0,249,33,4161033027,85
45,0,경기도 광주시 퇴촌면 관음리,0,16,0,0,0,0,1034,70,4161034022,96
1,0,경기도 광주시 퇴촌면 영동리,0,1,0,0,0,0,559,66,4161034024,106
6,0,경기도 광주시 퇴촌면 무수리,0,19,0,0,0,0,259,15,4161034028,19
47,0,충청북도 음성군 대소면 내산리,15,10,59,0,0,0,44,0,4377034030,73
276,0,충청북도 음성군 삼성면,81,106,1461,0,0,0,829,46,4377035000,2261
12,0,충청북도 음성군 삼성면 양덕리,9,42,96,0,0,0,180,26,4377035022,230
67,0,충청북도 음성군 삼성면 천평리,0,12,172,0,0,0,9,0,4377035027,192
0,0,충청북도 음성군 삼성면 대정리,0,0,110,0,0,0,31,0,4377035029,160
83,0,충청북도 음성군 생극면 신양리,0,26,9,0,0,0,391,46,4377036021,140
13,0,전라남도 순천시 옥천동,0,3,0,0,0,0,43,14,4615010400,6
51,0,전라남도 순천시 석현동,0,13,0,0,0,0,731,214,4615010800,22
64,0,전라남도 순천시 조곡동,0,13,0,0,0,0,99,31,4615011100,7
13,0,전라남도 순천시 인제동,0,0,0,0,0,7,72,23,4615011700,11
5,0,전라남도 순천시 남내동,0,0,0,0,0,0,0,0,4615012000,0
5,0,전라남도 순천시 대룡동,0,8,36,0,0,53,105,8,4615012400,57
36,0,전라남도 순천시 덕월동,0,8,0,0,0,47,217,57,4615012700,46
0,0,전라남도 순천시 안풍동,0,0,10,0,0,183,102,5,4615013000,55
0,0,전라남도 순천시 승주읍 유흥리,0,7,52,0,0,1,603,179,4615025023,64
7,0,전라남도 순천시 승주읍 구강리,0,7,3,0,0,0,421,98,4615025026,81
78,0,경기도 연천군 청산면,3,124,119,176,0,0,2120,226,4180032000,443
4,0,경기도 연천군 청산면 장탄리,0,44,81,98,0,0,297,8,4180032023,125
8,0,경기도 연천군 백학면 백령리,0,0,0,0,0,0,116,0,4180033022,82
7,0,경기도 연천군 백학면 전동리,0,19,0,0,0,0,29,0,4180033024,7
203,0,대전광역시 대덕구 문평동,0,18,0,0,0,0,0,0,3023011300,0
1,0,대전광역시 대덕구 평촌동,0,0,46,0,0,0,87,4,3023011700,124
0,0,대전광역시 대덕구 갈전동,0,57,0,0,0,0,219,31,3023012100,16
36,0,대전광역시 대덕구 미호동,0,120,0,0,0,0,198,1,3023012500,73
0,0,충청북도 단양군 단성면 고평리,0,0,0,0,0,0,293,64,4380036029,1
18,0,충청북도 옥천군 동이면 우산리,0,32,0,0,0,0,592,72,4373031030,27
26,0,충청북도 옥천군 안남면 종미리,0,16,0,0,0,0,157,30,4373032022,61
0,0,충청북도 옥천군 안남면 화학리,0,8,1,0,0,0,287,58,4373032026,32
8,0,충청북도 옥천군 안내면 현리,0,9,0,0,0,0,195,44,4373033021,76
0,0,충청북도 옥천군 안내면 정방리,0,4,0,0,0,0,165,29,4373033022,46
0,0,충청북도 옥천군 안내면 도이리,14,1,0,0,0,0,54,19,4373033023,27
3,0,충청남도 홍성군 광천읍 월림리,11,3,172,0,0,0,18,10,4480025333,154
0,0,충청남도 홍성군 금마면 월암리,0,0,102,0,0,0,96,42,4480032021,89
13,0,충청남도 홍성군 금마면 인산리,8,3,71,0,0,0,20,4,4480032023,86
4,0,충청남도 홍성군 금마면 덕정리,0,1,130,0,0,0,8,9,4480032026,133
5,0,울산광역시 울주군 두서면 차리,0,13,9,0,0,0,574,126,3171037021,79
6,0,울산광역시 울주군 두서면 미호리,0,28,34,0,0,0,577,140,3171037024,107
3,5,울산광역시 울주군 두서면 내와리,0,6,0,0,0,0,1117,240,3171037026,65
2,0,울산광역시 울주군 웅촌면 석천리,31,16,6,0,0,0,161,25,3171034022,19
6,0,울산광역시 울주군 웅촌면 은현리,0,11,2,0,0,0,370,115,3171034025,144
77,0,울산광역시 울주군 웅촌면 대대리,14,34,9,0,0,0,263,26,3171034027,132
18,0,울산광역시 울주군 웅촌면 통천리,0,71,63,0,0,0,225,17,3171034028,31
4,0,울산광역시 울주군 두동면 구미리,0,15,209,0,0,0,653,26,3171036022,222
2,0,울산광역시 울주군 두동면 삼정리,0,16,53,0,0,0,451,17,3171036024,109
47,0,경기도 성남시분당구 운중동,0,11,0,0,0,0,459,22,4113511500,122
0,0,경기도 성남시분당구 하산운동,0,0,0,0,0,0,158,0,4113511800,17
266,0,경기도 의정부시 의정부동,2,21,36,0,0,0,47,0,4115010100,21
82,0,경기도 의정부시 신곡동,0,27,89,0,0,0,187,0,4115010400,153
53,0,경기도 의정부시 낙양동,0,5,25,0,0,0,349,9,4115010700,136
29,0,경기도 의정부시 녹양동,3,9,128,0,0,0,77,7,4115011100,126
105,0,경기도 안양시만안구 박달동,8,32,0,0,0,0,474,30,4117110300,141
222,0,경기도 안양시동안구 관양동,22,19,23,0,0,0,165,12,4117310200,125
17,0,충청북도 증평군 증평읍 남하리,4,3,54,0,0,0,102,5,4374525040,156
3,0,충청북도 증평군 도안면 노암리,0,9,57,0,0,0,293,18,4374531022,192
0,0,충청북도 증평군 도안면 광덕리,0,1,61,0,0,0,45,4,4374531025,116
86,0,충청북도 진천군 진천읍 행정리,0,9,3,0,0,0,264,20,4375025027,105
1,0,충청북도 진천군 진천읍 건송리,0,136,0,0,0,0,352,7,4375025029,79
2,0,충청북도 진천군 진천읍 문봉리,0,2,0,0,0,0,298,26,4375025032,82
0,0,충청북도 진천군 진천읍 금암리,0,1,5,0,0,0,266,19,4375025034,78
8,0,충청북도 진천군 진천읍 송두리,0,2,151,0,0,0,0,0,4375025037,177
73,0,충청북도 진천군 진천읍 상신리,21,22,35,0,0,0,0,0,4375025039,43
35,0,충청남도 예산군 오가면 양막리,22,0,31,0,0,6,0,0,4481040028,29
170,0,충청남도 예산군 오가면 신원리,2,6,0,0,0,2,0,0,4481040031,0
0,0,충청남도 태안군 태안읍 장산리,0,0,194,0,0,48,35,10,4482525023,144
0,0,충청남도 태안군 태안읍 어은리,0,25,102,0,0,134,213,18,4482525031,126
10,0,충청남도 태안군 안면읍,0,449,3604,0,0,2805,877,257,4482525300,1114
48,0,충청남도 아산시 둔포면 신항리,0,4,96,0,0,0,111,4,4420036026,161
30,0,충청남도 아산시 둔포면 신양리,0,3,62,0,0,0,46,22,4420036029,92
33,0,충청남도 아산시 둔포면 운용리,42,4,67,0,0,12,3,11,4420036033,69
0,0,충청남도 아산시 둔포면 염작리,0,0,202,0,0,0,0,13,4420036035,142
8,0,충청남도 아산시 영인면 상성리,0,19,41,0,0,0,148,13,4420037022,61
60,0,충청남도 아산시 영인면 신운리,0,6,96,0,0,59,33,10,4420037025,96
223,0,충청남도 아산시 염치읍 석정리,0,27,2,0,0,0,7,0,4420025030,15
96,0,충청남도 아산시 염치읍 백암리,0,45,58,0,0,0,64,4,4420025033,93
36,0,충청남도 아산시 송악면 역촌리,8,14,0,0,0,0,106,21,4420031021,61
30,0,충청남도 아산시 송악면 외암리,0,9,28,0,0,0,212,60,4420031023,75
1,0,충청남도 아산시 송악면 궁평리,0,62,0,0,0,0,80,7,4420031026,12
0,0,충청남도 아산시 송악면 송학리,0,5,0,0,0,0,371,67,4420031028,56
13,0,충청남도 아산시 송악면 동화리,0,47,0,0,0,0,432,34,4420031033,104
0,0,충청북도 괴산군 문광면 대명리,0,1,0,0,0,0,158,23,4376035023,97
0,0,충청북도 괴산군 문광면 양곡리,0,13,0,0,0,0,625,135,4376035027,44
0,0,충청북도 괴산군 문광면 흑석리,0,16,0,0,0,0,442,87,4376035029,39
30,0,충청북도 괴산군 청천면 청천리,0,8,0,0,0,0,380,57,4376036021,12
0,0,전라남도 담양군 수북면 수북리,42,0,0,0,0,0,0,0,4671040034,6
0,0,경기도 파주시 적성면 무건리,0,0,0,0,0,0,110,0,4148037027,5
0,0,경기도 파주시 적성면 적암리,0,1,0,0,0,0,22,0,4148037033,0
0,0,충청남도 서산시 해미면 관유리,18,0,11,0,0,0,0,0,4421039028,43
67,0,충청남도 서산시 해미면 반양리,11,6,49,0,0,9,9,2,4421039031,52
104,0,충청남도 서산시 해미면 억대리,0,4,0,0,0,2,0,0,4421039034,1
78,0,충청남도 서산시 해미면 응평리,21,10,0,0,0,0,0,0,4421039036,2
2,0,충청남도 서산시 해미면 석포리,0,167,167,0,0,474,0,6,4421039040,61
57,0,충청남도 서산시 고북면 신송리,9,28,152,0,0,0,27,24,4421040022,91
0,0,충청남도 서산시 고북면 용암리,9,1,127,0,0,0,111,55,4421040025,125
0,0,충청남도 서산시 고북면 남정리,155,2,36,0,0,288,0,0,4421040028,76
9,0,충청남도 서산시 고북면 정자리,0,2,161,0,0,113,0,2,4421040031,113
0,0,충청남도 서산시 고북면 사기리,0,11,143,0,0,715,0,8,4421040033,50
0,0,충청남도 논산시 반월동,0,0,13,0,0,9,0,0,4423010200,15
41,0,충청남도 논산시 취암동,0,0,44,0,0,62,7,0,4423010500,49
0,0,전라남도 완도군 약산면,0,302,0,0,0,114,1704,371,4689034000,352
0,0,전라남도 완도군 약산면 관산리,0,156,0,0,0,8,167,92,4689034023,46
0,0,전라남도 완도군 청산면 도청리,0,3,0,0,0,0,122,78,4689035021,15
0,0,전라남도 완도군 청산면 부흥리,0,0,0,0,0,0,97,120,4689035025,20
0,0,전라남도 완도군 청산면 동촌리,0,3,0,0,0,0,155,79,4689035028,2
0,0,전라남도 완도군 청산면 국산리,0,8,0,0,0,0,438,123,4689035030,29
0,0,전라남도 완도군 소안면 비자리,0,2,0,0,0,10,209,61,4689036021,43
0,0,전라남도 완도군 소안면 진산리,0,11,0,0,0,0,266,170,4689036025,30
0,0,전라남도 완도군 소안면 횡간리,0,27,0,0,0,0,271,35,4689036028,23
0,0,전라남도 완도군 보길면 중통리,0,15,0,0,0,21,233,144,4689038021,35
0,0,전라남도 완도군 보길면 정자리,0,12,0,0,0,11,637,171,4689038024,35
102,0,경상북도 의성군 금성면 명덕리,0,42,58,0,0,0,385,3,4773037045,151
45,0,경상북도 의성군 금성면 산운리,59,22,64,0,0,0,12,9,4773037049,42
0,0,경상북도 의성군 봉양면 풍리리,0,8,193,0,0,0,560,71,4773038036,177
8,0,경상북도 의성군 봉양면 도원리,0,17,109,0,0,0,142,39,4773038039,120
6,0,경상북도 의성군 봉양면 구미리,0,14,30,0,0,0,84,16,4773038042,63
23,0,경상북도 의성군 봉양면 문흥리,0,8,29,0,0,0,234,37,4773038044,92
24,0,경상북도 의성군 비안면 서부리,0,25,80,0,0,0,8,14,4773039036,86
11,0,경상북도 의성군 비안면 외곡리,0,2,25,0,0,0,217,19,4773039041,94
34,0,경상북도 의성군 비안면 현산리,0,26,9,0,0,0,414,8,4773039043,102
9,0,경상북도 의성군 비안면 화신리,0,8,101,0,0,0,241,33,4773039045,177
60,0,경상북도 의성군 비안면 장춘리,46,68,147,0,0,0,134,30,4773039048,107
6,0,경상북도 의성군 구천면 조성리,0,17,15,0,0,0,155,1,4773040033,42
51,0,경기도 안성시 가사동,0,0,11,0,0,0,69,0,4155012600,55
0,0,경기도 안성시 신소현동,0,2,26,0,0,0,22,3,4155012900,38
4,0,경기도 안성시 발화동,0,4,8,0,0,0,0,0,4155013200,125
179,0,경기도 안성시 공도읍 중복리,0,26,0,0,0,0,0,0,4155025024,0
265,0,경기도 안성시 공도읍 건천리,0,31,0,0,0,0,0,0,4155025027,0
1,0,경기도 안성시 공도읍 만정리,0,27,208,0,0,0,16,53,4155025029,159
12,0,경기도 안성시 보개면 적가리,0,6,92,0,0,0,2,2,4155031021,105
4,0,경기도 안성시 보개면 불현리,0,1,16,0,0,0,21,4,4155031029,25
11,0,경기도 안성시 보개면 곡천리,0,3,15,0,0,0,24,0,4155031032,24
0,0,경기도 안성시 보개면 가율리,0,1,63,0,0,0,33,0,4155031035,86
2,0,경기도 안성시 보개면 동평리,0,11,11,0,0,0,268,24,4155031037,127
31,0,경기도 안성시 보개면 북가현리,0,16,25,0,0,0,578,53,4155031039,119
0,0,충청남도 서천군 한산면 온동리,0,3,0,0,0,41,20,0,4477034037,9
0,0,충청남도 서천군 한산면 신성리,0,114,0,0,0,128,0,0,4477034040,0
0,0,충청남도 서천군 마산면 안당리,0,7,2,0,0,0,77,1,4477035021,71
0,0,충청남도 서천군 마산면 신장리,0,2,9,0,0,0,36,7,4477035023,53
3,0,충청남도 서천군 마산면 요곡리,0,0,21,0,0,0,93,3,4477035026,66
14,0,충청남도 서천군 마산면 신봉리,0,10,0,0,0,0,83,0,4477035028,53
0,0,충청남도 서천군 마산면 시선리,0,0,2,0,0,0,67,1,4477035031,43
38,0,충청남도 서천군 마산면 이사리,0,2,5,0,0,1,138,1,4477035034,56
