allcolluvm_Layer_Area,alluvm_Layer_Area,bjd_Nm,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area,stdg_Cd
52,28,경상남도 고성군 영오면 오동리,8,0,7,162,4882037023
13,14,경상남도 고성군 대가면 양화리,107,0,16,297,4882035025
94,39,경상남도 고성군 대가면 연지리,69,0,6,349,4882035026
58,43,경상남도 고성군 마암면 두호리,25,1,11,105,4882041021
90,68,경상남도 고성군 마암면 보전리,40,0,16,299,4882041023
44,11,경상남도 거제시 장목면 외포리,149,0,13,727,4831039029
3172,3745,경상남도 양산시,7654,117,1573,32441,4833000000
38,5,경상남도 양산시 다방동,31,0,4,74,4833010100
13,89,경상남도 양산시 남부동,12,0,12,25,4833010200
3,63,경상남도 양산시 북부동,39,0,35,55,4833010400
73,12,경상남도 양산시 명곡동,88,0,10,541,4833010500
65,86,경상남도 양산시 북정동,18,0,20,106,4833010700
56,24,경상남도 양산시 산막동,14,0,5,92,4833010800
56,15,경상남도 양산시 호계동,160,0,5,635,4833010900
51,91,경상남도 양산시 유산동,47,0,36,233,4833011100
7364,4905,전라남도 장성군,6429,988,2177,29964,4688000000
1488,458,전라남도 장성군 삼서면,353,54,202,2177,4688034000
43,4,전라남도 장성군 남면 마령리,127,75,14,145,4688032024
179,95,경기도 고양시덕양구 주교동,5,2,3,258,4128110100
49,13,전라남도 나주시 문평면 오룡리,42,0,6,127,4617037032
43,74,전라남도 나주시 노안면 금동리,5,18,12,53,4617038021
38,49,전라남도 나주시 노안면 장동리,0,5,11,67,4617038022
110,32,전라남도 나주시 노안면 도산리,1,1,9,161,4617038024
164,63,전라남도 나주시 노안면 유곡리,10,2,20,318,4617038025
91,114,전라남도 나주시 노안면 안산리,0,63,32,107,4617038027
41,94,전라남도 나주시 노안면 용산리,0,11,9,53,4617038028
12,51,전라남도 나주시 봉황면 만봉리,78,0,21,436,4617043037
2,19,전라남도 나주시 산포면 화지리,0,29,13,14,4617040024
64,13,전라남도 나주시 산포면 산제리,60,42,7,147,4617040025
0,71,전라남도 나주시 산포면 등수리,5,152,7,1,4617040026
9,150,전라남도 나주시 산포면 내기리,0,0,56,44,4617040028
61,54,경상북도 성주군 선남면 취곡리,30,0,7,121,4784031040
50,82,경상북도 성주군 선남면 성원리,14,0,26,259,4784031042
182,57,경상북도 성주군 선남면 문방리,24,0,9,546,4784031043
65,5,경상북도 성주군 용암면 중거리,58,0,4,431,4784032053
92,35,경상북도 성주군 용암면 마월리,42,0,7,373,4784032054
43,25,경상남도 고성군 영현면 봉발리,97,0,4,523,4882036023
23,14,경상남도 고성군 영현면 영부리,98,0,12,417,4882036025
12,7,경상남도 고성군 영현면 봉림리,25,0,4,158,4882036026
43,18,경상남도 고성군 영현면 연화리,87,0,4,386,4882036028
52,61,경상남도 고성군 영오면 영대리,18,0,10,261,4882037021
33,124,경상남도 고성군 영오면 오서리,0,0,32,103,4882037022
113,9,경상남도 고성군 구만면 화림리,106,0,5,280,4882039023
34,54,경상남도 고성군 영오면 성곡리,15,0,21,192,4882037025
52,78,경상남도 고성군 영오면 연당리,7,0,9,203,4882037026
59,35,경상남도 고성군 대가면 갈천리,189,0,22,897,4882035028
55,46,경상남도 고성군 동해면 양촌리,163,0,10,428,4882042022
54,59,경상남도 의령군 의령읍 무전리,5,0,18,99,4872025024
5,109,경상남도 의령군 의령읍 정암리,0,0,36,25,4872025025
73,94,경상남도 의령군 의령읍 대산리,8,0,36,160,4872025027
102,10,경상남도 의령군 의령읍 상리,38,0,4,522,4872025028
40,29,경상남도 의령군 의령읍 하리,68,0,7,461,4872025030
245,283,경상남도 의령군 가례면,357,8,70,2597,4872031000
43,3,경상남도 의령군 가례면 갑을리,86,0,1,307,4872031021
16,23,경상남도 의령군 가례면 개승리,101,0,1,262,4872031023
22,45,경상남도 의령군 가례면 수성리,0,0,4,195,4872031025
72,13,경상남도 거제시 장목면 장목리,63,0,15,410,4831039026
18,1,경상남도 거제시 장목면 대금리,43,0,1,47,4831039028
1833,869,경상북도 봉화군 봉화읍,100,6,233,4439,4792025000
54,30,경상북도 봉화군 봉화읍 삼계리,1,0,15,120,4792025022
0,1,대구광역시 중구 향촌동,0,1,0,0,2711015200
7212,4860,충청남도 청양군,4129,16,1757,29994,4479000000
12011,3186,경상북도 봉화군,9702,30,1661,93632,4792000000
279,61,경상남도 함양군 마천면,1415,0,157,8853,4887031000
48,0,경상남도 함양군 마천면 군자리,61,0,8,398,4887031022
27,46,경상남도 산청군 단성면 자양리,65,0,36,341,4886037037
1205,1006,경상남도 산청군 단성면,1341,13,442,6912,4886037000
18,54,경상남도 산청군 단성면 성내리,22,0,19,51,4886037021
82,64,경상남도 함양군 함양읍 교산리,21,0,1,116,4887025024
87,47,경상남도 산청군 신등면 양전리,69,4,14,260,4886040022
45,102,경상남도 산청군 신등면 가술리,58,0,30,191,4886040023
61,59,경상남도 산청군 신등면 사정리,32,0,17,404,4886040025
78,26,경상남도 산청군 신등면 율현리,115,4,17,601,4886040027
58,192,전라남도 고흥군 점암면 장남리,101,0,55,321,4677037022
18,175,전라남도 고흥군 점암면 강산리,156,0,21,354,4677037023
74,90,전라남도 고흥군 점암면 여호리,22,0,55,373,4677037024
81,81,전라남도 고흥군 점암면 성기리,164,0,18,556,4677037026
91,49,전라남도 고흥군 점암면 모룡리,22,0,6,296,4677037027
159,52,전라남도 고흥군 점암면 사정리,12,0,21,387,4677037029
18,5,경기도 연천군 청산면 대전리,47,0,4,762,4180032022
113,3,경기도 연천군 청산면 궁평리,16,21,10,93,4180032024
5701,4795,경기도 남양주시,2843,54,1895,30679,4136000000
120,31,경기도 남양주시 호평동,83,0,5,681,4136010100
106,46,경기도 남양주시 평내동,59,0,8,517,4136010200
646,406,경기도 과천시,274,29,79,2153,4129000000
12,16,경기도 과천시 관문동,3,0,1,139,4129010100
135,23,경기도 과천시 갈현동,13,0,0,234,4129010300
75,89,경기도 시흥시 안현동,13,0,3,150,4139010700
68,180,경기도 시흥시 매화동,9,0,5,114,4139010800
149,56,경기도 시흥시 금이동,8,0,18,261,4139011000
75,41,경기도 오산시 궐동,5,0,3,88,4137010400
37,18,경기도 오산시 청학동,0,0,2,54,4137010500
74,6,경기도 오산시 가장동,0,0,0,125,4137010600
75,14,경기도 오산시 수청동,3,0,3,65,4137010800
10,22,경기도 오산시 은계동,0,0,9,13,4137010900
98,19,경기도 오산시 외삼미동,2,0,3,119,4137011100
84,70,경기도 오산시 양산동,43,0,16,157,4137011200
90,26,경기도 오산시 세교동,2,0,3,106,4137011300
31,47,경기도 오산시 서랑동,2,0,22,83,4137011500
76,27,경기도 오산시 서동,4,0,6,92,4137011600
524,197,경상북도 포항시남구 구룡포읍,219,121,103,3355,4711125000
32,46,경상북도 포항시남구 구룡포읍 구룡포리,22,25,14,347,4711125021
36,1,경상북도 포항시남구 구룡포읍 석병리,30,90,14,235,4711125023
104,7,경상북도 포항시남구 구룡포읍 성동리,36,4,10,339,4711125024
23,3,경상북도 포항시남구 구룡포읍 장길리,12,0,1,75,4711125026
58,25,경상북도 포항시남구 구룡포읍 병포리,11,2,10,359,4711125028
41,26,경상북도 포항시남구 구룡포읍 후동리,17,0,7,324,4711125029
87,7,전라남도 함평군 신광면 함정리,24,0,6,234,4686032024
25,38,전라남도 함평군 신광면 원산리,62,0,5,296,4686032025
79,6,전라남도 함평군 신광면 백운리,14,0,5,150,4686032027
29,111,전라남도 함평군 신광면 계천리,17,0,4,80,4686032029
35,38,전라남도 함평군 신광면 월암리,48,0,44,369,4686032030
75,56,경기도 하남시 상산곡동,78,0,3,797,4145010500
13,153,경기도 하남시 신장동,0,30,22,0,4145010600
0,71,경기도 하남시 당정동,0,0,97,0,4145010700
18,72,충청북도 보은군 마로면 적암리,55,0,12,559,4372033027
40,69,충청북도 보은군 마로면 기대리,59,0,39,462,4372033029
50,63,충청북도 보은군 마로면 갈전리,21,0,7,177,4372033031
31,9,충청북도 보은군 마로면 한중리,33,0,8,289,4372033032
64,74,충청북도 보은군 마로면 갈평리,7,0,66,297,4372033034
673,932,충청북도 보은군 탄부면,82,42,190,1240,4372034000
46,10,충청북도 보은군 마로면 오천리,58,0,6,526,4372033023
41,93,충청북도 보은군 마로면 세중리,36,0,6,255,4372033024
114,93,울산광역시 북구 천곡동,51,0,24,417,3120010800
133,31,울산광역시 북구 달천동,47,0,8,568,3120010900
43,205,울산광역시 북구 무룡동,101,0,25,512,3120011100
5,29,울산광역시 울주군 언양읍 동부리,1,62,1,0,3171025330
0,24,울산광역시 울주군 언양읍 남부리,0,0,9,0,3171025332
66,0,울산광역시 울주군 언양읍 태기리,26,0,29,683,3171025334
47,26,울산광역시 울주군 언양읍 구수리,42,20,92,568,3171025335
198,15,울산광역시 울주군 서생면 신암리,2,14,9,358,3171031021
75,44,울산광역시 울주군 서생면 명산리,1,0,11,123,3171031022
40,0,부산광역시 기장군 기장읍 교리,7,0,0,33,2671025022
12,4,부산광역시 기장군 기장읍 서부리,26,0,4,114,2671025025
31,0,부산광역시 기장군 기장읍 대변리,32,0,14,145,2671025028
18,4,부산광역시 기장군 기장읍 당사리,8,0,0,29,2671025032
34,56,부산광역시 기장군 기장읍 내리,197,0,3,945,2671025034
44,26,부산광역시 기장군 장안읍 장안리,136,0,13,729,2671025325
140,7,부산광역시 기장군 장안읍 기룡리,80,0,12,384,2671025328
120,9,부산광역시 기장군 장안읍 반룡리,21,0,13,269,2671025331
143,0,부산광역시 기장군 장안읍 오리,63,0,5,293,2671025333
1049,0,충청북도 단양군 어상천면,578,0,56,5697,4380034000
206,0,충청북도 단양군 어상천면 임현리,130,0,10,1093,4380034021
201,0,충청북도 단양군 어상천면 연곡리,178,0,6,1358,4380034022
223,0,충청북도 단양군 어상천면 대전리,11,0,1,723,4380034024
93,0,충청북도 단양군 어상천면 덕문곡리,65,0,7,588,4380034025
57,0,충청북도 단양군 어상천면 심곡리,51,0,12,346,4380034027
49,54,전라남도 담양군 무정면 봉안리,76,0,7,218,4671036021
56,7,전라남도 담양군 무정면 오봉리,18,0,3,73,4671036023
14,85,전라남도 담양군 무정면 성도리,29,0,13,86,4671036025
49,48,전라남도 담양군 무정면 동산리,133,0,7,222,4671036026
26,17,전라남도 담양군 무정면 덕곡리,63,4,2,177,4671036028
59,0,전라남도 담양군 무정면 서흥리,57,0,8,358,4671036029
16,49,전라남도 담양군 무정면 평지리,42,0,7,129,4671036031
32,31,전라남도 담양군 무정면 동강리,23,0,5,133,4671036032
11,26,전라남도 나주시 봉황면 덕곡리,48,0,4,509,4617043038
71,6,경기도 연천군 청산면 백의리,48,56,32,535,4180032025
377,214,경기도 연천군 백학면,0,0,42,584,4180033000
118,119,경기도 연천군 백학면 두일리,0,0,12,204,4180033021
44,67,경기도 안산시상록구 월피동,4,0,7,77,4127110900
117,53,경기도 안산시상록구 건건동,16,0,5,192,4127111100
170,43,경기도 안산시상록구 사사동,10,0,3,280,4127111200
68,25,경기도 안산시상록구 수암동,21,0,19,205,4127111300
70,56,경기도 안산시상록구 장상동,18,0,5,156,4127111400
1463,2947,경기도 안산시단원구,63,0,707,3768,4127300000
57,346,경기도 안산시단원구 고잔동,2,0,41,163,4127310100
113,351,경기도 안산시단원구 신길동,1,0,49,169,4127310300
62,481,경기도 안산시단원구 성곡동,0,0,114,117,4127310400
71,71,경기도 안산시단원구 목내동,3,0,43,116,4127310600
62,368,경기도 안산시단원구 초지동,4,0,79,151,4127310700
189,98,경기도 안산시단원구 선부동,1,0,0,288,4127310900
184,196,경기도 안산시단원구 대부동동,25,0,81,572,4127311000
112,23,경상북도 봉화군 상운면 토일리,12,0,5,425,4792038025
161,1,경상북도 봉화군 상운면 설매리,0,0,2,289,4792038027
1083,768,경상북도 울진군 기성면,97,0,154,7816,4793035000
1502,148,경상북도 봉화군 상운면,251,0,43,3957,4792038000
143,143,경상북도 봉화군 소천면 분천리,669,0,104,5288,4792035027
877,260,경상북도 봉화군 재산면,941,0,134,10369,4792036000
191,115,경상북도 봉화군 재산면 현동리,152,0,31,1384,4792036021
19,41,경상남도 남해군 남해읍 평현리,170,0,6,487,4884025028
60,21,경상남도 남해군 남해읍 입현리,58,0,25,122,4884025030
282,261,경상남도 남해군 이동면,1280,0,128,2729,4884031000
34,43,경상남도 남해군 이동면 다정리,178,0,27,455,4884031021
17,32,경상남도 남해군 이동면 석평리,83,0,35,232,4884031023
76,45,경상남도 남해군 이동면 무림리,123,0,7,291,4884031024
134,124,경상북도 울진군 기성면 황보리,37,0,31,1418,4793035030
70,22,경상북도 울진군 기성면 봉산리,2,0,1,195,4793035032
83,71,경상북도 울진군 온정면 광품리,17,0,81,969,4793036027
104,62,경상북도 울진군 기성면 사동리,0,0,10,550,4793035023
34,34,경상북도 울진군 기성면 망양리,0,0,3,348,4793035024
3,4,경상남도 남해군 남면 임포리,139,0,9,311,4884035025
17,0,경상남도 산청군 산청읍 산청리,4,0,3,0,4886025021
51,1,경상남도 산청군 산청읍 지리,36,0,2,76,4886025023
25,0,경상남도 산청군 산청읍 송경리,57,0,0,185,4886025025
50,1,경상남도 산청군 산청읍 부리,37,0,2,124,4886025027
47,30,경상남도 산청군 산청읍 병정리,43,0,8,225,4886025028
30,47,경상남도 산청군 산청읍 정곡리,86,0,10,341,4886025030
19,5,경상남도 산청군 산청읍 척지리,90,0,6,347,4886025031
103,198,경상남도 남해군 남면,1170,9,144,2720,4884035000
32,19,경상남도 남해군 남면 당항리,186,6,5,402,4884035021
17,30,경상남도 남해군 남면 석교리,100,4,3,210,4884035022
810,1001,경기도 안성시 공도읍,331,10,151,890,4155025000
94,98,경기도 안성시 공도읍 양기리,26,0,9,96,4155025021
46,80,경기도 안성시 공도읍 웅교리,45,0,20,79,4155025022
47,46,경기도 안성시 공도읍 신두리,40,0,10,109,4155025023
132,13,경기도 안성시 공도읍 용두리,43,9,2,67,4155025025
28,4,경상남도 산청군 금서면 방곡리,163,0,9,649,4886034031
5,0,경상남도 산청군 금서면 오봉리,111,0,3,648,4886034032
450,347,경상남도 산청군 금서면,1142,10,174,5478,4886034000
29,74,경상남도 산청군 신안면 문대리,16,0,21,96,4886038024
27,10,울산광역시 남구 용연동,48,21,7,176,3114011500
9,20,울산광역시 남구 남화동,2,22,14,39,3114011600
0,73,경상북도 포항시남구 연일읍 생지리,0,0,18,0,4711125321
0,75,경상북도 포항시남구 연일읍 괴정리,0,0,1,0,4711125322
0,172,경상북도 포항시남구 연일읍 오천리,0,0,45,0,4711125324
56,86,경상북도 고령군 운수면 봉평리,19,0,44,311,4783032030
140,65,경상북도 고령군 운수면 대평리,74,0,45,960,4783032031
61,48,경상북도 고령군 운수면 법리,6,0,7,100,4783032033
46,9,경상북도 고령군 운수면 유리,8,0,4,137,4783032034
86,0,경상북도 고령군 운수면 팔산리,10,0,3,431,4783032035
65,19,울산광역시 중구 약사동,12,0,1,175,3111011700
25,332,경기도 평택시 서탄면 금각리,1,0,29,18,4122032029
444,1227,경기도 평택시 고덕면,13,8,135,386,4122033000
95,15,경기도 평택시 고덕면 당현리,1,0,0,79,4122033021
53,188,경기도 평택시 고덕면 문곡리,0,0,14,60,4122033023
90,142,경기도 평택시 진위면 마산리,0,0,5,169,4122031022
192,84,경기도 평택시 진위면 동천리,12,0,16,500,4122031024
18,0,경기도 평택시 진위면 고현리,0,0,1,47,4122031025
58,29,경기도 평택시 진위면 갈곶리,14,0,0,25,4122031027
2,221,경기도 평택시 진위면 야막리,0,0,15,0,4122031028
32,134,전라남도 영광군 법성면 화천리,2,0,6,114,4687037023
150,50,전라남도 영광군 대마면 성산리,189,0,10,241,4687031027
117,48,전라남도 영광군 대마면 복평리,26,0,7,160,4687031028
653,360,전라남도 영광군 묘량면,449,0,85,2929,4687032000
82,60,전라남도 영광군 묘량면 덕흥리,0,0,10,209,4687032021
18,31,경상북도 고령군 덕곡면 후암리,4,0,7,107,4783031040
114,123,경상북도 김천시 농소면 입석리,15,5,31,231,4715031021
70,115,경상북도 김천시 농소면 신촌리,8,0,15,83,4715031022
217,85,경상북도 김천시 농소면 용암리,10,0,16,463,4715031024
125,9,경상북도 김천시 농소면 노곡리,81,0,7,704,4715031027
1193,437,경상북도 김천시 남면,521,17,168,4273,4715032000
6,70,서울특별시 성동구 마장동,0,0,4,25,1120010500
