allcolluvm_Layer_Area,alluvm_Layer_Area,bjd_Nm,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area,stdg_Cd
862,414,경기도 수원시영통구,105,92,103,1195,4111700000
142,191,경기도 수원시영통구 매탄동,45,38,11,87,4111710100
34,23,전라남도 해남군 화산면 해창리,37,0,34,163,4682032021
148,41,전라남도 해남군 화산면 가좌리,38,0,5,259,4682032025
47,44,전라남도 해남군 화산면 연정리,21,0,21,219,4682032028
53,82,전라남도 해남군 화산면 송산리,39,0,9,266,4682032031
4,0,전라남도 해남군 화산면 삼마리,5,0,0,31,4682032035
49,142,전라남도 해남군 현산면 고현리,65,0,12,425,4682033023
34,181,전라남도 해남군 현산면 읍호리,72,0,8,592,4682033026
15,199,전라남도 해남군 현산면 초호리,35,0,33,103,4682033028
48,140,전라남도 해남군 현산면 조산리,109,0,7,591,4682033031
70,136,전라남도 해남군 송지면 금강리,34,5,20,144,4682034021
27,68,전라남도 해남군 송지면 산정리,19,105,6,71,4682034027
97,36,전라남도 해남군 송지면 송호리,162,5,15,990,4682034030
28,29,전라남도 무안군 무안읍 평용리,0,0,3,82,4684025029
23,219,전라남도 무안군 일로읍 구정리,36,0,185,196,4684025324
52,6,전라남도 무안군 일로읍 상신기리,0,3,1,90,4684025330
68,0,전라남도 무안군 몽탄면 청용리,15,0,9,201,4684032024
45,74,전라남도 무안군 몽탄면 명산리,15,0,54,111,4684032026
47,1,전라남도 무안군 몽탄면 귀학리,8,0,1,145,4684032029
69,34,전라남도 무안군 몽탄면 사천리,62,0,12,374,4684032030
45,22,전라남도 무안군 몽탄면 대치리,51,0,5,439,4684032034
108,0,전라남도 무안군 청계면 월선리,66,0,16,444,4684033021
23,29,경상남도 창원시의창구 중동,7,2,2,32,4812110200
23,1,경상남도 창원시의창구 서상동,13,0,0,24,4812110300
51,14,경상남도 창원시의창구 소답동,24,5,0,92,4812110400
91,32,경상남도 창원시의창구 도계동,11,0,6,182,4812110500
35,0,경상남도 창원시의창구 동정동,95,0,0,115,4812110600
17,4,경상남도 창원시의창구 소계동,68,0,2,133,4812110700
34,1,경상남도 창원시의창구 용동,38,8,11,248,4812110800
14,38,경상북도 경산시 조영동,0,11,5,77,4729011800
68,0,경상북도 경산시 여천동,15,0,8,154,4729012100
59,0,경상북도 경산시 사동,23,0,5,167,4729012600
383,924,경상북도 경산시 하양읍,379,156,266,2762,4729025000
25,0,경상북도 경산시 하양읍 양지리,6,0,4,105,4729025025
25,0,경상북도 경산시 하양읍 교리,23,0,4,166,4729025028
51,17,경상북도 경산시 하양읍 부호리,13,0,12,213,4729025031
12,109,경상북도 경산시 하양읍 청천리,1,0,26,26,4729025034
0,240,경상북도 경산시 하양읍 대조리,0,0,30,0,4729025036
104,32,경상북도 경산시 진량읍 선화리,2,86,40,190,4729025322
0,51,경상북도 경산시 진량읍 보인리,0,26,2,0,4729025323
8,0,경상북도 경산시 진량읍 양기리,0,77,7,26,4729025327
100,66,경상북도 상주시 외남면 신상리,7,36,8,90,4725036025
70,7,경상북도 상주시 외남면 지사리,26,0,2,174,4725036028
50,52,경상북도 상주시 내서면 신촌리,155,11,26,837,4725037022
72,30,경상북도 상주시 내서면 서만리,189,0,23,855,4725037025
101,34,경상북도 상주시 내서면 평지리,88,3,22,548,4725037028
158,39,경상북도 상주시 모동면 덕곡리,157,77,23,617,4725038021
28,13,경상북도 상주시 모동면 용호리,33,0,3,86,4725038023
74,42,경상북도 상주시 모동면 반계리,109,38,10,555,4725038027
65,11,경상북도 상주시 모동면 신흥리,102,0,2,392,4725038029
50,51,경상북도 상주시 모서면 도안리,76,16,15,145,4725039022
49,30,경상북도 상주시 모서면 석산리,118,20,13,210,4725039025
98,50,경상북도 구미시 무을면 웅곡리,14,0,9,209,4719031029
11,91,경기도 파주시 교하동,0,0,12,5,4148010700
137,3,경기도 파주시 야당동,0,86,0,105,4148010800
134,169,경기도 파주시 상지석동,0,0,10,118,4148011100
48,105,경기도 파주시 산남동,0,0,0,70,4148011200
3,1,경기도 파주시 동패동,0,0,0,18,4148011300
33,83,경기도 파주시 당하동,0,0,0,14,4148011400
10,181,경기도 파주시 문발동,0,0,217,14,4148011500
55,96,경기도 파주시 송촌동,0,0,72,51,4148011600
7,6,경기도 파주시 목동동,0,0,0,8,4148011700
20,22,경기도 파주시 서패동,4,0,0,41,4148011900
71,20,경상남도 밀양시 무안면 연상리,82,0,12,393,4827038033
10,87,경상남도 밀양시 무안면 모로리,36,0,9,165,4827038035
45,21,경상남도 밀양시 무안면 웅동리,125,0,8,522,4827038038
271,349,경상남도 밀양시 청도면,896,1,142,4123,4827039000
38,55,경상남도 밀양시 청도면 두곡리,122,0,14,498,4827039023
62,85,경상남도 밀양시 청도면 고법리,61,1,22,315,4827039026
111,18,세종특별자치시  부강면 등곡리,18,0,10,334,3611033026
226,291,충청북도 보은군 속리산면,754,0,236,7723,4372031500
50,0,경상남도 창원시마산합포구 진북면 대평리,0,0,2,28,4812533024
26,1,경상남도 창원시마산합포구 진북면 이목리,28,0,0,71,4812533025
12,0,경상남도 창원시마산합포구 진북면 금산리,61,0,2,265,4812533026
42,0,경상남도 창원시마산합포구 진북면 영학리,71,0,8,370,4812533027
42,4,경상남도 창원시마산합포구 진북면 부산리,28,0,5,162,4812533028
12,12,경상남도 창원시마산합포구 진북면 덕곡리,0,0,2,47,4812533029
36,35,경상남도 창원시마산합포구 진북면 신촌리,8,0,6,110,4812533030
29,31,경상남도 창원시마산합포구 진북면 망곡리,66,0,10,197,4812533031
9,24,경상남도 창원시마산합포구 진북면 부평리,29,0,3,77,4812533032
20,45,경상남도 창원시마산합포구 진북면 추곡리,47,0,14,412,4812533033
1,1026,제주특별자치도 서귀포시 성산읍 온평리,0,0,4,0,5013025926
21,657,제주특별자치도 서귀포시 성산읍 신산리,32,0,5,39,5013025927
0,1182,제주특별자치도 서귀포시 성산읍 삼달리,0,0,6,8,5013025928
5,781,제주특별자치도 서귀포시 성산읍 신풍리,0,0,14,22,5013025929
0,356,제주특별자치도 서귀포시 성산읍 신천리,0,0,8,0,5013025930
0,1496,제주특별자치도 서귀포시 성산읍 난산리,18,0,2,60,5013025931
302,4794,제주특별자치도 서귀포시 안덕면,478,175,1180,3622,5013031000
0,217,제주특별자치도 서귀포시 안덕면 화순리,0,60,82,184,5013031021
0,84,제주특별자치도 서귀포시 안덕면 창천리,142,7,6,149,5013031022
6,0,경상남도 창원시진해구 화천동,0,0,0,0,4812913100
5,0,경상남도 창원시진해구 송학동,0,0,0,0,4812913200
3,0,경상남도 창원시진해구 대흥동,0,0,0,0,4812913300
2,0,경상남도 창원시진해구 평안동,0,0,0,0,4812913400
17,0,경상남도 창원시진해구 충무동,0,0,0,1,4812913500
4,0,경상남도 창원시진해구 인사동,0,0,0,1,4812913600
119,0,경상남도 창원시진해구 여좌동,8,0,3,4,4812913700
31,0,경상남도 창원시진해구 태백동,79,0,2,347,4812913800
123,13,경상남도 창원시진해구 경화동,71,0,55,125,4812913900
101,4,경상남도 창원시진해구 석동,71,0,2,75,4812914000
65,21,경상남도 창원시진해구 이동,1,0,3,0,4812914100
74,193,서울특별시 광진구 자양동,0,0,130,64,1121510500
76,35,서울특별시 구로구 오류동,0,0,0,115,1153010800
33,48,서울특별시 구로구 천왕동,0,0,2,69,1153011100
126,117,서울특별시 금천구 시흥동,0,0,20,367,1154510300
336,550,서울특별시 동대문구,0,0,63,475,1123000000
61,38,서울특별시 동작구 노량진동,0,0,3,45,1159010100
0,1,서울특별시 마포구 구수동,0,0,0,4,1144011300
0,2,서울특별시 마포구 신정동,0,0,5,4,1144011700
4,0,서울특별시 서대문구 봉원동,0,0,0,39,1141011500
33,35,서울특별시 서대문구 북가좌동,0,0,9,63,1141011900
2,0,서울특별시 서대문구 옥천동,0,0,0,4,1141010700
102,37,충청남도 당진시 사기소동,26,0,1,356,4427011000
155,28,경기도 양평군 지평면 무왕리,54,0,1,610,4183039525
149,187,경기도 양평군 지평면 일신리,150,0,17,1292,4183039526
102,35,경기도 양평군 지평면 대평리,34,0,17,574,4183039527
73,58,경기도 양평군 지평면 곡수리,1,0,7,119,4183039528
211,27,경기도 양평군 지평면 수곡리,3,5,8,327,4183039529
219,58,경기도 양평군 지평면 옥현리,51,0,9,537,4183039530
803,2450,경기도 평택시 포승읍,48,0,1744,1774,4122025600
63,109,경기도 평택시 포승읍 내기리,0,0,1,118,4122025621
98,339,경기도 평택시 포승읍 도곡리,8,0,6,199,4122025622
108,590,경기도 평택시 포승읍 원정리,2,0,626,373,4122025623
44,226,경기도 평택시 포승읍 만호리,0,0,162,120,4122025624
87,165,경기도 평택시 포승읍 희곡리,0,0,6,146,4122025625
25,107,전라남도 함평군 대동면 향교리,36,0,5,290,4686035026
36,55,전라남도 함평군 대동면 연암리,71,0,45,554,4686035032
45,70,전라남도 함평군 나산면 수하리,43,5,18,293,4686036022
28,18,충청남도 천안시동남구 목천읍 송전리,38,0,0,392,4413125026
27,19,충청남도 천안시동남구 목천읍 석천리,56,0,0,311,4413125027
27,52,충청남도 천안시동남구 목천읍 동평리,11,0,11,28,4413125028
113,69,충청남도 천안시동남구 목천읍 운전리,6,0,5,210,4413125029
82,8,충청남도 천안시동남구 목천읍 남화리,4,0,0,112,4413125030
31,30,충청남도 천안시동남구 목천읍 지산리,39,0,2,256,4413125031
43,7,충청남도 천안시동남구 목천읍 교천리,21,0,1,158,4413125032
1,0,제주특별자치도 제주시 추자면,108,0,103,481,5011032000
0,0,제주특별자치도 제주시 추자면 대서리,18,0,54,87,5011032021
0,0,제주특별자치도 제주시 추자면 영흥리,12,0,9,46,5011032022
0,0,제주특별자치도 제주시 추자면 묵리,33,0,6,105,5011032023
0,0,제주특별자치도 제주시 추자면 예초리,12,0,14,91,5011032024
1,0,제주특별자치도 제주시 추자면 신양리,34,0,20,152,5011032025
0,565,제주특별자치도 제주시 우도면,7,0,11,36,5011033000
0,565,제주특별자치도 제주시 우도면 연평리,7,0,11,36,5011033021
30,44,경상남도 양산시 원동면 원리,121,0,74,848,4833032021
878,3622,충청남도 당진시 석문면,32,0,2607,2419,4427032000
171,97,충청남도 당진시 석문면 통정리,0,0,1103,295,4427032021
84,248,충청남도 당진시 석문면 삼화리,1,0,385,239,4427032022
48,8,충청북도 청주시상당구 낭성면 삼산리,79,0,0,361,4311131030
55,9,충청북도 청주시상당구 낭성면 현암리,38,0,0,223,4311131031
35,10,충청북도 청주시상당구 낭성면 무성리,66,0,8,259,4311131032
589,752,충청북도 청주시상당구 미원면,2114,18,334,9106,4311132000
21,61,충청북도 청주시상당구 미원면 미원리,122,0,16,364,4311132021
30,27,충청북도 청주시상당구 미원면 쌍이리,97,0,7,361,4311132022
9,32,충청북도 청주시상당구 미원면 중리,104,0,14,444,4311132023
8,78,충청북도 청주시상당구 미원면 내산리,62,0,11,255,4311132024
6,13,충청북도 청주시상당구 미원면 구방리,154,0,9,623,4311132025
20,2,충청북도 청주시상당구 미원면 기암리(岐岩),115,0,6,384,4311132026
23,0,충청북도 청주시상당구 미원면 운교리,76,0,3,254,4311132027
5,7,충청북도 청주시상당구 미원면 대덕리,109,0,2,451,4311132028
19,18,충청북도 청주시상당구 미원면 운용리,65,0,0,226,4311132029
35,14,충청북도 청주시상당구 미원면 화원리,75,0,4,381,4311132030
41,29,충청북도 청주시상당구 미원면 용곡리,86,0,20,284,4311132031
4,77,충청북도 청주시상당구 미원면 수산리,57,0,14,233,4311132032
14,36,충청북도 청주시상당구 미원면 기암리(基岩),57,0,8,231,4311132033
17,12,충청북도 청주시상당구 미원면 가양리,83,0,1,250,4311132034
62,9,충청북도 청주시상당구 미원면 화창리,34,0,1,269,4311132035
26,15,충청북도 청주시상당구 미원면 종암리,91,0,17,300,4311132036
129,21,충청북도 청주시상당구 미원면 대신리,43,0,3,511,4311132037
30,93,충청북도 청주시상당구 미원면 운암리,96,7,38,579,4311132038
12,20,충청북도 청주시상당구 미원면 옥화리,75,11,34,455,4311132039
25,10,충청북도 청주시상당구 미원면 월용리,131,0,13,407,4311132040
15,13,충청북도 청주시상당구 미원면 금관리,134,0,12,563,4311132041
18,51,충청북도 청주시상당구 미원면 어암리,66,0,37,375,4311132042
14,23,충청북도 청주시상당구 미원면 계원리,123,0,32,517,4311132043
5,93,충청북도 청주시상당구 미원면 성대리,57,0,30,392,4311132044
721,597,충청북도 청주시상당구 가덕면,327,7,131,3196,4311133000
124,35,충청북도 청주시상당구 가덕면 청용리,38,0,2,330,4311133021
59,54,충청북도 청주시상당구 가덕면 행정리,2,0,9,73,4311133022
72,63,충청북도 청주시상당구 가덕면 삼항리,0,0,2,143,4311133023
41,51,충청북도 청주시상당구 가덕면 국전리,0,0,6,47,4311133024
34,76,충청북도 청주시상당구 가덕면 상대리,2,0,18,57,4311133025
25,64,충청북도 청주시상당구 가덕면 노동리,7,0,17,109,4311133026
63,55,충청북도 청주시상당구 가덕면 인차리,0,4,18,115,4311133027
56,12,충청북도 청주시상당구 가덕면 계산리,29,0,3,320,4311133028
23,41,충청북도 청주시상당구 가덕면 수곡리,30,3,2,140,4311133029
39,32,충청북도 청주시상당구 가덕면 시동리,4,0,6,78,4311133030
59,24,충청북도 청주시상당구 가덕면 병암리,7,0,4,131,4311133031
18,8,충청북도 청주시상당구 가덕면 금거리,47,0,7,114,4311133032
51,56,충청북도 청주시상당구 가덕면 상야리,1,0,8,33,4311133033
46,26,충청북도 청주시상당구 가덕면 한계리,71,0,23,729,4311133034
11,2,충청북도 청주시상당구 가덕면 내암리,87,0,7,776,4311133035
639,774,충청북도 청주시상당구 남일면,121,0,112,1858,4311134000
108,25,충청북도 청주시상당구 남일면 송암리,12,0,1,299,4311134021
16,64,충청북도 청주시상당구 남일면 효촌리,0,0,5,12,4311134022
26,79,충청북도 청주시상당구 남일면 문주리,9,0,11,110,4311134023
17,17,충청북도 청주시상당구 남일면 황청리,28,0,2,189,4311134024
53,72,충청북도 청주시상당구 남일면 은행리,15,0,20,114,4311134025
66,50,충청북도 청주시상당구 남일면 두산리,3,0,2,151,4311134026
40,72,충청북도 청주시상당구 남일면 쌍수리,32,0,6,248,4311134027
83,92,충청북도 청주시상당구 남일면 고은리,3,0,11,221,4311134028
72,45,충청북도 청주시상당구 남일면 화당리,3,0,14,141,4311134029
40,106,충청북도 청주시상당구 남일면 가산리,7,0,27,92,4311134030
57,114,충청북도 청주시상당구 남일면 신송리,4,0,12,108,4311134031
63,37,충청북도 청주시상당구 남일면 가중리,7,0,1,173,4311134032
893,268,충청북도 청주시상당구 문의면,719,10,1334,6080,4311135000
5,0,충청북도 청주시상당구 문의면 문산리,8,0,65,69,4311135021
95,13,충청북도 청주시상당구 문의면 미천리,52,0,19,267,4311135022
153,65,충청북도 청주시상당구 문의면 남계리,8,0,11,261,4311135023
59,1,충청북도 청주시상당구 문의면 상장리,7,0,125,205,4311135024
64,9,충청북도 청주시상당구 문의면 산덕리,28,0,14,306,4311135025
48,13,충청북도 청주시상당구 문의면 구룡리,49,0,3,278,4311135026
49,1,충청북도 청주시상당구 문의면 괴곡리,2,0,6,55,4311135027
2,5,충청북도 청주시상당구 문의면 문덕리,49,0,115,418,4311135028
5,2,충청북도 청주시상당구 문의면 소전리,64,0,108,595,4311135029
7,3,충청북도 청주시상당구 문의면 후곡리,43,0,265,259,4311135030
0,0,충청북도 청주시상당구 문의면 가호리,5,0,153,105,4311135031
0,0,충청북도 청주시상당구 문의면 신대리,16,0,201,168,4311135032
0,0,충청북도 청주시상당구 문의면 덕유리,44,0,194,307,4311135033
77,21,충청북도 청주시상당구 문의면 품곡리,57,0,34,389,4311135034
104,32,충청북도 청주시상당구 문의면 두모리,35,0,2,237,4311135035
58,26,충청북도 청주시상당구 문의면 도원리,21,0,0,190,4311135036
1238,1921,경기도 평택시 청북읍,67,0,225,1795,4122025900
124,54,경기도 평택시 청북읍 현곡리,9,0,0,222,4122025921
83,129,경기도 평택시 청북읍 삼계리,3,0,5,121,4122025922
94,666,경기도 평택시 청북읍 고잔리,8,0,140,294,4122025923
126,198,경기도 평택시 청북읍 옥길리,3,0,16,261,4122025924
132,25,경기도 평택시 청북읍 후사리,4,0,0,185,4122025925
100,102,경기도 평택시 청북읍 토진리,0,0,8,131,4122025926
54,191,경기도 평택시 청북읍 백봉리,0,0,20,49,4122025927
83,195,경기도 평택시 청북읍 어연리,12,0,6,64,4122025928
147,140,경기도 평택시 청북읍 율북리,11,0,10,114,4122025929
73,141,경기도 평택시 청북읍 한산리,10,0,14,62,4122025930
67,51,경기도 평택시 청북읍 어소리,0,0,8,84,4122025931
153,26,경기도 평택시 청북읍 고렴리,7,0,0,206,4122025932
64,55,경기도 가평군 조종면 운악리,127,0,38,2258,4182034528
11,15,경기도 가평군 상면 원흥리,148,0,6,466,4182033030
164,42,경상북도 안동시 서후면 재품리,140,0,4,1079,4717033032
1424,623,충청남도 홍성군 홍북읍,73,54,106,2182,4480025600
176,25,충청남도 홍성군 홍북읍 중계리,31,0,10,455,4480025621
109,55,충청남도 홍성군 홍북읍 상하리,27,6,10,260,4480025622
80,49,충청남도 홍성군 홍북읍 봉신리,0,0,7,124,4480025623
134,104,충청남도 홍성군 홍북읍 내덕리,0,0,13,191,4480025624
221,67,충청남도 홍성군 홍북읍 신경리,15,0,10,417,4480025625
103,18,충청남도 홍성군 홍북읍 대동리,0,0,1,120,4480025626
75,82,충청남도 홍성군 홍북읍 석택리,0,21,18,77,4480025627
34,46,충청남도 홍성군 홍북읍 용산리,0,0,8,41,4480025628
76,88,충청남도 홍성군 홍북읍 갈산리,0,26,12,29,4480025629
131,0,충청남도 홍성군 홍북읍 신정리,0,0,0,130,4480025630
90,19,충청남도 홍성군 홍북읍 산수리,0,0,5,75,4480025631
50,46,충청남도 홍성군 홍북읍 노은리,1,0,9,68,4480025632
142,22,충청남도 홍성군 홍북읍 대인리,0,0,3,194,4480025633
852,486,경기도 용인시처인구 모현읍,253,16,145,3275,4146125300
122,61,경기도 용인시처인구 모현읍 왕산리,33,0,36,460,4146125321
119,28,경기도 용인시처인구 모현읍 갈담리,44,16,21,327,4146125322
151,95,경기도 용인시처인구 모현읍 초부리,23,0,28,645,4146125323
52,191,경기도 용인시처인구 모현읍 일산리,2,0,38,139,4146125324
145,50,경기도 용인시처인구 모현읍 매산리,3,0,8,299,4146125325
69,12,경기도 용인시처인구 모현읍 동림리,14,0,2,260,4146125326
121,26,경기도 용인시처인구 모현읍 능원리,27,0,7,557,4146125327
20,0,경상남도 거제시 일운면 구조라리,29,0,8,184,4831031022
116,3,경상남도 거제시 일운면 지세포리,87,0,59,533,4831031024
17,25,경상남도 거제시 동부면 구천리,225,0,38,1377,4831032023
58,25,세종특별자치시  부강면 노호리,8,0,20,106,3611033027
106,74,세종특별자치시  부강면 금호리,7,21,21,220,3611033028
1512,787,세종특별자치시  금남면,122,0,350,4485,3611034000
40,28,세종특별자치시  금남면 용포리,0,0,7,55,3611034021
25,59,세종특별자치시  금남면 발산리,0,0,14,90,3611034022
26,26,세종특별자치시  금남면 감성리,0,0,8,38,3611034023
56,71,세종특별자치시  금남면 두만리,2,0,14,150,3611034024
55,9,세종특별자치시  금남면 용담리,0,0,5,40,3611034025
71,29,세종특별자치시  금남면 축산리,2,0,6,285,3611034026
90,13,세종특별자치시  금남면 금천리,1,0,2,412,3611034027
54,25,세종특별자치시  금남면 영치리,0,0,0,179,3611034028
1,2,서울특별시 성동구 금호동1가,0,0,0,41,1120010900
3,0,서울특별시 성북구 동소문동3가,0,0,0,0,1129010600
14,0,서울특별시 성북구 상월곡동,0,0,0,40,1129013700
0,64,서울특별시 성북구 종암동,0,0,5,78,1129013500
2,70,서울특별시 송파구 삼전동,8,0,15,0,1171010600
587,1550,서울특별시 송파구,25,282,485,454,1171000000
0,16,서울특별시 영등포구 당산동2가,0,0,0,0,1156011200
0,15,서울특별시 영등포구 문래동5가,0,0,15,0,1156012300
0,23,서울특별시 영등포구 양평동1가,0,0,0,0,1156012500
259,1302,서울특별시 영등포구,0,0,694,198,1156000000
0,0,서울특별시 용산구 도원동,0,0,0,9,1117012000
13,45,전라남도 함평군 해보면 대각리,78,0,2,493,4686037030
118,41,전라남도 함평군 월야면 양정리,2,3,6,199,4686038022
92,64,전라남도 함평군 월야면 월야리,0,65,16,110,4686038025
150,38,전라남도 함평군 월야면 월악리,0,36,7,132,4686038026
36,82,전라남도 함평군 월야면 계림리,0,0,10,51,4686038027
43,0,전라남도 함평군 월야면 용정리,22,0,2,79,4686038031
1020,780,전라남도 영광군 영광읍,21,103,202,2514,4687025000
19,1,전라남도 영광군 영광읍 백학리,0,0,0,31,4687025022
58,25,전라남도 영광군 영광읍 연성리,0,0,5,159,4687025026
46,62,전라남도 영광군 영광읍 양평리,0,10,22,155,4687025031
54,28,전라남도 영광군 영광읍 입석리,0,0,9,127,4687025034
93,18,전라남도 영광군 영광읍 녹사리,0,0,4,139,4687025036
11,36,경상북도 경산시 남천면 흥산리,76,0,4,336,4729037030
91,12,경상남도 양산시 상북면 대석리,117,13,19,677,4833033022
34,17,경상남도 양산시 상북면 좌삼리,141,0,8,499,4833033026
23,41,경상남도 양산시 상북면 신전리,38,0,20,170,4833033029
78,49,경상남도 양산시 하북면 답곡리,13,0,9,350,4833034024
58,51,경상남도 양산시 하북면 삼감리,49,2,7,204,4833034027
49,124,경상남도 의령군 의령읍 동동리,17,0,24,162,4872025023
63,17,경상남도 의령군 의령읍 만천리,19,0,48,218,4872025026
26,9,경상남도 의령군 의령읍 중리,56,0,3,216,4872025029
19,7,경상남도 의령군 가례면 양성리,77,0,0,117,4872031022
36,38,경상남도 의령군 가례면 괴진리,32,0,23,644,4872031024
19,74,경상남도 의령군 가례면 가례리,8,0,12,187,4872031026
66,8,경상남도 의령군 칠곡면 내조리,55,0,4,514,4872032022
33,24,대전광역시 유성구 송강동,10,0,0,96,3020014700
78,146,대전광역시 유성구 전민동,5,0,25,160,3020014100
80,38,대전광역시 유성구 죽동,2,0,7,87,3020012100
80,52,대전광역시 중구 문화동,50,0,0,183,3014011600
18,57,대전광역시 중구 부사동,9,0,0,32,3014011100
86,60,인천광역시 강화군 강화읍 월곳리,0,0,4,80,2871025028
103,62,인천광역시 강화군 교동면 상용리,26,0,17,170,2871040023
26,283,인천광역시 강화군 교동면 양갑리,5,0,2,38,2871040029
118,84,인천광역시 강화군 길상면 장흥리,27,19,43,190,2871033025
15,20,인천광역시 강화군 삼산면 미법리,0,0,6,59,2871041027
208,354,인천광역시 강화군 서도면,28,0,72,651,2871042000
2,16,전라남도 장성군 장성읍 용강리,29,0,27,99,4688025031
0,1,전라남도 장성군 장성읍 봉덕리,18,0,77,151,4688025032
23,49,전라남도 장성군 장성읍 야은리,41,0,26,157,4688025035
59,29,전라남도 장성군 진원면 산정리,0,9,6,114,4688031022
69,47,전라남도 장성군 진원면 진원리,71,10,11,293,4688031025
590,271,전라남도 장성군 남면,271,611,100,977,4688032000
92,132,전라남도 장성군 남면 월정리,0,26,19,139,4688032027
946,141,전라남도 장성군 동화면,144,6,56,1610,4688033000
47,6,전라남도 장성군 동화면 서양리,74,0,7,299,4688033023
119,15,전라남도 장성군 동화면 남평리,1,0,3,101,4688033025
103,38,전라남도 장성군 동화면 월산리,13,0,10,203,4688033027
251,486,충청남도 당진시 석문면 삼봉리,3,0,75,478,4427032023
115,185,충청남도 당진시 석문면 장고항리,13,0,31,268,4427032024
137,1477,충청남도 당진시 석문면 교로리,11,0,180,371,4427032025
41,72,충청남도 당진시 석문면 난지도리,2,0,325,372,4427032026
79,1057,충청남도 당진시 석문면 초락도리,2,0,509,396,4427032027
1137,1609,충청남도 당진시 대호지면,36,1,614,3189,4427033000
102,81,충청남도 당진시 대호지면 조금리,6,0,50,288,4427033021
163,307,충청남도 당진시 대호지면 사성리,13,1,83,539,4427033022
133,57,세종특별자치시  연서면 고복리,1,0,49,355,3611036024
97,6,세종특별자치시  연서면 용암리,0,0,33,243,3611036025
181,34,세종특별자치시  연서면 쌍류리,1,0,4,457,3611036026
104,21,세종특별자치시  연서면 청라리,2,0,1,205,3611036027
181,38,세종특별자치시  연서면 기룡리,1,0,5,493,3611036028
161,46,세종특별자치시  연서면 신대리,2,0,8,268,3611036029
80,21,충청남도 천안시동남구 북면 납안리,70,0,6,555,4413133031
10,54,충청남도 천안시동남구 북면 운용리,66,0,1,454,4413133032
63,39,충청남도 천안시동남구 북면 대평리,81,0,0,608,4413133033
1058,311,충청남도 천안시동남구 성남면,76,23,68,1768,4413134000
138,17,충청남도 천안시동남구 성남면 신덕리,13,20,1,285,4413134021
1736,474,경상북도 의성군 금성면,276,226,221,4429,4773037000
24,0,경기도 성남시중원구 중앙동,0,0,1,42,4113313200
228,70,충청남도 당진시 순성면 봉소리,0,0,8,352,4427036021
84,73,충청남도 당진시 순성면 백석리,0,0,4,124,4427036022
95,65,충청남도 당진시 순성면 양유리,13,0,7,123,4427036023
127,37,충청남도 당진시 순성면 나산리,0,0,5,125,4427036024
80,59,충청남도 당진시 순성면 광천리,0,0,8,102,4427036025
162,30,충청남도 당진시 순성면 본리,0,0,8,161,4427036026
159,87,충청남도 당진시 순성면 중방리,0,0,11,234,4427036027
89,83,충청남도 당진시 순성면 아찬리,0,0,14,122,4427036028
140,36,충청남도 당진시 순성면 옥호리,0,0,8,245,4427036029
54,57,경상남도 의령군 유곡면 칠곡리,25,0,22,410,4872042027
13,42,경상남도 함안군 가야읍 말산리,0,60,13,9,4873025021
9,12,충청남도 천안시동남구 사직동,0,0,1,3,4413110400
0,24,충청남도 천안시동남구 영성동,0,0,1,0,4413110500
3,2,충청남도 천안시동남구 오룡동,0,0,0,6,4413110600
62,91,충청남도 천안시동남구 원성동,8,0,5,35,4413110700
131,44,충청남도 천안시동남구 구성동,5,0,2,221,4413110800
26,8,충청남도 천안시동남구 청수동,0,0,3,34,4413110900
136,18,충청남도 천안시동남구 삼룡동,7,1,3,237,4413111000
161,4,충청남도 천안시동남구 청당동,0,0,0,142,4413111100
124,54,충청남도 천안시동남구 유량동,15,0,7,416,4413111200
12,19,경상북도 경산시 용성면 일광리,5,29,3,68,4729034041
1340,886,경기도 화성시 향남읍,15,201,70,2487,4159025900
7,18,경기도 화성시 향남읍 평리,0,45,1,10,4159025921
16,47,경기도 화성시 향남읍 발안리,0,0,5,24,4159025922
20,56,경기도 화성시 향남읍 제암리,0,47,8,36,4159025923
115,236,경기도 화성시 향남읍 상신리,3,57,19,301,4159025924
94,165,경기도 화성시 향남읍 구문천리,8,0,9,246,4159025925
225,75,경기도 화성시 향남읍 하길리,0,19,3,422,4159025926
62,13,경기도 화성시 향남읍 화리현리,0,0,2,96,4159025927
54,36,경기도 화성시 향남읍 상두리,0,0,3,75,4159025928
77,23,경기도 화성시 향남읍 백토리,0,0,2,124,4159025929
67,6,경기도 화성시 향남읍 길성리,0,0,0,84,4159025930
43,6,충청남도 공주시 석장리동,52,0,43,373,4415012500
168,9,충청남도 공주시 송선동,2,0,4,219,4415012600
113,36,충청남도 공주시 동현동,13,0,2,312,4415012700
70,172,충청남도 당진시 송산면 무수리,0,0,427,201,4427039030
120,199,충청남도 당진시 송산면 유곡리,0,0,2,265,4427039031
66,309,충청남도 당진시 송산면 동곡리,0,0,195,213,4427039032
58,347,충청남도 당진시 송산면 가곡리,0,0,697,187,4427039033
48,17,경상남도 김해시 유하동,11,26,7,63,4825012300
16,84,경상남도 김해시 내덕동,5,29,6,43,4825012400
126,3,경상남도 김해시 부곡동,78,82,9,211,4825012500
16,20,경상남도 김해시 무계동,1,40,9,16,4825012600
329,6878,제주특별자치도 제주시 한림읍,112,300,585,933,5011025000
11,520,제주특별자치도 제주시 한림읍 귀덕리,6,0,6,15,5011025021
